Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
159,Natrone Means,JAX,RB,24,14,4,0,0,0,0,0,152,507,3.34,2,9,7,45,6.43,1,3,1,3,,,71,78.2,82.2,74.7,,47,
160,Aaron Craver,DEN,RB,28,15,15,0,1,0,0,0,59,232,3.93,2,51,39,297,7.62,1,1,1,3,,,69,107.9,114.9,88.4,,48,
161,Brian Blades,SEA,WR,31,11,9,0,0,0,0,0,0,0,,0,70,43,556,12.93,2,1,,2,,,68,110.6,113.6,89.1,,63,
162,Amp Lee,MIN,RB,25,16,3,0,0,0,0,0,51,161,3.16,0,71,54,422,7.81,2,2,1,2,,,68,122.3,129.3,95.3,,49,
163,Tyrone Wheatley,NYG,RB,24,14,0,1,1,24,1,0,112,400,3.57,1,17,12,51,4.25,2,6,,3,,,68,80.1,83.1,74.1,,50,
164,Craig Heyward,ATL,RB,30,15,5,0,0,0,0,0,72,321,4.46,3,19,16,168,10.50,0,0,,3,,,67,82.9,88.9,74.9,,51,
165,Warren Moon,MIN,QB,40,8,8,134,247,1610,7,9,9,6,0.67,0,0,0,0,,0,7,4,0,,,67,67.0,83.0,76.0,,36,
166,Eric Bieniemy,CIN,RB,27,16,0,0,0,0,0,0,56,269,4.80,2,46,32,272,8.50,0,1,1,2,,,64,96.1,103.1,80.1,,52,
167,David Dunn,CIN,WR,24,16,0,0,0,0,0,0,0,0,,0,49,32,509,15.91,1,1,,2,,,63,94.9,97.9,78.9,,64,
168,Randal Hill,MIA,WR,27,14,5,0,0,0,0,0,0,0,,0,44,21,409,19.48,4,1,1,4,,,63,83.9,87.9,73.4,,65,
169,Irving Spikes,MIA,RB,26,15,1,0,0,0,0,0,87,316,3.63,3,11,8,81,10.13,1,1,1,4,,,62,69.7,73.7,65.7,,53,
170,Derek Loville,SFO,RB,28,12,6,0,0,0,0,0,70,229,3.27,2,26,16,138,8.63,2,0,,4,,,61,76.7,82.7,68.7,,54,
171,Richie Anderson,NYJ,RB,25,16,13,0,0,0,0,0,47,150,3.19,1,71,44,385,8.75,0,0,,1,,,60,103.5,109.5,81.5,,55,
172,Eric Bjornson,DAL,TE,25,14,10,0,0,0,0,0,0,0,,0,64,48,388,8.08,3,1,,3,1,,59,106.8,109.8,82.8,,13,
173,Robert Brooks,GNB,WR,26,7,7,0,0,0,0,0,4,2,0.50,0,41,23,344,14.96,4,0,,4,,,59,81.6,84.6,70.1,,68,
174,Courtney Hawkins,TAM,WR,27,16,16,0,0,0,0,0,1,-13,-13.00,0,94,46,544,11.83,1,1,,1,,,59,105.1,108.1,82.1,,67,
175,Floyd Turner,BAL,WR,30,11,6,0,0,0,0,0,2,12,6.00,0,64,38,461,12.13,2,0,,2,,,59,97.3,100.3,78.3,,66,
176,Steve Beuerlein,CAR,QB,31,8,4,69,123,879,8,2,12,17,1.42,0,0,0,0,,0,9,4,0,,,57,56.9,65.9,58.9,,37,
177,Andre Coleman,SDG,WR,24,16,10,0,0,0,0,0,2,0,0.00,0,73,36,486,13.50,2,4,2,2,,,57,92.6,97.6,74.6,,70,
178,Michael Westbrook,WAS,WR,24,11,6,0,0,0,0,0,2,2,1.00,0,62,34,505,14.85,1,0,,1,,,57,90.7,93.7,73.7,,69,
179,Harvey Williams,OAK,RB,29,13,5,1,2,18,1,0,121,431,3.56,0,29,22,143,6.50,0,3,3,0,,,56,78.1,87.1,67.1,,56,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
180,Daryl Hobbs,OAK,WR,28,16,1,1,1,7,0,0,0,0,,0,75,44,423,9.61,3,4,3,3,,,55,98.6,104.6,76.6,,73,
181,Webster Slaughter,NYJ,WR,32,10,1,0,0,0,0,0,0,0,,0,60,32,434,13.56,2,0,,2,,,55,87.4,90.4,71.4,,71,
182,Robb Thomas,TAM,WR,30,12,8,0,0,0,0,0,0,0,,0,53,33,427,12.94,2,0,,2,,,55,87.7,90.7,71.2,,72,
183,William Floyd,SFO,RB,24,9,8,0,0,0,0,0,47,186,3.96,2,36,26,197,7.58,1,4,1,3,,,54,80.3,87.3,67.3,,57,
184,Sean LaChapelle,KAN,WR,26,12,8,0,0,0,0,0,0,0,,0,48,27,422,15.63,2,0,,2,,,54,81.2,84.2,67.7,,75,
185,Derek Russell,HOU,WR,27,16,5,0,0,0,0,0,0,0,,0,59,34,421,12.38,2,0,,2,,,54,88.1,91.1,71.1,,76,
186,Steve Tasker,BUF,WR,34,8,5,0,0,0,0,0,9,31,3.44,0,33,21,372,17.71,3,3,2,3,,,54,75.3,80.3,64.8,,74,
187,Charles Way,NYG,RB,24,16,12,0,0,0,0,0,22,79,3.59,1,45,32,328,10.25,1,0,,2,,,53,84.7,87.7,68.7,,58,
188,Kevin Turner,PHI,RB,27,16,12,0,0,0,0,0,18,39,2.17,0,56,43,409,9.51,1,1,,1,,,51,93.8,96.8,72.3,,59,
189,Eric Moulds,BUF,WR,23,16,5,0,0,0,0,0,12,44,3.67,0,37,20,279,13.95,2,1,,3,,,50,70.3,73.3,60.3,,77,
190,Qadry Ismail,MIN,WR,26,16,2,0,0,0,0,0,0,0,,0,44,22,351,15.95,3,2,2,3,,,49,71.1,76.1,60.1,,78,
191,Brent Jones,SFO,TE,33,11,10,0,0,0,0,0,0,0,,0,48,33,428,12.97,1,0,,1,,,49,81.8,84.8,65.3,,14,
192,Rodney Peete,PHI,QB,30,5,5,80,134,992,3,5,20,31,1.55,1,0,0,0,,0,2,1,1,,,49,48.8,57.8,53.8,,38,
193,Tommy Vardell,SFO,RB,27,11,7,0,0,0,0,0,58,192,3.31,2,38,28,179,6.39,0,0,,2,,,49,77.1,83.1,63.1,,60,
194,Reggie Brooks,TAM,RB,25,11,4,0,0,0,0,0,112,368,3.29,2,6,3,13,4.33,0,1,1,2,,,48,51.1,55.1,49.6,,61,
195,Rich Gannon,KAN,QB,31,4,3,54,90,491,6,1,12,81,6.75,0,0,0,0,,0,1,1,0,,,48,47.7,52.7,48.7,,39,
196,Charlie Garner,PHI,RB,24,15,1,0,0,0,0,0,66,346,5.24,1,17,14,92,6.57,0,1,1,1,,,48,61.8,65.8,54.8,,64,
197,Marc Logan,WAS,RB,31,14,9,0,0,0,0,0,20,111,5.55,2,34,23,269,11.70,0,1,1,2,,,48,71.0,78.0,59.5,,63,
198,Stanley Pritchett,MIA,RB,23,16,16,0,0,0,0,0,7,27,3.86,0,50,33,354,10.73,2,3,1,2,,,48,81.1,85.1,64.6,,62,
199,Dave Meggett*,NWE,RB,30,16,1,0,1,0,0,0,40,122,3.05,0,57,33,292,8.85,0,7,,1,,,47,80.4,86.4,63.9,,65,
200,Muhsin Muhammad,CAR,WR,23,9,5,0,0,0,0,0,1,-1,-1.00,0,49,25,407,16.28,1,0,,1,,,47,71.6,74.6,59.1,,79,
201,Neil O'Donnell,NYJ,QB,30,6,6,110,188,1147,4,7,6,30,5.00,0,0,0,0,,0,2,2,0,,,47,46.9,58.9,53.9,,40,
202,Lonnie Johnson,BUF,TE,25,16,15,0,0,0,0,0,0,0,,0,79,46,457,9.93,0,1,,0,,,46,91.7,94.7,68.7,,15,
203,Brian Mitchell,WAS,RB,28,16,2,0,1,0,0,0,39,193,4.95,0,40,32,286,8.94,0,1,1,0,,,46,77.9,84.9,61.9,,66,
204,Joe Aska,OAK,RB,24,15,2,0,0,0,0,0,62,326,5.26,1,12,8,63,7.88,0,1,,1,,,45,52.9,55.9,48.9,,67,
205,Jason Dunn,PHI,TE,23,16,12,0,0,0,0,0,0,0,,0,31,15,332,22.13,2,0,,2,,,45,60.2,63.2,52.7,,16,
206,J.J. Birden,ATL,WR,31,12,12,0,0,0,0,0,0,0,,0,61,30,319,10.63,2,2,,2,,,44,73.9,76.9,58.9,,80,
207,Keith Byars,2TM,RB,33,14,10,0,0,0,0,0,2,2,1.00,0,48,32,289,9.03,2,0,,2,1,,43,75.1,78.1,59.1,,68,
208,Sam Gash,NWE,RB,27,14,9,0,0,0,0,0,8,15,1.88,0,44,33,276,8.36,2,0,,2,1,,43,76.1,79.1,59.6,,69,
209,Leeland McElroy,ARI,RB,22,16,6,0,0,0,0,0,89,305,3.43,1,10,5,41,8.20,1,3,2,2,,,43,47.6,52.6,45.1,,70,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
210,Ricky Proehl,SEA,WR,28,16,7,0,0,0,0,0,0,0,,0,48,23,309,13.43,2,0,,2,,,43,65.9,68.9,54.4,,81,
211,Paul Justin,IND,QB,28,8,2,74,127,839,2,0,2,7,3.50,0,0,0,0,,0,1,,0,,,42,42.3,45.3,42.3,,41,
212,Kelvin Martin,DAL,WR,31,16,1,0,0,0,0,0,0,0,,0,44,25,380,15.20,1,1,1,1,,,42,67.0,71.0,54.5,,82,
213,Dave Moore,TAM,TE,27,16,8,0,0,0,0,0,0,0,,0,43,27,237,8.78,3,0,,3,,,42,68.7,71.7,55.2,,17,
214,Lamont Warren,IND,RB,23,13,3,0,0,0,0,0,67,230,3.43,1,34,22,174,7.91,0,3,2,1,,,42,64.4,72.4,53.4,,71,
215,Craig Erickson,MIA,QB,27,7,3,55,99,780,4,2,11,16,1.45,0,0,0,0,,0,4,3,0,,1,41,40.8,48.8,42.8,,42,
216,Jackie Harris,TAM,TE,28,13,12,0,0,0,0,0,0,0,,0,60,30,349,11.63,1,1,1,1,1,,41,70.9,74.9,55.9,,18,
217,Sean Salisbury,SDG,QB,33,16,3,82,161,984,5,8,6,14,2.33,0,0,0,0,,0,3,2,0,,,41,40.8,53.8,48.8,,43,
218,Mike Pritchard,SEA,WR,27,16,5,0,0,0,0,0,2,13,6.50,0,63,21,328,15.62,1,0,,1,,,40,61.1,64.1,50.6,,83,
219,Tyrone Brown,ATL,WR,23,9,4,0,0,0,0,0,0,0,,0,55,28,325,11.61,1,0,,1,,,39,66.5,69.5,52.5,,85,
220,Pat Carter,ARI,TE,30,16,16,0,0,0,0,0,0,0,,0,33,26,329,12.65,1,0,,1,,,39,64.9,67.9,51.9,,19,
221,William Henderson,GNB,RB,25,16,11,0,0,0,0,0,39,130,3.33,0,33,27,203,7.52,1,1,,1,,,39,66.3,72.3,52.8,,72,
222,Kevin Williams,DAL,WR,25,10,9,0,0,0,0,0,4,11,2.75,0,51,27,323,11.96,1,0,,1,,,39,66.4,69.4,52.9,,84,
223,Marcus Dowdell,ARI,WR,26,15,0,0,0,0,0,0,0,0,,0,41,20,318,15.90,2,6,3,2,,,38,57.8,63.8,47.8,,86,
224,Haywood Jeffires,NOR,WR,32,9,1,0,0,0,0,0,0,0,,0,31,20,215,10.75,3,1,1,3,,,38,57.5,61.5,47.5,,87,
225,Mark Chmura,GNB,TE,27,13,13,0,0,0,0,0,0,0,,0,48,28,370,13.21,0,0,,0,,,37,65.0,68.0,51.0,,20,
226,Daryl Johnston,DAL,RB,30,16,15,0,0,0,0,0,22,48,2.18,0,55,43,278,6.47,1,1,1,1,,,37,79.6,83.6,58.1,,73,
227,Todd Collins,BUF,QB,25,7,3,55,99,739,4,5,21,43,2.05,0,0,0,0,,0,3,2,0,,,36,35.9,45.9,40.9,,44,
228,Anthony Edwards,ARI,WR,30,16,1,0,0,0,0,0,1,-8,-8.00,0,50,29,311,10.72,1,1,,1,,,36,65.3,68.3,50.8,,89,
229,Rod Smith,DEN,WR,26,10,1,0,0,0,0,0,1,1,1.00,0,28,16,237,14.81,2,1,,2,,,36,51.8,54.8,43.8,,90,
230,Yancey Thigpen,PIT,WR,27,6,2,0,0,0,0,0,0,0,,0,25,12,244,20.33,2,0,,2,,,36,48.4,51.4,42.4,,88,
231,Troy Drayton,2TM,TE,26,13,13,0,0,0,0,0,0,0,,0,39,28,331,11.82,0,0,,0,1,,35,63.1,66.1,49.1,,21,
232,Jeff George,ATL,QB,29,3,3,56,99,698,3,3,5,10,2.00,0,0,0,0,,0,3,,0,,,35,34.9,40.9,37.9,,45,
233,Rocket Ismail,CAR,WR,27,13,5,0,0,0,0,0,8,80,10.00,1,33,12,214,17.83,0,0,,1,,,35,47.4,50.4,41.4,,91,
234,Lorenzo Neal,NOR,RB,26,16,11,0,0,0,0,0,21,58,2.76,1,42,31,194,6.26,1,1,1,2,,,35,66.2,70.2,50.7,,74,
235,Winslow Oliver,CAR,RB,23,16,0,0,0,0,0,0,47,183,3.89,0,22,15,144,9.60,0,4,2,1,,,35,49.7,57.7,42.2,,75,
236,Tamarick Vanover,KAN,WR,22,13,6,0,0,0,0,0,4,6,1.50,0,45,21,241,11.48,1,1,1,2,,,35,55.7,59.7,45.2,,92,
237,Billy Joe Hobert,OAK,QB,25,8,3,57,104,667,4,5,2,13,6.50,0,,0,0,,0,6,,0,,,34,34.0,42.0,39.0,,46,
238,Rodney Thomas,HOU,RB,23,16,0,0,0,0,0,0,49,151,3.08,1,17,13,128,9.85,0,0,,1,,,34,46.9,52.9,40.4,,76,
239,Robert Green,CHI,RB,26,10,3,0,0,0,0,0,60,249,4.15,0,24,13,78,6.00,0,3,,0,,,33,45.7,48.7,39.2,,78,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
240,Howard Griffith,CAR,RB,29,16,14,0,0,0,0,0,12,7,0.58,1,48,27,223,8.26,1,1,1,2,,,33,60.0,64.0,46.5,,77,
241,Alvin Harper,TAM,WR,28,12,7,0,0,0,0,0,0,0,,0,46,19,289,15.21,1,1,1,1,,,33,51.9,55.9,42.4,,93,
242,Alfred Pupunu,SDG,TE,27,9,8,0,0,0,0,0,0,0,,0,35,24,271,11.29,1,1,,1,,,33,57.1,60.1,45.1,,22,
243,Aaron Bailey,IND,WR,25,14,2,0,0,0,0,0,0,0,,0,36,18,302,16.78,0,3,2,1,,,32,50.2,55.2,41.2,,94,
244,Erik Kramer,CHI,QB,32,4,4,73,150,781,3,6,8,4,0.50,0,0,0,0,,0,1,,0,,,32,31.6,40.6,37.6,,48,
245,Don Majkowski,DET,QB,32,5,2,55,102,554,3,3,14,38,2.71,0,0,0,0,,0,5,1,0,,1,32,32.0,39.0,35.0,,47,
246,Zack Crockett,IND,RB,24,5,5,0,0,0,0,0,31,164,5.29,0,15,11,96,8.73,1,2,1,1,,,30,41.0,45.0,35.5,,79,
247,Jerry Ellison,TAM,RB,25,16,2,0,0,0,0,0,35,106,3.03,0,25,18,208,11.56,0,2,1,0,,,29,47.4,54.4,38.4,,80,
248,Jerris McPhail,MIA,RB,24,9,1,0,0,0,0,0,6,28,4.67,0,29,20,282,14.10,0,2,1,0,,,29,49.0,53.0,39.0,,81,
249,Sherman Williams,DAL,RB,23,16,1,0,1,0,0,0,69,269,3.90,0,11,5,41,8.20,0,2,1,0,,,29,34.0,38.0,31.5,,82,
250,Tony Carter,CHI,RB,24,16,11,0,0,0,0,0,11,43,3.91,0,59,41,233,5.68,0,1,,0,,,28,68.6,71.6,48.1,,83,
251,Desmond Howard,GNB,WR,26,16,0,0,0,0,0,0,0,0,,0,23,13,95,7.31,0,2,,3,,,28,40.5,40.5,34.0,,96,
252,Terry Mickens,GNB,WR,25,8,5,0,0,0,0,0,0,0,,0,32,18,161,8.94,2,1,,2,,,28,46.1,49.1,37.1,,95,
253,Ryan Wetnight,CHI,TE,26,11,5,0,0,0,0,0,0,0,,0,42,21,223,10.62,1,0,,1,,,28,49.3,52.3,38.8,,23,
254,Christian Fauria,SEA,TE,25,10,9,0,0,0,0,0,0,0,,0,30,18,214,11.89,1,0,,1,,,27,45.4,48.4,36.4,,24,
255,Todd McNair,KAN,RB,31,16,0,0,0,0,0,0,9,32,3.56,0,28,21,181,8.62,1,0,,1,,,27,48.3,51.3,37.8,,84,
256,Aaron Pierce,NYG,TE,27,10,3,0,0,0,0,0,1,1,1.00,1,18,11,144,13.09,1,0,,2,,,27,37.5,40.5,32.0,,25,
257,Roell Preston,ATL,WR,24,15,2,0,0,0,0,0,0,0,,0,31,21,208,9.90,1,0,,1,,,27,47.8,50.8,37.3,,97,
258,Carlester Crumpler,SEA,TE,25,16,7,0,0,0,0,0,0,0,,0,39,26,258,9.92,0,1,,0,,,26,51.8,54.8,38.8,,26,
259,Stephen Davis,WAS,RB,22,12,0,0,0,0,0,0,23,139,6.04,2,0,0,0,,0,0,,2,,,26,25.9,28.9,25.9,,85,
260,Karl Williams,TAM,WR,25,16,0,0,0,0,0,0,1,-3,-3.00,0,45,22,246,11.18,0,2,2,1,,,26,48.3,53.3,37.3,,98,
261,Clif Groce,IND,RB,24,15,8,0,0,0,0,0,46,184,4.00,0,32,13,106,8.15,0,2,2,0,,,25,38.0,46.0,31.5,,86,
262,Vaughn Hebron,DEN,RB,26,16,0,0,0,0,0,0,49,262,5.35,0,11,7,43,6.14,0,3,3,0,,,25,31.5,37.5,28.0,,88,
263,Reggie Johnson,KAN,TE,28,11,3,0,0,0,0,0,0,0,,0,33,18,189,10.50,1,0,,1,,,25,42.9,45.9,33.9,,27,
264,Bernie Parmalee,MIA,RB,29,16,0,0,0,0,0,0,25,80,3.20,0,27,21,189,9.00,0,1,1,0,,,25,45.9,49.9,35.4,,87,
265,Mike Sherrard,DEN,WR,33,15,0,0,0,0,0,0,0,0,,0,28,16,185,11.56,1,0,,1,,,25,40.5,43.5,32.5,,101,
266,Brian Stablein,IND,WR,26,16,0,0,0,0,0,0,0,0,,0,35,18,192,10.67,1,0,,1,,,25,43.2,46.2,34.2,,99,
267,J.J. Stokes,SFO,WR,24,6,6,0,0,0,0,0,0,0,,0,39,18,249,13.83,0,0,,0,,,25,42.9,45.9,33.9,,100,
268,Howard Cross,NYG,TE,29,16,16,0,0,0,0,0,0,0,,0,45,22,178,8.09,1,1,,1,,,24,45.8,48.8,34.8,,28,
269,Lee DeRamus,NOR,WR,24,15,4,0,0,0,0,0,1,2,2.00,0,42,15,182,12.13,1,0,,1,,,24,39.4,42.4,31.9,,102,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
270,Danan Hughes,KAN,WR,26,15,2,1,1,30,0,0,0,0,,0,33,17,167,9.82,1,0,,1,,,24,40.9,43.9,32.4,,104,
271,Mark Seay,PHI,WR,29,16,0,0,0,0,0,0,0,0,,0,36,19,260,13.68,0,2,1,0,,,24,43.0,47.0,33.5,,103,
272,Tim Biakabutuka,CAR,RB,22,4,4,0,0,0,0,0,71,229,3.23,0,0,0,0,,0,0,,0,,,23,22.9,25.9,22.9,,90,
273,Lawrence Dawsey,NYG,WR,29,16,4,0,0,0,0,0,0,0,,0,43,18,233,12.94,0,0,,0,,,23,41.3,44.3,32.3,,105,
274,Lamar Thomas,MIA,WR,26,9,3,0,0,0,0,0,0,0,,0,23,10,166,16.60,1,0,,1,,,23,32.6,35.6,27.6,,106,
275,Herschel Walker,DAL,RB,34,16,1,0,0,0,0,0,10,83,8.30,1,10,7,89,12.71,0,0,,1,,,23,30.2,30.2,26.7,,89,
276,Bill Brooks,WAS,WR,32,16,2,0,0,0,0,0,0,0,,0,32,17,224,13.18,0,0,,0,,,22,39.4,42.4,30.9,,107,
277,Troy Brown,NWE,WR,25,16,0,0,0,0,0,0,0,0,,0,27,21,222,10.57,0,0,,0,,,22,43.2,46.2,32.7,,109,
278,Glenn Foley,NYJ,QB,26,5,3,54,110,559,3,7,7,40,5.71,0,0,0,0,,0,1,1,0,,,22,22.4,33.4,29.4,,49,
279,Jermaine Ross,STL,WR,25,15,0,0,0,0,0,0,1,3,3.00,1,28,15,160,10.67,0,0,,1,,,22,37.3,40.3,29.8,,108,
280,Malcolm Floyd,HOU,WR,24,16,0,0,0,0,0,0,0,0,,0,22,10,145,14.50,1,1,,1,,,21,30.5,33.5,25.5,,110,
281,Scott Galbraith,WAS,TE,29,16,6,0,0,0,0,0,0,0,,0,10,8,89,11.13,2,0,,2,,,21,28.9,28.9,24.9,,30,
282,Eric Green,BAL,TE,29,6,3,0,0,0,0,0,0,0,,0,24,15,150,10.00,1,0,,1,,,21,36.0,39.0,28.5,,29,
283,Ricky Whittle,NOR,RB,25,10,0,0,0,0,0,0,20,52,2.60,0,34,26,162,6.23,0,1,,0,,,21,47.4,50.4,34.4,,91,
284,Kyle Brady,NYJ,TE,24,16,16,0,0,0,0,0,0,0,,0,31,15,144,9.60,1,1,1,1,1,,20,35.4,39.4,27.9,,31,
285,Greg Robinson,STL,RB,27,11,0,0,0,0,0,0,32,134,4.19,1,2,1,6,6.00,0,1,,1,,,20,21.0,24.0,20.5,,92,
286,Donnell Bennett,KAN,RB,24,16,0,0,0,0,0,0,36,166,4.61,0,14,8,21,2.63,0,0,,0,,,19,26.7,29.7,22.7,,93,
287,Scottie Graham,MIN,RB,27,11,0,0,0,0,0,0,57,138,2.42,0,9,7,48,6.86,0,0,,0,,,19,25.6,28.6,22.1,,94,
288,Henry Lusk,NOR,TE,24,16,3,0,0,0,0,0,0,0,,0,48,27,210,7.78,0,1,1,0,,,19,46.0,50.0,32.5,,32,
289,Deems May,SDG,TE,27,16,12,0,0,0,0,0,0,0,,0,30,19,188,9.89,0,0,,0,,,19,37.8,40.8,28.3,,33,
290,Tony Cline,BUF,TE,25,16,7,0,0,0,0,0,0,0,,0,29,19,117,6.16,1,0,,1,,,18,36.7,39.7,27.2,,34,
291,Aaron Hayden,SDG,RB,23,11,0,0,0,0,0,0,55,166,3.02,0,4,1,10,10.00,0,1,,0,,,18,18.6,21.6,18.1,,96,
292,Anthony Lynn,SFO,RB,28,16,1,0,0,0,0,0,24,164,6.83,0,4,2,14,7.00,0,0,,0,,,18,19.8,22.8,18.8,,95,
293,Ernie Mills,PIT,WR,28,9,3,0,0,0,0,0,2,24,12.00,0,21,7,92,13.14,1,0,,1,,,18,24.6,24.6,21.1,,112,
294,Scott Miller,MIA,WR,28,12,1,0,0,0,0,0,0,0,,0,16,9,116,12.89,0,0,,1,,,18,26.6,29.6,22.1,,113,
295,Alex Van Dyke,NYJ,WR,22,15,1,0,0,0,0,0,0,0,,0,43,17,118,6.94,1,0,,1,,,18,34.8,37.8,26.3,,111,
296,Steve Broussard,SEA,RB,29,12,0,0,0,0,0,0,15,106,7.07,1,9,6,26,4.33,0,2,1,1,,,17,23.2,27.2,20.2,,98,
297,Reggie Cobb,NYJ,RB,28,15,0,0,0,0,0,0,25,85,3.40,1,4,4,23,5.75,0,0,,1,,,17,20.8,20.8,18.8,,99,
298,Marrio Grier,NWE,RB,25,16,0,0,1,0,0,0,27,105,3.89,1,1,1,8,8.00,0,0,,1,,,17,18.3,21.3,17.8,,97,
299,Earnest Hunter,2TM,RB,26,11,0,0,1,0,0,0,15,44,2.93,0,23,18,163,9.06,0,4,2,0,,,17,34.7,39.7,25.7,,100,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
300,Jamie Martin,STL,QB,26,6,0,23,34,241,3,2,7,14,2.00,0,0,0,0,,0,2,1,0,,,17,17.0,20.0,19.0,,50,
301,Shane Matthews,CHI,QB,26,2,0,13,17,158,1,0,1,2,2.00,1,0,0,0,,0,0,,1,,,17,16.5,16.5,16.5,,51,
302,Derrick Mayes,GNB,WR,22,7,0,0,0,0,0,0,0,0,,0,9,6,46,7.67,2,0,,2,,,17,22.6,22.6,19.6,,114,
303,Jeff Brohm,SFO,QB,25,3,0,21,34,189,1,0,16,43,2.69,0,0,0,0,,0,1,,0,,,16,15.9,15.9,15.9,,52,
304,Mark Bruener,PIT,TE,24,12,12,0,0,0,0,0,0,0,,0,24,12,141,11.75,0,0,,0,1,,16,28.1,31.1,22.1,,36,
305,Ernie Conwell,STL,TE,24,10,8,0,0,0,0,0,0,0,,0,23,15,164,10.93,0,0,,0,,,16,31.4,34.4,23.9,,35,
306,Charles Evans,MIN,RB,29,16,6,0,0,0,0,0,13,29,2.23,0,25,22,135,6.14,0,0,,0,,,16,38.4,41.4,27.4,,101,
307,Carwell Gardner,BAL,RB,30,13,3,0,0,0,0,0,26,108,4.15,0,10,7,28,4.00,0,0,,0,1,,16,22.6,25.6,19.1,,102,
308,Andrew Glover,OAK,TE,29,14,4,0,0,0,0,0,0,0,,0,14,9,101,11.22,1,0,,1,,,16,25.1,28.1,20.6,,37,
309,Jeff Cothran,CIN,RB,25,11,11,0,0,0,0,0,15,44,2.93,1,10,7,49,7.00,0,0,,1,,,15,22.3,22.3,18.8,,103,
310,Andrew Jordan,MIN,TE,24,13,9,0,0,0,0,0,0,0,,0,31,19,128,6.74,0,0,,0,1,,15,33.8,36.8,24.3,,38,
311,Charles Jordan,MIA,WR,27,6,0,0,0,0,0,0,0,0,,0,13,7,152,21.71,0,0,,0,,,15,22.2,25.2,18.7,,116,
312,Pete Metzelaars,DET,TE,36,15,11,0,0,0,0,0,0,0,,0,25,17,146,8.59,0,0,,0,,,15,31.6,34.6,23.1,,39,
313,Marcus Pollard,IND,TE,24,16,4,0,0,0,0,0,0,0,,0,12,6,86,14.33,1,0,,1,,,15,20.6,20.6,17.6,,40,
314,Kenny Shedd,OAK,WR,25,16,1,0,0,0,0,0,0,0,,0,11,3,87,29.00,1,0,,1,,,15,17.7,17.7,16.2,,118,
315,Iheanyi Uwaezuoke,SFO,WR,23,14,0,0,0,0,0,0,0,0,,0,13,7,91,13.00,1,0,,1,,,15,22.1,22.1,18.6,,117,
316,Calvin Williams,2TM,WR,29,8,2,0,0,0,0,0,0,0,,0,23,15,93,6.20,1,0,,1,,,15,30.3,30.3,22.8,,115,
317,Derek Brown,JAX,TE,26,16,14,0,0,0,0,0,0,0,,0,28,17,141,8.29,0,0,,0,,,14,31.1,34.1,22.6,,42,
318,Lake Dawson,KAN,WR,24,4,0,0,0,0,0,0,0,0,,0,10,5,83,16.60,1,0,,1,,,14,19.3,19.3,16.8,,119,
319,Tony Johnson,NOR,TE,24,9,7,0,0,0,0,0,0,0,,0,11,7,76,10.86,1,0,,1,,,14,20.6,20.6,17.1,,44,
320,Johnny McWilliams,ARI,TE,24,12,0,0,0,0,0,0,0,0,,0,9,7,80,11.43,1,0,,1,,,14,21.0,21.0,17.5,,43,
321,Cedric Smith,ARI,RB,28,15,2,0,0,0,0,0,14,15,1.07,1,3,3,3,1.00,1,0,,2,,,14,16.8,16.8,15.3,,104,
322,Irv Smith,NOR,TE,25,7,7,0,0,0,0,0,0,0,,0,23,15,144,9.60,0,0,,0,,,14,29.4,32.4,21.9,,41,
323,Freddie Bradley,SDG,RB,26,10,1,0,0,0,0,0,32,109,3.41,0,2,1,20,20.00,0,0,,0,,,13,13.9,16.9,13.4,,106,
