Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
475,Isaac Jones,IND,WR,24,1,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,164,
476,Tim Lester,DAL,RB,31,5,1,0,0,0,0,0,0,0,,0,4,2,9,4.50,0,0,,0,,,1,2.9,2.9,1.9,,150,
477,Jeff Lewis,CAR,QB,26,2,0,2,3,11,0,0,4,1,0.25,0,0,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,71,
478,Kris Mangum,CAR,TE,26,11,0,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,90,
479,Rodrick Monroe,ATL,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,88,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
480,Warren Moon,KAN,QB,43,1,0,1,3,20,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,69,
481,Lovett Purnell,BAL,TE,27,2,0,0,0,0,0,0,0,0,,0,4,2,10,5.00,0,0,,0,,,1,3.0,3.0,2.0,,87,
482,Troy Smith,PHI,WR,22,1,0,0,0,0,0,0,0,0,,0,1,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,162,
483,Jerald Sowell,NYJ,RB,25,16,0,0,1,0,0,0,3,5,1.67,0,0,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,153,
484,Mack Strong,SEA,RB,28,14,1,0,0,0,0,0,1,0,0.00,0,3,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,154,
485,Chris Thomas,2TM,WR,28,8,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,165,
486,Iheanyi Uwaezuoke,DET,WR,26,10,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,1,,0,,,1,1.5,1.5,1.0,,167,
487,Jahine Arnold,GNB,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,169,
488,Obafemi Ayanbadejo,2TM,RB,24,14,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,159,
489,Karsten Bailey,SEA,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,170,
490,Bradford Banta,IND,,29,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,93,
491,Kantroy Barber,MIA,,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,164,
492,Pat Barnes,SFO,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,77,
493,Shonn Bell,SFO,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,94,
494,Steve Bono,CAR,QB,37,2,0,0,1,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,78,
495,Larry Bowie,WAS,,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,1,,0,,,,,,,,165,
496,Derek Brown,ARI,,29,15,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,95,
497,Larry Brown,TEN,,23,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,96,
498,Steve Bush,CIN,TE,25,13,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,92,
499,Dan Campbell,NYG,,23,12,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,97,
500,James Dearth,CLE,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,98,
501,David Dunn,CLE,WR,27,6,0,0,0,0,0,0,0,0,,0,,1,4,4.00,0,3,,0,,,,1.4,1.4,0.9,,168,
502,Damon Dunn,CLE,,23,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,171,
503,Robert Farmer,NYJ,,25,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,166,
504,John Friesz,NWE,QB,32,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,79,
505,Chris Fuamatu-Ma'afala,PIT,RB,22,10,0,0,0,0,0,0,1,4,4.00,0,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,155,
506,Spencer George,TEN,,26,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,167,
507,Damon Gibson,CLE,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,172,
508,Pete Gonzalez,PIT,QB,25,1,0,1,1,8,0,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,,,,,,76,
509,Jay Graham,BAL,,24,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,168,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
510,Scott Greene,IND,RB,27,5,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,156,
511,Chris Greisen,ARI,QB,23,2,0,1,6,4,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,74,
512,Rich Griffith,JAX,,30,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,99,
513,Alvin Harper,DAL,,31,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,173,
514,Derrick Harris,STL,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,169,
515,Steve Heiden,SDG,,23,11,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,100,
516,Madre Hill,CLE,,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,170,
517,Darick Holmes,IND,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,171,
518,Bobby Hoying,OAK,QB,27,2,0,2,5,10,0,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,75,
519,Lenzie Jackson,JAX,,22,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,174,
520,MarTay Jenkins,ARI,,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,175,
521,Daryl Johnston,DAL,RB,33,1,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,157,
522,Trey Junkin,ARI,,38,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,101,
523,Ron Leshinski,PHI,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,102,
524,Anthony Lynn,DEN,RB,31,16,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,160,
525,Deems May,SEA,,30,15,0,0,0,0,0,0,0,0,,0,,0,0,,0,1,,0,,,,,,,,103,
526,Fred McAfee,TAM,,31,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,172,
527,Jeremy McDaniel,BUF,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,176,
528,Kevin McKenzie,MIA,WR,24,1,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,1,1,0,,,,1.8,2.8,0.8,,188,
529,Dennis McKinley,ARI,RB,23,16,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,158,
530,Sean Morey,NWE,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,177,
531,Harold Morrow,MIN,RB,26,16,0,0,0,0,0,0,2,1,0.50,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,162,
532,Marcus Nash,2TM,,23,3,1,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,178,
533,Ryan Neufeld,DAL,,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,104,
534,Randy Palmer,CLE,,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,105,
535,Larry Parker,KAN,,23,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,179,
536,Jeff Paulk,ATL,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,2,
537,Chad Plummer,IND,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,180,
538,Marvin Powell,NOR,RB,23,9,0,0,0,0,0,0,1,1,1.00,0,1,0,0,,0,0,,0,,,,0.1,0.1,0.1,,163,
539,Roell Preston,3TM,,27,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,181,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
540,Travis Reece,DET,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,173,
541,Rashaan Salaam,CLE,RB,25,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,161,
542,Larry Shannon,MIA,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,182,
543,Kenny Shedd,OAK,,28,12,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,183,
544,Ed Smith,2TM,,30,10,1,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,106,
545,Justin Swift,PHI,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,107,
546,Derrius Thompson,WAS,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,184,
547,Mark Thomas,NYG,,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,108,
548,Jerame Tuman,PIT,,23,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,109,
549,Alex Van Dyke,PHI,,25,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,185,
550,Alex Van Pelt,BUF,QB,29,1,0,1,1,9,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,73,
551,Tony Vinson,BAL,,28,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,174,
552,Frank Wainright,BAL,,32,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,110,
553,Casey Weldon,WAS,QB,30,2,0,0,0,0,0,0,5,-4,-0.80,0,0,0,0,,0,1,,0,,,,-0.4,-0.4,-0.4,,81,
554,Rodney Williams,OAK,,26,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,186,
555,Sherman Williams,DAL,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,175,
556,Robert Wilson,SEA,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,187,
557,Joe Zelenka,SFO,,23,13,0,0,0,0,0,0,0,0,,0,,0,0,,0,1,,0,,,,,,,,111,
558,Scott Zolak,MIA,QB,32,1,0,0,4,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,80,
559,Bubby Brister,DEN,QB,37,2,0,12,20,87,0,3,2,17,8.50,0,0,0,0,,0,0,,0,,,-1,-0.8,2.2,2.2,,82,
560,Chad Fann,SFO,TE,29,16,3,0,0,0,0,0,0,0,,0,8,2,8,4.00,0,1,1,0,,,-1,0.8,1.8,-0.2,,112,
561,Leon Johnson,NYJ,RB,25,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,1,1,0,,,-2,-1.8,-0.8,-1.8,,176,
562,Robert Reed,SDG,WR,24,3,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,1,1,0,,,-2,-0.9,0.1,-1.4,,189,
563,Steve Walsh,IND,QB,33,16,0,7,13,47,0,2,0,0,,0,0,0,0,,0,0,,0,,,-2,-2.1,-0.1,-0.1,,83,
564,Jim Kleinsasser,MIN,TE,22,13,7,0,0,0,0,0,0,0,,0,12,6,13,2.17,0,2,2,0,,,-3,3.3,5.3,0.3,,113,
