,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
410,398,Aubrey Matthews,DET,WR,29,1,1,0,0,0,0,0,0,0,,0,3,21,7.00,0,0,,0,,,2,5.1,5.1,3.6,,140,
411,399,Jimmy Raye,RAM,WR,23,2,0,0,0,0,0,0,0,0,,0,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,141,
412,400,Lee Rouson,CLE,RB,29,16,3,0,0,0,0,0,3,14,4.67,0,2,9,4.50,0,0,,0,,,2,4.3,4.3,3.3,,131,
413,401,Greg Scales,NOR,TE,25,2,1,0,0,0,0,0,0,0,,0,3,23,7.67,0,0,,0,,,2,5.3,5.3,3.8,,68,
414,402,Spencer Tillman,SFO,RB,27,16,0,0,0,0,0,0,13,40,3.08,0,2,3,1.50,0,2,,0,,,2,4.3,5.3,3.3,,132,
415,403,Wesley Walls,SFO,TE,25,15,0,0,0,0,0,0,0,0,,0,2,24,12.00,0,0,,0,,,2,4.4,4.4,3.4,,67,
416,404,Marcus Wilson,RAI,RB,23,1,0,0,0,0,0,0,6,21,3.50,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,134,
417,405,Mike Alexander,BUF,WR,26,3,1,0,0,0,0,0,0,0,,0,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,146,
418,406,James Coley,IND,TE,24,7,4,0,0,0,0,0,0,0,,0,1,13,13.00,0,0,,0,,,1,2.3,2.3,1.8,,72,
419,407,Randall Cunningham,PHI,QB,28,1,1,1,4,19,0,0,0,0,,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,59,
420,408,Bob Gagliano,SDG,QB,33,2,0,9,23,76,0,1,3,19,6.33,0,0,0,,0,2,,0,,,1,0.9,2.9,1.9,,58,
421,409,Darvell Huffman,IND,WR,24,3,0,0,0,0,0,0,1,-8,-8.00,0,3,14,4.67,0,0,,0,,,1,3.6,3.6,2.1,,147,
422,410,Barry Johnson,DEN,WR,23,4,0,0,0,0,0,0,0,0,,0,1,13,13.00,0,0,,0,,,1,2.3,2.3,1.8,,143,
423,411,Gary Kubiak,DEN,QB,30,16,0,3,5,33,0,0,3,11,3.67,0,0,0,,0,1,,0,,,1,1.4,1.9,1.4,,57,
424,412,Leo Lewis,MIN,WR,35,16,0,0,0,0,0,0,0,0,,0,4,36,9.00,0,3,,0,,,1,4.6,6.1,2.6,,148,
425,413,Scott Miller,MIA,WR,23,16,0,0,0,0,0,0,0,0,,0,4,49,12.25,0,4,,0,,,1,4.9,6.9,2.9,,145,
426,414,Bobby Morse,NOR,RB,26,6,0,0,0,0,0,0,3,7,2.33,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,137,
427,415,Bruce Perkins,IND,RB,24,14,1,0,0,0,0,0,4,11,2.75,0,3,-2,-0.67,0,0,,0,,,1,3.9,3.9,2.4,,136,
428,416,Jim Riggs,CIN,TE,28,16,1,0,0,0,0,0,0,0,,0,4,14,3.50,0,0,,0,,,1,5.4,5.4,3.4,,71,
429,417,Reggie Rivers,DEN,RB,23,16,0,0,0,0,0,0,2,5,2.50,0,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,138,
430,418,John Talley,CLE,WR,27,3,1,0,0,0,0,0,0,0,,0,1,13,13.00,0,0,,0,,,1,2.3,2.3,1.8,,144,
431,419,Duane Young,SDG,TE,23,7,5,0,0,0,0,0,0,0,,0,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,73,
432,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
433,420,George Adams,NWE,RB,29,2,1,0,0,0,0,0,2,3,1.50,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,140,
434,421,Gerald Alphin,NOR,,27,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,149,
435,422,Steve Avery,GNB,,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,141,
436,423,Randy Baldwin,MIN,,24,4,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,142,
437,424,Reggie Barrett,DET,,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,150,
438,425,Rich Bartlewski,ATL,,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,76,
439,426,John Brandes,WAS,,27,16,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,77,
440,427,Mike Buck,NOR,QB,24,2,0,1,2,61,0,1,0,0,,0,0,0,,0,0,,0,,,,0.4,1.4,1.4,,60,
441,428,Jarrod Bunch,NYG,RB,23,16,1,0,0,0,0,0,1,0,0.00,0,2,8,4.00,0,1,,0,,,,1.8,2.3,0.8,,152,
442,429,Matt Cavanaugh,NYG,,35,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,64,
443,430,Willie Davis,KAN,,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,151,
444,431,Derrick Douglas,CLE,,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,143,
445,432,Anthony Edwards,PHO,,25,13,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,152,
446,433,Amod Field,PHO,,24,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,153,
447,434,Eddie Fuller,BUF,,23,5,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,144,
448,435,Ronnie Haliburton,DEN,,23,8,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,78,
449,436,Rusty Hilger,IND,QB,29,1,0,0,1,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,65,
450,437,Jamie Holland,RAI,,27,16,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,154,
451,438,Darryl Ingram,CLE,,25,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,79,
452,439,James Jenkins,WAS,,24,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,80,
453,440,Alex Johnson,HOU,,23,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,155,
454,441,Joe Johnson,WAS,,29,2,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,156,
455,442,Victor Jones,HOU,,24,14,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,145,
456,443,Trey Junkin,SEA,,30,16,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,81,
457,444,Pat Kelly,NYJ,,26,8,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,82,
458,445,Craig Kupp,PHO,QB,24,1,0,3,7,23,0,0,1,5,5.00,0,0,0,,0,1,,0,,,,0.4,0.9,0.4,,61,
459,446,Brian Lattimore,IND,,25,3,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,146,
460,447,Harper LeBel,ATL,,28,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,83,
461,448,Dave Little,DET,,30,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,84,
462,449,Doug Lloyd,RAI,,26,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,147,
463,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
464,450,Tony Lomack,PHO,,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,157,
465,451,Chuck Long,DET,,28,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,66,
466,452,Bruce McGonnigal,CLE,,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,85,
467,453,Frank Miotke,HOU,,26,8,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,158,
468,454,Scott Mitchell,MIA,,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,67,
469,455,Browning Nagle,NYJ,QB,23,1,0,1,2,10,0,0,1,-1,-1.00,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,62,
470,456,Terry Obee,MIN,,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,159,
471,457,Mike Oliphant,CLE,,28,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,148,
472,458,Danny Peebles,CLE,,25,7,1,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,160,
473,459,Todd Philcox,CLE,QB,25,4,0,4,8,49,0,1,1,-1,-1.00,0,0,0,,0,0,,0,,,,-0.1,0.9,0.9,,69,
474,460,Jake Reed,MIN,,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,161,
475,461,Curvin Richards,DAL,RB,23,2,0,0,0,0,0,0,2,4,2.00,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,139,
476,462,Eugene Riley,DET,TE,25,5,1,0,0,0,0,0,0,0,,0,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,74,
477,463,Troy Sadowski,KAN,,26,14,1,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,86,
478,464,Tyrone Shavers,CLE,,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,162,
479,465,Derrick Shepard,DAL,,27,6,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,163,
480,466,Joey Smith,NYG,,22,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,164,
481,467,Kelly Stouffer,SEA,QB,27,2,1,6,15,57,0,1,0,0,,0,0,0,,0,0,,0,,,,0.3,1.3,1.3,,63,
482,468,Rick Strom,PIT,,26,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,68,
483,469,Mosi Tatupu,RAM,,36,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,149,
484,470,Gene Taylor,NWE,,29,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,165,
485,471,Yancey Thigpen,SDG,,22,4,1,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,166,
486,472,Frank Wainright,NOR,TE,24,14,2,0,0,0,0,0,0,0,,0,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,75,
487,473,Mark Walczak,SDG,,29,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,87,
488,474,Andre Ware,DET,QB,23,1,0,0,0,0,0,0,4,6,1.50,0,0,0,,0,1,,0,,,,-0.4,0.1,-0.4,,70,
489,475,Chuck Weatherspoon,TAM,,23,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,150,
490,476,Chuck Webb,GNB,,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,2,
491,477,Mike Williams,MIA,,25,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,167,
492,478,Ron Wolfley,PHO,,29,16,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,151,
493,479,Eric Wright,CHI,,22,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,168,
494,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
495,480,Walter Dean,GNB,,23,9,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,154,
496,481,Robert Hardy,TAM,,24,16,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,155,
497,482,Mark Herrmann,IND,QB,32,2,0,11,19,137,0,3,1,-1,-1.00,0,0,0,,0,0,,0,,,-1,-0.6,2.4,2.4,,71,
498,483,Stanford Jennings,NOR,,29,5,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,156,
499,484,Brian Kinchen,CLE,,26,14,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,88,
500,485,David Lang,RAM,,23,16,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,157,
501,486,Marc Logan,MIA,RB,26,16,0,0,0,0,0,0,4,5,1.25,0,0,0,,0,1,,0,,,-1,-0.5,,-0.5,,153,
502,487,Dan McGwire,SEA,QB,24,1,1,3,7,27,0,1,0,0,,0,0,0,,0,0,,0,,,-1,-0.9,0.1,0.1,,72,
503,488,Jack Trudeau,IND,QB,29,2,0,2,7,19,0,1,0,0,,0,0,0,,0,0,,0,,,-1,-1.2,-0.2,-0.2,,73,
504,489,Brad Goebel,PHI,QB,24,5,2,30,56,267,0,6,1,2,2.00,0,0,0,,0,2,,0,,,-3,-3.1,3.9,2.9,,74,
505,490,Rod Harris,PHI,WR,25,16,0,0,0,0,0,0,0,0,,0,2,28,14.00,0,6,,0,,,-3,-1.2,1.8,-2.2,,169,
506,491,Vai Sikahema,GNB,,29,11,0,0,0,0,0,0,0,0,,0,0,0,,0,3,,0,,,-3,-3.0,-1.5,-3.0,,158,
507,492,Brett Favre,ATL,QB,22,2,0,0,4,0,0,2,0,0,,0,0,0,,0,0,,0,,,-4,-4.0,-2.0,-2.0,,75,
508,493,Pat Ryan,PHI,QB,36,4,0,10,26,98,0,4,1,-2,-2.00,0,0,0,,0,2,,0,,,-6,-6.3,-1.3,-2.3,,76,
