rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
149,Steve Stenstrom,CHI,QB,27,7,7,112,196,1252,4,6,18,79,4.39,2,0.0,0,0,,0,6.0,3.0,2,,1.0,70.0,70.0,82.0,76.0,,33,
150,Tiki Barber,NYG,RB,23,16,4,0,0,0,0,0,52,166,3.19,0,59.0,42,348,8.29,3,1.0,,3,,,69.0,111.4,117.4,90.4,,44,
151,Craig Whelihan,SDG,QB,27,10,7,149,320,1803,8,19,18,38,2.11,0,0.0,0,0,,0,9.0,3.0,0,1.0,1.0,68.0,67.9,92.9,86.9,,35,
152,Aaron Craver,NOR,RB,30,16,10,0,1,0,0,0,45,180,4.0,2,47.0,33,214,6.48,2,2.0,1.0,5,,,67.0,100.4,107.4,83.9,,45,
153,Andre Hastings,NOR,WR,28,16,12,0,0,0,0,0,3,32,10.67,0,87.0,35,455,13.0,3,0.0,,3,,,67.0,101.7,104.7,84.2,,62,
154,Brian Mitchell,WAS,RB,30,16,0,1,2,0,0,0,39,208,5.33,2,62.0,44,306,6.95,0,3.0,1.0,3,,,67.0,111.4,118.4,89.4,,46,
155,Yancey Thigpen,TEN,WR,29,9,8,0,0,0,0,0,0,0,,0,83.0,38,493,12.97,3,0.0,,3,,,67.0,105.3,108.3,86.3,,61,
156,Germane Crowell,DET,WR,22,14,2,0,0,0,0,0,1,35,35.0,0,48.0,25,464,18.56,3,1.0,1.0,3,,,66.0,90.9,94.9,78.4,,64,
157,Amani Toomer,NYG,WR,24,16,0,0,1,0,0,0,0,0,,0,53.0,27,360,13.33,5,0.0,,5,,,66.0,93.0,96.0,79.5,,63,
158,Chris Warren,DAL,RB,30,9,0,0,0,0,0,0,59,291,4.93,4,16.0,13,66,5.08,1,0.0,,5,,,66.0,78.7,81.7,72.2,,47,
159,Jay Riemersma,BUF,TE,25,16,3,0,0,0,0,0,0,0,,0,33.0,25,288,11.52,6,0.0,,6,,,65.0,89.8,92.8,77.3,,13,
160,Tony Simmons,NWE,WR,24,11,6,0,0,0,0,0,0,0,,0,55.0,23,474,20.61,3,0.0,,3,,,65.0,88.4,91.4,76.9,,65,
161,Willie Davis,TEN,WR,31,13,10,0,0,0,0,0,0,0,,0,58.0,32,461,14.41,3,0.0,,3,,,64.0,96.1,99.1,80.1,,66,
162,Darick Holmes,2TM,RB,27,14,4,0,0,0,0,0,95,394,4.15,1,24.0,20,188,9.4,0,1.0,,1,,,64.0,84.2,90.2,74.2,,48,
163,Chris Penn,CHI,WR,27,14,1,0,0,0,0,0,0,0,,0,62.0,31,448,14.45,3,1.0,1.0,3,1.0,,63.0,93.8,97.8,78.3,,68,
164,Keith Poole,NOR,WR,24,15,4,0,0,0,0,0,0,0,,0,51.0,24,509,21.21,2,0.0,,2,,,63.0,86.9,89.9,74.9,,67,
165,Terry Kirby,SFO,RB,28,9,0,1,1,28,1,0,48,258,5.38,3,19.0,16,134,8.38,0,0.0,,3,,,62.0,78.3,84.3,70.3,,49,
166,Eric Zeier,BAL,QB,26,10,4,107,181,1312,4,3,11,17,1.55,0,0.0,0,0,,0,2.0,1.0,0,,,62.0,62.2,69.2,65.2,,36,
167,Leon Johnson,NYJ,RB,24,12,2,0,0,0,0,0,41,185,4.51,2,21.0,13,222,17.08,2,3.0,2.0,4,,,61.0,73.7,81.7,67.2,,50,
168,Kyle Brady,NYJ,TE,26,16,15,0,0,0,0,0,0,0,,0,50.0,30,315,10.5,5,1.0,1.0,5,,,60.0,89.5,93.5,74.5,,14,
169,Robert Brooks,GNB,WR,28,12,12,0,0,0,0,0,1,2,2.0,0,62.0,31,420,13.55,3,0.0,,3,,,60.0,91.2,94.2,75.7,,69,
170,Jason Garrett,DAL,QB,32,8,5,91,158,1206,5,3,11,14,1.27,0,0.0,0,0,,0,4.0,2.0,0,,,60.0,59.6,67.6,62.6,,37,
171,Dorsey Levens,GNB,RB,28,7,4,0,0,0,0,0,115,378,3.29,1,30.0,27,162,6.0,0,0.0,,1,,,60.0,87.0,93.0,73.5,,51,
172,Marcus Pollard,IND,TE,26,16,11,0,0,0,0,0,0,0,,0,40.0,24,309,12.88,4,0.0,,4,2.0,,59.0,82.9,85.9,70.9,,15,
173,Stephen Alexander,WAS,TE,23,15,5,0,0,0,0,0,0,0,,0,58.0,37,383,10.35,4,2.0,2.0,4,,,58.0,95.3,100.3,76.8,,16,
174,Tommy Vardell,DET,RB,29,14,9,0,0,0,0,0,18,37,2.06,6,24.0,14,143,10.21,1,1.0,1.0,7,,,58.0,72.0,76.0,65.0,,52,
175,Albert Connell,WAS,WR,24,14,5,0,0,0,0,0,0,0,,0,54.0,28,451,16.11,2,0.0,,2,,,57.0,85.1,88.1,71.1,,70,
176,Jerome Pathon,IND,WR,23,16,15,0,0,0,0,0,3,-2,-0.67,0,106.0,50,511,10.22,1,0.0,,1,,,57.0,106.9,109.9,81.9,,71,
177,Irv Smith,SFO,TE,27,16,8,0,0,0,0,0,0,0,,0,41.0,25,266,10.64,5,0.0,,5,,,57.0,81.6,84.6,69.1,,17,
178,Isaac Bruce,STL,WR,26,5,5,0,0,0,0,0,1,30,30.0,0,48.0,32,457,14.28,1,0.0,,1,,,55.0,86.7,89.7,70.7,,74,
179,Derrick Mayes,GNB,WR,24,10,6,0,0,0,0,0,0,0,,0,51.0,30,394,13.13,3,1.0,1.0,3,,,55.0,85.4,89.4,70.4,,72,
180,Mikhael Ricks,SDG,WR,24,16,9,0,0,0,0,0,0,0,,0,85.0,30,450,15.0,2,1.0,1.0,2,,,55.0,85.0,89.0,70.0,,73,
181,Jackie Harris,TEN,TE,30,16,16,0,0,0,0,0,0,0,,0,55.0,43,412,9.58,2,0.0,,2,,,53.0,96.2,99.2,74.7,,18,
182,Mario Bates,ARI,RB,25,16,1,0,0,0,0,0,60,165,2.75,6,1.0,1,14,14.0,0,0.0,1.0,6,,,52.0,52.9,56.9,52.4,,53,
183,Brandon Bennett,CIN,RB,25,14,1,0,0,0,0,0,77,243,3.16,2,12.0,8,153,19.13,0,1.0,,2,,,52.0,59.6,65.6,55.6,,54,
184,Koy Detmer,PHI,QB,25,8,5,97,181,1011,5,5,7,20,2.86,0,0.0,0,0,,0,1.0,,0,,,52.0,52.4,60.4,57.4,,38,
185,Johnny McWilliams,ARI,TE,26,16,15,0,0,0,0,0,0,0,,0,33.0,26,284,10.92,4,0.0,,4,,,52.0,78.4,81.4,65.4,,19,
186,Troy Drayton,MIA,TE,28,15,15,0,0,0,0,0,0,0,,0,49.0,30,334,11.13,3,0.0,,3,,,51.0,81.4,84.4,66.4,,20,
187,Damon Gibson,CIN,WR,23,16,0,0,0,0,0,0,1,9,9.0,0,27.0,19,258,13.58,3,3.0,,4,,,51.0,69.7,72.7,60.2,,77,
188,Derrick Mason,TEN,WR,24,16,0,0,0,0,0,0,0,0,,0,44.0,25,333,13.32,3,1.0,,3,,,51.0,76.3,79.3,63.8,,75,
189,Bill Schroeder,GNB,WR,27,13,3,0,0,0,0,0,0,0,,0,48.0,31,452,14.58,1,1.0,,1,,,51.0,82.2,85.2,66.7,,76,
190,Curtis Enis,CHI,RB,22,9,1,0,0,0,0,0,133,497,3.74,0,8.0,6,20,3.33,0,1.0,1.0,0,,,50.0,55.7,59.7,52.7,,55,
191,Stephen Davis,WAS,RB,24,16,12,0,0,0,0,0,34,109,3.21,0,31.0,21,263,12.52,2,0.0,,2,,,49.0,70.2,76.2,59.7,,56,
192,Marc Edwards,SFO,RB,24,16,10,0,0,0,0,0,22,94,4.27,1,32.0,22,218,9.91,2,0.0,,3,,,49.0,71.2,74.2,60.2,,57,
193,Greg Hill,STL,RB,26,2,2,0,0,0,0,0,40,240,6.0,4,2.0,1,6,6.0,0,0.0,,4,,,49.0,49.6,52.6,49.1,,58,
194,Christian Fauria,SEA,TE,27,16,15,0,0,0,0,0,0,0,,0,44.0,37,377,10.19,2,1.0,1.0,2,,,48.0,84.7,88.7,66.2,,22,
195,Jeff George,OAK,QB,31,8,7,93,169,1186,4,5,8,2,0.25,0,0.0,0,0,,0,7.0,3.0,0,,,48.0,47.6,58.6,52.6,,39,
196,Michael Jackson,BAL,WR,29,13,12,0,0,0,0,0,0,0,,0,76.0,38,477,12.55,0,1.0,,0,,,48.0,85.7,88.7,66.7,,79,
197,Pete Mitchell,JAX,TE,27,16,16,0,0,0,0,0,0,0,,0,63.0,38,363,9.55,2,0.0,,2,,,48.0,86.3,89.3,67.3,,21,
198,Dave Moore,TAM,TE,29,16,16,0,0,0,0,0,0,0,,0,40.0,24,255,10.63,4,1.0,1.0,4,,,48.0,71.5,75.5,59.5,,23,
199,Kevin Williams,BUF,WR,27,16,0,0,0,0,0,0,5,46,9.2,0,61.0,29,392,13.52,1,3.0,1.0,1,,,48.0,76.8,80.8,62.3,,78,
200,James Allen,CHI,RB,23,6,2,0,0,0,0,0,58,270,4.66,1,14.0,8,77,9.63,1,1.0,,2,,,47.0,54.7,57.7,50.7,,61,
201,Keith Byars,NYJ,RB,35,13,8,0,0,0,0,0,4,34,8.5,0,40.0,26,258,9.92,3,0.0,,3,,,47.0,73.2,76.2,60.2,,59,
202,William Henderson,GNB,RB,27,16,10,0,0,0,0,0,23,70,3.04,2,49.0,37,241,6.51,1,1.0,1.0,3,,,47.0,84.1,88.1,65.6,,60,
203,Brad Johnson,MIN,QB,30,4,2,65,101,747,7,5,12,15,1.25,0,0.0,0,0,,0,1.0,1.0,0,,,47.0,47.4,56.4,52.4,,40,
204,James McKnight,SEA,WR,26,14,3,0,0,0,0,0,0,0,,0,50.0,21,346,16.48,2,0.0,,2,,,47.0,67.6,70.6,57.1,,80,
205,Jeff Blake,CIN,QB,28,8,2,51,93,739,3,3,15,103,6.87,0,0.0,0,0,,0,1.0,,0,,,46.0,45.9,54.9,48.9,,41,
206,Patrick Jeffers,DAL,WR,25,8,1,0,0,0,0,0,0,0,,0,34.0,18,330,18.33,2,0.0,,2,,,45.0,63.0,66.0,54.0,,81,
207,Brett Bech,NOR,WR,27,16,0,0,0,0,0,0,0,0,,0,24.0,14,264,18.86,3,0.0,,3,,,44.0,58.4,61.4,51.4,,82,
208,Danny Wuerffel,NOR,QB,24,5,4,62,119,695,5,5,11,60,5.45,0,0.0,0,0,,0,1.0,,0,,,44.0,43.8,51.8,48.8,,42,
209,Wade Wilson,OAK,QB,39,5,3,52,88,568,7,4,7,24,3.43,0,0.0,0,0,,0,1.0,1.0,0,,,43.0,43.1,51.1,47.1,,43,
210,Steve Bono,STL,QB,36,6,2,69,136,807,5,4,10,13,1.3,0,0.0,0,0,,0,4.0,3.0,0,1.0,,42.0,41.6,51.6,45.6,,45,
211,Mark Carrier,CAR,WR,33,16,1,0,0,0,0,0,0,0,,0,51.0,19,301,15.84,2,0.0,,2,,,42.0,61.1,64.1,51.6,,84,
212,Elvis Grbac,KAN,QB,28,8,6,98,188,1142,5,12,7,27,3.86,0,0.0,0,0,,0,1.0,1.0,0,,,42.0,42.4,58.4,54.4,,44,
213,Eric Green,BAL,TE,31,12,12,0,0,0,0,0,0,0,,0,58.0,34,422,12.41,1,4.0,3.0,1,,,42.0,76.2,82.2,59.2,,25,
214,Jacquez Green,TAM,WR,22,12,1,0,0,0,0,0,3,12,4.0,0,36.0,14,251,17.93,2,5.0,1.0,3,,,42.0,56.3,60.3,49.3,,83,
215,Travis Jervey,GNB,RB,26,8,5,0,0,0,0,0,83,325,3.92,1,12.0,9,33,3.67,0,0.0,,1,,,42.0,50.8,53.8,46.3,,63,
216,Anthony Johnson,CAR,RB,31,16,2,0,0,0,0,0,36,135,3.75,0,35.0,27,242,8.96,1,3.0,1.0,1,,,42.0,68.7,75.7,55.2,,64,
217,Tony McGee,CIN,TE,27,16,16,0,0,0,0,0,0,0,,0,32.0,22,363,16.5,1,0.0,,1,,,42.0,64.3,67.3,53.3,,24,
218,James Stewart,JAX,RB,27,3,3,0,0,0,0,0,53,217,4.09,2,8.0,6,42,7.0,1,2.0,1.0,3,,,42.0,47.9,51.9,44.9,,62,
219,Troy Brown,NWE,WR,27,10,0,0,0,0,0,0,0,0,,0,35.0,23,346,15.04,1,0.0,,1,,,41.0,63.6,66.6,52.1,,85,
220,Terry Mickens,OAK,WR,27,16,2,0,0,0,0,0,0,0,,0,47.0,24,346,14.42,1,0.0,,1,,,41.0,64.6,67.6,52.6,,86,
221,Frank Reich,DET,QB,37,6,2,63,110,768,5,4,6,3,0.5,0,0.0,0,0,,0,2.0,1.0,0,,,41.0,41.0,49.0,45.0,,46,
222,Bob Christian,ATL,RB,30,14,11,0,0,0,0,0,8,21,2.63,2,28.0,19,214,11.26,1,1.0,1.0,3,,,40.0,58.5,62.5,49.0,,65,
223,Kevin Dyson,TEN,WR,23,13,9,0,0,0,0,0,1,4,4.0,0,48.0,21,263,12.52,2,0.0,,2,,,39.0,59.7,62.7,49.2,,87,
224,William Floyd,CAR,RB,26,16,13,0,1,0,0,1,28,71,2.54,3,37.0,24,123,5.13,1,1.0,1.0,4,,,39.0,63.4,68.4,52.4,,66,
225,Will Blackwell,PIT,WR,23,16,1,0,0,0,0,0,0,0,,0,55.0,32,297,9.28,1,1.0,,1,1.0,,38.0,69.7,72.7,53.7,,88,
226,Ken Dilger,IND,TE,27,16,16,0,0,0,0,0,0,0,,0,48.0,31,303,9.77,1,0.0,,1,1.0,,38.0,69.3,72.3,53.8,,26,
227,Sam Gash,BUF,RB,29,16,13,0,0,0,0,0,11,32,2.91,0,21.0,19,165,8.68,3,0.0,,3,,,38.0,56.7,59.7,47.2,,69,
228,Az-Zahir Hakim,STL,WR,21,9,4,0,0,0,0,0,2,30,15.0,1,45.0,20,247,12.35,1,1.0,1.0,2,,,38.0,57.7,61.7,47.7,,89,
229,Robert Holcombe,STL,RB,23,13,6,0,0,0,0,0,98,230,2.35,2,11.0,6,34,5.67,0,0.0,,2,,,38.0,44.4,47.4,41.4,,67,
230,Sherman Williams,DAL,RB,25,16,2,0,0,0,0,0,64,220,3.44,1,14.0,11,104,9.45,0,0.0,,1,,,38.0,49.4,55.4,43.9,,68,
231,Rodney Peete,PHI,QB,32,5,4,71,129,758,2,4,5,30,6.0,1,0.0,0,0,,0,1.0,1.0,1,,,37.0,37.3,45.3,41.3,,47,
232,Eric Bjornson,DAL,TE,27,16,4,0,0,0,0,0,1,7,7.0,1,27.0,15,218,14.53,1,0.0,,2,,,35.0,49.5,52.5,42.0,,27,
233,Robert Chancey,CHI,RB,26,16,1,0,0,0,0,0,29,122,4.21,2,15.0,11,102,9.27,0,2.0,,2,,,34.0,45.4,51.4,39.9,,70,
234,Damon Jones,JAX,TE,24,16,7,0,0,0,0,0,0,0,,0,17.0,8,90,11.25,4,1.0,,4,,,33.0,41.0,41.0,37.0,,28,
235,Ryan Thelwell,SDG,WR,25,6,3,0,0,0,0,0,0,0,,0,37.0,16,268,16.75,1,0.0,,1,,,33.0,48.8,51.8,40.8,,90,
236,Raymont Harris,GNB,RB,28,8,3,0,0,0,0,0,79,228,2.89,1,11.0,10,68,6.8,0,3.0,2.0,1,,,32.0,41.6,46.6,36.6,,72,
237,Eddie Kennison,STL,WR,25,16,13,0,0,0,0,0,2,9,4.5,0,51.0,17,234,13.76,1,4.0,2.0,2,,,32.0,49.3,54.3,40.8,,91,
238,Roosevelt Potts,BAL,RB,27,16,15,0,0,0,0,0,36,115,3.19,0,38.0,30,168,5.6,2,4.0,4.0,2,,,32.0,62.3,72.3,47.3,,71,
239,Glenn Foley,NYJ,QB,28,5,3,58,108,749,4,6,5,-11,-2.2,0,0.0,0,0,,0,1.0,1.0,0,,,31.0,30.9,40.9,36.9,,48,
240,Chris Gedney,ARI,TE,28,16,3,0,0,0,0,0,0,0,,0,32.0,22,271,12.32,1,1.0,1.0,1,,,31.0,53.1,57.1,42.1,,29,
241,Derek Loville,DEN,RB,30,16,0,0,0,0,0,0,53,161,3.04,2,2.0,2,29,14.5,0,0.0,,2,,,31.0,33.0,36.0,32.0,,73,
242,Kevin Turner,PHI,RB,29,16,15,0,0,0,0,0,20,94,4.7,0,59.0,34,232,6.82,0,1.0,1.0,0,,,31.0,64.6,68.6,47.6,,74,
243,Karl Williams,TAM,WR,27,13,6,0,0,0,0,0,0,0,,0,46.0,21,252,12.0,1,0.0,,1,,,31.0,52.2,55.2,41.7,,92,
244,Troy Davis,NOR,RB,23,14,2,0,0,0,0,0,55,143,2.6,1,21.0,16,99,6.19,0,1.0,,1,,,30.0,46.2,49.2,38.2,,75,
245,David LaFleur,DAL,TE,24,13,13,0,0,0,0,0,0,0,,0,30.0,20,176,8.8,2,1.0,,2,,,30.0,49.6,52.6,39.6,,30,
246,Ryan Leaf,SDG,QB,22,10,9,111,245,1289,2,15,27,80,2.96,0,0.0,0,0,,0,8.0,4.0,0,,,30.0,29.6,51.6,44.6,,49,
247,Eric Metcalf,ARI,WR,30,16,3,0,0,0,0,0,0,0,,0,49.0,31,324,10.45,0,5.0,1.0,0,,,30.0,61.4,65.4,45.9,,93,
248,Jerald Moore,STL,RB,24,11,4,0,0,0,0,0,55,137,2.49,2,12.0,9,60,6.67,0,3.0,1.0,2,,,30.0,38.7,42.7,34.2,,76,
249,Jamie Asher,WAS,TE,26,9,7,0,0,0,0,0,0,0,,0,48.0,28,294,10.5,0,0.0,,0,,,29.0,57.4,60.4,43.4,,31,
250,Chris Fuamatu-Ma'afala,PIT,RB,21,12,0,0,0,0,0,0,7,30,4.29,2,12.0,9,84,9.33,1,0.0,,3,,,29.0,38.4,38.4,33.9,,77,
251,Howard Griffith,DEN,RB,31,14,13,0,0,0,0,0,4,13,3.25,0,30.0,15,97,6.47,3,0.0,,3,,,29.0,44.0,44.0,36.5,,78,
252,Jonathan Quinn,JAX,QB,23,4,2,34,64,387,2,3,11,77,7.0,1,0.0,0,0,,0,3.0,1.0,1,,,29.0,29.2,36.2,32.2,,50,
253,J.T. Thomas,STL,WR,27,16,0,0,0,0,0,0,0,0,,0,47.0,20,287,14.35,0,0.0,,0,,,29.0,48.7,51.7,38.7,,94,
254,Mark Bruener,PIT,TE,26,16,16,0,0,0,0,0,0,0,,0,33.0,19,157,8.26,2,0.0,,2,,,28.0,46.7,49.7,37.2,,32,
255,Quinn Early,BUF,WR,33,16,2,0,0,0,0,0,0,0,,0,32.0,19,217,11.42,1,0.0,,1,,,28.0,46.7,49.7,37.2,,97,
256,Patrick Johnson,BAL,WR,22,13,0,0,0,0,0,0,0,0,,0,30.0,12,159,13.25,1,1.0,,2,,,28.0,39.9,42.9,33.9,,96,
257,Kevin Lockett,KAN,WR,24,13,3,0,0,0,0,0,0,0,,0,33.0,19,281,14.79,0,2.0,,0,,,28.0,47.1,50.1,37.6,,95,
258,David Palmer,MIN,WR,26,16,0,0,0,0,0,0,10,52,5.2,0,23.0,18,185,10.28,0,2.0,1.0,1,,,28.0,45.7,49.7,36.7,,98,
259,Rodney Thomas,TEN,RB,25,11,0,0,0,0,0,0,24,100,4.17,2,8.0,6,55,9.17,0,0.0,,2,,,28.0,33.5,36.5,30.5,,79,
260,Ty Detmer,SFO,QB,31,16,1,24,38,312,4,3,8,7,0.88,0,0.0,0,0,,0,1.0,,0,,2.0,27.0,27.2,33.2,30.2,,51,
261,Jonathan Linton,BUF,RB,24,14,0,0,0,0,0,0,45,195,4.33,1,3.0,1,10,10.0,0,0.0,,1,,,27.0,27.5,30.5,27.0,,80,
262,Hines Ward,PIT,WR,22,16,0,1,1,17,0,0,1,13,13.0,0,33.0,15,246,16.4,0,0.0,,0,,,27.0,41.6,44.6,34.1,,99,
263,Ryan Wetnight,CHI,TE,28,15,4,0,0,0,0,0,0,0,,0,32.0,23,168,7.3,2,1.0,1.0,2,,,27.0,49.8,53.8,38.3,,33,
264,Richard Huntley,PIT,RB,26,16,1,0,0,0,0,0,55,242,4.4,1,6.0,3,18,6.0,0,5.0,3.0,1,,,26.0,29.0,35.0,27.5,,81,
265,Ed Perry,MIA,TE,24,14,5,0,0,0,0,0,0,0,,0,38.0,25,255,10.2,0,0.0,,0,,,26.0,50.5,53.5,38.0,,34,
266,Derrick Cullors,NWE,RB,26,16,0,0,0,0,0,0,18,48,2.67,0,25.0,14,146,10.43,1,1.0,,1,,,25.0,39.4,42.4,32.4,,82,
267,Ahman Green,SEA,RB,21,16,0,0,0,0,0,0,35,209,5.97,1,5.0,3,2,0.67,0,1.0,1.0,1,,,25.0,28.1,32.1,26.6,,84,
268,Willie Green,DEN,WR,32,15,1,0,0,0,0,0,0,0,,0,25.0,16,194,12.13,1,0.0,,1,,,25.0,41.4,44.4,33.4,,100,
269,Bobby Hoying,PHI,QB,26,8,7,114,224,961,0,9,22,84,3.82,0,0.0,0,0,,0,6.0,2.0,0,,,25.0,24.8,38.8,33.8,,52,
270,Lonnie Johnson,BUF,TE,27,16,16,0,0,0,0,0,0,0,,0,22.0,14,146,10.43,2,1.0,1.0,2,,,25.0,38.6,42.6,31.6,,35,
271,Errict Rhett,BAL,RB,28,13,2,0,0,0,0,0,44,180,4.09,0,14.0,11,65,5.91,0,0.0,,0,,,25.0,35.5,38.5,30.0,,86,
272,Sedrick Shaw,NWE,RB,25,13,1,0,0,0,0,0,48,236,4.92,0,11.0,6,30,5.0,0,2.0,1.0,0,,,25.0,30.6,34.6,27.6,,85,
273,Ray Zellars,NOR,RB,25,11,7,0,0,0,0,0,56,162,2.89,1,16.0,10,50,5.0,0,2.0,1.0,1,,,25.0,35.2,39.2,30.2,,83,
274,Tim Dwight,ATL,WR,23,12,0,1,2,22,0,0,8,19,2.38,0,7.0,4,94,23.5,1,3.0,,2,,,24.0,28.2,28.2,26.2,,101,
275,E.G. Green,IND,WR,23,11,0,0,0,0,0,0,0,0,,0,31.0,15,177,11.8,1,0.0,,1,,,24.0,38.7,41.7,31.2,,103,
276,Chuck Levy,SFO,RB,26,12,0,0,0,0,0,0,25,112,4.48,1,18.0,15,64,4.27,0,0.0,,1,,,24.0,38.6,41.6,31.1,,88,
277,Bernie Parmalee,MIA,RB,31,15,0,0,0,0,0,0,8,20,2.5,0,25.0,21,221,10.52,0,2.0,,0,,,24.0,45.1,48.1,34.6,,87,
278,David Patten,NYG,WR,24,12,0,0,0,0,0,0,0,0,,0,27.0,11,119,10.82,1,0.0,,2,,,24.0,34.9,37.9,29.4,,102,
279,Reggie Barlow,JAX,WR,25,16,2,0,0,0,0,0,0,0,,0,26.0,11,168,15.27,0,1.0,,1,,,23.0,33.8,36.8,28.3,,105,
280,Ty Hallock,CHI,RB,27,16,10,0,0,0,0,0,13,41,3.15,1,35.0,25,166,6.64,0,3.0,2.0,1,,,23.0,47.7,52.7,35.2,,91,
281,Jamie Martin,JAX,QB,28,4,1,27,45,355,2,0,5,8,1.6,0,0.0,0,0,,0,0.0,,0,,,23.0,23.0,26.0,23.0,,53,
282,Brian Milne,CIN,RB,25,14,14,0,0,0,0,0,10,41,4.1,1,39.0,26,124,4.77,0,0.0,,1,,,23.0,48.5,51.5,35.5,,92,
283,Jon Ritchie,OAK,RB,24,15,10,0,0,0,0,0,9,23,2.56,0,47.0,29,225,7.76,0,2.0,1.0,0,,,23.0,51.8,55.8,37.3,,90,
284,Daimon Shelton,JAX,RB,26,14,8,0,0,0,0,0,30,95,3.17,1,15.0,10,79,7.9,0,0.0,,1,,,23.0,33.4,33.4,28.4,,89,
285,Freddie Solomon,PHI,WR,26,16,1,0,0,0,0,0,0,0,,0,48.0,21,193,9.19,1,0.0,1.0,1,,,23.0,44.3,48.3,33.8,,104,
286,Lamont Warren,IND,RB,25,12,2,0,0,0,0,0,25,61,2.44,1,17.0,11,44,4.0,1,0.0,,2,,,23.0,33.5,33.5,28.0,,93,
287,Tavian Banks,JAX,RB,24,6,1,0,0,0,0,0,26,140,5.38,1,4.0,4,20,5.0,0,2.0,,1,,,22.0,26.0,29.0,24.0,,94,
288,Vincent Brisby,NWE,WR,27,6,1,0,0,0,0,0,0,0,,0,21.0,7,96,13.71,2,0.0,,2,,,22.0,28.6,28.6,25.1,,108,
289,Steve DeBerg,ATL,QB,44,8,1,30,59,369,3,1,8,-10,-1.25,0,0.0,0,0,,0,2.0,1.0,0,,,22.0,21.8,26.8,22.8,,54,
290,Derrick Harris,STL,RB,26,16,14,0,0,0,0,0,14,38,2.71,0,17.0,12,57,4.75,2,1.0,,2,,,22.0,33.5,33.5,27.5,,96,
291,Matthew Hatchette,MIN,WR,24,5,0,0,0,0,0,0,0,0,,0,25.0,15,216,14.4,0,0.0,,0,,,22.0,36.6,39.6,29.1,,109,
292,Joe Horn,KAN,WR,26,16,1,0,0,0,0,0,1,0,0.0,0,24.0,14,198,14.14,1,2.0,2.0,1,,,22.0,35.8,40.8,28.8,,107,
293,Ron Rivers,DET,RB,27,15,0,0,0,0,0,0,19,102,5.37,1,3.0,3,58,19.33,0,0.0,,1,,,22.0,25.0,28.0,23.5,,95,
294,James Thrash,WAS,WR,23,10,1,0,0,0,0,0,0,0,,0,21.0,10,163,16.3,1,0.0,,1,,,22.0,32.3,35.3,27.3,,106,
295,Russell Copeland,2TM,WR,27,14,1,0,0,0,0,0,0,0,,0,44.0,20,232,11.6,0,1.0,1.0,0,,,21.0,41.2,45.2,31.2,,110,
296,Charles Evans,MIN,RB,31,16,8,0,0,0,0,0,23,67,2.91,1,13.0,12,84,7.0,0,0.0,,1,,,21.0,33.1,33.1,27.1,,97,
297,John Friesz,SEA,QB,31,6,1,29,49,409,2,2,5,5,1.0,0,0.0,0,0,,0,0.0,,0,,,21.0,20.9,25.9,22.9,,55,
298,Lovett Purnell,NWE,TE,26,16,5,0,0,0,0,0,0,0,,0,26.0,12,92,7.67,2,0.0,,2,,,21.0,33.2,33.2,27.2,,36,
299,David Sloan,DET,TE,26,10,2,0,0,0,0,0,0,0,,0,20.0,11,146,13.27,1,0.0,,1,,,21.0,31.6,34.6,26.1,,37,
300,Greg Clark,SFO,TE,26,13,9,0,0,0,0,0,0,0,,0,26.0,12,124,10.33,1,0.0,,1,1.0,,20.0,32.4,35.4,26.4,,38,
301,Randy Jordan,OAK,RB,28,16,0,0,0,0,0,0,47,159,3.38,1,3.0,3,2,0.67,0,1.0,1.0,1,,,20.0,23.1,27.1,21.6,,98,
302,Todd Kinchen,ATL,WR,29,11,0,0,0,0,0,0,0,0,,0,20.0,11,157,14.27,1,2.0,1.0,1,,,20.0,30.7,34.7,25.2,,111,
303,Roland Williams,STL,TE,23,13,9,0,0,0,0,0,0,0,,0,21.0,15,144,9.6,1,0.0,,1,,,20.0,35.4,38.4,27.9,,39,
304,Eric Bieniemy,CIN,RB,29,16,0,0,0,0,0,0,17,56,3.29,0,35.0,27,153,5.67,0,1.0,1.0,0,,,19.0,45.9,49.9,32.4,,100,
305,Tremayne Stephens,SDG,RB,22,13,1,0,0,0,0,0,35,122,3.49,1,6.0,2,9,4.5,0,1.0,,1,,,19.0,21.1,24.1,20.1,,99,
306,Scott Zolak,NWE,QB,31,6,2,32,75,371,3,3,5,0,0.0,0,0.0,0,0,,0,1.0,1.0,0,,,19.0,18.8,25.8,21.8,,56,
307,Luther Broughton,CAR,TE,24,16,4,0,0,0,0,0,0,0,,0,14.0,6,142,23.67,1,1.0,1.0,1,,,18.0,24.2,28.2,21.2,,40,
308,Alonzo Mayes,CHI,TE,23,16,16,0,0,0,0,0,0,0,,0,36.0,21,217,10.33,0,2.0,2.0,0,,,18.0,38.7,43.7,28.2,,42,
