rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
30,Jerry Rice,SFO,WR,36,16,16,0,0,0,0,0,0,0,,0,151.0,82,1157,14.11,9,2.0,2.0,9,2.0,,170.0,251.7,256.7,210.7,45.0,10,30.0
31,Ed McCaffrey,DEN,WR,30,15,15,0,0,0,0,0,0,0,,0,99.0,64,1053,16.45,10,1.0,,10,1.0,,167.0,231.3,234.3,199.3,43.0,11,31.0
32,Jimmy Smith,JAX,WR,29,16,15,0,0,0,0,0,0,0,,0,133.0,78,1182,15.15,8,2.0,1.0,8,,,164.0,242.2,246.2,203.2,40.0,12,32.0
33,Priest Holmes,BAL,RB,25,16,13,0,1,0,0,1,233,1008,4.33,7,62.0,43,260,6.05,0,3.0,3.0,7,,,161.0,203.8,213.8,183.3,37.0,15,33.0
34,Cam Cleeland,NOR,TE,23,16,16,0,0,0,0,0,0,0,,0,88.0,54,684,12.67,6,1.0,,6,,,104.0,158.4,161.4,131.4,37.0,2,34.0
35,Ben Coates,NWE,TE,29,14,14,0,0,0,0,0,0,0,,0,95.0,67,668,9.97,6,0.0,,6,,,103.0,169.8,172.8,136.3,36.0,3,35.0
36,Corey Dillon,CIN,RB,24,15,15,0,0,0,0,0,262,1130,4.31,4,44.0,28,178,6.36,1,2.0,2.0,5,,,157.0,184.8,192.8,170.8,33.0,16,36.0
37,Antowain Smith,BUF,RB,26,16,14,0,0,0,0,0,300,1124,3.75,8,11.0,5,11,2.2,0,5.0,3.0,8,,,156.0,160.5,166.5,158.0,32.0,17,37.0
38,Wayne Chrebet,NYJ,WR,25,16,15,0,0,0,0,0,0,0,,0,115.0,75,1083,14.44,8,0.0,,8,,,156.0,231.3,234.3,193.8,32.0,13,38.0
39,Tim Brown,OAK,WR,32,16,16,0,0,0,0,0,1,-7,-7.0,0,153.0,81,1012,12.49,9,3.0,,9,,,155.0,235.5,238.5,195.0,30.0,14,39.0
40,Tony Martin,ATL,WR,33,16,16,0,1,0,0,0,0,0,,0,131.0,66,1181,17.89,6,0.0,,6,,,154.0,220.1,223.1,187.1,30.0,15,40.0
41,Chris Chandler,ATL,QB,33,14,14,190,327,3154,25,12,36,121,3.36,2,1.0,1,22,22.0,0,6.0,2.0,2,,,224.0,225.5,245.5,237.0,29.0,6,41.0
42,Rocket Ismail,CAR,WR,29,16,15,0,0,0,0,0,3,42,14.0,0,121.0,69,1024,14.84,8,2.0,1.0,8,,,153.0,221.6,225.6,187.1,28.0,16,42.0
43,Warrick Dunn,TAM,RB,23,16,14,0,0,0,0,0,245,1026,4.19,2,57.0,44,344,7.82,0,1.0,,2,,,149.0,193.0,199.0,171.0,26.0,18,43.0
44,Trent Green,WAS,QB,28,15,14,278,509,3441,23,11,42,117,2.79,2,2.0,2,-8,-4.0,0,14.0,6.0,2,,1.0,221.0,222.5,245.5,232.5,25.0,7,44.0
45,O.J. McDuffie,MIA,WR,29,16,16,0,0,0,0,0,3,11,3.67,0,165.0,90,1050,11.67,7,0.0,,7,,,148.0,238.1,241.1,193.1,24.0,17,45.0
46,Mike Alstott,TAM,RB,25,16,16,0,1,0,0,0,215,846,3.93,8,30.0,22,152,6.91,1,5.0,5.0,9,,,144.0,165.8,176.8,154.8,20.0,19,46.0
47,Jerome Bettis,PIT,RB,26,15,15,0,0,0,0,0,316,1185,3.75,3,23.0,16,90,5.63,0,2.0,1.0,3,,,144.0,159.5,163.5,151.5,20.0,20,47.0
48,Frank Wycheck,TEN,TE,27,16,16,0,0,0,0,0,0,0,,0,91.0,70,768,10.97,2,2.0,1.0,2,,,87.0,156.8,160.8,121.8,20.0,4,48.0
49,Rickey Dudley,OAK,TE,26,16,15,0,0,0,0,0,1,-2,-2.0,0,77.0,36,549,15.25,5,1.0,1.0,5,1.0,,85.0,120.7,124.7,102.7,18.0,5,49.0
50,Jake Plummer,ARI,QB,24,16,16,324,547,3737,17,20,51,217,4.25,4,0.0,0,0,,0,12.0,5.0,4,,,213.0,213.2,244.2,233.2,17.0,8,50.0
51,Karim Abdul-Jabbar,MIA,RB,24,15,15,0,0,0,0,0,270,960,3.56,6,31.0,21,102,4.86,0,2.0,1.0,6,,,140.0,161.2,168.2,150.7,17.0,21,51.0
52,Andrew Glover,MIN,TE,31,16,12,0,0,0,0,0,0,0,,0,59.0,35,522,14.91,5,0.0,,5,,,82.0,117.2,120.2,99.7,15.0,6,52.0
53,Gary Brown,NYG,RB,29,16,11,0,0,0,0,0,247,1063,4.3,5,26.0,13,36,2.77,0,1.0,1.0,5,,,138.0,150.9,154.9,144.4,15.0,22,53.0
54,Wesley Walls,CAR,TE,32,14,14,0,0,0,0,0,0,0,,0,78.0,49,506,10.33,5,0.0,,5,,,81.0,129.6,132.6,105.1,14.0,7,54.0
55,Freddie Jones,SDG,TE,24,16,16,0,0,0,0,0,0,0,,0,111.0,57,602,10.56,3,1.0,,3,1.0,,80.0,137.2,140.2,108.7,13.0,8,55.0
56,Mark Chmura,GNB,TE,29,15,14,0,0,0,0,0,0,0,,0,74.0,47,554,11.79,4,1.0,,4,,,79.0,126.4,129.4,102.9,12.0,9,56.0
57,Peyton Manning,IND,QB,22,16,16,326,575,3739,26,28,15,62,4.13,0,0.0,0,0,,0,3.0,1.0,0,,3.0,208.0,207.8,239.8,235.8,12.0,9,57.0
58,Leslie Shepherd,WAS,WR,29,16,16,0,0,0,0,0,6,91,15.17,1,114.0,43,712,16.56,8,0.0,,9,1.0,,136.0,179.3,182.3,157.8,12.0,18,58.0
59,Carl Pickens,CIN,WR,28,16,16,0,0,0,0,0,2,4,2.0,0,154.0,82,1023,12.48,5,2.0,,5,1.0,,135.0,216.7,219.7,175.7,10.0,19,59.0
60,Frank Sanders,ARI,WR,25,16,16,0,0,0,0,0,4,0,0.0,0,144.0,89,1145,12.87,3,3.0,1.0,3,,,131.0,219.5,223.5,175.0,6.0,20,60.0
61,Muhsin Muhammad,CAR,WR,25,16,16,0,0,0,0,0,0,0,,0,106.0,68,941,13.84,6,2.0,1.0,6,1.0,,130.0,198.1,202.1,164.1,6.0,21,61.0
62,Tony Gonzalez,KAN,TE,22,16,16,0,0,0,0,0,0,0,,0,102.0,59,621,10.53,2,3.0,1.0,2,,,72.0,131.1,135.1,101.6,5.0,10,62.0
63,Leroy Hoard,MIN,RB,30,16,1,0,0,0,0,0,115,479,4.17,9,26.0,22,198,9.0,1,1.0,,10,,,128.0,149.7,155.7,138.7,4.0,23,63.0
64,Herman Moore,DET,WR,29,15,15,0,0,0,0,0,0,0,,0,129.0,82,983,11.99,5,0.0,,5,,,128.0,210.3,213.3,169.3,4.0,22,64.0
65,Dan Marino,MIA,QB,37,16,16,310,537,3497,23,15,21,-3,-0.14,1,0.0,0,0,,0,9.0,4.0,1,,,200.0,199.6,221.6,214.6,4.0,10,65.0
66,O.J. Santiago,ATL,TE,24,16,16,0,0,0,0,0,0,0,,0,42.0,27,428,15.85,5,1.0,1.0,5,,,71.0,97.8,101.8,84.3,4.0,11,66.0
67,Rob Moore,ARI,WR,30,16,16,0,0,0,0,0,0,0,,0,146.0,67,982,14.66,5,0.0,,5,,,128.0,195.2,198.2,161.7,4.0,23,67.0
68,Charles Johnson,PIT,WR,26,16,16,0,0,0,0,0,1,4,4.0,0,124.0,65,815,12.54,7,0.0,,7,2.0,,128.0,192.9,195.9,160.4,4.0,24,68.0
69,Keenan McCardell,JAX,WR,28,15,15,0,0,0,0,0,0,0,,0,113.0,64,892,13.94,6,0.0,,6,1.0,,127.0,191.2,194.2,159.2,3.0,25,69.0
70,Bobby Engram,CHI,WR,25,16,16,0,0,0,0,0,1,3,3.0,0,114.0,64,987,15.42,5,1.0,1.0,5,,,127.0,191.0,195.0,159.0,3.0,26,70.0
71,Doug Flutie,BUF,QB,36,13,10,202,354,2711,20,11,48,248,5.17,1,0.0,0,0,,0,3.0,,1,,,197.0,197.2,214.2,208.2,2.0,11,71.0
72,J.J. Stokes,SFO,WR,26,16,11,0,0,0,0,0,0,0,,0,93.0,63,770,12.22,8,0.0,,8,,,125.0,188.0,191.0,156.5,1.0,27,72.0
73,Darnay Scott,CIN,WR,26,13,13,0,0,0,0,0,2,10,5.0,0,88.0,51,817,16.02,7,0.0,,7,,,125.0,175.7,178.7,150.2,,28,73.0
74,James Jett,OAK,WR,28,16,16,0,0,0,0,0,1,3,3.0,0,88.0,45,882,19.6,6,0.0,,6,,,125.0,169.5,172.5,147.0,,29,74.0
75,Jermaine Lewis,BAL,WR,24,13,13,0,0,0,0,0,5,20,4.0,0,76.0,41,784,19.12,6,3.0,2.0,8,,,124.0,165.4,170.4,144.9,,30,75.0
76,Tyrone Davis,GNB,TE,26,13,1,0,0,0,0,0,0,0,,0,29.0,18,250,13.89,7,1.0,,7,,,67.0,85.0,88.0,76.0,,12,76.0
77,Natrone Means,SDG,RB,26,10,10,0,0,0,0,0,212,883,4.17,5,22.0,16,91,5.69,0,2.0,2.0,5,,,123.0,139.4,144.4,131.4,,24,77.0
78,Drew Bledsoe,NWE,QB,26,14,14,263,481,3633,20,14,28,44,1.57,0,0.0,0,0,,0,9.0,3.0,0,,,196.0,195.7,215.7,209.7,,12,78.0
79,John Elway,DEN,QB,38,13,12,210,356,2806,22,10,37,94,2.54,1,1.0,1,14,14.0,0,7.0,2.0,1,,,193.0,194.0,209.0,203.5,,13,
80,Trent Dilfer,TAM,QB,26,16,16,225,429,2729,21,15,40,141,3.53,2,0.0,0,0,,0,9.0,5.0,2,,3.0,185.0,185.3,211.3,200.3,,14,
81,Mark Brunell,JAX,QB,28,13,13,208,354,2601,20,9,49,192,3.92,0,0.0,0,0,,0,3.0,2.0,0,,1.0,183.0,183.2,200.2,192.2,,15,
82,Kordell Stewart,PIT,QB,26,16,16,252,458,2560,11,18,81,406,5.01,2,1.0,1,17,17.0,0,3.0,2.0,2,,1.0,163.0,163.7,189.7,181.2,,16,
83,Rich Gannon,KAN,QB,33,12,10,206,354,2305,10,6,44,168,3.82,3,0.0,0,0,,0,9.0,3.0,3,,,149.0,149.0,164.0,155.0,,17,
84,Troy Aikman,DAL,QB,32,11,11,187,315,2330,12,5,22,69,3.14,2,0.0,0,0,,0,3.0,1.0,2,,,148.0,148.1,157.1,153.1,,18,
85,Steve Beuerlein,CAR,QB,33,12,12,216,343,2613,17,12,22,26,1.18,0,0.0,0,0,,0,13.0,3.0,0,,1.0,147.0,147.1,165.1,159.1,,19,
86,Charlie Batch,DET,QB,24,12,12,173,303,2178,11,6,41,229,5.59,1,0.0,0,0,,0,2.0,2.0,1,,,144.0,144.0,158.0,150.0,,20,
87,Neil O'Donnell,CIN,QB,32,13,11,212,343,2216,15,4,13,34,2.62,0,0.0,0,0,,0,6.0,4.0,0,,1.0,138.0,138.0,149.0,142.0,,21,
88,Tony Banks,STL,QB,25,14,14,241,408,2535,7,14,40,156,3.9,3,0.0,0,0,,0,10.0,1.0,3,1.0,1.0,137.0,137.0,158.0,151.0,,22,
89,Derrick Alexander,KAN,WR,27,15,14,0,0,0,0,0,0,0,,0,107.0,54,992,18.37,4,0.0,,4,,,123.0,177.2,180.2,150.2,,31,
90,Marvin Harrison,IND,WR,26,12,12,0,0,0,0,0,0,0,,0,122.0,59,776,13.15,7,0.0,,7,1.0,,122.0,180.6,183.6,151.1,,32,
91,Napoleon Kaufman,OAK,RB,25,13,13,0,0,0,0,0,217,921,4.24,2,36.0,25,191,7.64,0,2.0,1.0,2,,,121.0,146.2,153.2,133.7,,25,
92,Reidel Anthony,TAM,WR,22,15,13,0,0,0,0,0,4,43,10.75,0,94.0,51,708,13.88,7,0.0,,7,1.0,,119.0,170.1,173.1,144.6,,33,
93,Jim Harbaugh,BAL,QB,35,14,12,164,293,1839,12,11,40,172,4.3,0,0.0,0,0,,0,7.0,1.0,0,,2.0,119.0,118.8,136.8,129.8,,23,
94,Kerry Collins,2TM,QB,26,11,11,170,353,2213,12,15,30,153,5.1,1,1.0,1,-11,-11.0,0,13.0,6.0,1,1.0,,117.0,117.7,144.7,132.2,,24,
95,Johnnie Morton,DET,WR,27,16,16,0,0,0,0,0,1,11,11.0,0,140.0,69,1028,14.9,2,0.0,,2,,,116.0,184.9,187.9,150.4,,34,
96,Chris Calloway,NYG,WR,30,16,16,0,0,0,0,0,0,0,,0,119.0,62,812,13.1,6,1.0,1.0,6,,,115.0,177.2,181.2,146.2,,35,
97,Michael Irvin,DAL,WR,32,16,15,0,0,0,0,0,1,1,1.0,0,128.0,74,1057,14.28,1,1.0,,1,,,112.0,185.8,188.8,148.8,,36,
98,Michael Westbrook,WAS,WR,26,11,10,0,0,0,0,0,1,11,11.0,0,90.0,44,736,16.73,6,0.0,,6,,,111.0,154.7,157.7,132.7,,37,
99,Andre Reed,BUF,WR,34,15,13,0,0,0,0,0,0,0,,0,109.0,63,795,12.62,5,0.0,,5,,,110.0,172.5,175.5,141.0,,39,
100,Torrance Small,IND,WR,28,16,4,0,1,0,0,0,1,2,2.0,0,87.0,45,681,15.13,7,0.0,,7,,,110.0,155.3,158.3,132.8,,38,
101,Oronde Gadsden,MIA,WR,27,16,12,0,0,0,0,0,0,0,,0,87.0,48,713,14.85,7,2.0,2.0,7,,,109.0,157.3,162.3,133.3,,40,
102,Terrell Fletcher,SDG,RB,25,12,5,1,1,23,1,0,153,543,3.55,5,43.0,30,188,6.27,0,1.0,1.0,5,,,106.0,136.0,143.0,121.0,,28,
103,Fred Lane,CAR,RB,23,14,11,0,0,0,0,0,205,717,3.5,5,15.0,12,85,7.08,0,4.0,2.0,5,,,106.0,118.2,123.2,112.2,,26,
104,Amp Lee,STL,RB,27,14,2,0,0,0,0,0,44,175,3.98,2,84.0,64,667,10.42,2,3.0,2.0,4,1.0,,106.0,170.2,178.2,138.2,,27,
105,Bam Morris,2TM,RB,26,12,5,0,0,0,0,0,132,489,3.7,8,13.0,12,95,7.92,0,3.0,2.0,8,,,102.0,114.4,119.4,108.4,,29,
106,Ricky Proehl,STL,WR,30,16,11,0,0,0,0,0,1,14,14.0,0,114.0,60,771,12.85,3,0.0,,3,1.0,,99.0,158.5,161.5,128.5,,41,
107,Terry Glenn,NWE,WR,24,10,9,0,0,0,0,0,2,-1,-0.5,0,98.0,50,792,15.84,3,0.0,,3,,,97.0,147.1,150.1,122.1,,42,
108,Erik Kramer,CHI,QB,34,8,8,151,250,1823,9,7,13,17,1.31,1,0.0,0,0,,0,3.0,3.0,1,,,97.0,96.6,109.6,103.6,,25,
109,Edgar Bennett,CHI,RB,29,16,13,1,2,18,1,0,173,611,3.53,2,44.0,28,209,7.46,0,2.0,2.0,2,,,95.0,122.7,130.7,108.7,,30,
110,Skip Hicks,WAS,RB,24,9,5,0,0,0,0,0,122,433,3.55,8,8.0,4,23,5.75,0,0.0,,8,,,94.0,97.6,100.6,95.6,,31,
111,Donald Hollas,OAK,QB,31,12,6,135,260,1754,10,16,29,120,4.14,1,0.0,0,0,,0,10.0,2.0,1,,1.0,94.0,94.2,118.2,110.2,,26,
112,Mike Pritchard,SEA,WR,29,16,16,0,0,0,0,0,1,17,17.0,0,101.0,58,742,12.79,3,1.0,1.0,3,1.0,,94.0,151.9,155.9,122.9,,43,
113,Donnell Bennett,KAN,RB,26,16,10,0,0,0,0,0,148,527,3.56,5,20.0,16,91,5.69,1,4.0,3.0,6,,,92.0,107.8,113.8,99.8,,32,
114,Bubby Brister,DEN,QB,36,7,4,78,131,986,10,3,19,102,5.37,1,0.0,0,0,,0,2.0,,1,,1.0,92.0,91.6,100.6,94.6,,28,
115,Curtis Conway,CHI,WR,27,15,15,0,1,0,0,0,5,48,9.6,0,104.0,54,733,13.57,3,1.0,2.0,3,,,92.0,146.1,151.1,119.1,,44,
116,Kent Graham,NYG,QB,30,11,6,105,205,1219,7,5,27,138,5.11,2,1.0,1,16,16.0,0,2.0,1.0,2,,,92.0,93.2,105.2,97.7,,27,
117,Shawn Jefferson,NWE,WR,29,16,16,0,0,0,0,0,1,15,15.0,0,79.0,34,771,22.68,2,0.0,,2,,,91.0,124.6,127.6,107.6,,45,
118,Lamar Smith,NOR,RB,28,14,9,1,2,20,1,0,138,457,3.31,1,36.0,24,249,10.38,2,4.0,1.0,3,,,91.0,115.4,122.4,103.4,,33,
119,Charlie Jones,SDG,WR,26,16,11,0,0,0,0,0,4,39,9.75,0,107.0,46,699,15.2,3,1.0,1.0,3,,,90.0,135.8,139.8,112.8,,47,
120,Lamar Thomas,MIA,WR,28,16,2,0,0,0,0,0,0,0,,0,67.0,43,603,14.02,5,0.0,,5,,,90.0,133.3,136.3,111.8,,46,
121,Terry Allen,WAS,RB,30,10,10,0,0,0,0,0,148,700,4.73,2,22.0,17,128,7.53,0,4.0,3.0,2,,,89.0,105.8,114.8,97.3,,34,
122,Billy Davis,DAL,WR,26,16,11,0,0,0,0,0,4,15,3.75,0,77.0,39,691,17.72,3,1.0,,3,,,89.0,127.6,130.6,108.1,,48,
123,Warren Moon,SEA,QB,42,10,10,145,258,1632,11,8,16,10,0.63,0,0.0,0,0,,0,8.0,4.0,0,,1.0,88.0,88.3,103.3,96.3,,29,
124,Danny Kanell,NYG,QB,25,10,10,160,299,1603,11,10,15,36,2.4,0,0.0,0,0,,0,6.0,3.0,0,,,86.0,85.7,101.7,95.7,,30,
125,Kimble Anders,KAN,RB,32,16,15,0,0,0,0,0,58,230,3.97,1,84.0,64,462,7.22,2,6.0,1.0,3,,,85.0,149.2,156.2,117.2,,35,
126,Courtney Hawkins,PIT,WR,29,15,14,0,0,0,0,0,10,41,4.1,0,108.0,66,751,11.38,1,1.0,,1,,,85.0,151.2,154.2,118.2,,50,
127,Andre Rison,KAN,WR,31,14,13,0,0,0,0,0,2,12,6.0,0,92.0,40,542,13.55,5,1.0,,5,,,85.0,125.4,128.4,105.4,,49,
128,Floyd Turner,BAL,WR,32,16,3,0,0,0,0,0,0,0,,0,57.0,32,512,16.0,5,0.0,,5,2.0,,85.0,117.2,120.2,101.2,,51,
129,Sean Dawkins,NOR,WR,27,15,15,0,0,0,0,0,0,0,,0,106.0,53,823,15.53,1,2.0,2.0,1,,,84.0,137.3,142.3,110.8,,52,
130,Ike Hilliard,NYG,WR,22,16,16,0,0,0,0,0,1,4,4.0,0,104.0,51,715,14.02,2,2.0,2.0,2,,,80.0,130.9,135.9,105.4,,53,
131,Charles Way,NYG,RB,26,16,15,0,0,0,0,0,113,432,3.82,3,40.0,31,131,4.23,1,0.0,,4,,,80.0,111.3,117.3,95.8,,36,
132,Rob Johnson,BUF,QB,25,8,6,67,107,910,8,3,24,123,5.13,1,0.0,0,0,,0,2.0,1.0,1,,,79.0,78.7,88.7,81.7,,32,
133,Billy Joe Tolliver,NOR,QB,32,7,4,110,199,1427,8,4,11,43,3.91,0,0.0,0,0,,0,3.0,3.0,0,,,79.0,79.4,89.4,83.4,,31,
134,Thurman Thomas,BUF,RB,32,14,3,0,0,0,0,0,93,381,4.1,2,32.0,26,220,8.46,1,0.0,,3,,,78.0,104.1,110.1,91.1,,37,
135,Tim Biakabutuka,CAR,RB,24,10,3,0,0,0,0,0,101,427,4.23,3,10.0,8,138,17.25,1,1.0,2.0,4,,,77.0,84.5,92.5,80.5,,39,
136,Larry Centers,ARI,RB,30,16,12,0,0,0,0,0,31,110,3.55,0,94.0,69,559,8.1,2,1.0,1.0,2,,,77.0,145.9,152.9,111.4,,38,
137,Bert Emanuel,TAM,WR,28,11,11,0,0,0,0,0,1,11,11.0,0,97.0,41,636,15.51,2,0.0,,2,,,77.0,117.7,120.7,97.2,,54,
138,Harvey Williams,OAK,RB,31,16,3,1,1,27,0,0,128,496,3.88,2,39.0,26,173,6.65,0,3.0,2.0,2,,,76.0,102.0,110.0,89.0,,40,
139,June Henley,STL,RB,23,11,3,0,0,0,0,0,88,313,3.56,3,45.0,35,252,7.2,0,1.0,1.0,3,,,73.0,107.5,114.5,90.0,,41,
140,Ernie Mills,DAL,WR,30,11,1,0,0,0,0,0,3,9,3.0,0,41.0,28,479,17.11,4,0.0,,4,,,73.0,100.8,103.8,86.8,,55,
141,Bryan Still,SDG,WR,24,14,9,0,0,0,0,0,0,0,,0,79.0,43,605,14.07,2,0.0,,2,,,73.0,115.5,118.5,94.0,,56,
142,Irving Fryar,PHI,WR,36,16,16,0,0,0,0,0,3,46,15.33,0,112.0,48,556,11.58,2,0.0,,2,,,72.0,120.2,123.2,96.2,,58,
143,Jeff Graham,PHI,WR,29,15,15,0,0,0,0,0,0,0,,0,91.0,47,600,12.77,2,0.0,,2,,,72.0,119.0,122.0,95.5,,59,
144,Dedric Ward,NYJ,WR,24,16,4,0,0,0,0,0,2,7,3.5,0,59.0,25,477,19.08,4,0.0,,4,,,72.0,97.4,100.4,84.9,,57,
145,John Avery,MIA,RB,22,16,0,0,0,0,0,0,143,503,3.52,2,15.0,10,67,6.7,1,5.0,2.0,3,,,71.0,81.0,86.0,76.0,,43,
146,Charlie Garner,PHI,RB,26,10,3,0,0,0,0,0,96,381,3.97,4,25.0,19,110,5.79,0,1.0,1.0,4,,,71.0,90.1,97.1,80.6,,42,
147,Jake Reed,MIN,WR,31,11,11,0,0,0,0,0,0,0,,0,68.0,34,474,13.94,4,0.0,,4,,,71.0,105.4,108.4,88.4,,60,
148,Jon Kitna,SEA,QB,26,6,5,98,172,1177,7,8,20,67,3.35,1,0.0,0,0,,0,6.0,1.0,1,,,70.0,69.8,81.8,77.8,,34,
