,rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
146,147,Fred Beasley,SFO,RB,25,13,11,0,0,0,0,0,58,276,4.76,4,51.0,32,282,8.81,0,2.0,2.0,4,,,76.0,107.8,115.8,91.8,,38,
147,148,Jake Reed,MIN,WR,32,16,8,0,0,0,0,0,0,0,,0,78.0,44,643,14.61,2,0.0,,2,,,76.0,120.3,123.3,98.3,,58,
148,149,Randall Cunningham,MIN,QB,36,6,6,124,200,1475,8,9,10,58,5.8,0,0.0,0,0,,0,2.0,2.0,0,,,75.0,74.8,88.8,83.8,,38,
149,150,Darrin Chiaverini,CLE,WR,22,16,8,0,0,0,0,0,0,0,,0,76.0,44,487,11.07,4,0.0,,4,,,73.0,116.7,119.7,94.7,,59,
150,151,Priest Holmes,BAL,RB,26,9,4,0,0,0,0,0,89,506,5.69,1,17.0,13,104,8.0,1,0.0,,2,,,73.0,86.0,92.0,79.5,,40,
151,152,Greg Hill,DET,RB,27,14,8,0,0,0,0,0,144,542,3.76,2,23.0,13,77,5.92,0,1.0,1.0,2,,,72.0,84.9,88.9,78.4,,41,
152,153,Robert Holcombe,STL,RB,24,15,7,0,0,0,0,0,78,294,3.77,4,27.0,14,163,11.64,1,4.0,3.0,5,,,70.0,83.7,92.7,76.7,,42,
153,154,Patrick Johnson,BAL,WR,23,10,6,0,0,0,0,0,1,12,12.0,0,58.0,29,526,18.14,3,1.0,1.0,3,,,70.0,98.8,102.8,84.3,,60,
154,155,James Jett,OAK,WR,29,16,11,0,0,0,0,0,0,0,,0,79.0,39,552,14.15,2,0.0,,2,1.0,,69.0,108.2,111.2,88.7,,61,
155,156,Chris Warren,DAL,RB,31,16,1,0,0,0,0,0,99,403,4.07,2,45.0,34,224,6.59,0,4.0,3.0,2,,,69.0,102.7,111.7,85.7,,43,
156,157,Fred Lane,CAR,RB,24,15,5,0,0,0,0,0,115,475,4.13,1,30.0,23,163,7.09,0,1.0,1.0,1,,,68.0,90.8,97.8,79.3,,44,
157,158,Kenny Bynum,SDG,RB,25,16,5,0,0,0,0,0,92,287,3.12,1,23.0,16,209,13.06,2,3.0,1.0,3,,,66.0,81.6,88.6,73.6,,46,
158,159,Ken Oxendine,ATL,RB,24,12,9,0,0,0,0,0,141,452,3.21,1,22.0,17,172,10.12,1,5.0,4.0,2,,,66.0,83.4,93.4,74.9,,45,
159,160,Karim Abdul-Jabbar,2TM,RB,25,13,9,0,0,0,0,0,143,445,3.11,1,22.0,17,84,4.94,1,0.0,,2,,,65.0,81.9,84.9,73.4,,47,
160,161,Jim Miller,CHI,QB,28,5,3,110,174,1242,7,6,3,9,3.0,0,0.0,0,0,,0,4.0,1.0,0,,,65.0,64.6,74.6,70.6,,39,
161,162,Stoney Case,BAL,QB,27,10,4,77,170,988,3,8,36,141,3.92,3,0.0,0,0,,0,2.0,2.0,3,,,64.0,63.6,79.6,71.6,,40,
162,163,Curtis Conway,CHI,WR,28,9,8,0,0,0,0,0,1,-2,-2.0,0,79.0,44,426,9.68,4,2.0,1.0,4,,,64.0,108.4,112.4,86.4,,62,
163,164,Andre Hastings,NOR,WR,29,15,5,0,0,0,0,0,1,4,4.0,0,64.0,40,564,14.1,1,0.0,,1,,,63.0,102.8,105.8,82.8,,64,
164,165,Natrone Means,SDG,RB,27,7,5,0,0,0,0,0,112,277,2.47,4,13.0,9,51,5.67,1,0.0,,5,,,63.0,71.8,74.8,67.3,,48,
165,166,J.J. Stokes,SFO,WR,27,16,4,0,0,0,0,0,0,0,,0,78.0,34,429,12.62,3,1.0,,3,1.0,,63.0,96.9,99.9,79.9,,63,
166,167,Billy Joe Hobert,NOR,QB,28,9,7,85,159,970,6,6,12,47,3.92,1,0.0,0,0,,0,2.0,,1,,,62.0,61.5,70.5,67.5,,41,
167,168,Bam Morris,KAN,RB,27,12,8,0,0,0,0,0,120,414,3.45,3,11.0,7,37,5.29,0,3.0,1.0,3,,,61.0,68.1,72.1,64.6,,49,
168,169,O.J. McDuffie,MIA,WR,30,12,10,0,0,0,0,0,0,0,,0,80.0,43,516,12.0,2,2.0,2.0,2,,,60.0,102.6,107.6,81.1,,65,
169,170,Michael Pittman,ARI,RB,24,10,2,1,1,26,0,0,64,289,4.52,2,27.0,16,196,12.25,0,3.0,1.0,2,,,60.0,75.5,82.5,67.5,,50,
170,171,Andre Reed,BUF,WR,35,16,16,0,0,0,0,0,0,0,,0,90.0,52,536,10.31,1,0.0,,1,,,60.0,111.6,114.6,85.6,,66,
171,172,Sedrick Irvin,DET,RB,21,14,0,0,0,0,0,0,36,133,3.69,4,32.0,25,233,9.32,0,2.0,1.0,4,,,59.0,83.6,90.6,71.1,,51,
172,173,Brian Mitchell,WAS,RB,31,16,0,0,0,0,0,0,40,220,5.5,1,40.0,31,305,9.84,0,2.0,,1,,,59.0,89.5,95.5,74.0,,52,
173,174,Dave Moore,TAM,TE,30,16,16,0,0,0,0,0,0,0,,0,36.0,23,276,12.0,5,0.0,,5,,,58.0,80.6,83.6,69.1,,13,
174,175,Richie Anderson,NYJ,RB,28,16,9,0,0,0,0,0,16,84,5.25,0,36.0,29,302,10.41,3,0.0,,3,,,57.0,85.6,88.6,71.1,,54,
175,176,David Boston,ARI,WR,21,16,8,0,0,0,0,0,5,0,0.0,0,81.0,40,473,11.83,2,2.0,1.0,2,,,57.0,97.3,101.3,77.3,,67,
176,177,Rick Mirer,NYJ,QB,29,8,6,95,176,1062,5,9,21,89,4.24,1,0.0,0,0,,0,3.0,1.0,1,,,57.0,57.4,70.4,66.4,,42,
177,178,Marcus Pollard,IND,TE,27,16,12,0,0,0,0,0,0,0,,0,45.0,34,374,11.0,4,2.0,2.0,4,,,57.0,91.4,96.4,74.4,,14,
178,179,Peerless Price,BUF,WR,23,16,4,0,0,0,0,0,1,-7,-7.0,0,62.0,31,393,12.68,3,0.0,,3,,,57.0,87.6,90.6,72.1,,70,
179,180,Tony Richardson,KAN,RB,28,16,16,0,0,0,0,0,84,387,4.61,1,28.0,24,141,5.88,0,1.0,1.0,1,,,57.0,80.8,87.8,68.8,,53,
180,181,Bobby Shaw,PIT,WR,24,15,1,0,0,0,0,0,0,0,,0,43.0,28,387,13.82,3,0.0,,3,,,57.0,84.7,87.7,70.7,,68,
181,182,Jason Tucker,DAL,WR,23,15,4,0,0,0,0,0,1,8,8.0,0,45.0,23,439,19.09,2,1.0,,2,,,57.0,79.7,82.7,68.2,,69,
182,183,Cecil Collins,MIA,RB,23,8,6,0,0,0,0,0,131,414,3.16,2,8.0,6,32,5.33,0,2.0,1.0,2,,,55.0,60.6,64.6,57.6,,55,
183,184,Kevin Lockett,KAN,WR,25,16,1,0,0,0,0,0,0,0,,0,55.0,34,426,12.53,2,0.0,,2,,,55.0,88.6,91.6,71.6,,71,
184,185,Luther Broughton,PHI,TE,25,16,3,0,0,0,0,0,0,0,,0,46.0,26,295,11.35,4,0.0,,4,,,54.0,79.5,82.5,66.5,,15,
185,186,Troy Brown,NWE,WR,28,13,1,0,1,0,0,0,0,0,,0,56.0,36,471,13.08,1,1.0,,1,,,53.0,89.1,92.1,71.1,,72,
186,187,Shaun King,TAM,QB,22,6,5,89,146,875,7,4,18,38,2.11,0,0.0,0,0,,0,4.0,3.0,0,,,53.0,52.8,62.8,56.8,,43,
187,188,Ron Rivers,DET,RB,28,7,6,0,0,0,0,0,82,295,3.6,0,24.0,22,173,7.86,1,0.0,,1,,,53.0,74.8,80.8,63.8,,56,
188,189,Byron Hanspard,ATL,RB,23,12,4,0,0,0,0,0,136,383,2.82,1,18.0,10,93,9.3,0,1.0,1.0,1,,,52.0,61.6,65.6,56.6,,57,
189,190,Doug Pederson,PHI,QB,31,16,9,119,227,1276,7,9,20,33,1.65,0,0.0,0,0,,0,7.0,6.0,0,,,52.0,52.3,70.3,61.3,,44,
190,191,Skip Hicks,WAS,RB,25,10,2,0,0,0,0,0,78,257,3.29,3,10.0,8,72,9.0,0,1.0,,3,,,51.0,58.9,61.9,54.9,,58,
191,192,Willie Jackson,CIN,WR,28,16,2,0,0,0,0,0,0,0,,0,63.0,31,369,11.9,2,1.0,,2,1.0,,51.0,81.9,84.9,66.4,,73,
192,193,Joe Montgomery,NYG,RB,23,7,5,0,0,0,0,0,115,348,3.03,3,1.0,0,0,,0,2.0,2.0,3,1.0,,51.0,50.8,55.8,50.8,,59,
193,194,Stephen Alexander,WAS,TE,24,15,15,0,0,0,0,0,0,0,,0,47.0,29,324,11.17,3,0.0,,3,,,50.0,79.4,82.4,64.9,,16,
194,195,Mike Pritchard,SEA,WR,30,14,5,0,0,0,0,0,0,0,,0,48.0,26,375,14.42,2,0.0,,2,,,50.0,75.5,78.5,62.5,,74,
195,196,Ben Coates,NWE,TE,30,16,15,0,0,0,0,0,0,0,,0,63.0,32,370,11.56,2,0.0,,2,,,49.0,81.0,84.0,65.0,,17,
196,197,Terrell Fletcher,SDG,RB,26,15,2,0,0,0,0,0,48,126,2.63,0,65.0,45,360,8.0,0,1.0,,0,,,49.0,93.6,99.6,71.1,,60,
197,198,Michael Basnight,CIN,RB,22,13,1,0,0,0,0,0,62,308,4.97,0,19.0,16,172,10.75,0,1.0,,0,,,48.0,64.0,70.0,56.0,,61,
198,199,Jon Ritchie,OAK,RB,25,16,14,0,0,0,0,0,5,12,2.4,0,61.0,45,408,9.07,1,0.0,,1,,,48.0,93.0,96.0,70.5,,62,
199,200,Dedric Ward,NYJ,WR,25,16,10,0,0,0,0,0,1,-1,-1.0,0,49.0,22,325,14.77,3,2.0,1.0,3,,,48.0,70.4,74.4,59.4,,75,
200,201,Charles Johnson,PHI,WR,27,11,11,0,0,0,0,0,0,0,,0,72.0,34,414,12.18,1,2.0,,1,,,47.0,81.4,84.4,64.4,,76,
201,202,Damon Jones,JAX,TE,25,15,8,0,0,0,0,0,0,0,,0,33.0,19,221,11.63,4,0.0,,4,,,46.0,65.1,68.1,55.6,,19,
202,203,Tony McGee,CIN,TE,28,16,16,0,0,0,0,0,0,0,,0,49.0,26,344,13.23,2,0.0,,2,,,46.0,72.4,75.4,59.4,,18,
203,204,Mikhael Ricks,SDG,WR,25,16,15,0,1,0,0,0,2,11,5.5,0,74.0,40,429,10.73,0,0.0,,0,1.0,,46.0,86.0,89.0,66.0,,77,
204,205,Akili Smith,CIN,QB,24,7,4,80,153,805,2,6,19,114,6.0,1,1.0,1,6,6.0,0,4.0,,1,,,46.0,47.2,59.2,52.7,,45,
205,206,Zack Crockett,OAK,RB,27,13,1,0,0,0,0,0,45,91,2.02,4,12.0,8,56,7.0,1,0.0,,5,,,45.0,52.7,52.7,48.7,,64,
206,207,Charles Evans,BAL,RB,32,16,10,0,0,0,0,0,38,134,3.53,0,47.0,32,235,7.34,1,0.0,,1,1.0,,45.0,76.9,82.9,60.9,,63,
207,208,Jermaine Fazande,SDG,RB,24,7,3,0,0,0,0,0,91,365,4.01,2,0.0,0,0,,0,2.0,2.0,2,,,45.0,44.5,49.5,44.5,,65,
208,209,Ty Detmer,CLE,QB,32,5,2,47,91,548,4,2,6,38,6.33,1,0.0,0,0,,0,0.0,,1,,,44.0,43.7,48.7,45.7,,46,
209,210,Lamont Warren,NWE,RB,26,16,2,0,0,0,0,0,35,120,3.43,0,48.0,29,262,9.03,1,0.0,,1,,,44.0,73.2,79.2,58.7,,66,
210,211,Kyle Brady,JAX,TE,27,13,12,0,0,0,0,0,0,0,,0,46.0,32,346,10.81,1,0.0,,1,1.0,,43.0,74.6,77.6,58.6,,20,
211,212,William Floyd,CAR,RB,27,16,16,0,0,0,0,0,35,78,2.23,3,32.0,21,179,8.52,0,1.0,1.0,3,,,42.0,62.7,66.7,52.2,,67,
212,213,Lawrence Phillips,SFO,RB,24,8,0,0,0,0,0,0,30,144,4.8,2,20.0,15,152,10.13,0,2.0,,2,,,42.0,56.6,62.6,49.1,,68,
213,214,Lamar Smith,NOR,RB,29,13,2,0,1,0,0,0,60,205,3.42,0,30.0,20,151,7.55,1,1.0,,1,,,42.0,61.6,67.6,51.6,,69,
214,215,Marty Booker,CHI,WR,23,9,4,0,0,0,0,0,1,8,8.0,0,33.0,19,219,11.53,3,0.0,,3,,,41.0,59.7,62.7,50.2,,79,
215,216,Cam Cleeland,NOR,TE,24,11,8,0,0,0,0,0,0,0,,0,47.0,26,325,12.5,1,1.0,,1,1.0,,41.0,66.5,69.5,53.5,,21,
216,217,Kevin Faulk,NWE,RB,23,11,2,0,0,0,0,0,67,227,3.39,1,19.0,12,98,8.17,1,3.0,2.0,2,,,41.0,52.5,57.5,46.5,,72,
217,218,Jermaine Lewis,BAL,WR,25,15,6,0,0,0,0,0,5,11,2.2,0,58.0,25,281,11.24,2,1.0,,2,,,41.0,66.2,69.2,53.7,,78,
218,219,Rashaan Shehee,KAN,RB,24,9,5,0,0,0,0,0,65,238,3.66,1,19.0,18,136,7.56,0,1.0,1.0,1,,,41.0,59.4,66.4,50.4,,70,
219,220,Tremayne Stephens,SDG,RB,23,11,2,0,0,0,0,0,24,61,2.54,3,23.0,18,133,7.39,1,2.0,1.0,4,,,41.0,59.4,63.4,50.4,,71,
220,221,Jake Delhomme,NOR,QB,24,2,2,42,76,521,3,5,11,72,6.55,2,0.0,0,0,,0,1.0,1.0,2,,,40.0,40.0,49.0,45.0,,47,
221,222,Jammi German,ATL,WR,25,14,0,0,0,0,0,0,0,0,,0,20.0,12,219,18.25,3,0.0,,3,,,40.0,51.9,54.9,45.9,,80,
222,223,Chris Sanders,TEN,WR,27,16,0,0,0,0,0,0,0,0,,0,48.0,20,336,16.8,1,0.0,,1,,,40.0,59.6,62.6,49.6,,81,
223,224,Tony Simmons,NWE,WR,25,15,1,0,0,0,0,0,0,0,,0,33.0,19,276,14.53,2,1.0,,2,,,40.0,58.6,61.6,49.1,,82,
224,225,Joey Galloway,SEA,WR,28,8,4,0,0,0,0,0,1,-1,-1.0,0,52.0,22,335,15.23,1,0.0,,1,,,39.0,61.4,64.4,50.4,,83,
225,226,Andrew Glover,MIN,TE,32,16,13,0,0,0,0,0,0,0,,0,50.0,28,327,11.68,1,0.0,,1,,,39.0,66.7,69.7,52.7,,22,
226,227,Donald Hayes,CAR,WR,24,13,1,0,0,0,0,0,0,0,,0,28.0,11,270,24.55,2,0.0,,2,,,39.0,50.0,53.0,44.5,,85,
227,228,William Henderson,GNB,RB,28,16,13,0,0,0,0,0,7,29,4.14,2,39.0,30,203,6.77,1,1.0,1.0,3,,,39.0,69.2,73.2,54.2,,73,
228,229,Kevin Williams,BUF,WR,28,16,0,0,0,0,0,0,1,13,13.0,0,48.0,31,381,12.29,0,0.0,,0,,,39.0,70.4,73.4,54.9,,84,
229,230,Christian Fauria,SEA,TE,28,16,16,0,0,0,0,0,0,0,,0,51.0,35,376,10.74,0,1.0,,0,,,38.0,72.6,75.6,55.1,,24,
230,231,Howard Griffith,DEN,RB,32,16,16,0,0,0,0,0,17,66,3.88,1,39.0,26,192,7.38,1,0.0,,2,,,38.0,63.8,66.8,50.8,,74,
231,232,Jackie Harris,TEN,TE,31,12,1,0,0,0,0,0,0,0,,0,34.0,26,297,11.42,1,0.0,,1,1.0,,38.0,63.7,66.7,50.7,,23,
232,233,Dave Brown,ARI,QB,29,8,5,84,169,944,2,6,13,49,3.77,0,1.0,0,0,,0,4.0,1.0,0,,,37.0,36.7,46.7,42.7,,48,
233,234,Chris Calloway,ATL,WR,31,11,6,0,0,0,0,0,0,0,,0,43.0,22,314,14.27,1,0.0,,1,,,37.0,59.4,62.4,48.4,,86,
234,235,Irving Fryar,WAS,WR,37,16,1,0,0,0,0,0,0,0,,0,46.0,26,254,9.77,2,0.0,,2,,,37.0,63.4,66.4,50.4,,87,
235,236,LeShon Johnson,NYG,RB,28,16,4,0,0,0,0,0,61,143,2.34,2,15.0,12,86,7.17,1,2.0,2.0,3,,,37.0,48.9,53.9,42.9,,75,
236,237,Reidel Anthony,TAM,WR,23,13,7,0,0,0,0,0,1,2,2.0,0,56.0,30,296,9.87,1,1.0,,1,,,36.0,65.8,68.8,50.8,,89,
237,238,Isaac Byrd,TEN,WR,25,12,6,0,0,0,0,0,0,0,,0,25.0,14,261,18.64,2,1.0,1.0,2,,,36.0,50.1,54.1,43.1,,88,
238,239,Troy Drayton,MIA,TE,29,14,13,0,0,0,0,0,0,0,,0,50.0,32,299,9.34,1,0.0,,1,,,36.0,67.9,70.9,51.9,,25,
239,240,Joe Jurevicius,NYG,WR,25,16,1,0,0,0,0,0,0,0,,0,40.0,18,318,17.67,1,1.0,1.0,1,,,36.0,53.8,57.8,44.8,,90,
240,241,Greg Clark,SFO,TE,27,12,11,0,0,0,0,0,0,0,,0,55.0,34,347,10.21,0,1.0,,0,,,35.0,68.7,71.7,51.7,,26,
241,242,Marc Edwards,CLE,RB,25,16,14,0,0,0,0,0,6,35,5.83,0,40.0,27,212,7.85,2,1.0,1.0,2,,,35.0,61.7,65.7,48.2,,76,
242,243,Jay Fiedler,JAX,QB,28,7,1,61,94,656,2,2,13,26,2.0,0,0.0,0,0,,0,1.0,,0,,1.0,35.0,34.8,39.8,36.8,,49,
243,244,Michael Irvin,DAL,WR,33,4,4,0,0,0,0,0,0,0,,0,19.0,10,167,16.7,3,0.0,,3,,,35.0,44.7,47.7,39.7,,92,
244,245,Ricky Proehl,STL,WR,31,15,2,0,0,0,0,0,0,0,,0,49.0,33,349,10.58,0,0.0,,0,,,35.0,67.9,70.9,51.4,,91,
245,246,Terrell Davis,DEN,RB,27,4,4,0,0,0,0,0,67,211,3.15,2,3.0,3,26,8.67,0,1.0,1.0,2,,,34.0,36.7,40.7,35.2,,77,
246,247,Ryan Wetnight,CHI,TE,29,16,4,0,0,0,0,0,0,0,,0,60.0,38,277,7.29,1,0.0,,1,,,34.0,71.7,74.7,52.7,,27,
247,248,Reggie Brown,SEA,RB,26,16,8,0,0,0,0,0,14,38,2.71,0,47.0,34,228,6.71,1,1.0,,1,,,33.0,66.6,69.6,49.6,,78,
248,249,Dwayne Carswell,DEN,TE,27,16,11,0,0,0,0,0,0,0,,0,38.0,24,201,8.38,2,0.0,,2,,,32.0,56.1,59.1,44.1,,29,
249,250,Tyrone Davis,GNB,TE,27,16,13,0,0,0,0,0,0,0,,0,41.0,20,204,10.2,2,0.0,,2,,,32.0,52.4,55.4,42.4,,28,
250,251,Danny Kanell,ATL,QB,26,3,1,42,84,593,4,4,0,0,,0,0.0,0,0,,0,0.0,,0,,,32.0,31.7,38.7,35.7,,50,
251,252,Ernie Mills,DAL,WR,31,11,7,0,0,0,0,0,1,-1,-1.0,0,51.0,30,325,10.83,0,0.0,,0,,,32.0,62.4,65.4,47.4,,93,
252,253,Herman Moore,DET,WR,30,8,4,0,0,0,0,0,0,0,,0,31.0,16,197,12.31,2,0.0,,2,,,32.0,47.7,50.7,39.7,,94,
253,254,De'Mond Parker,GNB,RB,23,11,0,0,0,0,0,0,36,184,5.11,2,5.0,4,15,3.75,0,1.0,,2,,,32.0,35.9,38.9,33.9,,80,
254,255,Cory Schlesinger,DET,RB,27,16,11,0,0,0,0,0,43,124,2.88,0,34.0,21,151,7.19,1,4.0,1.0,1,,,32.0,52.5,59.5,42.0,,81,
255,256,Charles Way,NYG,RB,27,11,8,0,0,0,0,0,49,141,2.88,2,21.0,11,59,5.36,0,0.0,,2,,,32.0,43.0,46.0,37.5,,79,
256,257,Rob Konrad,MIA,RB,23,15,9,0,0,0,0,0,9,16,1.78,0,66.0,34,251,7.38,1,3.0,1.0,1,,,31.0,64.7,68.7,47.7,,83,
257,258,Derek Loville,DEN,RB,31,10,0,0,0,0,0,0,40,203,5.08,1,16.0,11,50,4.55,0,1.0,,1,,,31.0,42.3,45.3,36.8,,82,
258,259,Chris Miller,DEN,QB,34,3,3,46,81,527,2,1,8,40,5.0,0,0.0,0,0,,0,2.0,,0,,,31.0,31.1,35.1,32.1,,51,
259,260,Bert Emanuel,TAM,WR,29,11,10,0,0,0,0,0,0,0,,0,52.0,22,238,10.82,1,0.0,,1,,,30.0,51.8,54.8,40.8,,97,
260,261,Matthew Hatchette,MIN,WR,25,13,0,0,0,0,0,0,0,0,,0,19.0,9,180,20.0,2,0.0,,2,,,30.0,39.0,42.0,34.5,,95,
261,262,Dietrich Jells,PHI,WR,27,14,3,0,0,0,0,0,0,0,,0,28.0,10,180,18.0,2,0.0,,2,,,30.0,40.0,43.0,35.0,,96,
262,263,Chris Penn,SDG,WR,28,16,3,0,0,0,0,0,0,0,,0,38.0,17,257,15.12,1,3.0,1.0,1,,,30.0,46.7,50.7,38.2,,98,
263,264,Rodney Thomas,TEN,RB,26,16,0,0,0,0,0,0,43,164,3.81,1,11.0,9,72,8.0,0,0.0,,1,,,30.0,38.6,41.6,34.1,,84,
264,265,E.G. Green,IND,WR,24,11,4,0,0,0,0,0,0,0,,0,44.0,21,287,13.67,0,0.0,,0,,,29.0,49.7,52.7,39.2,,99,
265,266,Courtney Hawkins,PIT,WR,30,11,11,0,0,0,0,0,0,0,,0,55.0,30,285,9.5,0,0.0,,0,,,29.0,58.5,61.5,43.5,,100,
266,267,Sam Gash,BUF,RB,30,15,11,0,0,0,0,0,0,0,,0,27.0,20,163,8.15,2,0.0,,2,,,28.0,48.3,51.3,38.3,,85,
267,268,Leslie Shepherd,CLE,WR,30,9,8,0,0,0,0,0,1,5,5.0,0,59.0,23,274,11.91,0,0.0,,0,,,28.0,50.9,53.9,39.4,,101,
268,269,Irv Smith,CLE,TE,28,13,13,0,0,0,0,0,0,0,,0,42.0,24,222,9.25,1,0.0,,1,,,28.0,52.2,55.2,40.2,,30,
269,270,Vincent Brisby,NWE,WR,28,12,1,0,0,0,0,0,0,0,,0,34.0,18,266,14.78,0,0.0,,0,,,27.0,44.6,47.6,35.6,,102,
270,271,Chad Lewis,2TM,TE,28,12,4,0,0,0,0,0,0,0,,0,17.0,8,88,11.0,3,0.0,,3,,,27.0,34.8,34.8,30.8,,32,
271,272,Michael Roan,TEN,TE,27,11,1,0,0,0,0,0,0,0,,0,20.0,9,93,10.33,3,0.0,,3,,,27.0,36.3,36.3,31.8,,31,
272,273,Lawrence Dawsey,NOR,WR,32,10,0,0,0,0,0,0,0,0,,0,33.0,16,196,12.25,1,0.0,,1,,,26.0,41.6,44.6,33.6,,103,
273,274,Rob Johnson,BUF,QB,26,2,1,25,34,298,2,0,8,61,7.63,0,0.0,0,0,,0,0.0,,0,,,26.0,26.0,26.0,26.0,,52,
274,275,Fred McCrary,SDG,RB,27,16,14,0,0,0,0,0,0,0,,0,50.0,37,201,5.43,1,0.0,,1,,,26.0,63.1,66.1,44.6,,86,
275,276,Jeff Thomason,GNB,TE,30,14,2,0,0,0,0,0,0,0,,0,20.0,14,140,10.0,2,0.0,,2,,,26.0,40.0,43.0,33.0,,33,
276,277,Steve Young,SFO,QB,38,3,3,45,84,446,3,4,11,57,5.18,0,0.0,0,0,,0,2.0,1.0,0,,,26.0,25.5,33.5,29.5,,53,
277,278,Na Brown,PHI,WR,22,12,5,0,0,0,0,0,0,0,,0,36.0,18,188,10.44,1,0.0,,1,,,25.0,42.8,45.8,33.8,,104,
278,279,Tony Graziani,ATL,QB,26,11,3,62,118,759,2,4,9,11,1.22,0,0.0,0,0,,0,4.0,3.0,0,,,25.0,25.5,35.5,29.5,,54,
279,280,Bernie Parmalee,NYJ,RB,32,16,0,0,0,0,0,0,27,133,4.93,0,15.0,15,113,7.53,0,0.0,,0,,,25.0,39.6,45.6,32.1,,88,
280,281,Thurman Thomas,BUF,RB,33,5,3,0,0,0,0,0,36,152,4.22,0,5.0,3,37,12.33,1,0.0,,1,,,25.0,27.9,30.9,26.4,,87,
281,282,Bobby Collins,BUF,TE,23,14,4,0,0,0,0,0,0,0,,0,18.0,9,124,13.78,2,0.0,,2,,,24.0,33.4,36.4,28.9,,34,
282,283,Jason Garrett,DAL,QB,33,5,2,32,64,314,3,1,6,12,2.0,0,0.0,0,0,,0,0.0,,0,,,24.0,23.8,27.8,24.8,,55,
283,284,Clif Groce,CIN,RB,27,16,15,0,0,0,0,0,8,22,2.75,1,40.0,25,154,6.16,0,0.0,,1,,,24.0,48.6,51.6,36.1,,89,
284,285,Brian Kozlowski,ATL,TE,29,16,3,0,0,0,0,0,0,0,,0,16.0,11,122,11.09,2,1.0,,2,,,24.0,35.2,38.2,29.7,,35,
285,286,Terry Mickens,OAK,WR,28,16,3,0,0,0,0,0,0,0,,0,40.0,20,261,13.05,0,1.0,1.0,0,,,24.0,44.1,48.1,34.1,,105,
286,287,Yatil Green,MIA,WR,26,8,1,0,0,0,0,0,0,0,,0,40.0,18,234,13.0,0,0.0,,0,,,23.0,41.4,44.4,32.4,,106,
287,288,Basil Mitchell,GNB,RB,24,16,2,0,0,0,0,0,29,117,4.03,0,9.0,6,48,8.0,0,2.0,,1,,,23.0,28.5,31.5,25.5,,90,
288,289,Mike Sellers,WAS,TE,24,16,2,0,0,0,0,0,0,0,,0,12.0,7,105,15.0,2,1.0,,2,,,23.0,29.5,32.5,26.0,,36,
289,290,Tavian Banks,JAX,RB,25,8,1,0,0,0,0,0,23,82,3.57,0,14.0,14,137,9.79,0,0.0,,0,,,22.0,35.9,38.9,28.9,,91,
290,291,Reggie Barlow,JAX,WR,26,14,2,0,0,0,0,0,0,0,,0,26.0,16,202,12.63,0,4.0,2.0,1,,,22.0,38.2,43.2,30.2,,107,
291,292,Terry Hardy,ARI,TE,23,16,16,0,0,0,0,0,0,0,,0,45.0,30,222,7.4,0,1.0,,0,,,22.0,52.2,55.2,37.2,,39,
292,293,Andre Rison,KAN,WR,32,15,14,0,0,0,0,0,0,0,,0,44.0,21,218,10.38,0,0.0,,0,,,22.0,42.8,45.8,32.3,,108,
293,294,Shannon Sharpe,DEN,TE,31,5,5,0,0,0,0,0,0,0,,0,37.0,23,224,9.74,0,0.0,,0,,,22.0,45.4,48.4,33.9,,37,
294,295,Scott Slutzker,NOR,TE,27,11,2,0,0,0,0,0,0,0,,0,18.0,11,164,14.91,1,1.0,,1,,,22.0,33.4,36.4,27.9,,38,
295,296,James Allen,CHI,RB,24,12,3,0,0,0,0,0,32,119,3.72,0,11.0,9,91,10.11,0,0.0,,0,,,21.0,30.0,33.0,25.5,,94,
296,297,Sean Bennett,NYG,RB,24,9,2,0,0,0,0,0,29,126,4.34,1,8.0,4,27,6.75,0,0.0,,1,,,21.0,25.3,28.3,23.3,,93,
297,298,Eric Bjornson,DAL,TE,28,16,6,0,0,0,0,0,1,20,20.0,1,17.0,10,131,13.1,0,0.0,,1,,,21.0,31.1,34.1,26.1,,40,
298,299,Randy Jordan,OAK,RB,29,16,0,0,0,0,0,0,9,32,3.56,2,16.0,8,82,10.25,0,2.0,1.0,2,,,21.0,29.4,30.4,25.4,,92,
299,300,Lorenzo Neal,TEN,RB,29,16,14,0,0,0,0,0,2,1,0.5,1,11.0,7,27,3.86,2,0.0,,3,,,21.0,27.8,27.8,24.3,,95,
300,301,Wilmont Perry,NOR,RB,24,7,3,0,0,0,0,0,48,180,3.75,0,9.0,4,26,6.5,0,0.0,,0,,,21.0,24.6,27.6,22.6,,96,
301,302,Kimble Anders,KAN,RB,33,2,2,0,0,0,0,0,32,181,5.66,0,5.0,2,14,7.0,0,1.0,,0,,,20.0,21.5,24.5,20.5,,98,
302,303,Rae Carruth,CAR,WR,25,5,5,0,0,0,0,0,1,4,4.0,0,26.0,14,200,14.29,0,0.0,,0,,,20.0,34.4,37.4,27.4,,109,
