,rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
11,12,John Elway,DEN,QB,36,15,15,287,466,3328,26,14,50,249,4.98,4,0.0,0,0,,0,6.0,4.0,4,,,250.0,250.0,274.0,264.0,94.0,5,12.0
12,13,Michael Jackson,BAL,WR,27,16,16,0,0,0,0,0,0,0,,0,150.0,76,1201,15.8,14,0.0,,14,2.0,,208.0,284.1,287.1,246.1,93.0,1,13.0
13,14,Drew Bledsoe,NWE,QB,24,16,16,373,623,4086,27,15,24,27,1.13,0,0.0,0,0,,0,9.0,2.0,0,,4.0,248.0,248.1,268.1,263.1,92.0,6,14.0
14,15,Jerome Bettis,PIT,RB,24,16,12,0,0,0,0,0,320,1431,4.47,11,32.0,22,122,5.55,0,7.0,3.0,11,,,215.0,237.3,246.3,226.3,89.0,7,15.0
15,16,Tony Martin,SDG,WR,31,16,16,0,0,0,0,0,0,0,,0,167.0,85,1171,13.78,14,0.0,,14,,,201.0,286.1,289.1,243.6,86.0,2,16.0
16,17,Carl Pickens,CIN,WR,26,16,16,1,1,12,0,0,2,2,1.0,0,174.0,100,1180,11.8,12,0.0,,12,1.0,,193.0,292.7,295.7,242.7,78.0,3,17.0
17,18,Jerry Rice,SFO,WR,34,16,16,0,1,0,0,0,11,77,7.0,1,153.0,108,1254,11.61,8,0.0,,9,,,187.0,295.1,298.1,241.1,72.0,4,18.0
18,19,Wesley Walls,CAR,TE,30,16,15,0,0,0,0,0,0,0,,0,111.0,61,713,11.69,10,0.0,,10,,,131.0,192.3,195.3,161.8,71.0,2,19.0
19,20,Herman Moore,DET,WR,27,16,16,0,0,0,0,0,0,0,,0,178.0,106,1296,12.23,9,0.0,,9,1.0,,186.0,291.6,294.6,238.6,71.0,5,20.0
20,21,Eddie George,HOU,RB,23,16,16,0,0,0,0,0,335,1368,4.08,8,28.0,23,182,7.91,0,3.0,3.0,8,,,197.0,220.0,229.0,208.5,70.0,8,21.0
21,22,Irving Fryar,PHI,WR,34,16,16,0,0,0,0,0,1,-4,-4.0,0,152.0,88,1195,13.58,11,0.0,,11,,,185.0,273.1,276.1,229.1,70.0,6,22.0
22,23,Ben Coates,NWE,TE,27,16,15,0,0,0,0,0,0,0,,0,100.0,62,682,11.0,9,1.0,1.0,9,1.0,,122.0,184.2,188.2,153.2,62.0,3,23.0
23,24,Cris Carter,MIN,WR,31,16,16,0,0,0,0,0,0,0,,0,167.0,96,1163,12.11,10,1.0,1.0,10,,,174.0,270.3,274.3,222.3,59.0,7,24.0
24,25,Jake Reed,MIN,WR,29,16,15,0,0,0,0,0,0,0,,0,126.0,72,1320,18.33,7,0.0,,7,,,174.0,246.0,249.0,210.0,59.0,8,25.0
25,26,Karim Abdul-Jabbar,MIA,RB,22,16,14,0,0,0,0,0,307,1116,3.64,11,46.0,23,139,6.04,0,4.0,3.0,11,,,186.0,208.5,217.5,197.0,59.0,9,26.0
26,27,Isaac Bruce,STL,WR,24,16,16,1,2,15,0,1,1,4,4.0,0,150.0,84,1338,15.93,7,1.0,1.0,7,,,173.0,256.8,261.8,215.8,58.0,9,27.0
27,28,Jamal Anderson,ATL,RB,24,16,12,0,0,0,0,0,232,1055,4.55,5,67.0,49,473,9.65,1,4.0,4.0,6,,,181.0,229.8,239.8,205.3,54.0,10,28.0
28,29,Derrick Alexander,BAL,WR,25,15,14,0,0,0,0,0,3,0,0.0,0,107.0,62,1099,17.73,9,0.0,,9,1.0,,166.0,227.9,230.9,196.9,51.0,10,29.0
29,30,Keith Jackson,GNB,TE,31,16,5,0,0,0,0,0,0,0,,0,63.0,40,505,12.63,10,0.0,,10,,,111.0,150.5,153.5,130.5,50.0,4,30.0
30,31,Jimmy Smith,JAX,WR,27,16,9,0,0,0,0,0,0,0,,0,128.0,83,1244,14.99,7,1.0,1.0,7,,,164.0,247.4,251.4,205.9,49.0,11,31.0
31,32,Thurman Thomas,BUF,RB,30,15,15,0,0,0,0,0,281,1033,3.68,8,42.0,26,254,9.77,0,1.0,1.0,8,,,175.0,200.7,207.7,187.7,48.0,11,32.0
32,33,Tim Brown,OAK,WR,30,16,16,0,0,0,0,0,6,35,5.83,0,146.0,90,1104,12.27,9,3.0,3.0,9,,,162.0,251.9,257.9,206.9,47.0,12,33.0
33,34,Larry Centers,ARI,RB,28,16,14,0,0,0,0,0,116,425,3.66,2,130.0,99,766,7.74,7,1.0,1.0,9,,,171.0,270.1,277.1,220.6,44.0,12,34.0
34,35,Curtis Conway,CHI,WR,25,16,16,1,1,33,1,0,8,50,6.25,0,143.0,81,1049,12.95,7,1.0,,7,,,157.0,238.2,241.2,197.7,42.0,13,35.0
35,36,Joey Galloway,SEA,WR,25,16,16,0,0,0,0,0,15,127,8.47,0,121.0,57,987,17.32,7,2.0,2.0,8,,,155.0,212.4,220.4,183.9,40.0,14,36.0
36,37,Adrian Murrell,NYJ,RB,26,16,16,0,0,0,0,0,301,1249,4.15,6,36.0,17,81,4.76,1,6.0,4.0,7,,,167.0,184.0,191.0,175.5,40.0,13,37.0
37,38,Eddie Kennison,STL,WR,23,15,14,0,0,0,0,0,0,0,,0,115.0,54,924,17.11,9,5.0,2.0,11,,,154.0,208.4,213.4,181.4,39.0,15,38.0
38,39,Anthony Johnson,CAR,RB,29,16,11,0,0,0,0,0,300,1120,3.73,6,33.0,26,192,7.38,0,2.0,1.0,6,,,165.0,191.2,198.2,178.2,38.0,14,39.0
39,40,Terry Glenn,NWE,WR,22,15,15,0,0,0,0,0,5,42,8.4,0,167.0,90,1132,12.58,6,1.0,,6,,,153.0,243.4,246.4,198.4,38.0,16,40.0
40,41,Steve Young,SFO,QB,35,12,12,214,316,2410,14,6,52,310,5.96,4,0.0,0,0,,0,3.0,2.0,4,1.0,,193.0,193.4,207.4,199.4,38.0,7,41.0
41,42,Marcus Allen,KAN,RB,36,16,15,0,1,0,0,0,206,830,4.03,9,35.0,27,270,10.0,0,2.0,,9,,,164.0,191.0,197.0,177.5,37.0,15,42.0
42,43,Jeff Hostetler,OAK,QB,35,13,13,242,402,2548,23,14,37,179,4.84,1,0.0,0,0,,0,4.0,,1,,,190.0,189.8,209.8,203.8,34.0,8,43.0
43,44,Antonio Freeman,GNB,WR,24,12,12,0,0,0,0,0,0,0,,0,107.0,56,933,16.66,9,3.0,2.0,9,,,143.0,199.3,204.3,171.3,28.0,17,44.0
44,45,Scott Mitchell,DET,QB,28,14,14,253,437,2917,17,17,37,83,2.24,4,0.0,0,0,,0,9.0,,4,,,183.0,183.0,203.0,200.0,27.0,9,45.0
45,46,Andre Reed,BUF,WR,32,16,16,0,0,0,0,0,8,22,2.75,0,101.0,66,1036,15.7,6,1.0,,6,,,142.0,207.8,210.8,174.8,27.0,18,46.0
46,47,O.J. McDuffie,MIA,WR,27,16,16,0,0,0,0,0,2,7,3.5,0,119.0,74,918,12.41,8,6.0,,8,,,141.0,214.5,217.5,177.5,26.0,19,47.0
47,48,Frank Wycheck,HOU,TE,25,16,16,0,0,0,0,0,2,3,1.5,0,68.0,53,511,9.64,6,2.0,2.0,6,,,83.0,136.4,141.4,109.9,23.0,5,48.0
48,49,Keyshawn Johnson,NYJ,WR,24,14,11,0,0,0,0,0,0,0,,0,125.0,63,844,13.4,8,0.0,,8,1.0,,134.0,197.4,200.4,165.9,19.0,20,49.0
49,50,James Stewart,JAX,RB,25,13,11,0,0,0,0,0,190,723,3.81,8,40.0,30,177,5.9,2,2.0,2.0,10,,,146.0,176.0,184.0,161.0,19.0,16,50.0
50,51,Brett Perriman,DET,WR,31,16,16,0,0,0,0,0,1,13,13.0,0,170.0,94,1021,10.86,5,0.0,,5,,,133.0,227.4,230.4,180.4,18.0,21,51.0
51,52,Marvin Harrison,IND,WR,24,16,15,0,0,0,0,0,3,15,5.0,0,118.0,64,836,13.06,8,1.0,,8,,,133.0,197.1,200.1,165.1,18.0,22,52.0
52,53,Keenan McCardell,JAX,WR,26,16,15,0,0,0,0,0,0,0,,0,127.0,85,1129,13.28,3,1.0,,3,1.0,,133.0,217.9,220.9,175.4,18.0,23,53.0
53,54,Bobby Hebert,ATL,QB,36,14,13,294,488,3152,22,25,15,59,3.93,1,0.0,0,0,,0,10.0,4.0,1,,1.0,170.0,170.0,202.0,195.0,14.0,10,54.0
54,55,Chris Warren,SEA,RB,28,14,14,0,0,0,0,0,203,855,4.21,5,46.0,40,273,6.83,0,3.0,2.0,5,1.0,,141.0,180.8,188.8,160.8,14.0,17,55.0
55,56,Ken Dilger,IND,TE,25,16,16,0,0,0,0,0,0,0,,0,60.0,42,503,11.98,4,1.0,,4,,,74.0,116.3,119.3,95.3,14.0,6,56.0
56,57,Bert Emanuel,ATL,WR,26,14,13,0,0,0,0,0,0,0,,0,123.0,75,921,12.28,6,0.0,,6,,,128.0,203.1,206.1,165.6,13.0,24,57.0
57,58,Marshall Faulk,IND,RB,23,13,13,0,0,0,0,0,198,587,2.96,7,80.0,56,428,7.64,0,2.0,2.0,7,,,140.0,195.5,203.5,167.5,13.0,18,58.0
58,59,Rob Moore,ARI,WR,28,16,16,0,0,0,0,0,0,0,,0,146.0,58,1016,17.52,4,0.0,,4,1.0,,128.0,185.6,188.6,156.6,13.0,25,59.0
59,60,Dorsey Levens,GNB,RB,26,16,1,0,0,0,0,0,121,566,4.68,5,33.0,31,226,7.29,5,2.0,,10,,,139.0,170.2,176.2,154.7,12.0,19,60.0
60,61,Jamie Asher,WAS,TE,24,16,12,0,0,0,0,0,0,0,,0,74.0,42,481,11.45,4,0.0,,4,,,72.0,114.1,117.1,93.1,12.0,7,61.0
61,62,Tony McGee,CIN,TE,25,16,16,0,0,0,0,0,0,0,,0,63.0,38,446,11.74,4,0.0,,4,,,69.0,106.6,109.6,87.6,8.0,8,62.0
62,63,Terance Mathis,ATL,WR,29,16,16,0,0,0,0,0,0,0,,0,114.0,69,771,11.17,7,0.0,,7,1.0,,121.0,190.1,193.1,155.6,6.0,26,63.0
63,64,Charles Johnson,PIT,WR,24,16,12,0,0,0,0,0,0,0,,0,101.0,60,1008,16.8,3,1.0,,3,1.0,,121.0,180.8,183.8,150.8,6.0,27,64.0
64,65,Ted Popson,SFO,TE,30,15,6,0,0,0,0,0,0,0,,0,35.0,26,301,11.58,6,0.0,,6,,,66.0,92.1,95.1,79.1,5.0,9,65.0
65,66,Raymont Harris,CHI,RB,26,12,10,0,0,0,0,0,194,748,3.86,4,43.0,32,296,9.25,1,3.0,2.0,5,,,130.0,162.4,170.4,146.4,4.0,20,66.0
66,67,Brian Kinchen,BAL,TE,31,16,16,0,0,0,0,0,0,0,,0,76.0,55,581,10.56,1,1.0,,1,,,64.0,119.1,122.1,91.6,3.0,10,67.0
67,68,Mark Carrier,CAR,WR,31,16,15,0,0,0,0,0,0,0,,0,104.0,58,808,13.93,6,0.0,,6,,,117.0,174.8,177.8,145.8,2.0,28,68.0
68,69,Brad Johnson,MIN,QB,28,12,8,195,311,2258,17,10,34,90,2.65,1,0.0,0,0,,0,5.0,1.0,1,,3.0,157.0,157.3,171.3,167.3,2.0,11,69.0
69,70,Bam Morris,BAL,RB,24,11,7,0,0,0,0,0,172,737,4.28,4,31.0,25,242,9.68,1,0.0,,5,,,128.0,152.9,158.9,140.4,1.0,21,70.0
70,71,Chris Jones,PHI,WR,25,16,16,0,0,0,0,0,0,0,,0,114.0,70,859,12.27,5,1.0,,5,,,116.0,185.9,188.9,150.9,1.0,29,71.0
71,72,Pete Mitchell,JAX,TE,25,16,7,0,0,0,0,0,0,0,,0,77.0,52,575,11.06,1,1.0,1.0,1,,,62.0,113.5,117.5,87.5,1.0,11,72.0
72,73,Edgar Bennett,GNB,RB,27,16,15,0,0,0,0,0,222,899,4.05,2,39.0,31,176,5.68,1,2.0,1.0,3,2.0,,128.0,158.5,165.5,143.0,1.0,22,73.0
73,74,Leonard Russell,SDG,RB,27,15,15,0,0,0,0,0,219,713,3.26,7,18.0,13,180,13.85,0,6.0,2.0,7,,,127.0,140.3,148.3,133.8,1.0,23,74.0
74,75,Harold Morrow,MIN,,23,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,3,75.0
75,76,Rickey Dudley,OAK,TE,24,16,15,0,0,0,0,0,0,0,,0,70.0,34,386,11.35,4,1.0,1.0,4,,,61.0,94.6,98.6,77.6,,12,76.0
76,77,Cory Schlesinger,DET,,24,16,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,4,77.0
77,78,Lou D'Agostino,NYJ,,23,9,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,1,78.0
78,79,Gus Frerotte,WAS,QB,25,16,16,270,470,3453,12,11,28,16,0.57,0,0.0,0,0,,0,12.0,5.0,0,,,156.0,155.7,174.7,166.7,,12,
79,80,Dan Marino,MIA,QB,35,13,13,221,373,2795,17,9,11,-3,-0.27,0,0.0,0,0,,0,4.0,3.0,0,,,156.0,155.5,170.5,164.5,,13,
80,81,Ty Detmer,PHI,QB,29,13,11,238,401,2911,15,13,31,59,1.9,1,0.0,0,0,,0,7.0,4.0,1,,,154.0,154.3,174.3,167.3,,14,
81,82,Stan Humphries,SDG,QB,31,13,13,232,416,2670,18,13,21,28,1.33,0,0.0,0,0,,0,7.0,1.0,0,,,154.0,153.6,170.6,166.6,,15,
82,83,Jim Harbaugh,IND,QB,33,14,14,232,405,2630,13,11,48,192,4.0,1,0.0,0,0,,0,8.0,4.0,1,,,152.0,152.4,173.4,163.4,,16,
83,84,Troy Aikman,DAL,QB,30,15,15,296,465,3126,12,13,35,42,1.2,1,0.0,0,0,,0,6.0,6.0,1,,2.0,149.0,149.2,171.2,162.2,,17,
84,85,Jim Kelly,BUF,QB,36,13,13,222,379,2810,14,19,19,66,3.47,2,0.0,0,0,,0,9.0,5.0,2,,1.0,141.0,141.0,168.0,160.0,,18,
85,86,Kerry Collins,CAR,QB,24,13,12,204,364,2454,14,9,32,38,1.19,0,0.0,0,0,,0,6.0,4.0,0,1.0,,134.0,134.0,150.0,143.0,,19,
86,87,Tony Banks,STL,QB,23,14,13,192,368,2544,15,15,61,212,3.48,0,1.0,0,0,,0,21.0,11.0,0,1.0,,133.0,133.0,165.0,148.0,,20,
87,88,Trent Dilfer,TAM,QB,24,16,16,267,482,2859,12,19,32,124,3.88,0,0.0,0,0,,0,10.0,4.0,0,,1.0,131.0,130.8,159.8,149.8,,21,
88,89,Mike Tomczak,PIT,QB,34,16,15,222,401,2767,15,17,22,-7,-0.32,0,0.0,0,0,,0,7.0,6.0,0,,2.0,128.0,128.0,154.0,145.0,,22,
89,90,Terry Kirby,SFO,RB,26,14,10,1,2,24,1,0,134,559,4.17,3,69.0,52,439,8.44,1,1.0,1.0,4,,,127.0,178.8,185.8,152.8,,24,
90,91,Dave Krieg,CHI,QB,38,13,12,226,377,2278,14,12,16,12,0.75,1,1.0,1,5,5.0,0,6.0,2.0,1,,,127.0,127.8,144.8,139.3,,23,
91,92,Lamar Smith,SEA,RB,26,16,2,0,0,0,0,0,153,680,4.44,8,16.0,9,58,6.44,0,4.0,1.0,8,3.0,,126.0,134.8,138.8,130.3,,25,
92,93,Mike Alstott,TAM,RB,23,16,16,0,0,0,0,0,96,377,3.93,3,81.0,65,557,8.57,3,4.0,2.0,6,,,125.0,190.4,198.4,157.9,,26,
93,94,Chris Chandler,HOU,QB,31,12,12,184,320,2099,16,11,28,113,4.04,0,0.0,0,0,,0,8.0,8.0,0,,,121.0,121.3,146.3,132.3,,24,
94,95,Steve Bono,KAN,QB,34,14,13,235,438,2572,12,13,26,27,1.04,0,0.0,0,0,,0,5.0,4.0,0,,,120.0,119.6,139.6,132.6,,25,
95,96,Earnest Byner,BAL,RB,34,16,8,0,0,0,0,0,159,634,3.99,4,44.0,30,270,9.0,1,1.0,1.0,5,,,118.0,148.4,155.4,133.4,,27,
96,97,Boomer Esiason,ARI,QB,35,10,8,190,339,2293,11,14,15,52,3.47,1,0.0,0,0,,0,5.0,2.0,1,1.0,,117.0,116.9,135.9,130.9,,26,
97,98,Jeff Graham,NYJ,WR,27,11,9,0,0,0,0,0,0,0,,0,85.0,50,788,15.76,6,0.0,,6,,,115.0,164.8,167.8,139.8,,31,
98,99,Andre Hastings,PIT,WR,26,16,10,0,0,0,0,0,4,71,17.75,0,115.0,72,739,10.26,6,3.0,1.0,6,,,115.0,187.0,191.0,151.0,,30,
99,100,Darnay Scott,CIN,WR,24,16,16,0,0,0,0,0,3,4,1.33,0,115.0,58,833,14.36,5,0.0,,5,,,114.0,171.7,174.7,142.7,,32,
100,101,Henry Ellard,WAS,WR,35,16,16,0,0,0,0,0,0,0,,0,98.0,52,1014,19.5,2,0.0,,2,,,113.0,165.4,168.4,139.4,,33,
101,102,Frank Reich,NYJ,QB,35,10,7,175,331,2205,15,16,18,31,1.72,0,0.0,0,0,,0,9.0,5.0,0,,2.0,113.0,113.3,137.3,129.3,,27,
102,103,Jim Everett,NOR,QB,33,15,15,267,464,2797,12,16,22,3,0.14,0,0.0,0,0,,0,10.0,8.0,0,,,112.0,112.2,139.2,128.2,,28,
103,104,Chris Sanders,HOU,WR,24,16,15,0,0,0,0,0,0,0,,0,105.0,48,882,18.38,4,0.0,,4,,,112.0,160.2,163.2,136.2,,34,
104,105,Quinn Early,BUF,WR,31,16,13,0,0,0,0,0,3,39,13.0,0,91.0,50,798,15.96,4,0.0,,4,1.0,,110.0,159.7,162.7,134.7,,35,
105,106,Dave Brown,NYG,QB,26,16,16,214,398,2412,12,20,50,170,3.4,0,0.0,0,0,,0,9.0,6.0,0,,,109.0,109.5,141.5,129.5,,29,
106,107,Johnnie Morton,DET,WR,25,16,15,0,0,0,0,0,9,35,3.89,0,97.0,55,714,12.98,6,1.0,1.0,6,,,109.0,163.9,167.9,136.4,,36,
107,108,Michael Irvin,DAL,WR,30,11,11,0,0,0,0,0,0,0,,0,105.0,64,962,15.03,2,1.0,1.0,2,1.0,,108.0,172.2,176.2,140.2,,37,
108,109,Napoleon Kaufman,OAK,RB,23,16,9,0,0,0,0,0,150,874,5.83,1,26.0,22,143,6.5,1,3.0,3.0,2,,,108.0,129.7,138.7,118.7,,28,
109,110,Harold Green,STL,RB,28,16,5,0,0,0,0,0,127,523,4.12,4,58.0,37,246,6.65,1,2.0,1.0,5,1.0,,107.0,143.9,150.9,125.4,,29,
110,111,Don Beebe,GNB,WR,32,16,6,0,0,0,0,0,0,0,,0,76.0,39,699,17.92,4,1.0,,6,,,106.0,144.9,147.9,125.4,,38,
111,112,Garrison Hearst,CIN,RB,25,16,12,0,0,0,0,0,225,847,3.76,0,22.0,12,131,10.92,1,1.0,,1,1.0,,106.0,117.8,123.8,111.8,,30,
112,113,Michael Haynes,NOR,WR,31,16,10,0,0,0,0,0,0,0,,0,87.0,44,786,17.86,4,1.0,,4,1.0,,105.0,148.6,151.6,126.6,,40,
113,114,Frank Sanders,ARI,WR,23,16,16,0,0,0,0,0,2,-4,-2.0,0,130.0,69,813,11.78,4,1.0,,4,,,105.0,173.9,176.9,139.4,,39,
114,115,Kent Graham,ARI,QB,28,10,8,146,274,1624,12,7,21,87,4.14,0,0.0,0,0,,0,5.0,3.0,0,,1.0,104.0,103.7,116.7,110.7,,30,
115,116,Wayne Chrebet,NYJ,WR,23,16,9,0,0,0,0,0,0,0,,0,128.0,84,909,10.82,3,5.0,4.0,3,,,101.0,184.9,191.9,142.9,,42,
116,117,Anthony Miller,DEN,WR,31,16,16,0,0,0,0,0,3,39,13.0,1,110.0,56,735,13.13,3,0.0,,4,,,101.0,157.4,160.4,129.4,,41,
117,118,Greg Hill,KAN,RB,24,15,1,0,0,0,0,0,135,645,4.78,4,5.0,3,60,20.0,1,1.0,1.0,5,,,99.0,101.5,105.5,100.0,,31,
118,119,Derrick Fenner,OAK,RB,29,16,11,0,0,0,0,0,67,245,3.66,4,45.0,31,252,8.13,4,0.0,,8,,,98.0,128.7,134.7,113.2,,32,
119,120,Kimble Anders,KAN,RB,30,16,15,0,0,0,0,0,54,201,3.72,2,88.0,60,529,8.82,2,0.0,,4,,,97.0,157.0,163.0,127.0,,34,
120,121,Darick Holmes,BUF,RB,25,16,1,0,0,0,0,0,189,571,3.02,4,21.0,16,102,6.38,1,2.0,1.0,5,1.0,,97.0,113.3,120.3,105.3,,33,
121,122,Ed McCaffrey,DEN,WR,28,15,15,0,0,0,0,0,0,0,,0,76.0,48,553,11.52,7,0.0,,7,,,97.0,145.3,148.3,121.3,,43,
122,123,Chris Calloway,NYG,WR,28,16,15,0,0,0,0,0,1,2,2.0,0,109.0,53,739,13.94,4,1.0,1.0,4,,,96.0,149.1,153.1,122.6,,44,
123,124,LeShon Johnson,ARI,RB,25,15,8,0,0,0,0,0,141,634,4.5,3,20.0,15,176,11.73,1,5.0,5.0,4,,,95.0,110.0,121.0,102.5,,35,
124,125,Shawn Jefferson,NWE,WR,27,15,15,0,0,0,0,0,1,6,6.0,0,92.0,50,771,15.42,4,2.0,4.0,4,,,94.0,143.7,150.7,118.7,,45,
125,126,Kordell Stewart,PIT,QB,24,16,2,11,30,100,0,2,39,171,4.38,5,42.0,17,293,17.24,3,1.0,1.0,8,,1.0,94.0,111.4,120.4,104.9,,31,
126,127,Ki-Jana Carter,CIN,RB,23,16,4,0,0,0,0,0,91,264,2.9,8,35.0,22,169,7.68,1,2.0,2.0,9,,,93.0,115.3,123.3,104.3,,36,
127,128,Rodney Hampton,NYG,RB,27,15,15,0,0,0,0,0,254,827,3.26,1,22.0,15,82,5.47,0,3.0,2.0,1,,,93.0,107.9,112.9,100.4,,37,
128,129,Thomas Lewis,NYG,WR,24,13,11,0,0,0,0,0,0,0,,0,98.0,53,694,13.09,4,0.0,,4,,,93.0,146.4,149.4,119.9,,46,
129,130,Eric Metcalf,ATL,WR,28,16,11,0,0,0,0,0,3,8,2.67,0,90.0,54,599,11.09,6,3.0,2.0,6,,,93.0,146.7,151.7,119.7,,47,
130,131,Lawrence Phillips,STL,RB,21,15,11,0,0,0,0,0,193,632,3.27,4,12.0,8,28,3.5,1,2.0,2.0,5,,,92.0,100.0,105.0,96.0,,38,
131,132,Chris Penn,KAN,WR,25,16,16,0,0,0,0,0,0,0,,0,90.0,49,628,12.82,5,3.0,2.0,5,,,89.0,137.8,142.8,113.3,,48,
132,133,Robert Smith,MIN,RB,24,8,7,0,0,0,0,0,162,692,4.27,3,14.0,7,39,5.57,0,2.0,1.0,3,,,89.0,96.1,100.1,92.6,,39,
133,134,Terrell Fletcher,SDG,RB,23,16,0,0,0,0,0,0,77,282,3.66,0,86.0,61,476,7.8,2,1.0,,2,,,88.0,148.8,154.8,118.3,,40,
134,135,John Friesz,SEA,QB,29,8,6,120,211,1629,8,4,12,1,0.08,0,0.0,0,0,,0,7.0,1.0,0,,,87.0,87.3,95.3,91.3,,32,
135,136,James Jett,OAK,WR,26,16,16,0,0,0,0,0,0,0,,0,84.0,43,601,13.98,4,0.0,,4,,,84.0,127.1,130.1,105.6,,49,
136,137,Mario Bates,NOR,RB,23,14,10,0,0,0,0,0,164,584,3.56,4,16.0,13,44,3.38,0,4.0,2.0,4,,,83.0,95.8,100.8,89.3,,41,
137,138,Willie Davis,HOU,WR,29,16,14,0,0,0,0,0,1,15,15.0,0,71.0,39,464,11.9,6,1.0,1.0,6,,,82.0,120.9,124.9,101.4,,50,
138,139,Steve McNair,HOU,QB,23,9,4,88,143,1197,6,4,31,169,5.45,2,0.0,0,0,,0,7.0,6.0,2,,,81.0,80.8,96.8,84.8,,34,
139,140,Rick Mirer,SEA,QB,26,11,9,136,265,1546,5,12,33,191,5.79,2,0.0,0,0,,0,4.0,4.0,2,,,81.0,80.9,102.9,92.9,,33,
140,141,Willie Green,CAR,WR,30,15,10,0,0,0,0,0,1,1,1.0,0,75.0,46,614,13.35,3,0.0,,3,,,80.0,125.5,128.5,102.5,,51,
141,142,Sean Dawkins,IND,WR,25,15,14,0,0,0,0,0,0,0,,0,91.0,54,751,13.91,1,1.0,1.0,1,,,79.0,133.1,137.1,106.1,,52,
142,143,Ronnie Harmon,HOU,WR,32,16,6,0,0,0,0,0,29,131,4.52,1,59.0,42,488,11.62,2,0.0,1.0,3,,,78.0,119.9,126.9,98.9,,54,
143,144,Michael Timpson,CHI,WR,29,15,15,0,0,0,0,0,3,21,7.0,0,109.0,62,802,12.94,0,2.0,2.0,0,,,78.0,140.3,145.3,109.3,,53,
144,145,Leroy Hoard,3TM,RB,28,11,7,0,0,0,0,0,125,492,3.94,3,16.0,11,133,12.09,0,3.0,2.0,3,,,77.0,87.5,95.5,82.0,,43,
145,146,Errict Rhett,TAM,RB,26,9,7,0,0,0,0,0,176,539,3.06,3,4.0,4,11,2.75,1,3.0,1.0,4,,,77.0,81.0,85.0,79.0,,42,
