rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
426,Mark Chmura,GNB,TE,24,14,0,0,0,0,0,0,0,0,,0,4.0,2,13,6.5,0,1.0,,0,,,,2.3,2.8,1.3,,71,
427,Shawn Collins,GNB,,26,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,153,
428,Dale Dawkins,NYJ,,27,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,154,
429,Allen DeGraffenreid,CIN,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,155,
430,Ron Dickerson,KAN,,22,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,137,
431,John Duff,RAI,,26,1,0,0,0,0,0,0,0,0,,0,1.0,0,0,,0,,,0,,,,,,,,76,
432,Jerry Evans,DEN,,25,14,2,0,0,0,0,0,0,0,,0,2.0,0,0,,0,,,0,,,,,,,,77,
433,Chad Fann,PHO,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,78,
434,Eddie Fuller,BUF,,25,7,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,138,
435,Gale Gilbert,BUF,,32,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,67,
436,Howard Griffith,RAM,,26,15,0,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,1,
437,Rich Griffith,NWE,,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,79,
438,Travis Hannah,HOU,,23,12,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,156,
439,Daryl Hobbs,RAI,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,157,
440,Danan Hughes,KAN,,23,6,0,0,0,0,0,0,0,0,,0,1.0,0,0,,0,0.0,,0,,,,,,,,158,
441,Darryl Ingram,GNB,,27,2,0,0,0,0,0,0,0,0,,0,3.0,0,0,,0,,,0,,,,,,,,80,
442,John Ivlow,CHI,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,139,
443,James Jenkins,WAS,,26,15,5,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,81,
444,Tony Jones,HOU,,28,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,159,
445,Victor Jones,PIT,,26,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,140,
446,Trey Junkin,SEA,,32,16,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,82,
447,Craig Keith,PIT,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,83,
448,Brad Lamb,BUF,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,160,
449,Burnie Legette,NWE,,23,7,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,141,
450,Scott Lockwood,NWE,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,142,
451,Anthony Lynn,DEN,,25,13,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,143,
452,Rueben Mayes,SEA,RB,30,1,0,0,0,0,0,0,1,2,2.0,0,,0,0,,0,0.0,,0,,,,0.2,0.2,0.2,,134,
453,Damon Mays,HOU,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,161,
454,Deems May,SDG,,24,15,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,84,
455,Thomas McLemore,CLE,,23,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,85,
456,Joey Mickey,DAL,,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,86,
457,Eddie Miller,IND,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,162,
458,Bill Musgrave,SFO,QB,26,1,0,0,0,0,0,0,3,-3,-1.0,0,,0,0,,0,0.0,,0,,,,-0.3,-0.3,-0.3,,70,
459,Brent Novoselsky,MIN,,27,15,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,87,
460,Terry Orr,WAS,,32,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,88,
461,Doug Pederson,MIA,QB,25,7,0,4,8,41,0,0,2,-1,-0.5,0,,0,0,,0,2.0,,0,,,,-0.5,0.5,-0.5,,72,
462,Jim Price,DAL,TE,27,3,0,0,0,0,0,0,0,0,,0,2.0,1,4,4.0,0,0.0,,0,,,,1.4,1.4,0.9,,70,
463,Curvin Richards,DET,RB,25,1,0,0,0,0,0,0,4,1,0.25,0,,0,0,,0,0.0,,0,,,,0.1,0.1,0.1,,135,
464,Paul Richardson,PHI,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,163,
465,Jim Riggs,WAS,,30,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,89,
466,Barry Rose,DEN,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,164,
467,Ray Rowe,WAS,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,90,
468,Mark Seay,SDG,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,165,
469,Kevin Smith,RAI,,24,10,1,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,91,
470,Mark Stock,WAS,,27,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,166,
471,Tommie Stowers,NOR,,27,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,92,
472,Reggie Thornton,CIN,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,167,
473,Gino Torretta,MIN,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,68,
474,Vernon Turner,2TM,WR,26,8,0,0,0,0,0,0,0,0,,0,1.0,1,7,7.0,0,1.0,,0,,,,0.7,1.2,0.2,,170,
475,Frank Wainright,NOR,,26,16,2,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,93,
476,Wesley Walls,SFO,,27,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,94,
477,Chris Walsh,BUF,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,168,
478,Terrence Warren,SEA,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,169,
479,Casey Weldon,TAM,QB,24,3,0,6,11,55,0,1,0,0,,0,,0,0,,0,0.0,,0,,,,0.2,1.2,1.2,,65,
480,Kevin Williams,GNB,,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,144,
481,Mike Williams,MIA,WR,27,13,0,0,0,0,0,0,0,0,,0,1.0,1,11,11.0,0,1.0,,0,,,,1.1,1.6,0.6,,150,
482,Ronnie Williams,MIA,,27,11,0,0,0,0,0,0,0,0,,0,,0,0,,0,0.0,,0,,,,,,,,95,
483,Warren Williams,IND,,28,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,145,
484,Scott Zolak,NWE,QB,26,3,0,0,2,0,0,0,1,0,0.0,0,,0,0,,0,0.0,,0,,,,,,,,69,
485,Richie Anderson,NYJ,,22,7,0,0,0,0,0,0,0,0,,0,1.0,0,0,,0,1.0,,0,,,-1.0,-1.0,-0.5,-1.0,,3,
486,John Brandes,SFO,,29,9,0,0,0,0,0,0,0,0,,0,,0,0,,0,1.0,,0,,,-1.0,-1.0,-0.5,-1.0,,96,
487,Harper LeBel,ATL,,30,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,1.0,,0,,,-1.0,-1.0,-0.5,-1.0,,97,
488,Mike Pagel,RAM,QB,33,7,0,3,9,23,0,1,0,0,,0,,0,0,,0,0.0,,0,,,-1.0,-1.1,-0.1,-0.1,,74,
489,Jeff Robinson,DEN,,23,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,1.0,,0,,,-1.0,-1.0,-0.5,-1.0,,98,
490,Peter Tom Willis,CHI,QB,26,5,1,30,60,268,0,5,2,6,3.0,0,,0,0,,0,2.0,,0,,,-1.0,-0.7,5.3,4.3,,73,
491,Willie Drewrey,HOU,WR,30,16,0,0,0,0,0,0,0,0,,0,2.0,1,3,3.0,0,2.0,,0,,,-2.0,-0.7,0.3,-1.2,,171,
492,Stan Gelbaugh,SEA,QB,31,1,0,3,5,39,0,1,1,-1,-1.0,0,,0,0,,0,1.0,,0,,,-2.0,-1.5,,-0.5,,75,
493,Ronnie Harris,NWE,,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,2.0,,0,,,-2.0,-2.0,-1.0,-2.0,,172,
494,Vai Sikahema,PHI,,31,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,4.0,,0,,,-4.0,-4.0,-2.0,-4.0,,146,
