,rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
258,259,Buford McGee,RAM,RB,31,16,4,0,0,0,0,0,19,65,3.42,0,20,160,8.0,0,1.0,,0,,,22.0,41.5,45.0,31.5,,89,
259,260,Thomas Sanders,PHI,RB,29,5,3,0,0,0,0,0,54,122,2.26,1,8,62,7.75,0,2.0,,1,,,22.0,30.4,34.4,26.4,,88,
260,261,John Tice,NOR,TE,31,15,7,0,0,0,0,0,0,0,,0,22,230,10.45,0,1.0,,0,,,22.0,44.0,47.5,33.0,,31,
261,262,Aaron Cox,RAM,WR,26,15,5,0,0,0,0,0,0,0,,0,15,216,14.4,0,1.0,,0,,,21.0,35.6,39.1,28.1,,100,
262,263,Floyd Dixon,ATL,WR,27,10,3,0,0,0,0,0,0,0,,0,12,146,12.17,1,0.0,,1,,,21.0,32.6,35.6,26.6,,101,
263,264,Shawn Jefferson,SDG,WR,22,16,3,0,0,0,0,0,1,27,27.0,0,12,125,10.42,1,0.0,,1,,,21.0,33.2,36.2,27.2,,99,
264,265,Bob Perryman,DEN,RB,27,15,7,0,0,0,0,0,21,45,2.14,0,17,171,10.06,0,1.0,,0,,,21.0,37.6,41.1,29.1,,90,
265,266,Dennis Gentry,CHI,WR,32,15,0,0,0,0,0,0,9,58,6.44,0,16,149,9.31,0,1.0,,0,,,20.0,35.7,39.2,27.7,,104,
266,267,Tim Manoa,IND,RB,27,9,5,0,0,0,0,0,27,144,5.33,1,2,5,2.5,0,1.0,,1,,,20.0,21.9,25.4,20.9,,91,
267,268,Ernie Mills,PIT,WR,23,16,2,0,0,0,0,0,0,0,,0,3,79,26.33,1,0.0,,2,,,20.0,22.9,22.9,21.4,,102,
268,269,Alfredo Roberts,DAL,TE,26,16,10,0,0,0,0,0,0,0,,0,16,136,8.5,1,0.0,,1,,,20.0,35.6,38.6,27.6,,32,
269,270,Kitrick Taylor,SDG,WR,27,12,0,0,0,0,0,0,0,0,,0,24,218,9.08,0,2.0,,0,,,20.0,43.8,47.8,31.8,,103,
270,271,Mark Vlasic,KAN,QB,28,6,1,28,44,316,2,0,1,-1,-1.0,0,0,0,,0,1.0,,0,,,20.0,19.5,23.0,19.5,,43,
271,272,Jesse Anderson,TAM,TE,25,15,2,0,0,0,0,0,0,0,,0,6,73,12.17,2,0.0,,2,,,19.0,25.3,25.3,22.3,,33,
272,273,Maurice Johnson,PHI,TE,24,12,6,0,0,0,0,0,0,0,,0,6,70,11.67,2,0.0,,2,,,19.0,25.0,25.0,22.0,,34,
273,274,Alfred Anderson,MIN,RB,30,16,5,0,0,0,0,0,26,118,4.54,1,1,2,2.0,0,0.0,,1,,,18.0,19.0,22.0,18.5,,93,
274,275,Fred Banks,MIA,WR,29,7,0,0,0,0,0,0,0,0,,0,9,119,13.22,1,0.0,,1,,,18.0,26.9,29.9,22.4,,105,
275,276,Hoby Brenner,NOR,TE,32,16,16,0,0,0,0,0,0,0,,0,16,179,11.19,0,0.0,,0,,,18.0,33.9,36.9,25.9,,35,
276,277,Pat Carter,RAM,TE,25,16,5,0,0,0,0,0,0,0,,0,8,69,8.63,2,1.0,,2,,,18.0,25.9,26.4,21.9,,36,
277,278,Larry Centers,PHO,RB,23,9,2,0,0,0,0,0,14,44,3.14,0,19,176,9.26,0,4.0,,0,,,18.0,37.0,42.0,27.5,,94,
278,279,Pat Chaffey,ATL,RB,24,14,2,0,0,0,0,0,29,127,4.38,1,0,0,,0,1.0,,1,,,18.0,17.7,21.2,17.7,,95,
279,280,Keith Jones,ATL,RB,25,5,3,0,0,0,0,0,35,126,3.6,0,6,58,9.67,0,0.0,,0,,,18.0,24.4,27.4,21.4,,92,
280,281,Reggie Rembert,CIN,WR,25,16,0,0,0,0,0,0,0,0,,0,9,117,13.0,1,0.0,,1,,,18.0,26.7,29.7,22.2,,106,
281,282,Pat Coleman,HOU,WR,24,14,0,0,0,0,0,0,0,0,,0,11,138,12.55,1,3.0,,1,,,17.0,27.8,32.3,22.3,,107,
282,283,Aaron Craver,MIA,RB,23,14,0,0,0,0,0,0,20,58,2.9,1,8,67,8.38,0,2.0,,1,,,17.0,24.5,25.5,20.5,,98,
283,284,Mike Dingle,CIN,RB,22,8,0,0,0,0,0,0,21,91,4.33,0,5,23,4.6,1,0.0,,1,,,17.0,22.4,22.4,19.9,,96,
284,285,Stan Gelbaugh,PHO,QB,29,6,3,61,118,674,3,10,9,23,2.56,0,0,0,,0,4.0,,0,,,17.0,17.3,32.3,27.3,,44,
285,286,Pete Metzelaars,BUF,TE,31,16,1,0,0,0,0,0,0,0,,0,5,54,10.8,2,0.0,,2,,,17.0,22.4,22.4,19.9,,37,
286,287,Leroy Thompson,PIT,RB,22,13,0,0,0,0,0,0,20,60,3.0,0,14,118,8.43,0,1.0,,0,,,17.0,30.8,34.3,23.8,,97,
287,288,Bill Jones,KAN,RB,25,15,14,0,0,0,0,0,0,0,,0,14,97,6.93,1,0.0,,1,,,16.0,29.7,29.7,22.7,,100,
288,289,Napoleon McCallum,RAI,RB,28,16,0,0,0,0,0,0,31,110,3.55,1,0,0,,0,1.0,,1,,,16.0,16.0,19.5,16.0,,99,
289,290,James Rouse,CHI,RB,25,14,4,0,0,0,0,0,27,74,2.74,0,15,93,6.2,0,1.0,,0,,,16.0,30.7,31.2,23.2,,101,
290,291,Ricky Blake,DAL,RB,24,2,0,0,0,0,0,0,15,80,5.33,1,1,5,5.0,0,0.0,,1,,,15.0,15.5,15.5,15.0,,104,
291,292,Mark Boyer,NYJ,TE,29,11,10,0,0,0,0,0,0,0,,0,16,153,9.56,0,0.0,,0,,,15.0,31.3,34.3,23.3,,38,
292,293,Gary Brown,HOU,RB,22,11,0,0,0,0,0,0,8,85,10.63,1,2,1,0.5,0,0.0,,1,,,15.0,16.6,16.6,15.6,,103,
293,294,Keith Cash,PIT,TE,22,5,2,0,0,0,0,0,0,0,,0,7,90,12.86,1,0.0,,1,,,15.0,22.0,22.0,18.5,,39,
294,295,Ben Coates,NWE,TE,22,16,2,0,0,0,0,0,1,-6,-6.0,0,10,95,9.5,1,0.0,,1,,,15.0,24.9,24.9,19.9,,40,
295,296,Ivy Joe Hunter,NWE,RB,25,13,11,0,0,0,0,0,18,53,2.94,0,11,97,8.82,0,0.0,,0,,,15.0,26.0,26.0,20.5,,102,
296,297,Lynn James,2TM,WR,26,14,1,0,0,0,0,0,0,0,,0,7,103,14.71,1,1.0,,1,,,15.0,22.3,25.8,18.8,,108,
297,298,Ed McCaffrey,NYG,WR,23,16,0,0,0,0,0,0,0,0,,0,16,146,9.13,0,0.0,,0,,,15.0,30.6,33.6,22.6,,110,
298,299,Ron Morris,CHI,WR,27,3,1,0,0,0,0,0,0,0,,0,8,147,18.38,0,0.0,,0,,,15.0,22.7,25.7,18.7,,109,
299,300,Scott Secules,MIA,QB,27,14,0,8,13,90,1,1,4,30,7.5,1,0,0,,0,0.0,,1,,,15.0,14.6,15.6,15.6,,45,
300,301,Maurice Carthon,NYG,RB,30,16,8,0,0,0,0,0,32,109,3.41,0,7,39,5.57,0,1.0,,0,,,14.0,20.8,24.3,17.3,,105,
301,302,Robert Drummond,PHI,RB,24,16,0,0,0,0,0,0,12,27,2.25,2,0,0,,0,1.0,,2,,,14.0,13.7,14.2,13.7,,106,
302,303,Eric Kattus,CIN,TE,28,16,2,0,0,0,0,0,0,0,,0,12,136,11.33,0,0.0,,0,,,14.0,25.6,28.6,19.6,,43,
303,304,Clarence Kay,DEN,TE,30,16,16,0,0,0,0,0,0,0,,0,11,139,12.64,0,0.0,,0,,,14.0,24.9,27.9,19.4,,41,
304,305,Herman Moore,DET,WR,22,13,1,0,0,0,0,0,0,0,,0,11,135,12.27,0,0.0,,0,,,14.0,24.5,27.5,19.0,,112,
305,306,Zeke Mowatt,NYG,TE,30,16,8,0,0,0,0,0,0,0,,0,5,78,15.6,1,0.0,,1,,,14.0,18.8,18.8,16.3,,42,
306,307,Mike Pagel,RAM,QB,31,16,0,11,27,150,2,0,0,0,,0,0,0,,0,0.0,,0,,,14.0,14.0,14.0,14.0,,46,
307,308,Clarence Weathers,GNB,WR,29,14,0,0,0,0,0,0,0,0,,0,12,150,12.5,0,1.0,,0,,,14.0,26.0,29.5,20.0,,111,
308,309,Jimmie Johnson,WAS,TE,25,6,0,0,0,0,0,0,0,0,,0,3,7,2.33,2,0.0,,2,,,13.0,15.7,15.7,14.2,,48,
309,310,Reggie Johnson,DEN,TE,23,16,3,0,0,0,0,0,0,0,,0,6,73,12.17,1,0.0,,1,,,13.0,19.3,19.3,16.3,,45,
310,311,Mike Jones,MIN,TE,25,16,0,0,0,0,0,0,0,0,,0,2,8,4.0,2,0.0,,2,,,13.0,14.8,14.8,13.8,,47,
311,312,Tim Jorden,PHO,TE,25,16,9,0,0,0,0,0,0,0,,0,15,127,8.47,0,0.0,,0,,,13.0,27.7,30.7,20.2,,49,
312,313,Butch Rolle,BUF,TE,27,16,0,0,0,0,0,0,0,0,,0,3,10,3.33,2,0.0,,2,,,13.0,16.0,16.0,14.5,,46,
313,314,Derrick Walker,SDG,TE,24,16,16,0,0,0,0,0,0,0,,0,20,134,6.7,0,0.0,,0,,,13.0,33.4,36.4,23.4,,44,
314,315,Tommie Agee,DAL,RB,27,16,0,0,0,0,0,0,9,20,2.22,1,7,43,6.14,0,0.0,,1,,,12.0,19.3,19.3,15.8,,107,
315,316,Chris Dressel,NYJ,TE,30,15,6,0,0,0,0,0,0,0,,0,17,122,7.18,0,0.0,,0,,,12.0,29.2,32.2,20.7,,50,
316,317,Donald Hollas,CIN,QB,24,8,1,32,55,310,1,4,12,66,5.5,0,0,0,,0,3.0,,0,,,12.0,12.0,20.5,16.0,,47,
317,318,Rick Fenney,MIN,RB,27,11,0,0,0,0,0,0,23,99,4.3,0,2,11,5.5,0,0.0,,0,,,11.0,13.0,13.0,12.0,,108,
318,319,Keith Jennings,CHI,TE,25,10,3,0,0,0,0,0,0,0,,0,8,109,13.63,0,0.0,,0,,,11.0,18.9,21.9,14.9,,51,
319,320,Stephone Paige,KAN,WR,30,3,2,0,0,0,0,0,0,0,,0,9,111,12.33,0,0.0,,0,,,11.0,20.1,23.1,15.6,,113,
320,321,Vernon Turner,RAM,WR,24,15,0,0,0,0,0,0,7,44,6.29,0,3,41,13.67,1,4.0,,1,,,11.0,13.5,15.5,12.0,,114,
321,322,Tim Worley,PIT,RB,25,2,0,0,0,0,0,0,22,117,5.32,0,0,0,,0,1.0,,0,,,11.0,10.7,14.2,10.7,,109,
322,323,Leonard Harris,HOU,WR,31,9,0,0,0,0,0,0,0,0,,0,8,101,12.63,0,0.0,,0,,,10.0,18.1,21.1,14.1,,115,
323,324,Jeff Rutledge,WAS,QB,34,16,0,11,22,189,1,0,8,-13,-1.63,0,0,0,,0,0.0,,0,,,10.0,10.3,10.3,10.3,,48,
324,325,Troy Stradford,KAN,RB,27,10,0,0,0,0,0,0,1,7,7.0,0,9,91,10.11,0,0.0,,0,,,10.0,18.8,18.8,14.3,,111,
325,326,Steve Tasker,BUF,WR,29,16,0,0,0,0,0,0,0,0,,0,2,39,19.5,1,0.0,,1,,,10.0,11.9,11.9,10.9,,116,
326,327,Ernie Thompson,RAM,RB,22,4,0,0,0,0,0,0,2,9,4.5,0,2,35,17.5,1,0.0,,1,,,10.0,12.4,12.4,11.4,,110,
327,328,Eric Ball,CIN,RB,25,6,4,0,0,0,0,0,10,21,2.1,1,3,17,5.67,0,1.0,,1,,,9.0,11.8,12.3,10.3,,114,
328,329,Jeff Carlson,TAM,QB,25,3,1,31,65,404,1,6,5,25,5.0,0,0,0,,0,2.0,,0,,,9.0,8.7,18.7,14.7,,50,
329,330,Terrence Flagler,PHO,RB,27,7,0,0,0,0,0,0,1,7,7.0,0,8,85,10.63,0,0.0,,0,,,9.0,17.2,17.2,13.2,,112,
330,331,Bob Mrosko,IND,TE,26,11,4,0,0,0,0,0,0,0,,0,8,90,11.25,0,0.0,,0,,,9.0,17.0,17.0,13.0,,53,
331,332,Don Overton,DET,RB,24,14,0,0,0,0,0,0,14,59,4.21,0,4,38,9.5,0,1.0,,0,,,9.0,12.7,13.2,10.7,,115,
332,333,Allen Rice,GNB,RB,29,6,3,0,0,0,0,0,30,100,3.33,0,2,10,5.0,0,2.0,,0,,,9.0,11.0,15.0,10.0,,113,
333,334,Mickey Shuler,PHI,TE,35,4,0,0,0,0,0,0,0,0,,0,6,91,15.17,0,0.0,,0,,,9.0,15.1,15.1,12.1,,52,
334,335,Paul Skansi,SEA,WR,30,5,0,0,0,0,0,0,0,0,,0,9,96,10.67,0,1.0,,0,,,9.0,17.6,18.1,13.1,,117,
335,336,Peter Tom Willis,CHI,QB,24,4,0,11,18,171,1,1,2,6,3.0,0,0,0,,0,0.0,,0,,,9.0,9.4,10.4,10.4,,49,
336,337,Tom Hodson,NWE,QB,24,16,3,36,68,345,1,4,4,0,0.0,0,0,0,,0,2.0,,0,,,8.0,7.8,15.8,11.8,,51,
337,338,John Jackson,PHO,WR,24,16,3,0,0,0,0,0,0,0,,0,8,108,13.5,0,3.0,,0,,,8.0,15.8,20.3,11.8,,119,
338,339,Jeff Query,GNB,WR,24,16,0,0,0,0,0,0,0,0,,0,7,94,13.43,0,1.0,,0,,,8.0,15.4,15.9,11.9,,118,
339,340,Gary Wilkins,ATL,TE,28,5,3,0,0,0,0,0,0,0,,0,3,22,7.33,1,0.0,,1,,,8.0,11.2,11.2,9.7,,54,
340,341,Erik Affholter,GNB,WR,25,4,0,0,0,0,0,0,0,0,,0,7,68,9.71,0,0.0,,0,,,7.0,13.8,13.8,10.3,,122,
341,342,Cody Carlson,HOU,QB,28,3,0,7,12,114,1,0,4,-3,-0.75,0,0,0,,0,1.0,,0,,,7.0,7.3,7.8,7.3,,53,
342,343,Vince Evans,RAI,QB,36,4,0,6,14,127,1,2,8,20,2.5,0,0,0,,0,0.0,,0,,,7.0,7.1,9.1,9.1,,54,
343,344,Derek Loville,SEA,RB,23,16,0,0,0,0,0,0,22,69,3.14,0,0,0,,0,0.0,,0,,,7.0,6.9,6.9,6.9,,116,
344,345,Sammy Martin,2TM,WR,26,12,0,0,0,0,0,0,0,0,,0,5,79,15.8,0,1.0,,0,,,7.0,11.9,12.4,9.4,,121,
345,346,Mike Mularkey,PIT,TE,30,9,6,0,0,0,0,0,0,0,,0,6,67,11.17,0,0.0,,0,,,7.0,12.7,12.7,9.7,,55,
346,347,Jason Phillips,ATL,WR,25,11,0,0,0,0,0,0,0,0,,0,6,73,12.17,0,0.0,,0,,,7.0,13.3,13.3,10.3,,120,
347,348,Troy Taylor,NYJ,QB,23,5,0,5,10,76,1,1,7,23,3.29,0,0,0,,0,0.0,,0,,,7.0,7.3,8.3,8.3,,52,
348,349,Marvin Allen,NWE,RB,26,15,0,0,0,0,0,0,13,50,3.85,0,1,9,9.0,0,0.0,,0,,,6.0,6.9,6.9,6.4,,118,
349,350,Johnny Bailey,CHI,RB,24,14,0,0,0,0,0,0,15,43,2.87,1,0,0,,0,4.0,,1,,,6.0,6.3,8.3,6.3,,117,
350,351,Pat Beach,IND,TE,32,12,10,0,0,0,0,0,0,0,,0,5,56,11.2,0,0.0,,0,,,6.0,10.6,10.6,8.1,,56,
351,352,Ron Brown,RAM,WR,30,6,0,0,0,0,0,0,2,11,5.5,0,3,52,17.33,0,0.0,,0,,,6.0,9.3,9.3,7.8,,123,
352,353,Fred Jones,KAN,WR,24,11,0,0,0,0,0,0,0,0,,0,8,85,10.63,0,3.0,,0,,,6.0,13.5,15.0,9.5,,124,
353,354,James Saxon,KAN,RB,25,16,0,0,0,0,0,0,6,13,2.17,0,6,55,9.17,0,1.0,,0,,,6.0,11.8,12.3,8.8,,119,
354,355,Ed Thomas,TAM,TE,25,6,0,0,0,0,0,0,0,0,,0,4,55,13.75,0,0.0,,0,,,6.0,9.5,9.5,7.5,,57,
355,356,Terry Anthony,TAM,WR,23,9,0,0,0,0,0,0,0,0,,0,4,51,12.75,0,0.0,,0,,,5.0,9.1,9.1,7.1,,125,
356,357,Robert Awalt,DAL,TE,27,12,2,0,0,0,0,0,0,0,,0,5,57,11.4,0,1.0,,0,,,5.0,9.7,10.2,7.2,,60,
357,358,Rob Carpenter,NWE,WR,23,9,1,0,0,0,0,0,0,0,,0,3,45,15.0,0,0.0,,0,,,5.0,7.5,7.5,6.0,,127,
358,359,Arthur Cox,3TM,TE,30,13,8,0,0,0,0,0,0,0,,0,5,53,10.6,0,0.0,,0,,,5.0,10.3,10.3,7.8,,58,
359,360,D.J. Dozier,DET,RB,26,6,0,0,0,0,0,0,9,48,5.33,0,1,3,3.0,0,0.0,,0,,,5.0,6.1,6.1,5.6,,123,
360,361,Kenny Jackson,PHI,WR,29,16,2,0,0,0,0,0,1,18,18.0,0,4,29,7.25,0,0.0,,0,,,5.0,8.7,8.7,6.7,,126,
361,362,Tracy Johnson,ATL,RB,25,16,5,0,0,0,0,0,8,26,3.25,0,3,27,9.0,0,0.0,,0,,,5.0,8.3,8.3,6.8,,121,
362,363,Brian Mitchell,WAS,RB,23,16,0,0,0,0,0,0,3,14,4.67,0,0,0,,0,8.0,,2,,,5.0,5.4,9.4,5.4,,120,
363,364,Bill Musgrave,SFO,QB,24,1,0,4,5,33,1,0,0,0,,0,0,0,,0,0.0,,0,,,5.0,5.3,5.3,5.3,,55,
364,365,Chris Warren,SEA,RB,23,16,1,0,0,0,0,0,11,13,1.18,0,2,9,4.5,0,3.0,,1,,,5.0,7.2,8.7,6.2,,122,
365,366,Don Warren,WAS,TE,35,10,7,0,0,0,0,0,0,0,,0,5,51,10.2,0,0.0,,0,,,5.0,10.1,10.1,7.6,,59,
366,367,Erik Wilhelm,CIN,QB,26,4,1,24,42,217,0,2,1,9,9.0,0,0,0,,0,1.0,,0,,,5.0,4.6,7.1,6.6,,56,
367,368,Albert Bentley,IND,RB,31,1,0,0,0,0,0,0,0,0,,0,7,42,6.0,0,0.0,,0,,,4.0,11.2,11.2,7.7,,127,
368,369,Cap Boso,CHI,TE,28,6,1,0,0,0,0,0,0,0,,0,3,36,12.0,0,0.0,,0,,,4.0,6.6,6.6,5.1,,62,
369,370,A.B. Brown,NYJ,RB,26,9,0,0,0,0,0,0,3,4,1.33,1,0,0,,0,2.0,,1,,,4.0,4.4,5.4,4.4,,124,
370,371,Jeff Campbell,DET,WR,23,14,1,0,0,0,0,0,0,0,,0,2,49,24.5,0,1.0,,0,,,4.0,5.9,6.4,4.9,,128,
371,372,Shawn Collins,ATL,WR,24,4,1,0,0,0,0,0,0,0,,0,3,37,12.33,0,0.0,,0,,,4.0,6.7,6.7,5.2,,131,
372,373,Dale Dawkins,NYJ,WR,25,15,0,0,0,0,0,0,0,0,,0,3,38,12.67,0,0.0,,0,,,4.0,6.8,6.8,5.3,,129,
373,374,Cedric Jackson,DET,RB,23,8,1,0,0,0,0,0,17,55,3.24,0,1,-2,-2.0,0,1.0,,0,,,4.0,5.3,5.8,4.8,,125,
374,375,Darren Lewis,CHI,RB,23,15,0,0,0,0,0,0,15,36,2.4,0,0,0,,0,0.0,,0,,,4.0,3.6,3.6,3.6,,128,
375,376,Walter Reeves,PHO,TE,26,15,13,0,0,0,0,0,0,0,,0,8,45,5.63,0,1.0,,0,,,4.0,11.5,12.0,7.5,,63,
376,377,Chris Samuels,SDG,RB,22,3,0,0,0,0,0,0,2,10,5.0,0,2,33,16.5,0,0.0,,0,,,4.0,6.3,6.3,5.3,,126,
377,378,Derek Tennell,DET,TE,27,15,2,0,0,0,0,0,0,0,,0,4,43,10.75,0,0.0,,0,,,4.0,8.3,8.3,6.3,,61,
378,379,Reggie Thornton,IND,WR,24,5,0,0,0,0,0,0,0,0,,0,1,38,38.0,0,0.0,,0,,,4.0,4.8,4.8,4.3,,130,
379,380,Kimble Anders,KAN,RB,25,2,0,0,0,0,0,0,0,0,,0,2,30,15.0,0,0.0,,0,,,3.0,5.0,5.0,4.0,,130,
380,381,Sanjay Beach,SFO,WR,25,16,0,0,0,0,0,0,0,0,,0,4,43,10.75,0,1.0,,0,,,3.0,7.3,7.8,5.3,,132,
381,382,David Daniels,SEA,WR,22,16,0,0,0,0,0,0,0,0,,0,4,38,9.5,0,1.0,,0,,,3.0,6.8,7.3,4.8,,135,
382,383,Bobby Humphrey,DEN,RB,25,4,0,0,0,0,0,0,11,33,3.0,0,0,0,,0,0.0,,0,,,3.0,3.3,3.3,3.3,,129,
383,384,Ron Middleton,WAS,TE,26,12,12,0,0,0,0,0,0,0,,0,3,25,8.33,0,0.0,,0,,,3.0,5.5,5.5,4.0,,66,
384,385,Pat Newman,NOR,WR,23,7,0,0,0,0,0,0,0,0,,0,3,33,11.0,0,0.0,,0,,,3.0,6.3,6.3,4.8,,133,
385,386,Brent Novoselsky,MIN,TE,25,16,0,0,0,0,0,0,0,0,,0,4,27,6.75,0,0.0,,0,,,3.0,6.7,6.7,4.7,,65,
386,387,James Pruitt,MIA,WR,27,5,0,0,0,0,0,0,0,0,,0,2,30,15.0,0,0.0,,0,,,3.0,5.0,5.0,4.0,,134,
387,388,Doug Thomas,SEA,WR,22,11,0,0,0,0,0,0,0,0,,0,3,27,9.0,0,0.0,,0,,,3.0,5.7,5.7,4.2,,136,
388,389,Ken Whisenhunt,NYJ,TE,29,7,2,0,0,0,0,0,0,0,,0,4,34,8.5,0,0.0,,0,,,3.0,7.4,7.4,5.4,,64,
389,390,Eric Bieniemy,SDG,RB,22,15,0,0,0,0,0,0,3,17,5.67,0,0,0,,0,0.0,,0,,,2.0,1.7,1.7,1.7,,135,
390,391,Kerry Cash,IND,TE,22,4,2,0,0,0,0,0,0,0,,0,1,18,18.0,0,0.0,,0,,,2.0,2.8,2.8,2.3,,69,
391,392,Shane Garrett,CIN,WR,24,4,0,0,0,0,0,0,0,0,,0,3,32,10.67,0,1.0,,0,,,2.0,5.2,5.7,3.7,,138,
392,393,Jeff Graham,PIT,WR,22,13,1,0,0,0,0,0,0,0,,0,2,21,10.5,0,0.0,,0,,,2.0,4.1,4.1,3.1,,139,
393,394,Charles Henry,MIA,TE,27,6,2,0,0,0,0,0,0,0,,0,2,17,8.5,0,0.0,,0,,,2.0,3.7,3.7,2.7,,70,
394,395,Alonzo Highsmith,2TM,RB,26,13,0,0,0,0,0,0,5,21,4.2,0,0,0,,0,0.0,,0,,,2.0,2.1,2.1,2.1,,133,
395,396,Stephen Hobbs,WAS,WR,26,16,0,0,0,0,0,0,0,0,,0,3,24,8.0,0,0.0,,0,,,2.0,5.4,5.4,3.9,,137,
396,397,Glen Kozlowski,CHI,WR,29,16,0,0,0,0,0,0,0,0,,0,2,16,8.0,0,0.0,,0,,,2.0,3.6,3.6,2.6,,142,
397,398,Aubrey Matthews,DET,WR,29,1,1,0,0,0,0,0,0,0,,0,3,21,7.0,0,0.0,,0,,,2.0,5.1,5.1,3.6,,140,
398,399,Jimmy Raye,RAM,WR,23,2,0,0,0,0,0,0,0,0,,0,1,19,19.0,0,0.0,,0,,,2.0,2.9,2.9,2.4,,141,
399,400,Lee Rouson,CLE,RB,29,16,3,0,0,0,0,0,3,14,4.67,0,2,9,4.5,0,0.0,,0,,,2.0,4.3,4.3,3.3,,131,
400,401,Greg Scales,NOR,TE,25,2,1,0,0,0,0,0,0,0,,0,3,23,7.67,0,0.0,,0,,,2.0,5.3,5.3,3.8,,68,
401,402,Spencer Tillman,SFO,RB,27,16,0,0,0,0,0,0,13,40,3.08,0,2,3,1.5,0,2.0,,0,,,2.0,4.3,5.3,3.3,,132,
402,403,Wesley Walls,SFO,TE,25,15,0,0,0,0,0,0,0,0,,0,2,24,12.0,0,0.0,,0,,,2.0,4.4,4.4,3.4,,67,
403,404,Marcus Wilson,RAI,RB,23,1,0,0,0,0,0,0,6,21,3.5,0,0,0,,0,0.0,,0,,,2.0,2.1,2.1,2.1,,134,
404,405,Mike Alexander,BUF,WR,26,3,1,0,0,0,0,0,0,0,,0,1,7,7.0,0,0.0,,0,,,1.0,1.7,1.7,1.2,,146,
405,406,James Coley,IND,TE,24,7,4,0,0,0,0,0,0,0,,0,1,13,13.0,0,0.0,,0,,,1.0,2.3,2.3,1.8,,72,
406,407,Randall Cunningham,PHI,QB,28,1,1,1,4,19,0,0,0,0,,0,0,0,,0,0.0,,0,,,1.0,0.8,0.8,0.8,,59,
407,408,Bob Gagliano,SDG,QB,33,2,0,9,23,76,0,1,3,19,6.33,0,0,0,,0,2.0,,0,,,1.0,0.9,2.9,1.9,,58,
408,409,Darvell Huffman,IND,WR,24,3,0,0,0,0,0,0,1,-8,-8.0,0,3,14,4.67,0,0.0,,0,,,1.0,3.6,3.6,2.1,,147,
409,410,Barry Johnson,DEN,WR,23,4,0,0,0,0,0,0,0,0,,0,1,13,13.0,0,0.0,,0,,,1.0,2.3,2.3,1.8,,143,
410,411,Gary Kubiak,DEN,QB,30,16,0,3,5,33,0,0,3,11,3.67,0,0,0,,0,1.0,,0,,,1.0,1.4,1.9,1.4,,57,
411,412,Leo Lewis,MIN,WR,35,16,0,0,0,0,0,0,0,0,,0,4,36,9.0,0,3.0,,0,,,1.0,4.6,6.1,2.6,,148,
412,413,Scott Miller,MIA,WR,23,16,0,0,0,0,0,0,0,0,,0,4,49,12.25,0,4.0,,0,,,1.0,4.9,6.9,2.9,,145,
413,414,Bobby Morse,NOR,RB,26,6,0,0,0,0,0,0,3,7,2.33,0,0,0,,0,0.0,,0,,,1.0,0.7,0.7,0.7,,137,
414,415,Bruce Perkins,IND,RB,24,14,1,0,0,0,0,0,4,11,2.75,0,3,-2,-0.67,0,0.0,,0,,,1.0,3.9,3.9,2.4,,136,
415,416,Jim Riggs,CIN,TE,28,16,1,0,0,0,0,0,0,0,,0,4,14,3.5,0,0.0,,0,,,1.0,5.4,5.4,3.4,,71,
416,417,Reggie Rivers,DEN,RB,23,16,0,0,0,0,0,0,2,5,2.5,0,0,0,,0,0.0,,0,,,1.0,0.5,0.5,0.5,,138,
417,418,John Talley,CLE,WR,27,3,1,0,0,0,0,0,0,0,,0,1,13,13.0,0,0.0,,0,,,1.0,2.3,2.3,1.8,,144,
418,419,Duane Young,SDG,TE,23,7,5,0,0,0,0,0,0,0,,0,2,12,6.0,0,0.0,,0,,,1.0,3.2,3.2,2.2,,73,
419,420,George Adams,NWE,RB,29,2,1,0,0,0,0,0,2,3,1.5,0,0,0,,0,0.0,,0,,,,0.3,0.3,0.3,,140,
420,421,Gerald Alphin,NOR,,27,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,149,
421,422,Steve Avery,GNB,,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,141,
422,423,Randy Baldwin,MIN,,24,4,0,0,0,0,0,0,0,0,,0,0,0,,0,0.0,,0,,,,,,,,142,
423,424,Reggie Barrett,DET,,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,150,
424,425,Rich Bartlewski,ATL,,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,76,
425,426,John Brandes,WAS,,27,16,0,0,0,0,0,0,0,0,,0,0,0,,0,0.0,,0,,,,,,,,77,
426,427,Mike Buck,NOR,QB,24,2,0,1,2,61,0,1,0,0,,0,0,0,,0,0.0,,0,,,,0.4,1.4,1.4,,60,
