,rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
59,60,James Stewart,JAX,RB,26,16,5,0,0,0,0,0,136,555,4.08,8,49.0,41,336,8.2,1,0.0,,9,,,143.0,184.1,190.1,163.6,13.0,20,60.0
60,61,Tony Martin,SDG,WR,32,16,16,0,0,0,0,0,0,0,,0,146.0,63,904,14.35,6,0.0,,6,,,126.0,189.4,192.4,157.9,13.0,22,61.0
61,62,Keyshawn Johnson,NYJ,WR,25,16,16,0,0,0,0,0,0,0,,0,135.0,70,963,13.76,5,0.0,,5,,,126.0,196.3,199.3,161.3,13.0,23,62.0
62,63,Marvin Harrison,IND,WR,25,16,15,0,0,0,0,0,2,-7,-3.5,0,117.0,73,866,11.86,6,2.0,,6,2.0,,126.0,198.9,201.9,162.4,12.0,24,63.0
63,64,Natrone Means,JAX,RB,25,14,11,0,0,0,0,0,244,823,3.37,9,20.0,15,104,6.93,0,5.0,3.0,9,,,141.0,155.7,164.7,148.2,11.0,21,64.0
64,65,Frank Sanders,ARI,WR,24,16,16,1,1,26,0,0,1,5,5.0,0,143.0,75,1017,13.56,4,3.0,3.0,4,1.0,,123.0,198.2,204.2,160.7,9.0,25,65.0
65,66,Scott Mitchell,DET,QB,29,16,16,293,509,3484,19,14,37,83,2.24,1,0.0,0,0,,0,15.0,6.0,1,,1.0,192.0,191.7,214.7,205.7,6.0,11,66.0
66,67,Mike Alstott,TAM,RB,24,15,15,0,0,0,0,0,176,665,3.78,7,33.0,23,178,7.74,3,5.0,4.0,10,,,136.0,159.3,169.3,147.8,6.0,22,67.0
67,68,Terance Mathis,ATL,WR,30,16,16,0,0,0,0,0,3,35,11.67,0,109.0,62,802,12.94,6,0.0,,6,,,120.0,181.7,184.7,150.7,6.0,26,68.0
68,69,Andre Reed,BUF,WR,33,15,15,0,0,0,0,0,3,11,3.67,0,114.0,60,880,14.67,5,1.0,,5,,,119.0,179.1,182.1,149.1,5.0,27,69.0
69,70,Ricky Proehl,CHI,WR,29,15,10,0,0,0,0,0,0,0,,0,105.0,58,753,12.98,7,2.0,1.0,7,1.0,,117.0,175.3,179.3,146.3,4.0,28,70.0
70,71,Ernie Conwell,STL,TE,25,16,16,0,0,0,0,0,0,0,,0,60.0,38,404,10.63,4,0.0,,4,,,64.0,102.4,105.4,83.4,2.0,10,71.0
71,72,Chris Warren,SEA,RB,29,15,13,0,0,0,0,0,200,847,4.24,4,54.0,45,257,5.71,0,2.0,1.0,4,,,132.0,177.4,184.4,154.9,2.0,23,72.0
72,73,Quinn Early,BUF,WR,32,16,16,0,0,0,0,0,0,0,,0,122.0,60,853,14.22,5,0.0,,5,,,115.0,175.3,178.3,145.3,2.0,29,73.0
73,74,Freddie Jones,SDG,TE,23,13,8,0,0,0,0,0,0,0,,0,69.0,41,505,12.32,2,0.0,,2,,,63.0,103.5,106.5,83.0,1.0,11,74.0
74,75,Troy Aikman,DAL,QB,31,16,16,292,518,3283,19,12,25,79,3.16,0,0.0,0,0,,0,6.0,5.0,0,,2.0,185.0,185.2,205.2,197.2,,12,75.0
75,76,Charles Way,NYG,RB,25,16,16,0,0,0,0,0,151,698,4.62,4,51.0,37,304,8.22,1,3.0,,5,,,130.0,167.2,173.2,148.7,,25,76.0
76,77,Pete Mitchell,JAX,TE,26,16,12,0,0,0,0,0,0,0,,0,47.0,35,380,10.86,4,0.0,,4,,,62.0,97.0,100.0,79.5,,12,77.0
77,78,Michael Jackson,BAL,WR,28,16,15,0,0,0,0,0,0,0,,0,137.0,69,918,13.3,4,2.0,2.0,4,1.0,,114.0,182.8,187.8,148.3,,30,78.0
78,79,Dan Marino,MIA,QB,36,16,16,319,548,3780,16,11,18,-14,-0.78,0,0.0,0,0,,0,8.0,4.0,0,,,184.0,183.8,201.8,194.8,,13,
79,80,Chris Chandler,ATL,QB,32,14,14,202,342,2692,20,7,43,158,3.67,0,0.0,0,0,,0,9.0,4.0,0,,,181.0,181.5,198.5,188.5,,14,
80,81,Trent Dilfer,TAM,QB,25,16,16,217,386,2555,21,11,33,99,3.0,1,0.0,0,0,,0,9.0,1.0,1,,,178.0,178.1,193.1,189.1,,15,
81,82,Vinny Testaverde,BAL,QB,34,13,13,271,470,2971,18,15,34,138,4.06,0,1.0,1,-4,-4.0,0,11.0,3.0,0,,2.0,172.0,173.2,197.2,187.7,,16,
82,83,Tony Banks,STL,QB,24,16,16,252,487,3254,14,13,47,186,3.96,1,0.0,0,0,,0,15.0,7.0,1,,,171.0,170.8,196.8,183.8,,17,
83,84,Gus Frerotte,WAS,QB,26,13,13,204,402,2682,17,12,25,65,2.6,2,0.0,0,0,,0,8.0,2.0,2,,,166.0,165.8,182.8,177.8,,18,
84,85,Neil O'Donnell,NYJ,QB,31,15,14,259,460,2796,17,7,32,36,1.13,1,0.0,0,0,,0,9.0,6.0,1,,,163.0,163.4,179.4,170.4,,19,
85,86,Erik Kramer,CHI,QB,33,15,13,275,477,3011,14,14,27,83,3.07,2,0.0,0,0,,0,11.0,7.0,2,,2.0,159.0,158.7,182.7,172.7,,20,
86,87,Jake Plummer,ARI,QB,23,10,9,157,296,2203,15,15,39,216,5.54,2,1.0,1,2,2.0,0,6.0,5.0,2,1.0,,144.0,144.9,170.9,159.4,,21,
87,88,Elvis Grbac,KAN,QB,27,10,10,179,314,1943,11,6,30,168,5.6,1,0.0,0,0,,0,1.0,,1,,2.0,137.0,136.5,148.5,142.5,,22,
88,89,Jeff Blake,CIN,QB,27,11,11,184,317,2125,8,7,45,234,5.2,3,0.0,0,0,,0,7.0,5.0,3,,1.0,136.0,136.4,154.4,143.4,,23,
89,90,Jim Harbaugh,IND,QB,34,12,11,189,309,2060,10,4,36,206,5.72,0,0.0,0,0,,0,4.0,3.0,0,,1.0,131.0,131.0,144.0,135.0,,24,
90,91,Marcus Allen,KAN,RB,37,16,0,2,2,15,2,0,124,505,4.07,11,14.0,11,86,7.82,0,4.0,2.0,11,,,130.0,140.7,145.7,135.2,,26,
91,92,Gary Brown,SDG,RB,28,15,14,0,0,0,0,0,253,945,3.74,4,30.0,21,137,6.52,0,2.0,1.0,4,,,130.0,151.2,158.2,140.7,,24,
92,93,Terry Kirby,SFO,RB,27,16,3,0,0,0,0,0,125,418,3.34,6,34.0,23,279,12.13,1,3.0,1.0,8,2.0,,120.0,142.7,149.7,131.2,,27,
93,94,Fred Lane,CAR,RB,22,13,7,0,0,0,0,0,182,809,4.45,7,13.0,8,27,3.38,0,4.0,3.0,7,,,120.0,127.6,133.6,123.6,,28,
94,95,Terry Allen,WAS,RB,29,10,10,0,0,0,0,0,210,724,3.45,4,29.0,20,172,8.6,1,2.0,1.0,5,,,118.0,137.6,144.6,127.6,,29,
95,96,Todd Collins,BUF,QB,26,14,13,215,391,2367,12,13,30,77,2.57,0,0.0,0,0,,0,10.0,4.0,0,,,116.0,116.4,136.4,129.4,,25,
96,97,Lawrence Phillips,2TM,RB,22,12,9,0,0,0,0,0,201,677,3.37,8,19.0,11,39,3.55,0,3.0,2.0,8,,,116.0,126.6,131.6,121.1,,30,
97,98,Bam Morris,BAL,RB,25,11,8,0,0,0,0,0,204,774,3.79,4,38.0,29,176,6.07,0,4.0,3.0,4,,,113.0,142.0,151.0,127.5,,31,
98,99,Isaac Bruce,STL,WR,25,12,12,0,0,0,0,0,0,0,,0,119.0,56,815,14.55,5,1.0,,5,,,112.0,167.5,170.5,139.5,,31,
99,100,Amp Lee,STL,RB,26,16,1,0,0,0,0,0,28,104,3.71,0,93.0,61,825,13.52,3,0.0,,3,,,111.0,171.9,177.9,141.4,,32,
100,101,Jermaine Lewis,BAL,WR,23,14,7,0,0,0,0,0,3,35,11.67,0,70.0,42,648,15.43,6,3.0,3.0,8,,,110.0,152.3,158.3,131.3,,32,
101,102,Darnay Scott,CIN,WR,25,16,15,0,0,0,0,0,1,6,6.0,0,97.0,54,797,14.76,5,0.0,,5,,,110.0,164.3,167.3,137.3,,33,
102,103,Boomer Esiason,CIN,QB,36,7,5,118,186,1478,13,2,8,11,1.38,0,0.0,0,0,,0,1.0,,0,,,108.0,108.2,113.2,110.2,,26,
103,104,Ed McCaffrey,DEN,WR,29,15,15,0,0,0,0,0,0,0,,0,85.0,45,590,13.11,8,0.0,,8,,,107.0,152.0,155.0,129.5,,34,
104,105,Andre Hastings,NOR,WR,27,16,16,0,0,0,0,0,4,35,8.75,0,118.0,48,722,15.04,5,1.0,1.0,5,1.0,,106.0,153.7,157.7,129.7,,36,
105,106,O.J. McDuffie,MIA,WR,28,16,16,0,0,0,0,0,0,0,,0,118.0,76,943,12.41,1,0.0,,2,,,106.0,182.3,185.3,144.3,,35,
106,107,Tiki Barber,NYG,RB,22,12,6,0,0,0,0,0,136,511,3.76,3,54.0,34,299,8.79,1,3.0,1.0,4,1.0,,105.0,139.0,146.0,122.0,,33,
107,108,Ki-Jana Carter,CIN,RB,24,15,10,0,1,0,0,0,128,464,3.63,7,31.0,21,157,7.48,0,3.0,2.0,7,,,100.0,121.1,129.1,110.6,,34,
108,109,Wayne Chrebet,NYJ,WR,24,16,1,0,0,0,0,0,0,0,,0,102.0,58,799,13.78,3,0.0,,3,,,98.0,155.9,158.9,126.9,,37,
109,110,James McKnight,SEA,WR,25,12,6,0,0,0,0,0,0,0,,0,64.0,34,637,18.74,6,1.0,1.0,6,,,98.0,131.7,135.7,114.7,,38,
110,111,Ray Zellars,NOR,RB,24,16,16,0,0,0,0,0,156,552,3.54,4,43.0,31,263,8.48,0,6.0,4.0,4,,,98.0,128.5,138.5,113.0,,35,
111,112,Kimble Anders,KAN,RB,31,15,14,0,0,0,0,0,79,397,5.03,0,72.0,59,453,7.68,2,3.0,,2,,,97.0,156.0,162.0,126.5,,36,
112,113,Carl Pickens,CIN,WR,27,12,12,0,0,0,0,0,1,-6,-6.0,0,95.0,52,695,13.37,5,1.0,1.0,5,,,97.0,148.9,152.9,122.9,,40,
113,114,J.J. Stokes,SFO,WR,25,16,16,0,0,0,0,0,0,0,,0,80.0,58,733,12.64,4,1.0,,4,,,97.0,155.3,158.3,126.3,,39,
114,115,Mike Pritchard,SEA,WR,28,16,15,0,0,0,0,0,1,14,14.0,0,115.0,64,843,13.17,2,2.0,1.0,2,,,96.0,159.7,163.7,127.7,,41,
115,116,Tyrone Wheatley,NYG,RB,25,14,7,0,0,0,0,0,152,583,3.84,4,25.0,16,140,8.75,0,3.0,,4,,,96.0,112.3,118.3,104.3,,37,
116,117,Troy Brown,NWE,WR,26,16,6,0,0,0,0,0,1,-18,-18.0,0,69.0,41,607,14.8,6,0.0,,6,,,95.0,135.9,138.9,115.4,,42,
117,118,Shawn Jefferson,NWE,WR,28,16,14,0,0,0,0,0,0,0,,0,93.0,54,841,15.57,2,2.0,1.0,2,,,94.0,148.1,152.1,121.1,,43,
118,119,Kerry Collins,CAR,QB,25,13,13,200,381,2124,11,21,26,65,2.5,1,0.0,0,0,,0,8.0,4.0,1,,1.0,93.0,93.5,121.5,114.5,,27,
119,120,Charlie Garner,PHI,RB,25,16,2,0,0,0,0,0,116,547,4.72,3,34.0,24,225,9.38,0,1.0,1.0,3,,,93.0,117.2,124.2,105.2,,38,
120,121,Bobby Hoying,PHI,QB,25,7,6,128,225,1573,11,6,16,78,4.88,0,0.0,0,0,,0,7.0,6.0,0,,1.0,93.0,92.7,107.7,98.7,,28,
121,122,Steve Broussard,SEA,RB,30,16,1,0,0,0,0,0,70,418,5.97,5,30.0,24,143,5.96,1,0.0,,6,,,92.0,116.1,122.1,104.1,,39,
122,123,Sean Dawkins,IND,WR,26,14,12,0,0,0,0,0,0,0,,0,111.0,68,804,11.82,2,0.0,,2,,,92.0,160.4,163.4,126.4,,44,
123,124,Danny Kanell,NYG,QB,24,16,10,156,294,1740,11,9,15,2,0.13,0,0.0,0,0,,0,6.0,3.0,0,,,90.0,89.8,104.8,98.8,,29,
124,125,Randal Hill,NOR,WR,28,15,15,0,0,0,0,0,1,11,11.0,0,95.0,55,761,13.84,2,0.0,,2,,,89.0,144.2,147.2,116.7,,45,
125,126,Leslie Shepherd,WAS,WR,28,11,9,0,0,0,0,0,4,27,6.75,0,68.0,29,562,19.38,5,0.0,,5,,,89.0,117.9,120.9,103.4,,46,
126,127,Ty Detmer,PHI,QB,30,8,7,134,244,1567,7,6,14,46,3.29,1,0.0,0,0,,0,6.0,1.0,1,,,87.0,87.3,97.3,93.3,,30,
127,128,Anthony Miller,DAL,WR,32,16,16,0,0,0,0,0,1,6,6.0,0,98.0,46,645,14.02,4,1.0,1.0,4,,,87.0,133.1,137.1,110.1,,47,
128,129,Thurman Thomas,BUF,RB,31,16,16,0,0,0,0,0,154,643,4.18,1,43.0,30,208,6.93,0,2.0,2.0,1,,,87.0,117.1,125.1,102.1,,40,
129,130,Stephen Davis,WAS,RB,23,14,6,0,0,0,0,0,141,567,4.02,3,24.0,18,134,7.44,0,1.0,1.0,3,,,86.0,104.1,111.1,95.1,,41,
130,131,Willie Davis,TEN,WR,30,16,15,1,1,22,1,0,0,0,,0,89.0,43,564,13.12,4,0.0,,4,,,85.0,128.3,131.3,106.8,,48,
131,132,Rich Gannon,KAN,QB,32,9,6,98,175,1144,7,4,33,109,3.3,2,0.0,0,0,,0,5.0,3.0,2,,,83.0,82.7,95.7,86.7,,31,
132,133,Larry Centers,ARI,RB,29,15,14,0,0,0,0,0,101,276,2.73,1,75.0,54,409,7.57,1,1.0,1.0,2,,,79.0,132.5,139.5,105.5,,42,
133,134,Eric Metcalf,SDG,WR,29,16,1,0,0,0,0,0,3,-5,-1.67,0,77.0,40,576,14.4,2,4.0,4.0,5,,,79.0,119.1,126.1,99.1,,49,
134,135,Reidel Anthony,TAM,WR,21,16,13,0,0,0,0,0,5,84,16.8,0,79.0,35,448,12.8,4,0.0,,4,,,77.0,112.2,115.2,94.7,,50,
135,136,Rae Carruth,CAR,WR,23,15,14,0,0,0,0,0,6,23,3.83,0,81.0,44,545,12.39,4,2.0,2.0,4,,,77.0,120.8,125.8,98.8,,51,
136,137,Brian Mitchell,WAS,RB,29,16,1,0,0,0,0,0,23,107,4.65,1,50.0,36,438,12.17,1,3.0,1.0,4,,,77.0,112.5,119.5,94.5,,43,
137,138,William Floyd,SFO,RB,25,15,15,0,0,0,0,0,78,231,2.96,3,54.0,37,321,8.68,1,2.0,2.0,4,,,75.0,112.2,120.2,93.7,,44,
138,139,Courtney Hawkins,PIT,WR,28,15,3,0,0,0,0,0,5,17,3.4,0,69.0,45,555,12.33,3,1.0,,3,,,75.0,120.2,123.2,97.7,,52,
139,140,Karl Williams,TAM,WR,26,16,7,0,0,0,0,0,1,5,5.0,0,55.0,33,486,14.73,4,5.0,2.0,5,,,75.0,108.1,113.1,91.6,,53,
140,141,Chris Penn,CHI,WR,26,14,4,0,0,0,0,0,1,-1,-1.0,0,110.0,47,576,12.26,3,1.0,1.0,3,,,74.0,120.5,124.5,97.0,,54,
141,142,Mario Bates,NOR,RB,24,12,7,1,1,21,1,0,119,440,3.7,4,11.0,5,42,8.4,0,2.0,2.0,4,,,73.0,78.0,83.0,75.5,,45,
142,143,Larry Bowie,WAS,RB,24,15,12,0,0,0,0,0,28,100,3.57,2,40.0,34,388,11.41,2,2.0,,4,,,73.0,106.8,112.8,89.8,,46,
143,144,Henry Ellard,WAS,WR,36,16,11,0,0,0,0,0,0,0,,0,65.0,32,485,15.16,4,0.0,,4,,,73.0,104.5,107.5,88.5,,56,
144,145,Kent Graham,ARI,QB,29,8,6,130,250,1408,4,5,13,23,1.77,2,0.0,0,0,,0,5.0,4.0,2,,2.0,73.0,72.6,84.6,77.6,,32,
