player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj
Rashard Mendenhall,PIT,RB,24,15,15,0.0,0.0,0.0,0.0,0.0,228.0,928.0,4.07,9.0,28.0,18.0,154.0,8.56,0.0,1.0,1.0,9,0.0,0.0,160.0,178.2,24.78709341572747,0.0,0.0,0.0,0.0,0.0,235.47738744941094,958.4342787414621,4.203477925083783,9.2951600308978,28.918275651682045,18.5903200617956,159.05051608425126,8.840729984942797,0.0,1.0327955589886444,1.0327955589886444,9.2951600308978,0.0,0.0,165.24728943818312,184.04416861177643
Brandon Pettigrew,DET,TE,26,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,83.0,777.0,9.36,5.0,0.0,0.0,5,0.0,0.0,108.0,190.7,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,83.0,777.0,9.36,5.0,0.0,0.0,5.0,0.0,0.0,108.0,190.7
Ahmad Bradshaw,NYG,RB,25,12,9,0.0,0.0,0.0,0.0,0.0,171.0,659.0,3.85,9.0,44.0,34.0,267.0,7.85,2.0,1.0,1.0,11,1.0,0.0,159.0,192.6,28.86751345948129,0.0,0.0,0.0,0.0,0.0,197.45379206285202,760.9476547919268,4.445597072760119,10.392304845413264,50.80682368868707,39.25981830489455,308.3050437472602,9.064399226277125,2.3094010767585034,1.1547005383792517,1.1547005383792517,12.701705922171767,1.1547005383792517,0.0,183.59738560230102,222.39532369184386
Brandon Lloyd,2TM,WR,30,15,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,70.0,966.0,13.8,5.0,1.0,0.0,5,0.0,0.0,127.0,196.6,30.983866769659333,0.0,1.0327955589886444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.85374273031937,72.29568912920512,997.6805099830306,14.252578714043294,5.163977794943222,1.0327955589886444,0.0,5.163977794943222,0.0,0.0,131.16503599155786,203.0476068971675
Michael Vick,PHI,QB,31,13,13,253.0,423.0,3303.0,18.0,14.0,76.0,589.0,7.75,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1,0.0,0.0,233.0,233.0,34.391412165964205,280.67829928996593,469.27636600654387,3664.349496263864,19.96920706410825,15.531605494306417,84.31442982623483,653.43683115332,8.597853041491051,1.1094003924504583,0.0,0.0,0.0,0.0,0.0,11.094003924504584,4.437601569801833,1.1094003924504583,0.0,0.0,258.4902914409568,258.4902914409568
DeSean Jackson,PHI,WR,25,15,15,0.0,0.0,0.0,0.0,0.0,7.0,41.0,5.86,0.0,104.0,58.0,961.0,16.57,4.0,1.0,0.0,4,0.0,0.0,124.0,182.2,25.81988897471611,0.0,0.0,0.0,0.0,0.0,7.229568912920511,42.344617918534425,6.052181975673457,0.0,107.41073813481903,59.90214242134138,992.5165321880874,17.11342241244184,4.131182235954578,1.0327955589886444,0.0,4.131182235954578,0.0,0.0,128.06664931459193,188.175350847731
Jabar Gaffney,WAS,WR,31,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,68.0,947.0,13.93,5.0,1.0,1.0,5,0.0,0.0,123.0,190.7,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,68.0,947.0,13.93,5.0,1.0,1.0,5.0,0.0,0.0,123.0,190.7
Reggie Wayne,IND,WR,33,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,75.0,960.0,12.8,4.0,0.0,0.0,4,0.0,0.0,120.0,195.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,75.0,960.0,12.8,4.0,0.0,0.0,4.0,0.0,0.0,120.0,195.0
Darrius Heyward-Bey,OAK,WR,24,15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,64.0,975.0,15.23,4.0,1.0,1.0,4,0.0,0.0,120.0,183.5,24.78709341572747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.77148928369411,66.09891577527324,1006.9756700139284,15.729476363397056,4.131182235954578,1.0327955589886444,1.0327955589886444,4.131182235954578,0.0,0.0,123.93546707863733,189.51798507441626
Willis McGahee,DEN,RB,30,15,14,0.0,0.0,0.0,0.0,0.0,249.0,1199.0,4.82,4.0,20.0,12.0,51.0,4.25,1.0,4.0,3.0,5,1.0,0.0,151.0,163.0,30.983866769659333,0.0,0.0,0.0,0.0,0.0,257.16609418817245,1238.3218752273847,4.978074594325267,4.131182235954578,20.65591117977289,12.393546707863734,52.67257350842087,4.389381125701739,1.0327955589886444,4.131182235954578,3.0983866769659336,5.163977794943222,1.0327955589886444,0.0,155.95212940728533,168.34567611514905
Mike Tolbert,SDG,RB,26,15,1,0.0,0.0,0.0,0.0,0.0,121.0,490.0,4.05,8.0,79.0,54.0,433.0,8.02,2.0,2.0,1.0,10,0.0,0.0,150.0,204.3,26.852684533704757,0.0,0.0,0.0,0.0,0.0,124.96826263762598,506.0698239044358,4.18282201390401,8.262364471909155,81.59084916010292,55.7709601853868,447.20047704208304,8.283020383088928,2.065591117977289,2.065591117977289,1.0327955589886444,10.327955589886445,0.0,0.0,154.91933384829667,211.00013270138007
BenJarvus Green-Ellis,NWE,RB,26,16,6,0.0,0.0,0.0,0.0,0.0,181.0,667.0,3.69,11.0,13.0,9.0,159.0,17.67,0.0,0.0,0.0,11,0.0,0.0,149.0,157.6,26.0,0.0,0.0,0.0,0.0,0.0,181.0,667.0,3.69,11.0,13.0,9.0,159.0,17.67,0.0,0.0,0.0,11.0,0.0,0.0,149.0,157.6
Malcom Floyd,SDG,WR,30,12,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,43.0,856.0,19.91,5.0,0.0,0.0,5,0.0,0.0,116.0,158.6,34.64101615137755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.82903768654761,49.652123150307816,988.4236608526394,22.990087719130898,5.773502691896258,0.0,0.0,5.773502691896258,0.0,0.0,133.9452624519932,183.1355053869493
David Nelson,BUF,TE,25,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,61.0,658.0,10.79,5.0,0.0,0.0,5,0.0,0.0,96.0,156.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,61.0,658.0,10.79,5.0,0.0,0.0,5.0,0.0,0.0,96.0,156.8
Ryan Fitzpatrick,BUF,QB,29,16,16,353.0,569.0,3832.0,24.0,23.0,56.0,215.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0,1.0,0.0,223.0,222.8,29.0,353.0,569.0,3832.0,24.0,23.0,56.0,215.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,223.0,222.8
Ben Roethlisberger,PIT,QB,29,15,15,324.0,513.0,4077.0,21.0,14.0,31.0,70.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0,0.0,0.0,216.0,216.1,29.95107121067069,334.6257611123208,529.8241217611746,4210.707493996703,21.688706738761535,14.459137825841022,32.01666232864798,72.29568912920512,2.3341179633143363,0.0,0.0,0.0,0.0,0.0,0.0,8.262364471909155,5.163977794943222,0.0,0.0,0.0,223.0838407415472,223.18712029744606
Alex Smith,SFO,QB,27,16,16,273.0,445.0,3144.0,17.0,5.0,52.0,179.0,3.44,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2,0.0,1.0,212.0,211.7,27.0,273.0,445.0,3144.0,17.0,5.0,52.0,179.0,3.44,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,212.0,211.7
Andy Dalton,CIN,QB,24,16,16,300.0,516.0,3398.0,20.0,13.0,37.0,152.0,4.11,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1,0.0,0.0,207.0,207.1,24.0,300.0,516.0,3398.0,20.0,13.0,37.0,152.0,4.11,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,207.0,207.1
Josh Freeman,TAM,QB,23,15,15,346.0,551.0,3592.0,16.0,22.0,55.0,238.0,4.33,4.0,1.0,0.0,-4.0,0.0,0.0,9.0,5.0,4,0.0,2.0,205.0,205.1,23.754297856738823,357.347263410071,569.0703530027431,3709.801647887211,16.52472894381831,22.721502297750177,56.803755744375444,245.80534303929738,4.47200477042083,4.131182235954578,1.0327955589886444,0.0,-4.131182235954578,0.0,0.0,9.2951600308978,5.163977794943222,4.131182235954578,0.0,2.065591117977289,211.72308959267212,211.82636914857096
Joe Flacco,BAL,QB,26,16,16,312.0,542.0,3610.0,20.0,12.0,39.0,88.0,2.26,1.0,1.0,1.0,-8.0,-8.0,0.0,11.0,6.0,1,0.0,0.0,202.0,203.4,26.0,312.0,542.0,3610.0,20.0,12.0,39.0,88.0,2.26,1.0,1.0,1.0,-8.0,-8.0,0.0,11.0,6.0,1.0,0.0,0.0,202.0,203.4
Tim Tebow,DEN,QB,24,14,11,126.0,271.0,1729.0,12.0,6.0,122.0,660.0,5.41,6.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,6,2.0,0.0,199.0,199.2,25.657079223592742,134.6996659238619,289.711186233068,1848.3787490663271,12.828539611796371,6.4142698058981855,130.4234860532631,705.5696786488004,5.783533274984864,6.4142698058981855,0.0,0.0,0.0,0.0,0.0,13.897584579446068,6.4142698058981855,6.4142698058981855,2.138089935299395,0.0,212.7399485622898,212.95375755581975
Matt Hasselbeck,TEN,QB,36,16,16,319.0,518.0,3571.0,18.0,14.0,20.0,52.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,190.0,190.0,36.0,319.0,518.0,3571.0,18.0,14.0,20.0,52.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,190.0,190.0
Tarvaris Jackson,SEA,QB,28,15,14,271.0,450.0,3091.0,14.0,13.0,40.0,108.0,2.7,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1,0.0,0.0,162.0,162.4,28.918275651682045,279.88759648592264,464.75800154489,3192.3710728339,14.459137825841022,13.426342266852378,41.31182235954578,111.5419203707736,2.7885480092693404,1.0327955589886444,0.0,0.0,0.0,0.0,0.0,9.2951600308978,4.131182235954578,1.0327955589886444,0.0,0.0,167.3128805561604,167.72599877975586
Matt Moore,MIA,QB,27,13,12,210.0,347.0,2497.0,16.0,9.0,32.0,65.0,2.03,2.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,2,0.0,0.0,162.0,162.4,29.953810596162374,232.97408241459624,384.961936180309,2770.1727799487944,17.750406279207333,9.984603532054125,35.500812558414665,72.11102550927978,2.25208279667443,2.2188007849009166,0.0,0.0,0.0,0.0,0.0,15.531605494306417,1.1094003924504583,2.2188007849009166,0.0,0.0,179.72286357697425,180.16662373395442
Colt McCoy,CLE,QB,25,13,13,265.0,463.0,2733.0,14.0,11.0,61.0,212.0,3.48,0.0,1.0,1.0,-5.0,-5.0,0.0,11.0,2.0,0,0.0,0.0,160.0,161.0,27.735009811261456,293.99110399937143,513.6523817045622,3031.9912725671024,15.531605494306417,12.20340431695504,67.67342393947796,235.19288319949715,3.860713365727595,0.0,1.1094003924504583,1.1094003924504583,-5.547001962252292,-5.547001962252292,0.0,12.20340431695504,2.2188007849009166,0.0,0.0,0.0,177.50406279207334,178.6134631845238
Matt Schaub,HOU,QB,30,10,10,178.0,292.0,2479.0,15.0,6.0,15.0,9.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,0.0,0.0,158.0,158.1,37.94733192202055,225.1541694039886,369.3540307076667,3135.7145278229646,18.973665961010276,7.58946638440411,18.973665961010276,11.384199576606164,0.758946638440411,2.5298221281347035,0.0,0.0,0.0,0.0,0.0,3.794733192202055,1.2649110640673518,2.5298221281347035,0.0,0.0,199.85594812264156,199.98243922904828
Rex Grossman,WAS,QB,31,13,13,265.0,458.0,3151.0,16.0,20.0,20.0,11.0,0.55,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1,0.0,0.0,149.0,149.1,34.391412165964205,293.99110399937143,508.1053797423099,3495.720636611394,17.750406279207333,22.188007849009168,22.188007849009168,12.20340431695504,0.6101702158477521,1.1094003924504583,0.0,0.0,0.0,0.0,0.0,8.875203139603666,4.437601569801833,1.1094003924504583,0.0,0.0,165.3006584751183,165.41159851436333
Cedric Benson,CIN,RB,29,15,15,0.0,0.0,0.0,0.0,0.0,273.0,1067.0,3.91,6.0,22.0,15.0,82.0,5.47,0.0,5.0,2.0,6,0.0,0.0,147.0,161.9,29.95107121067069,0.0,0.0,0.0,0.0,0.0,281.95318760389995,1101.9928614408836,4.0382306356456,6.196773353931867,22.721502297750177,15.491933384829666,84.68923583706885,5.649391707667885,0.0,5.163977794943222,2.065591117977289,6.196773353931867,0.0,0.0,151.82094717133074,167.20960100026156
Jonathan Stewart,CAR,RB,24,16,3,0.0,0.0,0.0,0.0,0.0,142.0,761.0,5.36,4.0,61.0,47.0,413.0,8.79,1.0,1.0,0.0,5,0.0,0.0,147.0,194.4,24.0,0.0,0.0,0.0,0.0,0.0,142.0,761.0,5.36,4.0,61.0,47.0,413.0,8.79,1.0,1.0,0.0,5.0,0.0,0.0,147.0,194.4
DeAngelo Williams,CAR,RB,28,16,14,0.0,0.0,0.0,0.0,0.0,155.0,836.0,5.39,7.0,25.0,16.0,135.0,8.44,0.0,0.0,0.0,7,0.0,0.0,139.0,155.1,28.0,0.0,0.0,0.0,0.0,0.0,155.0,836.0,5.39,7.0,25.0,16.0,135.0,8.44,0.0,0.0,0.0,7.0,0.0,0.0,139.0,155.1
Jay Cutler,CHI,QB,28,10,10,182.0,314.0,2319.0,13.0,7.0,18.0,55.0,3.06,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1,0.0,0.0,136.0,136.3,35.41750979388585,230.213813660258,397.18207411714843,2933.3287575721884,16.443843832875572,8.854377448471462,22.76839915321233,69.57010852370433,3.870627856046096,1.2649110640673518,0.0,0.0,0.0,0.0,0.0,8.854377448471462,3.794733192202055,1.2649110640673518,0.0,0.0,172.0279047131598,172.40737803238005
Carson Palmer,OAK,QB,32,10,9,199.0,328.0,2753.0,13.0,16.0,16.0,20.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0.0,0.0,136.0,136.1,40.47715405015526,251.717301749403,414.89082901409137,3482.3001593774193,16.443843832875572,20.23857702507763,20.23857702507763,25.298221281347033,1.5811388300841895,1.2649110640673518,0.0,0.0,0.0,0.0,0.0,2.5298221281347035,1.2649110640673518,1.2649110640673518,0.0,0.0,172.0279047131598,172.15439581956656
Pierre Thomas,NOR,RB,27,16,7,0.0,0.0,0.0,0.0,0.0,110.0,562.0,5.11,5.0,59.0,50.0,425.0,8.5,1.0,1.0,1.0,6,0.0,0.0,133.0,182.7,27.0,0.0,0.0,0.0,0.0,0.0,110.0,562.0,5.11,5.0,59.0,50.0,425.0,8.5,1.0,1.0,1.0,6.0,0.0,0.0,133.0,182.7
Ben Tate,HOU,RB,23,15,2,0.0,0.0,0.0,0.0,0.0,175.0,942.0,5.38,4.0,19.0,13.0,98.0,7.54,0.0,4.0,3.0,4,0.0,0.0,122.0,135.0,23.754297856738823,0.0,0.0,0.0,0.0,0.0,180.7392228230128,972.8934165673031,5.556440107358907,4.131182235954578,19.623115620784244,13.426342266852378,101.21396478088715,7.787278514774379,0.0,4.131182235954578,3.0983866769659336,4.131182235954578,0.0,0.0,126.00105819661462,139.427400463467
Brandon Jacobs,NYG,RB,29,14,6,0.0,0.0,0.0,0.0,0.0,152.0,571.0,3.76,7.0,23.0,15.0,128.0,8.53,1.0,3.0,0.0,8,1.0,0.0,120.0,134.9,31.00230406184123,0.0,0.0,0.0,0.0,0.0,162.49483508275404,610.4246765279773,4.019609078362863,7.483314773547883,24.588034255943043,16.035674514745462,136.8377558591613,9.11895357405192,1.0690449676496976,3.2071349029490928,0.0,8.55235974119758,1.0690449676496976,0.0,128.2853961179637,144.2141661359442
DeMarco Murray,DAL,RB,23,13,7,0.0,0.0,0.0,0.0,0.0,164.0,897.0,5.47,2.0,35.0,26.0,183.0,7.04,0.0,1.0,0.0,2,0.0,0.0,120.0,146.0,25.516209026360542,0.0,0.0,0.0,0.0,0.0,181.94166436187516,995.1321520280611,6.068420146704007,2.2188007849009166,38.82901373576604,28.844410203711917,203.02027181843386,7.810178762851226,0.0,1.1094003924504583,0.0,2.2188007849009166,0.0,0.0,133.128047094055,161.9724572977669
C.J. Spiller,BUF,RB,24,16,11,0.0,0.0,0.0,0.0,0.0,107.0,561.0,5.24,4.0,54.0,39.0,269.0,6.9,2.0,2.0,0.0,6,0.0,0.0,119.0,158.0,24.0,0.0,0.0,0.0,0.0,0.0,107.0,561.0,5.24,4.0,54.0,39.0,269.0,6.9,2.0,2.0,0.0,6.0,0.0,0.0,119.0,158.0
Christian Ponder,MIN,QB,23,11,10,158.0,291.0,1853.0,13.0,13.0,28.0,219.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0,0.0,0.0,118.0,118.0,27.739043701154255,190.55516977314662,350.95920508851685,2234.802086010384,15.67858991804371,15.67858991804371,33.769270592709525,264.1239378501209,9.431274858392447,0.0,0.0,0.0,0.0,0.0,0.0,7.236272269866327,2.412090756622109,0.0,0.0,0.0,142.31335464070443,142.31335464070443
LeGarrette Blount,TAM,RB,25,14,14,0.0,0.0,0.0,0.0,0.0,184.0,781.0,4.24,5.0,25.0,15.0,148.0,9.87,0.0,5.0,3.0,5,0.0,0.0,117.0,131.9,26.726124191242437,0.0,0.0,0.0,0.0,0.0,196.70427404754435,834.9241197344138,4.532750662834718,5.3452248382484875,26.726124191242437,16.035674514745462,158.21865521215523,10.551473830702514,0.0,5.3452248382484875,3.2071349029490928,5.3452248382484875,0.0,0.0,125.07826121501462,141.0070312329951
Blaine Gabbert,JAX,QB,22,15,14,210.0,413.0,2214.0,12.0,11.0,48.0,98.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0,0.0,0.0,116.0,116.4,22.721502297750177,216.88706738761533,426.54456586231015,2286.609367600859,12.393546707863734,11.360751148875089,49.57418683145494,101.21396478088715,2.106902940336835,0.0,0.0,0.0,0.0,0.0,0.0,14.459137825841022,4.131182235954578,0.0,0.0,0.0,119.80428484268276,120.21740306627822
Roy Helu,WAS,RB,23,15,5,0.0,0.0,0.0,0.0,0.0,151.0,640.0,4.24,2.0,59.0,49.0,379.0,7.73,1.0,2.0,2.0,3,0.0,0.0,116.0,164.9,23.754297856738823,0.0,0.0,0.0,0.0,0.0,155.95212940728533,660.9891577527325,4.3790531701118525,2.065591117977289,60.93493798033003,50.60698239044358,391.42951685669624,7.983509670982222,1.0327955589886444,2.065591117977289,2.065591117977289,3.0983866769659336,0.0,0.0,119.80428484268276,170.3079876772275
Lance Moore,NOR,WR,28,14,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,52.0,627.0,12.06,8.0,0.0,0.0,8,2.0,0.0,115.0,166.7,29.93325909419153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.04028263842793,55.59033831778427,670.2911947163603,12.892682309855353,8.55235974119758,0.0,0.0,8.55235974119758,2.138089935299395,0.0,122.94017127971522,178.20979610720457
Michael Crabtree,SFO,WR,24,15,14,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,115.0,72.0,874.0,12.14,4.0,0.0,0.0,4,1.0,0.0,114.0,186.0,24.78709341572747,0.0,0.0,0.0,0.0,0.0,1.0327955589886444,6.196773353931867,6.196773353931867,0.0,118.77148928369411,74.3612802471824,902.6633185560753,12.538138086122144,4.131182235954578,0.0,0.0,4.131182235954578,1.0327955589886444,0.0,117.73869372470547,192.09997397188786
Santonio Holmes,NYJ,WR,27,16,16,0.0,0.0,0.0,0.0,0.0,3.0,27.0,9.0,0.0,101.0,51.0,654.0,12.82,8.0,2.0,1.0,8,0.0,0.0,114.0,165.1,27.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,9.0,0.0,101.0,51.0,654.0,12.82,8.0,2.0,1.0,8.0,0.0,0.0,114.0,165.1
Jeremy Maclin,PHI,WR,23,13,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,96.0,63.0,859.0,13.63,5.0,1.0,1.0,5,0.0,0.0,114.0,177.0,25.516209026360542,0.0,0.0,0.0,0.0,0.0,1.1094003924504583,1.1094003924504583,1.1094003924504583,0.0,106.502437675244,69.89222472437888,952.9749371149437,15.121127349099748,5.547001962252292,1.1094003924504583,1.1094003924504583,5.547001962252292,0.0,0.0,126.47164473935224,196.3638694637311
Eric Decker,DEN,WR,24,16,13,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,96.0,44.0,612.0,13.91,8.0,1.0,1.0,9,0.0,0.0,113.0,157.3,24.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,96.0,44.0,612.0,13.91,8.0,1.0,1.0,9.0,0.0,0.0,113.0,157.3
Plaxico Burress,NYJ,WR,34,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,45.0,612.0,13.6,8.0,0.0,0.0,8,0.0,0.0,109.0,154.2,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,45.0,612.0,13.6,8.0,0.0,0.0,8.0,0.0,0.0,109.0,154.2
Anquan Boldin,BAL,WR,31,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,57.0,887.0,15.56,3.0,0.0,0.0,3,0.0,0.0,107.0,163.7,33.14039399714063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.31876657086794,60.935563156032764,948.2428863052818,16.634339696629294,3.2071349029490928,0.0,0.0,3.2071349029490928,0.0,0.0,114.38781153851764,175.00266120425547
James Jones,GNB,WR,27,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,38.0,635.0,16.71,7.0,1.0,0.0,7,0.0,0.0,106.0,143.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,38.0,635.0,16.71,7.0,1.0,0.0,7.0,0.0,0.0,106.0,143.5
Darren McFadden,OAK,RB,24,7,7,0.0,0.0,0.0,0.0,0.0,113.0,614.0,5.43,4.0,23.0,19.0,154.0,8.11,1.0,1.0,1.0,5,0.0,0.0,105.0,123.8,36.284589408885815,0.0,0.0,0.0,0.0,0.0,170.8399418001707,928.280745710662,8.209388353760415,6.047431568147635,34.7727315168489,28.725299948701267,232.82611537368396,12.26116750441933,1.5118578920369088,1.5118578920369088,1.5118578920369088,7.559289460184544,0.0,0.0,158.74507866387543,187.1680070341693
Denarius Moore,OAK,WR,23,13,10,0.0,0.0,0.0,0.0,0.0,5.0,61.0,12.2,1.0,76.0,33.0,618.0,18.73,5.0,1.0,0.0,6,0.0,0.0,104.0,136.9,25.516209026360542,0.0,0.0,0.0,0.0,0.0,5.547001962252292,67.67342393947796,13.534684787895591,1.1094003924504583,84.31442982623483,36.610212950865126,685.6094425343832,20.779069350597084,5.547001962252292,1.1094003924504583,0.0,6.65640235470275,0.0,0.0,115.37764081484767,151.87691372646773
Doug Baldwin,SEA,WR,23,16,1,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,85.0,51.0,788.0,15.45,4.0,0.0,0.0,4,0.0,0.0,103.0,153.6,23.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,85.0,51.0,788.0,15.45,4.0,0.0,0.0,4.0,0.0,0.0,103.0,153.6
Donald Brown,IND,RB,24,16,2,0.0,0.0,0.0,0.0,0.0,134.0,645.0,4.81,5.0,19.0,16.0,86.0,5.38,0.0,0.0,0.0,5,0.0,0.0,103.0,119.1,24.0,0.0,0.0,0.0,0.0,0.0,134.0,645.0,4.81,5.0,19.0,16.0,86.0,5.38,0.0,0.0,0.0,5.0,0.0,0.0,103.0,119.1
John Skelton,ARI,QB,23,8,7,151.0,275.0,1913.0,11.0,14.0,28.0,128.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,103.0,103.3,32.526911934581186,213.54624791833734,388.9087296526011,2705.3905448197306,15.556349186104045,19.79898987322333,39.59797974644666,181.01933598375615,6.462955980045044,0.0,0.0,0.0,0.0,0.0,0.0,5.65685424949238,1.414213562373095,0.0,0.0,0.0,145.66399692442877,146.0882609931407
Miles Austin,DAL,WR,27,10,10,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,0.0,73.0,43.0,579.0,13.47,7.0,1.0,0.0,7,0.0,0.0,100.0,143.2,34.15259872981849,0.0,0.0,0.0,0.0,0.0,2.5298221281347035,3.794733192202055,1.8973665961010275,0.0,92.33850767691668,54.391175754896125,732.3835060949966,17.038352032987227,8.854377448471462,1.2649110640673518,0.0,8.854377448471462,0.0,0.0,126.49110640673517,181.13526437444474
Deion Branch,NWE,WR,32,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,51.0,702.0,13.76,5.0,0.0,0.0,5,0.0,0.0,100.0,151.2,33.04945788763662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.951600308978,52.67257350842087,725.0224824100284,14.211266891683747,5.163977794943222,0.0,0.0,5.163977794943222,0.0,0.0,103.27955589886444,156.15868851908303
Nate Burleson,DET,WR,30,16,11,0.0,0.0,0.0,0.0,0.0,11.0,85.0,7.73,0.0,110.0,73.0,757.0,10.37,3.0,1.0,1.0,3,0.0,0.0,100.0,173.2,30.0,0.0,0.0,0.0,0.0,0.0,11.0,85.0,7.73,0.0,110.0,73.0,757.0,10.37,3.0,1.0,1.0,3.0,0.0,0.0,100.0,173.2
Robert Meachem,NOR,WR,27,16,8,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.5,0.0,60.0,40.0,620.0,15.5,6.0,0.0,0.0,6,0.0,0.0,100.0,139.8,27.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.5,0.0,60.0,40.0,620.0,15.5,6.0,0.0,0.0,6.0,0.0,0.0,100.0,139.8
Titus Young,DET,WR,22,16,9,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,86.0,48.0,607.0,12.65,6.0,1.0,0.0,6,1.0,0.0,100.0,148.2,22.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,86.0,48.0,607.0,12.65,6.0,1.0,0.0,6.0,1.0,0.0,100.0,148.2
Early Doucet,ARI,WR,26,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,54.0,689.0,12.76,5.0,1.0,0.0,5,0.0,0.0,99.0,152.9,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,54.0,689.0,12.76,5.0,1.0,0.0,5.0,0.0,0.0,99.0,152.9
