player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj
Adrian Peterson,MIN,RB,26,12,12,0.0,0.0,0.0,0.0,0.0,208.0,970.0,4.66,12.0,24.0,18.0,139.0,7.72,1.0,1.0,0.0,13,0.0,0.0,189.0,206.9,30.02221399786054,0.0,0.0,0.0,0.0,0.0,240.17771198288432,1120.0595222278741,5.380904508847313,13.85640646055102,27.71281292110204,20.784609690826528,160.50337483471597,8.914288156287823,1.1547005383792517,1.1547005383792517,0.0,15.01110699893027,0.0,0.0,218.23840175367854,238.90754139066715
Brandon Marshall,MIA,WR,27,16,16,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,141.0,81.0,1214.0,14.99,6.0,1.0,1.0,6,0.0,0.0,157.0,237.7,27.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,141.0,81.0,1214.0,14.99,6.0,1.0,1.0,6.0,0.0,0.0,157.0,237.7
Aaron Hernandez,NWE,TE,22,14,12,0.0,0.0,0.0,0.0,0.0,5.0,45.0,9.0,0.0,113.0,79.0,910.0,11.52,7.0,1.0,1.0,7,0.0,0.0,136.0,214.5,23.518989288293348,0.0,0.0,0.0,0.0,0.0,5.3452248382484875,48.10702354423639,9.621404708847278,0.0,120.80208134441583,84.45455244432611,972.8309205612247,12.315398027324516,7.483314773547883,1.0690449676496976,1.0690449676496976,7.483314773547883,0.0,0.0,145.39011560035885,229.31014556086012
Ryan Mathews,SDG,RB,24,14,14,0.0,0.0,0.0,0.0,0.0,222.0,1091.0,4.91,6.0,59.0,50.0,455.0,9.1,0.0,5.0,2.0,6,0.0,0.0,187.0,236.6,25.657079223592742,0.0,0.0,0.0,0.0,0.0,237.32798281823287,1166.3280597058201,5.249010791160015,6.4142698058981855,63.073653091332154,53.452248382484875,486.41546028061236,9.728309205612247,0.0,5.3452248382484875,2.138089935299395,6.4142698058981855,0.0,0.0,199.91140895049344,252.93603934591843
Michael Bush,OAK,RB,27,16,9,0.0,0.0,0.0,0.0,0.0,256.0,977.0,3.82,7.0,47.0,37.0,418.0,11.3,1.0,1.0,1.0,8,0.0,0.0,186.0,222.5,27.0,0.0,0.0,0.0,0.0,0.0,256.0,977.0,3.82,7.0,47.0,37.0,418.0,11.3,1.0,1.0,1.0,8.0,0.0,0.0,186.0,222.5
A.J. Green,CIN,WR,23,15,15,0.0,0.0,0.0,0.0,0.0,5.0,53.0,10.6,0.0,115.0,65.0,1057.0,16.26,7.0,1.0,0.0,7,0.0,0.0,153.0,218.0,23.754297856738823,0.0,0.0,0.0,0.0,0.0,5.163977794943222,54.73816462639816,10.947632925279631,0.0,118.77148928369411,67.1317113342619,1091.6649058509972,16.79325578915536,7.229568912920511,1.0327955589886444,0.0,7.229568912920511,0.0,0.0,158.0177205252626,225.1494318595245
Laurent Robinson,DAL,WR,26,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,54.0,858.0,15.89,11.0,0.0,0.0,11,0.0,0.0,152.0,205.8,27.795169158892136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5235974119758,57.72842825308367,917.2405822434405,16.987124535953694,11.759494644146674,0.0,0.0,11.759494644146674,0.0,0.0,162.49483508275404,220.00945434230778
Nate Washington,TEN,WR,28,16,15,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,1.0,121.0,74.0,1023.0,13.82,7.0,0.0,0.0,8,0.0,0.0,151.0,224.8,28.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,1.0,121.0,74.0,1023.0,13.82,7.0,0.0,0.0,8.0,0.0,0.0,151.0,224.8
Steven Jackson,STL,RB,28,15,15,0.0,0.0,0.0,0.0,0.0,260.0,1145.0,4.4,5.0,58.0,42.0,333.0,7.93,1.0,2.0,1.0,6,0.0,0.0,182.0,223.8,28.918275651682045,0.0,0.0,0.0,0.0,0.0,268.5268453370476,1182.550915041998,4.544300459550036,5.163977794943222,59.90214242134138,43.37741347752307,343.9209211432186,8.190068782779951,1.0327955589886444,2.065591117977289,1.0327955589886444,6.196773353931867,0.0,0.0,187.96879173593328,231.13964610165866
Tony Gonzalez,ATL,TE,35,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,80.0,875.0,10.94,7.0,0.0,0.0,7,0.0,0.0,130.0,209.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,80.0,875.0,10.94,7.0,0.0,0.0,7.0,0.0,0.0,130.0,209.5
Greg Jennings,GNB,WR,28,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,67.0,949.0,14.16,9.0,0.0,0.0,9,0.0,0.0,149.0,215.9,31.063210988612834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.04943963749629,74.3298262941807,1052.820972435485,15.70910955709849,9.984603532054125,0.0,0.0,9.984603532054125,0.0,0.0,165.3006584751183,239.51954473005395
Julio Jones,ATL,WR,22,13,13,0.0,0.0,0.0,0.0,0.0,6.0,56.0,9.33,0.0,95.0,54.0,959.0,17.76,8.0,1.0,1.0,8,0.0,0.0,148.0,201.5,24.40680863391008,0.0,0.0,0.0,0.0,0.0,6.65640235470275,62.12642197722567,10.350705661562776,0.0,105.39303728279354,59.90762119232475,1063.9149763599894,19.702950969920142,8.875203139603666,1.1094003924504583,1.1094003924504583,8.875203139603666,0.0,0.0,164.19125808266782,223.54417907876734
Philip Rivers,SDG,QB,30,16,16,366.0,582.0,4624.0,27.0,20.0,26.0,36.0,1.38,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1,0.0,1.0,255.0,254.6,30.0,366.0,582.0,4624.0,27.0,20.0,26.0,36.0,1.38,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,255.0,254.6
Dwayne Bowe,KAN,WR,27,16,14,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,142.0,81.0,1159.0,14.31,5.0,1.0,0.0,5,0.0,0.0,147.0,228.1,27.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,142.0,81.0,1159.0,14.31,5.0,1.0,0.0,5.0,0.0,0.0,147.0,228.1
Frank Gore,SFO,RB,28,16,15,0.0,0.0,0.0,0.0,0.0,282.0,1211.0,4.29,8.0,31.0,17.0,114.0,6.71,0.0,2.0,2.0,8,0.0,0.0,177.0,193.5,28.0,0.0,0.0,0.0,0.0,0.0,282.0,1211.0,4.29,8.0,31.0,17.0,114.0,6.71,0.0,2.0,2.0,8.0,0.0,0.0,177.0,193.5
Jermichael Finley,GNB,TE,24,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,55.0,767.0,13.95,8.0,0.0,0.0,8,0.0,0.0,125.0,179.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,55.0,767.0,13.95,8.0,0.0,0.0,8.0,0.0,0.0,125.0,179.7
Reggie Bush,MIA,RB,26,15,15,0.0,0.0,0.0,0.0,0.0,216.0,1086.0,5.03,6.0,52.0,43.0,296.0,6.88,1.0,4.0,2.0,7,0.0,0.0,176.0,219.2,26.852684533704757,0.0,0.0,0.0,0.0,0.0,223.0838407415472,1121.615977061668,5.194961661712882,6.196773353931867,53.705369067409514,44.41020903651171,305.70748546063874,7.105633445841874,1.0327955589886444,4.131182235954578,2.065591117977289,7.229568912920511,0.0,0.0,181.77201838200142,226.38878653031085
Jason Witten,DAL,TE,29,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,79.0,942.0,11.92,5.0,1.0,0.0,5,0.0,0.0,124.0,203.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,79.0,942.0,11.92,5.0,1.0,0.0,5.0,0.0,0.0,124.0,203.2
Dez Bryant,DAL,WR,23,15,13,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,103.0,63.0,928.0,14.73,9.0,3.0,2.0,9,0.0,0.0,143.0,206.3,23.754297856738823,0.0,0.0,0.0,0.0,0.0,1.0327955589886444,5.163977794943222,5.163977794943222,0.0,106.37794257583037,65.0661202162846,958.4342787414621,15.213078583902734,9.2951600308978,3.0983866769659336,2.065591117977289,9.2951600308978,0.0,0.0,147.68976493537616,213.06572381935737
Steve Johnson,BUF,WR,25,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,76.0,1004.0,13.21,7.0,0.0,0.0,7,0.0,0.0,142.0,218.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,76.0,1004.0,13.21,7.0,0.0,0.0,7.0,0.0,0.0,142.0,218.4
Antonio Gates,SDG,TE,31,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,64.0,778.0,12.16,7.0,0.0,0.0,7,0.0,0.0,120.0,183.8,34.391412165964205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.62723453564033,71.00162511682933,863.1135053264566,13.490308772197572,7.7658027471532085,0.0,0.0,7.7658027471532085,0.0,0.0,133.128047094055,203.90779213239423
Fred Jackson,BUF,RB,30,10,10,0.0,0.0,0.0,0.0,0.0,170.0,934.0,5.49,6.0,50.0,39.0,442.0,11.33,0.0,2.0,2.0,6,0.0,0.0,170.0,208.6,37.94733192202055,0.0,0.0,0.0,0.0,0.0,215.03488089144977,1181.4269338389065,6.944361741729761,7.58946638440411,63.245553203367585,49.33153149862672,559.0906903177695,14.331442355883095,0.0,2.5298221281347035,2.5298221281347035,7.58946638440411,0.0,0.0,215.03488089144977,263.8604479644495
Matt Forte,CHI,RB,26,12,12,0.0,1.0,0.0,0.0,0.0,203.0,997.0,4.91,3.0,76.0,52.0,490.0,9.42,1.0,2.0,2.0,4,0.0,0.0,169.0,220.7,30.02221399786054,0.0,1.1547005383792517,0.0,0.0,0.0,234.40420929098806,1151.236436764114,5.669579643442125,3.464101615137755,87.75724091682312,60.04442799572108,565.8032638058332,10.87727907153255,1.1547005383792517,2.3094010767585034,2.3094010767585034,4.618802153517007,0.0,0.0,195.14439098609353,254.84240882030082
Chris Johnson,TEN,RB,26,16,16,0.0,0.0,0.0,0.0,0.0,262.0,1047.0,4.0,4.0,79.0,57.0,418.0,7.33,0.0,3.0,1.0,4,0.0,0.0,169.0,225.5,26.0,0.0,0.0,0.0,0.0,0.0,262.0,1047.0,4.0,4.0,79.0,57.0,418.0,7.33,0.0,3.0,1.0,4.0,0.0,0.0,169.0,225.5
Beanie Wells,ARI,RB,23,14,14,0.0,0.0,0.0,0.0,0.0,245.0,1047.0,4.27,10.0,16.0,10.0,52.0,5.2,0.0,4.0,2.0,10,0.0,0.0,166.0,175.9,24.588034255943043,0.0,0.0,0.0,0.0,0.0,261.9160170741759,1119.2900811292334,4.564822011864208,10.690449676496975,17.10471948239516,10.690449676496975,55.59033831778427,5.559033831778428,0.0,4.27617987059879,2.138089935299395,10.690449676496975,0.0,0.0,177.4614646298498,188.0450098095818
Antonio Brown,PIT,WR,23,16,3,0.0,0.0,0.0,0.0,0.0,7.0,41.0,5.86,0.0,124.0,69.0,1108.0,16.06,2.0,0.0,0.0,3,0.0,0.0,133.0,201.9,23.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,5.86,0.0,124.0,69.0,1108.0,16.06,2.0,0.0,0.0,3.0,0.0,0.0,133.0,201.9
Vernon Davis,SFO,TE,27,16,16,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,-2.5,0.0,95.0,67.0,792.0,11.82,6.0,3.0,1.0,6,0.0,0.0,113.0,179.7,27.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,-2.5,0.0,95.0,67.0,792.0,11.82,6.0,3.0,1.0,6.0,0.0,0.0,113.0,179.7
Brent Celek,PHI,TE,26,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,62.0,811.0,13.08,5.0,0.0,0.0,5,0.0,0.0,111.0,173.1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,62.0,811.0,13.08,5.0,0.0,0.0,5.0,0.0,0.0,111.0,173.1
Shonn Greene,NYJ,RB,26,16,15,0.0,0.0,0.0,0.0,0.0,253.0,1054.0,4.17,6.0,41.0,30.0,211.0,7.03,0.0,1.0,0.0,6,0.0,0.0,163.0,192.5,26.0,0.0,0.0,0.0,0.0,0.0,253.0,1054.0,4.17,6.0,41.0,30.0,211.0,7.03,0.0,1.0,0.0,6.0,0.0,0.0,163.0,192.5
Mark Sanchez,NYJ,QB,25,16,16,308.0,543.0,3474.0,26.0,18.0,37.0,103.0,2.78,6.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6,0.0,0.0,237.0,237.3,25.0,308.0,543.0,3474.0,26.0,18.0,37.0,103.0,2.78,6.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,237.0,237.3
Torrey Smith,BAL,WR,22,16,14,0.0,0.0,0.0,0.0,0.0,4.0,39.0,9.75,0.0,95.0,50.0,841.0,16.82,7.0,1.0,0.0,7,0.0,0.0,130.0,180.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,9.75,0.0,95.0,50.0,841.0,16.82,7.0,1.0,0.0,7.0,0.0,0.0,130.0,180.0
Pierre Garcon,IND,WR,25,16,16,0.0,0.0,0.0,0.0,0.0,4.0,28.0,7.0,0.0,134.0,70.0,947.0,13.53,6.0,2.0,2.0,6,0.0,0.0,130.0,199.5,25.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,7.0,0.0,134.0,70.0,947.0,13.53,6.0,2.0,2.0,6.0,0.0,0.0,130.0,199.5
Dustin Keller,NYJ,TE,27,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,65.0,815.0,12.54,5.0,1.0,1.0,5,0.0,0.0,110.0,174.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,65.0,815.0,12.54,5.0,1.0,1.0,5.0,0.0,0.0,110.0,174.5
