,rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
222,223,Harvey Williams,KAN,RB,25,14,0,0,0,0,0,0,78,262,3.36,1,7.0,5,24,4.8,0,1.0,,1,,,34.0,38.6,42.1,36.1,,78,
223,224,Vince Evans,RAI,QB,37,5,0,29,53,372,4,3,11,79,7.18,0,,0,0,,0,1.0,,0,,,32.0,31.8,38.3,34.8,,39,
224,225,Keith Jennings,CHI,TE,26,16,14,0,0,0,0,0,0,0,,0,33.0,23,264,11.48,1,0.0,,1,,,32.0,55.4,58.4,43.9,,22,
225,226,David Klingler,CIN,QB,23,4,4,47,98,530,3,2,11,53,4.82,0,,0,0,,0,3.0,,0,,,32.0,31.5,38.0,33.5,,40,
226,227,Brian Blades,SEA,WR,27,6,5,0,0,0,0,0,1,5,5.0,0,32.0,19,256,13.47,1,1.0,,1,,,31.0,50.1,53.6,40.6,,86,
227,228,Steve DeBerg,TAM,QB,38,6,2,76,125,710,3,4,3,3,1.0,0,,0,0,,0,2.0,,0,,,31.0,30.7,38.7,34.7,,41,
228,229,Mark Green,CHI,RB,25,15,0,0,0,0,0,0,23,107,4.65,2,9.0,7,85,12.14,0,0.0,,2,,,31.0,38.2,41.2,34.7,,80,
229,230,Freeman McNeil,NYJ,RB,33,12,1,0,0,0,0,0,43,170,3.95,0,25.0,16,154,9.63,0,1.0,,0,,,31.0,47.4,53.9,39.4,,79,
230,231,Craig Thompson,CIN,TE,23,16,3,0,0,0,0,0,0,0,,0,28.0,19,194,10.21,2,0.0,,2,,,31.0,50.4,53.4,40.9,,23,
231,232,Odessa Turner,SFO,WR,28,16,0,0,0,0,0,0,0,0,,0,17.0,9,200,22.22,2,1.0,,2,,,31.0,40.0,43.5,35.5,,87,
232,233,Pat Chaffey,NYJ,RB,25,14,0,0,0,0,0,0,27,186,6.89,1,12.0,7,56,8.0,0,0.0,,1,,,30.0,37.2,40.2,33.7,,81,
233,234,Joe Johnson,MIN,WR,30,15,6,0,0,0,0,0,4,26,6.5,0,44.0,21,211,10.05,1,0.0,,1,,,30.0,50.7,53.7,40.2,,88,
234,235,Erik Kramer,DET,QB,28,7,3,58,106,771,4,8,12,34,2.83,0,,0,0,,0,4.0,,0,,,30.0,30.2,43.2,38.2,,43,
235,236,Tommy Maddox,DEN,QB,21,13,4,66,121,757,5,9,9,20,2.22,0,,0,0,,0,4.0,,0,,,30.0,30.3,44.3,39.3,,42,
236,237,Edgar Bennett,GNB,RB,23,16,2,0,0,0,0,0,61,214,3.51,0,14.0,13,93,7.15,0,2.0,,0,,,29.0,41.7,45.7,35.2,,84,
237,238,Robert Delpino,RAM,RB,27,10,4,0,0,0,0,0,32,115,3.59,0,30.0,18,139,7.72,1,2.0,,1,,,29.0,47.4,54.4,38.4,,82,
238,239,Keith Henderson,2TM,RB,26,15,0,1,1,36,1,0,44,150,3.41,1,10.0,5,64,12.8,0,4.0,,1,,,29.0,33.8,38.8,31.3,,83,
239,240,Peter Tom Willis,CHI,QB,25,9,2,54,92,716,4,8,1,2,2.0,0,,0,0,,0,0.0,,0,,,29.0,28.8,39.8,36.8,,44,
240,241,Alexander Wright,2TM,WR,25,13,1,0,0,0,0,0,0,0,,0,24.0,12,175,14.58,2,1.0,,2,,,29.0,40.5,44.0,34.5,,89,
241,242,Sam Graddy,RAI,WR,28,7,1,0,0,0,0,0,0,0,,0,21.0,10,205,20.5,1,0.0,,1,,,27.0,36.5,39.5,31.5,,91,
242,243,Eric Green,PIT,TE,25,7,3,0,0,0,0,0,0,0,,0,24.0,14,152,10.86,2,0.0,,2,,,27.0,41.2,44.2,34.2,,24,
243,244,Fred Jones,KAN,WR,25,14,4,0,0,0,0,0,0,0,,0,34.0,18,265,14.72,0,0.0,,0,,,27.0,44.5,47.5,35.5,,92,
244,245,Johnny Mitchell,NYJ,TE,21,11,3,0,0,0,0,0,0,0,,0,29.0,16,210,13.13,1,0.0,,1,,,27.0,43.0,46.0,35.0,,25,
245,246,Cedric Tillman,DEN,WR,22,9,1,0,0,0,0,0,0,0,,0,18.0,12,211,17.58,1,0.0,,1,,,27.0,39.1,42.1,33.1,,90,
246,247,Bubby Brister,PIT,QB,30,6,4,63,116,719,2,5,10,16,1.6,0,,0,0,,0,2.0,,0,,,26.0,26.4,35.4,31.4,,45,
247,248,Aaron Cox,RAM,WR,27,10,4,0,0,0,0,0,0,0,,0,25.0,18,261,14.5,0,0.0,,0,,,26.0,44.1,47.1,35.1,,93,
248,249,Donald Hollas,CIN,QB,25,10,1,35,58,335,2,0,20,109,5.45,0,,0,0,,0,6.0,,0,,,26.0,26.3,35.3,26.3,,46,
249,250,Brian Brennan,2TM,WR,30,15,0,0,0,0,0,0,0,0,,0,32.0,19,188,9.89,1,0.0,,1,,,25.0,43.8,46.8,34.3,,94,
250,251,Scott Zolak,NWE,QB,25,6,4,52,100,561,2,4,18,71,3.94,0,,0,0,,0,5.0,,0,,,25.0,24.5,34.0,28.5,,47,
251,252,Steve Bono,SFO,QB,30,16,0,36,56,463,2,2,15,23,1.53,0,,0,0,,0,2.0,,0,,,23.0,22.8,28.8,24.8,,48,
252,253,Keith Cash,KAN,TE,23,15,8,0,0,0,0,0,0,0,,0,15.0,12,113,9.42,2,0.0,,2,,,23.0,35.3,38.3,29.3,,26,
253,254,Andrew Glover,RAI,TE,25,16,2,0,0,0,0,0,0,0,,0,22.0,15,178,11.87,1,1.0,,1,,,23.0,37.8,41.3,30.3,,27,
254,255,Tom Hodson,NWE,QB,25,9,3,50,91,496,2,2,5,11,2.2,0,1.0,1,-6,-6.0,0,2.0,,0,,,22.0,23.3,29.3,24.8,,49,
255,256,Reggie Rembert,CIN,WR,26,9,4,0,0,0,0,0,0,0,,0,37.0,19,219,11.53,0,0.0,,0,,,22.0,40.9,43.9,31.4,,95,
256,257,Kelly Stouffer,SEA,QB,28,9,7,92,190,900,3,9,9,37,4.11,0,,0,0,,0,12.0,,0,,,22.0,21.7,39.7,30.7,,50,
257,258,Charles Arbuckle,IND,TE,24,16,3,0,0,0,0,0,0,0,,0,18.0,13,152,11.69,1,0.0,,1,,,21.0,34.2,37.2,27.7,,28,
258,259,Jeff Campbell,DET,WR,24,12,2,0,0,0,0,0,0,0,,0,12.0,8,155,19.38,1,1.0,,1,,,21.0,28.5,32.0,24.5,,97,
259,260,Anthony Edwards,PHO,WR,26,16,0,0,0,0,0,0,0,0,,0,30.0,14,147,10.5,1,0.0,,1,,,21.0,34.7,37.7,27.7,,96,
260,261,Tony Hargain,KAN,WR,25,12,0,0,0,0,0,0,0,0,,0,29.0,17,205,12.06,0,0.0,,0,,,21.0,37.5,40.5,29.0,,98,
261,262,Reggie Johnson,DEN,TE,24,15,7,0,0,0,0,0,2,7,3.5,0,11.0,10,139,13.9,1,0.0,,1,,,21.0,30.6,33.6,25.6,,29,
262,263,Curvin Richards,DAL,RB,24,9,0,0,0,0,0,0,49,176,3.59,1,3.0,3,8,2.67,0,3.0,,1,,,21.0,24.4,28.9,22.9,,85,
263,264,Tyji Armstrong,TAM,TE,22,15,7,0,0,0,0,0,0,0,,0,14.0,7,138,19.71,1,0.0,,1,,,20.0,26.8,29.8,23.3,,30,
264,265,Pat Beach,PHI,TE,33,16,7,0,0,0,0,0,0,0,,0,13.0,8,75,9.38,2,0.0,,2,,,20.0,27.5,27.5,23.5,,32,
265,266,Robert Brooks,GNB,WR,22,16,1,0,0,0,0,0,2,14,7.0,0,21.0,12,126,10.5,1,0.0,,1,,,20.0,32.0,35.0,26.0,,99,
266,267,Charles Davenport,PIT,WR,24,15,1,0,0,0,0,0,0,0,,0,17.0,9,136,15.11,0,0.0,,1,,,20.0,28.6,31.6,24.1,,101,
267,268,Jonathan Hayes,KAN,TE,30,16,16,0,0,0,0,0,0,0,,0,15.0,9,77,8.56,2,0.0,,2,,,20.0,28.7,28.7,24.2,,31,
268,269,Tony Jones,ATL,WR,27,10,4,0,0,0,0,0,0,0,,0,30.0,14,138,9.86,1,0.0,,1,,,20.0,33.8,36.8,26.8,,100,
269,270,Vai Sikahema,PHI,RB,30,16,0,0,0,0,0,0,2,2,1.0,0,20.0,13,142,10.92,0,0.0,,1,,,20.0,33.4,36.4,26.9,,86,
270,271,Rob Carpenter,NYJ,WR,24,16,0,0,1,0,0,0,1,2,2.0,0,25.0,13,161,12.38,1,3.0,,1,,,19.0,32.3,36.8,25.8,,102,
271,272,James Jones,SEA,RB,31,16,1,0,0,0,0,0,0,0,,0,38.0,21,190,9.05,0,0.0,,0,,,19.0,40.0,43.0,29.5,,88,
272,273,Fred McAfee,NOR,RB,24,14,1,0,0,0,0,0,39,114,2.92,1,1.0,1,16,16.0,0,0.0,,1,,,19.0,20.0,23.0,19.5,,89,
273,274,Todd Philcox,CLE,QB,26,2,1,13,27,217,3,1,0,0,,0,,0,0,,0,0.0,,0,,,19.0,18.7,19.7,19.7,,51,
274,275,Kevin Turner,NWE,RB,23,16,1,0,0,0,0,0,10,40,4.0,0,11.0,7,52,7.43,2,2.0,,2,,,19.0,26.2,27.2,22.7,,87,
275,276,Ken Clark,IND,TE,26,13,2,0,0,0,0,0,40,134,3.35,0,8.0,5,46,9.2,0,0.0,,0,,,18.0,23.0,26.0,20.5,,33,
276,277,Sanjay Beach,GNB,WR,26,16,11,0,0,0,0,0,0,0,,0,35.0,17,122,7.18,1,1.0,,1,,,17.0,34.2,37.7,25.7,,103,
277,278,Kent Graham,NYG,QB,24,6,3,42,97,470,1,4,6,36,6.0,0,,0,0,,0,1.0,,0,,,17.0,17.4,24.9,21.4,,52,
278,279,Pete Holohan,CLE,TE,33,9,1,0,0,0,0,0,0,0,,0,25.0,20,170,8.5,0,0.0,,0,,,17.0,37.0,40.0,27.0,,34,
279,280,Hoby Brenner,NOR,TE,33,15,13,0,0,0,0,0,0,0,,0,24.0,12,161,13.42,0,0.0,,0,,,16.0,28.1,31.1,22.1,,35,
280,281,Joe Montana,SFO,QB,36,1,0,15,21,126,2,0,3,28,9.33,0,,0,0,,0,0.0,,0,,,16.0,15.8,15.8,15.8,,53,
281,282,Mark Boyer,NYJ,TE,30,16,16,0,0,0,0,0,0,0,,0,33.0,19,149,7.84,0,0.0,,0,,,15.0,33.9,36.9,24.4,,37,
282,283,Gary Brown,HOU,RB,23,16,0,0,0,0,0,0,19,87,4.58,1,2.0,1,5,5.0,0,0.0,,1,,,15.0,16.2,16.2,15.7,,90,
283,284,Ferrell Edmunds,MIA,TE,27,10,5,0,0,0,0,0,0,0,,0,17.0,10,91,9.1,1,0.0,,1,,,15.0,25.1,25.1,20.1,,36,
284,285,Tim Jorden,PIT,TE,26,15,4,0,0,0,0,0,0,0,,0,9.0,6,28,4.67,2,0.0,,2,,,15.0,20.8,20.8,17.8,,38,
285,286,Scott Lockwood,NWE,RB,24,4,0,0,0,0,0,0,35,162,4.63,0,1.0,0,0,,0,1.0,,0,,,15.0,15.2,18.7,15.2,,91,
286,287,Stanford Jennings,TAM,RB,30,11,0,0,0,0,0,0,5,25,5.0,0,16.0,9,69,7.67,1,1.0,,1,,,14.0,23.4,23.9,18.9,,92,
287,288,Brad Lamb,BUF,WR,25,7,0,0,0,0,0,0,0,0,,0,12.0,7,139,19.86,0,0.0,,0,,,14.0,20.9,23.9,17.4,,106,
288,289,Don Majkowski,GNB,QB,28,14,3,38,55,271,2,2,8,33,4.13,0,,0,0,,0,4.0,,0,,,14.0,14.1,18.1,16.1,,54,
289,290,Aubrey Matthews,DET,WR,30,13,0,0,0,0,0,0,0,0,,0,17.0,9,137,15.22,0,0.0,,0,,,14.0,22.7,25.7,18.2,,107,
290,291,Jake Reed,MIN,WR,25,16,0,0,0,0,0,0,0,0,,0,14.0,6,142,23.67,0,0.0,,0,,,14.0,20.2,23.2,17.2,,104,
291,292,Derek Russell,DEN,WR,23,12,6,0,0,0,0,0,0,0,,0,26.0,12,140,11.67,0,0.0,,0,,,14.0,26.0,29.0,20.0,,105,
292,293,Clarence Verdin,IND,WR,29,16,1,0,0,0,0,0,0,0,,0,11.0,3,37,12.33,0,2.0,,2,,,14.0,16.7,17.7,15.2,,108,
293,294,Frank Wainright,NOR,TE,25,13,4,0,0,0,0,0,0,0,,0,15.0,9,143,15.89,0,0.0,,0,,,14.0,23.3,26.3,18.8,,39,
294,295,Reggie Barrett,DET,WR,23,8,6,0,0,0,0,0,0,0,,0,8.0,4,67,16.75,1,0.0,,1,,,13.0,16.7,16.7,14.7,,110,
295,296,Paul Green,SEA,TE,26,4,4,0,0,0,0,0,0,0,,0,13.0,9,67,7.44,1,0.0,,1,,,13.0,21.7,21.7,17.2,,40,
296,297,Ron Lewis,2TM,WR,24,11,4,0,0,0,0,0,0,0,,0,30.0,13,152,11.69,0,2.0,,0,,,13.0,26.2,30.2,19.7,,109,
297,298,Jim McMahon,PHI,QB,33,4,1,22,43,279,1,2,6,23,3.83,0,,0,0,,0,0.0,,0,,,13.0,13.5,15.5,15.5,,55,
298,299,Anthony Thompson,2TM,RB,25,8,0,0,0,0,0,0,19,65,3.42,1,6.0,5,11,2.2,0,1.0,,1,,,13.0,17.6,18.1,15.1,,93,
299,300,Robb Thomas,SEA,WR,26,15,0,0,0,0,0,0,1,-1,-1.0,0,21.0,11,136,12.36,0,1.0,,0,,,13.0,23.5,27.0,18.0,,111,
300,301,Mike Tice,MIN,TE,33,12,9,0,0,0,0,0,0,0,,0,6.0,5,65,13.0,1,0.0,,1,,,13.0,17.5,17.5,15.0,,42,
301,302,Jamie Williams,SFO,TE,32,16,1,0,0,0,0,0,0,0,,0,14.0,7,76,10.86,1,1.0,,1,,,13.0,19.6,20.1,16.1,,41,
302,303,Mike Farr,DET,WR,25,14,9,0,0,0,0,0,0,0,,0,21.0,15,115,7.67,0,0.0,,0,,,12.0,26.5,29.5,19.0,,116,
303,304,Mervyn Fernandez,RAI,WR,33,15,1,0,0,0,0,0,0,0,,0,21.0,9,121,13.44,0,0.0,,0,,,12.0,21.1,24.1,16.6,,113,
304,305,Scott Galbraith,CLE,TE,25,14,2,0,0,0,0,0,0,0,,0,6.0,4,63,15.75,1,0.0,,1,,,12.0,16.3,16.3,14.3,,43,
305,306,Dennis Gentry,CHI,WR,33,15,1,0,0,0,0,0,5,2,0.4,0,30.0,12,114,9.5,0,0.0,,0,,,12.0,23.6,26.6,17.6,,115,
306,307,Todd Kinchen,RAM,,23,14,0,0,0,0,0,0,0,0,,0,2.0,0,0,,0,0.0,,2,,,12.0,12.0,12.0,12.0,,114,
307,308,Marc Logan,SFO,RB,27,16,1,0,0,0,0,0,8,44,5.5,1,2.0,2,17,8.5,0,0.0,,1,,,12.0,14.1,14.1,13.1,,94,
308,309,Brian Mitchell,WAS,RB,24,16,0,0,1,0,0,0,6,70,11.67,0,4.0,3,30,10.0,0,4.0,,1,,,12.0,15.0,17.0,13.5,,95,
309,310,Kitrick Taylor,GNB,WR,28,10,0,0,0,0,0,0,0,0,,0,5.0,2,63,31.5,1,0.0,,1,,,12.0,14.3,14.3,13.3,,112,
310,311,Dexter Carter,SFO,RB,25,3,0,0,0,0,0,0,4,9,2.25,0,2.0,1,43,43.0,1,0.0,,1,,,11.0,12.2,12.2,11.7,,97,
311,312,Roy Green,PHI,WR,35,9,0,0,0,0,0,0,0,0,,0,13.0,8,105,13.13,0,0.0,,0,,,11.0,18.5,21.5,14.5,,117,
312,313,Erric Pegram,ATL,RB,23,16,1,0,0,0,0,0,21,89,4.24,0,3.0,2,25,12.5,0,0.0,,0,,,11.0,13.4,13.4,12.4,,96,
313,314,David Daniels,SEA,WR,23,13,1,0,0,0,0,0,0,0,,0,11.0,5,99,19.8,0,0.0,,0,,,10.0,14.9,14.9,12.4,,119,
314,315,Keith McKeller,BUF,WR,28,11,8,0,0,0,0,0,0,0,,0,16.0,14,110,7.86,0,1.0,,0,,,10.0,24.0,27.5,17.0,,118,
315,316,Emile Harry,2TM,WR,29,11,0,0,0,0,0,0,1,27,27.0,0,9.0,6,58,9.67,0,0.0,,0,,,9.0,14.5,14.5,11.5,,121,
316,317,Ron Heller,SEA,TE,29,16,11,0,0,0,0,0,0,0,,0,28.0,12,85,7.08,0,0.0,,0,,,9.0,20.5,20.5,14.5,,44,
317,318,Mark Herrmann,IND,QB,33,1,1,15,24,177,1,1,3,-2,-0.67,0,,0,0,,0,0.0,,0,,,9.0,8.9,9.9,9.9,,56,
318,319,Trey Junkin,SEA,TE,31,16,1,0,0,0,0,0,0,0,,0,4.0,3,25,8.33,1,0.0,,1,,,9.0,11.5,11.5,10.0,,45,
319,320,Jason Phillips,ATL,WR,26,12,0,0,0,0,0,0,0,0,,0,9.0,4,26,6.5,1,0.0,,1,,,9.0,12.6,12.6,10.6,,120,
320,321,Sammie Smith,DEN,RB,25,3,1,0,0,0,0,0,23,94,4.09,0,,0,0,,0,0.0,,0,,,9.0,9.4,9.4,9.4,,98,
321,322,Milt Stegall,CIN,WR,22,16,0,0,0,0,0,0,0,0,,0,7.0,3,35,11.67,1,1.0,,1,,,9.0,11.5,12.0,10.0,,122,
322,323,Greg Baty,MIA,TE,28,16,0,0,0,0,0,0,0,0,,0,5.0,3,19,6.33,1,0.0,,1,,,8.0,10.9,10.9,9.4,,46,
323,324,Jeff Carlson,NWE,QB,26,3,2,18,49,232,1,3,11,32,2.91,0,,0,0,,0,2.0,,0,,,8.0,8.5,12.5,11.5,,57,
324,325,Desmond Howard,WAS,WR,22,16,1,0,0,0,0,0,3,14,4.67,0,4.0,3,20,6.67,0,1.0,,1,,,8.0,11.4,11.9,9.9,,123,
325,326,Rueben Mayes,SEA,RB,29,16,0,0,0,0,0,0,28,74,2.64,0,5.0,2,13,6.5,0,1.0,,0,,,8.0,9.7,10.2,8.7,,100,
326,327,Buford McGee,GNB,RB,32,4,3,0,0,0,0,0,8,19,2.38,0,8.0,6,60,10.0,0,0.0,,0,,,8.0,13.9,13.9,10.9,,99,
327,328,Travis McNeal,RAM,TE,25,12,0,0,0,0,0,0,0,0,,0,6.0,4,79,19.75,0,0.0,,0,,,8.0,11.9,11.9,9.9,,47,
328,329,Doug Thomas,SEA,WR,23,12,4,0,0,0,0,0,3,7,2.33,0,30.0,8,85,10.63,0,1.0,,0,,,8.0,16.2,16.7,12.2,,124,
329,330,Tommie Agee,DAL,RB,28,16,0,0,0,0,0,0,16,54,3.38,0,4.0,3,18,6.0,0,0.0,,0,,,7.0,10.2,10.2,8.7,,101,
330,331,Johnny Hector,NYJ,RB,32,5,1,0,0,0,0,0,24,67,2.79,0,3.0,2,13,6.5,0,1.0,,0,,,7.0,9.0,9.5,8.0,,102,
331,332,John Jackson,PHO,WR,25,6,0,0,0,0,0,0,0,0,,0,1.0,1,5,5.0,1,0.0,,1,,,7.0,7.5,7.5,7.0,,125,
332,333,Jim Riggs,CIN,TE,29,12,2,0,0,0,0,0,0,0,,0,25.0,11,70,6.36,0,0.0,,0,,,7.0,18.0,18.0,12.5,,48,
333,334,Ron Wolfley,CLE,RB,30,15,0,0,0,0,0,0,1,2,2.0,0,4.0,2,8,4.0,1,0.0,,1,,,7.0,9.0,9.0,8.0,,103,
334,335,Kimble Anders,KAN,RB,26,11,2,0,0,0,0,0,1,1,1.0,0,13.0,5,65,13.0,0,1.0,,0,,,6.0,10.6,11.1,8.1,,106,
335,336,A.B. Brown,NYJ,RB,27,7,1,0,0,0,0,0,24,42,1.75,0,6.0,4,30,7.5,0,1.0,,0,,,6.0,10.2,10.7,8.2,,104,
336,337,Robert Clark,MIA,WR,27,3,0,0,0,0,0,0,0,0,,0,4.0,3,59,19.67,0,0.0,,0,,,6.0,8.9,8.9,7.4,,127,
337,338,Eddie Fuller,BUF,RB,24,8,0,0,0,0,0,0,6,39,6.5,0,5.0,2,17,8.5,0,0.0,,0,,,6.0,7.6,7.6,6.6,,107,
338,339,Sam Gash,NWE,RB,23,15,0,0,0,0,0,0,5,7,1.4,1,2.0,0,0,,0,1.0,,1,,,6.0,5.7,6.2,5.7,,105,
339,340,Clarence Kay,DEN,TE,31,16,13,0,0,0,0,0,0,0,,0,14.0,7,56,8.0,0,0.0,,0,,,6.0,12.6,12.6,9.1,,51,
340,341,Brent Novoselsky,MIN,TE,26,16,1,0,0,0,0,0,0,0,,0,4.0,4,63,15.75,0,0.0,,0,,,6.0,10.3,10.3,8.3,,50,
341,342,Butch Rolle,PHO,TE,28,16,14,0,0,0,0,0,0,0,,0,22.0,13,64,4.92,0,0.0,,0,,,6.0,19.4,19.4,12.9,,49,
342,343,Rico Smith,CLE,WR,23,10,1,0,0,0,0,0,0,0,,0,8.0,5,64,12.8,0,0.0,,0,,,6.0,11.4,11.4,8.9,,126,
343,344,Troy Stradford,2TM,RB,28,8,0,0,0,0,0,0,12,41,3.42,0,2.0,2,15,7.5,0,0.0,,0,,,6.0,7.6,7.6,6.6,,108,
344,345,Eric Wright,CHI,WR,23,13,0,0,0,0,0,0,0,0,,0,8.0,5,56,11.2,0,0.0,,0,,,6.0,10.6,10.6,8.1,,128,
345,346,Randy Baldwin,CLE,RB,25,15,0,0,0,0,0,0,10,31,3.1,0,2.0,2,30,15.0,0,1.0,,0,,,5.0,7.1,7.6,6.1,,109,
346,347,Kelly Blackwell,CHI,TE,23,16,2,0,0,0,0,0,0,0,,0,12.0,5,54,10.8,0,0.0,,0,,,5.0,10.4,10.4,7.9,,52,
347,348,Craig Erickson,TAM,QB,23,6,0,15,26,121,0,0,1,-1,-1.0,0,,0,0,,0,0.0,,0,,,5.0,4.7,4.7,4.7,,58,
348,349,Robert Green,WAS,RB,22,15,0,0,0,0,0,0,8,46,5.75,0,1.0,1,5,5.0,0,0.0,,0,,,5.0,6.1,6.1,5.6,,110,
349,350,Alonzo Highsmith,TAM,RB,27,5,2,0,0,0,0,0,8,23,2.88,0,5.0,5,28,5.6,0,0.0,,0,,,5.0,10.1,10.1,7.6,,111,
350,351,Ron Middleton,WAS,TE,27,16,12,0,0,0,0,0,0,0,,0,11.0,7,50,7.14,0,0.0,,0,,,5.0,12.0,12.0,8.5,,53,
351,352,James Saxon,MIA,RB,26,16,0,0,0,0,0,0,4,7,1.75,0,6.0,5,41,8.2,0,0.0,,0,,,5.0,9.8,9.8,7.3,,112,
352,353,George Thomas,2TM,WR,28,10,2,0,0,0,0,0,0,0,,0,13.0,6,54,9.0,0,0.0,,0,,,5.0,11.4,11.4,8.4,,129,
353,354,Duane Young,SDG,TE,24,16,14,0,0,0,0,0,0,0,,0,7.0,4,45,11.25,0,0.0,,0,,,5.0,8.5,8.5,6.5,,54,
354,355,Cary Conklin,WAS,QB,24,1,0,2,2,16,1,0,3,-4,-1.33,0,,0,0,,0,0.0,,0,,,4.0,4.2,4.2,4.2,,60,
355,356,Mark Didio,PIT,WR,23,2,0,0,0,0,0,0,0,0,,0,4.0,3,39,13.0,0,0.0,,0,,,4.0,6.9,6.9,5.4,,131,
356,357,Floyd Dixon,PHI,WR,28,7,0,0,0,0,0,0,0,0,,0,5.0,3,36,12.0,0,0.0,,0,,,4.0,6.6,6.6,5.1,,132,
357,358,Shawn Moore,DEN,QB,24,3,0,17,34,232,0,3,8,39,4.88,0,,0,0,,0,3.0,,0,,,4.0,4.2,8.7,7.2,,61,
358,359,Ron Morris,CHI,WR,28,4,0,0,0,0,0,0,0,0,,0,10.0,4,44,11.0,0,0.0,,0,,,4.0,8.4,8.4,6.4,,130,
359,360,Alfredo Roberts,DAL,TE,27,16,4,0,0,0,0,0,0,0,,0,7.0,3,36,12.0,0,0.0,,0,,,4.0,6.6,6.6,5.1,,55,
360,361,Timm Rosenbach,PHO,QB,26,8,3,49,92,483,0,6,9,11,1.22,0,,0,0,,0,4.0,,0,,,4.0,4.4,15.4,10.4,,59,
361,362,Joey Smith,NYG,WR,23,16,1,0,0,0,0,0,0,0,,0,9.0,3,45,15.0,0,1.0,,0,,,4.0,6.5,7.0,5.0,,133,
362,363,Warren Williams,PIT,RB,27,16,0,0,0,0,0,0,2,0,0.0,0,1.0,1,44,44.0,0,0.0,,0,,,4.0,5.4,5.4,4.9,,113,
363,364,Ottis Anderson,NYG,RB,35,13,0,0,0,0,0,0,10,31,3.1,0,,0,0,,0,0.0,,0,,,3.0,3.1,3.1,3.1,,115,
364,365,Robert Awalt,BUF,TE,28,14,1,0,0,0,0,0,0,0,,0,8.0,4,34,8.5,0,0.0,,0,,,3.0,7.4,7.4,5.4,,56,
365,366,Michael Barber,TAM,WR,25,2,0,0,0,0,0,0,0,0,,0,,1,32,32.0,0,0.0,,0,,,3.0,4.2,4.2,3.7,,136,
366,367,Steve Beuerlein,DAL,QB,27,16,0,12,18,152,0,1,4,-7,-1.75,0,,0,0,,0,0.0,,0,,,3.0,3.4,4.4,4.4,,62,
367,368,James Brooks,2TM,RB,34,6,2,0,0,0,0,0,18,44,2.44,0,6.0,2,-1,-0.5,0,1.0,,0,,,3.0,5.3,5.8,4.3,,114,
368,369,Derek Brown,NYG,TE,22,16,7,0,0,0,0,0,0,0,,0,6.0,4,31,7.75,0,0.0,,0,,,3.0,7.1,7.1,5.1,,58,
369,370,Shawn Collins,CLE,WR,25,9,2,0,0,0,0,0,0,0,,0,16.0,3,31,10.33,0,0.0,,0,,,3.0,6.1,6.1,4.6,,137,
370,371,Bob Gagliano,SDG,QB,34,5,1,19,42,258,0,3,3,-4,-1.33,0,,0,0,,0,1.0,,0,,,3.0,2.9,6.4,5.9,,64,
371,372,Scottie Graham,NYJ,RB,23,2,0,0,0,0,0,0,14,29,2.07,0,,0,0,,0,0.0,,0,,,3.0,2.9,2.9,2.9,,116,
372,373,Mike Hinnant,DET,TE,26,15,1,0,0,0,0,0,0,0,,0,4.0,3,28,9.33,0,0.0,,0,,,3.0,5.8,5.8,4.3,,61,
373,374,Jamie Holland,CLE,WR,28,4,3,0,0,0,0,0,0,0,,0,4.0,2,27,13.5,0,0.0,,0,,,3.0,4.7,4.7,3.7,,138,
374,375,Jimmie Johnson,DET,TE,26,16,5,0,0,0,0,0,0,0,,0,9.0,6,34,5.67,0,0.0,,0,,,3.0,9.4,9.4,6.4,,57,
375,376,Tracy Johnson,SEA,RB,26,16,0,0,0,0,0,0,3,26,8.67,0,1.0,0,0,,0,0.0,,0,,,3.0,2.6,2.6,2.6,,118,
376,377,David Jones,RAI,TE,24,16,0,0,0,0,0,0,0,0,,0,3.0,2,29,14.5,0,0.0,,0,,,3.0,4.9,4.9,3.9,,60,
377,378,James Milling,ATL,WR,27,5,0,0,0,0,0,0,0,0,,0,4.0,3,25,8.33,0,0.0,,0,,,3.0,5.5,5.5,4.0,,140,
378,379,Mike Pagel,RAM,QB,32,16,0,8,20,99,1,2,1,0,0.0,0,,0,0,,0,1.0,,0,,,3.0,3.0,5.5,5.0,,63,
379,380,Walter Reeves,PHO,TE,27,16,16,0,0,0,0,0,0,0,,0,10.0,6,28,4.67,0,0.0,,0,,,3.0,8.8,8.8,5.8,,62,
380,381,Steve Tasker,BUF,WR,30,15,2,0,0,0,0,0,1,9,9.0,0,6.0,2,24,12.0,0,0.0,,0,,,3.0,5.3,5.3,4.3,,134,
381,382,Lewis Tillman,NYG,RB,26,16,0,0,0,0,0,0,6,13,2.17,0,1.0,1,15,15.0,0,0.0,,0,,,3.0,3.8,3.8,3.3,,117,
382,383,Vernon Turner,RAM,WR,25,12,0,0,0,0,0,0,2,14,7.0,0,8.0,5,42,8.4,0,3.0,,0,,,3.0,7.6,9.1,5.1,,139,
