player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj,year
DeAndre Hopkins,HOU,WR,26,16,16,0,1,0,0,0,1,-7,-7.0,0,163,115,1572,13.67,11,2.0,2,11,0.0,0.0,219.0,333.5,26.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.0,-7.0,0.0,163.0,115.0,1572.0,13.67,11.0,2.0,2.0,11.0,0.0,0.0,219.0,333.5,2018
Julio Jones,ATL,WR,29,16,16,0,0,0,0,0,2,12,6.0,0,170,113,1677,14.84,8,2.0,2,8,0.0,0.0,213.0,325.9,29.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,170.0,113.0,1677.0,14.84,8.0,2.0,2.0,8.0,0.0,0.0,213.0,325.9,2018
Melvin Gordon,LAC,RB,25,12,12,0,0,0,0,0,175,885,5.06,10,66,50,490,9.8,4,1.0,0,14,2.0,0.0,226.0,275.5,28.86751345948129,0.0,0.0,0.0,0.0,0.0,202.07259421636903,1021.9099764656377,5.842784724199013,11.547005383792516,76.2102355330306,57.73502691896258,565.8032638058332,11.316065276116667,4.618802153517007,1.1547005383792517,0.0,16.165807537309522,2.3094010767585034,0.0,260.96232167371085,318.1199983234838,2018
James Conner,PIT,RB,23,13,12,0,0,0,0,0,215,973,4.53,12,71,55,497,9.04,1,4.0,2,13,2.0,0.0,225.0,280.0,25.516209026360542,0.0,0.0,0.0,0.0,0.0,238.52108437684853,1079.446581854296,5.025583777800576,13.3128047094055,78.76742786398253,61.01702158477521,551.3719950478778,10.028979547752142,1.1094003924504583,4.437601569801833,2.2188007849009166,14.422205101855958,2.2188007849009166,0.0,249.61508830135313,310.6321098861283,2018
Mike Evans,TAM,WR,25,16,16,0,0,0,0,0,0,0,0.0,0,138,86,1524,17.72,8,2.0,1,9,0.0,0.0,204.0,290.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,86.0,1524.0,17.72,8.0,2.0,1.0,9.0,0.0,0.0,204.0,290.4,2018
George Kittle,SFO,TE,25,16,16,0,0,0,0,0,1,10,10.0,0,136,88,1377,15.65,5,0.0,0,5,1.0,0.0,171.0,258.7,25.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,136.0,88.0,1377.0,15.65,5.0,0.0,0.0,5.0,1.0,0.0,171.0,258.7,2018
Zach Ertz,PHI,TE,28,16,16,0,0,0,0,0,0,0,0.0,0,156,116,1163,10.03,8,1.0,0,8,0.0,0.0,164.0,280.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,116.0,1163.0,10.03,8.0,1.0,0.0,8.0,0.0,0.0,164.0,280.3,2018
Adam Thielen,MIN,WR,28,16,16,0,0,0,0,0,5,30,6.0,0,153,113,1373,12.15,9,1.0,1,9,1.0,0.0,194.0,307.3,28.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,6.0,0.0,153.0,113.0,1373.0,12.15,9.0,1.0,1.0,9.0,1.0,0.0,194.0,307.3,2018
Michael Thomas,NOR,WR,25,16,16,0,0,0,0,0,0,0,0.0,0,147,125,1405,11.24,9,2.0,2,9,0.0,0.0,191.0,315.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,125.0,1405.0,11.24,9.0,2.0,2.0,9.0,0.0,0.0,191.0,315.5,2018
Eric Ebron,IND,TE,25,16,8,0,1,0,0,0,3,-8,-2.67,1,110,66,750,11.36,13,1.0,1,14,0.0,0.0,156.0,222.2,25.0,0.0,1.0,0.0,0.0,0.0,3.0,-8.0,-2.67,1.0,110.0,66.0,750.0,11.36,13.0,1.0,1.0,14.0,0.0,0.0,156.0,222.2,2018
Matt Ryan,ATL,QB,33,16,16,422,608,4924,35,7,33,125,3.79,3,1,1,5,5.0,1,10.0,5,4,0.0,2.0,354.0,355.0,33.0,422.0,608.0,4924.0,35.0,7.0,33.0,125.0,3.79,3.0,1.0,1.0,5.0,5.0,1.0,10.0,5.0,4.0,0.0,2.0,354.0,355.0,2018
JuJu Smith-Schuster,PIT,WR,22,16,13,0,0,0,0,0,1,13,13.0,0,166,111,1426,12.85,7,1.0,1,7,1.0,0.0,186.0,296.9,22.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,166.0,111.0,1426.0,12.85,7.0,1.0,1.0,7.0,1.0,0.0,186.0,296.9,2018
Kareem Hunt,KAN,RB,23,11,11,0,0,0,0,0,181,824,4.55,7,35,26,378,14.54,7,0.0,0,14,0.0,0.0,204.0,230.2,27.739043701154255,0.0,0.0,0.0,0.0,0.0,218.29421347430088,993.7813917283089,5.487506471315298,8.442317648177381,42.21158824088691,31.35717983608742,455.8851530015786,17.53589980064273,8.442317648177381,0.0,0.0,16.884635296354762,0.0,0.0,246.0332571754551,277.63164608720473,2018
Joe Mixon,CIN,RB,22,14,13,0,0,0,0,0,237,1168,4.93,8,55,43,296,6.88,1,0.0,0,9,0.0,0.0,200.0,243.4,23.518989288293348,0.0,0.0,0.0,0.0,0.0,253.36365733297833,1248.6445222148468,5.270391690513009,8.55235974119758,58.797473220733366,45.96893360893699,316.43731042431045,7.355029377429919,1.0690449676496976,0.0,0.0,9.621404708847278,0.0,0.0,213.8089935299395,260.2055451259364,2018
Robert Woods,LAR,WR,26,16,16,0,0,0,0,0,19,157,8.26,1,130,86,1219,14.17,6,0.0,0,7,0.0,0.0,180.0,265.6,26.0,0.0,0.0,0.0,0.0,0.0,19.0,157.0,8.26,1.0,130.0,86.0,1219.0,14.17,6.0,0.0,0.0,7.0,0.0,0.0,180.0,265.6,2018
David Johnson,ARI,RB,27,16,16,0,0,0,0,0,258,940,3.64,7,76,50,446,8.92,3,3.0,2,10,1.0,0.0,197.0,246.6,27.0,0.0,0.0,0.0,0.0,0.0,258.0,940.0,3.64,7.0,76.0,50.0,446.0,8.92,3.0,3.0,2.0,10.0,1.0,0.0,197.0,246.6,2018
Ben Roethlisberger,PIT,QB,36,16,16,452,675,5129,34,16,31,98,3.16,3,1,1,-1,-1.0,0,7.0,2,3,0.0,4.0,341.0,341.9,36.0,452.0,675.0,5129.0,34.0,16.0,31.0,98.0,3.16,3.0,1.0,1.0,-1.0,-1.0,0.0,7.0,2.0,3.0,0.0,4.0,341.0,341.9,2018
James White,NWE,RB,26,16,3,0,0,0,0,0,94,425,4.52,5,123,87,751,8.63,7,0.0,0,12,0.0,0.0,190.0,276.6,26.0,0.0,0.0,0.0,0.0,0.0,94.0,425.0,4.52,5.0,123.0,87.0,751.0,8.63,7.0,0.0,0.0,12.0,0.0,0.0,190.0,276.6,2018
Phillip Lindsay,DEN,RB,24,15,8,0,0,0,0,0,192,1037,5.4,9,47,35,241,6.89,1,0.0,0,10,0.0,0.0,188.0,222.8,24.78709341572747,0.0,0.0,0.0,0.0,0.0,198.29674732581975,1071.0089946712244,5.577096018538681,9.2951600308978,48.54139127246629,36.14784456460256,248.9037297162633,7.11596140143176,1.0327955589886444,0.0,0.0,10.327955589886445,0.0,0.0,194.16556508986517,230.10685054267,2018
Derrick Henry,TEN,RB,24,16,12,2,3,14,0,0,215,1059,4.93,12,18,15,99,6.6,0,1.0,1,12,0.0,0.0,186.0,201.4,24.0,2.0,3.0,14.0,0.0,0.0,215.0,1059.0,4.93,12.0,18.0,15.0,99.0,6.6,0.0,1.0,1.0,12.0,0.0,0.0,186.0,201.4,2018
Deshaun Watson,HOU,QB,23,16,16,345,505,4165,26,9,99,551,5.57,5,0,0,0,0.0,0,9.0,3,5,0.0,0.0,332.0,331.7,23.0,345.0,505.0,4165.0,26.0,9.0,99.0,551.0,5.57,5.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,0.0,0.0,332.0,331.7,2018
Tyler Lockett,SEA,WR,26,16,14,0,0,0,0,0,13,69,5.31,0,70,57,965,16.93,10,2.0,0,10,1.0,0.0,165.0,222.4,26.0,0.0,0.0,0.0,0.0,0.0,13.0,69.0,5.31,0.0,70.0,57.0,965.0,16.93,10.0,2.0,0.0,10.0,1.0,0.0,165.0,222.4,2018
Stefon Diggs,MIN,WR,25,15,14,0,0,0,0,0,10,62,6.2,0,149,102,1021,10.01,9,0.0,0,9,1.0,0.0,164.0,266.3,25.81988897471611,0.0,0.0,0.0,0.0,0.0,10.327955589886445,64.03332465729596,6.403332465729596,0.0,153.88653828930802,105.34514701684174,1054.484265727406,10.338283545476331,9.2951600308978,0.0,0.0,9.2951600308978,1.0327955589886444,0.0,169.3784716741377,275.03345735867606,2018
Brandin Cooks,LAR,WR,25,16,16,0,0,0,0,0,10,68,6.8,1,117,80,1204,15.05,5,1.0,0,6,0.0,0.0,163.0,243.2,25.0,0.0,0.0,0.0,0.0,0.0,10.0,68.0,6.8,1.0,117.0,80.0,1204.0,15.05,5.0,1.0,0.0,6.0,0.0,0.0,163.0,243.2,2018
Keenan Allen,LAC,WR,26,16,14,0,0,0,0,0,9,75,8.33,0,136,97,1196,12.33,6,3.0,1,6,1.0,0.0,163.0,260.1,26.0,0.0,0.0,0.0,0.0,0.0,9.0,75.0,8.33,0.0,136.0,97.0,1196.0,12.33,6.0,3.0,1.0,6.0,1.0,0.0,163.0,260.1,2018
T.Y. Hilton,IND,WR,29,14,14,0,0,0,0,0,0,0,0.0,0,120,76,1270,16.71,6,0.0,0,6,0.0,0.0,163.0,239.0,31.00230406184123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.2853961179637,81.24741754137702,1357.687108915116,17.863741409426446,6.4142698058981855,0.0,0.0,6.4142698058981855,0.0,0.0,174.2543297269007,255.5017472682777,2018
Chris Carson,SEA,RB,24,14,14,0,0,0,0,0,247,1151,4.66,9,24,20,163,8.15,0,3.0,2,9,0.0,0.0,181.0,201.4,25.657079223592742,0.0,0.0,0.0,0.0,0.0,264.0541070094753,1230.4707577648019,4.981749549247591,9.621404708847278,25.657079223592742,21.38089935299395,174.2543297269007,8.712716486345036,0.0,3.2071349029490928,2.138089935299395,9.621404708847278,0.0,0.0,193.49713914459525,215.3056564846491,2018
Andrew Luck,IND,QB,29,16,16,430,639,4593,39,15,46,148,3.22,0,2,1,4,4.0,0,6.0,1,0,0.0,2.0,327.0,327.9,29.0,430.0,639.0,4593.0,39.0,15.0,46.0,148.0,3.22,0.0,2.0,1.0,4.0,4.0,0.0,6.0,1.0,0.0,0.0,2.0,327.0,327.9,2018
Jared Cook,OAK,TE,31,16,14,0,0,0,0,0,0,0,0.0,0,101,68,896,13.18,6,0.0,0,6,0.0,0.0,126.0,193.6,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,68.0,896.0,13.18,6.0,0.0,0.0,6.0,0.0,0.0,126.0,193.6,2018
Nick Chubb,CLE,RB,23,16,9,0,0,0,0,0,192,996,5.19,8,29,20,149,7.45,2,0.0,0,10,0.0,0.0,175.0,194.5,23.0,0.0,0.0,0.0,0.0,0.0,192.0,996.0,5.19,8.0,29.0,20.0,149.0,7.45,2.0,0.0,0.0,10.0,0.0,0.0,175.0,194.5,2018
Odell Beckham Jr.,NYG,WR,26,12,12,2,2,106,2,0,5,19,3.8,0,124,77,1052,13.66,6,2.0,1,6,0.0,0.0,153.0,230.3,30.02221399786054,2.3094010767585034,2.3094010767585034,122.39825706820066,2.3094010767585034,0.0,5.773502691896258,21.93931022920578,4.387862045841156,0.0,143.1828667590272,88.91194145520237,1214.7449663749726,15.773209354260578,6.92820323027551,2.3094010767585034,1.1547005383792517,6.92820323027551,0.0,0.0,176.6691823720255,265.92753398874163,2018
Adrian Peterson,WAS,RB,33,16,16,0,0,0,0,0,251,1042,4.15,7,26,20,208,10.4,1,3.0,2,8,0.0,0.0,169.0,189.0,33.0,0.0,0.0,0.0,0.0,0.0,251.0,1042.0,4.15,7.0,26.0,20.0,208.0,10.4,1.0,3.0,2.0,8.0,0.0,0.0,169.0,189.0,2018
Aaron Rodgers,GNB,QB,35,16,16,372,597,4442,25,2,43,269,6.26,2,0,0,0,0.0,0,6.0,3,2,1.0,2.0,313.0,312.6,35.0,372.0,597.0,4442.0,25.0,2.0,43.0,269.0,6.26,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,2.0,313.0,312.6,2018
Tyler Boyd,CIN,WR,24,14,14,0,1,0,0,0,2,3,1.5,0,108,76,1028,13.53,7,0.0,0,7,0.0,0.0,145.0,221.1,25.657079223592742,0.0,1.0690449676496976,0.0,0.0,0.0,2.138089935299395,3.2071349029490928,1.6035674514745464,0.0,115.45685650616734,81.24741754137702,1098.978226743889,14.464178412300408,7.483314773547883,0.0,0.0,7.483314773547883,0.0,0.0,155.01152030920613,236.36584234734812,2018
Jared Goff,LAR,QB,24,16,16,364,561,4688,32,12,43,108,2.51,2,0,0,0,0.0,0,12.0,5,2,0.0,3.0,310.0,310.3,24.0,364.0,561.0,4688.0,32.0,12.0,43.0,108.0,2.51,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,3.0,310.0,310.3,2018
Tarik Cohen,CHI,RB,23,16,7,1,1,1,1,0,99,444,4.48,3,91,71,725,10.21,5,7.0,3,8,0.0,0.0,163.0,233.9,23.0,1.0,1.0,1.0,1.0,0.0,99.0,444.0,4.48,3.0,91.0,71.0,725.0,10.21,5.0,7.0,3.0,8.0,0.0,0.0,163.0,233.9,2018
Calvin Ridley,ATL,WR,24,16,5,0,0,0,0,0,6,27,4.5,0,92,64,821,12.83,10,2.0,1,10,0.0,0.0,143.0,206.8,24.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,4.5,0.0,92.0,64.0,821.0,12.83,10.0,2.0,1.0,10.0,0.0,0.0,143.0,206.8,2018
Tevin Coleman,ATL,RB,25,16,14,0,0,0,0,0,167,800,4.79,4,44,32,276,8.63,5,2.0,0,9,0.0,0.0,162.0,193.6,25.0,0.0,0.0,0.0,0.0,0.0,167.0,800.0,4.79,4.0,44.0,32.0,276.0,8.63,5.0,2.0,0.0,9.0,0.0,0.0,162.0,193.6,2018
Marlon Mack,IND,RB,22,12,10,0,0,0,0,0,195,908,4.66,9,26,17,103,6.06,1,2.0,2,10,2.0,0.0,161.0,178.1,25.403411844343534,0.0,0.0,0.0,0.0,0.0,225.16660498395407,1048.4680888483604,5.380904508847313,10.392304845413264,30.02221399786054,19.629909152447276,118.93415545306291,6.997485262578264,1.1547005383792517,2.3094010767585034,2.3094010767585034,11.547005383792516,2.3094010767585034,0.0,185.9067866790595,205.65216588534471,2018
Jordan Howard,CHI,RB,24,16,15,0,0,0,0,0,250,935,3.74,9,26,20,145,7.25,0,2.0,1,9,0.0,0.0,160.0,180.0,24.0,0.0,0.0,0.0,0.0,0.0,250.0,935.0,3.74,9.0,26.0,20.0,145.0,7.25,0.0,2.0,1.0,9.0,0.0,0.0,160.0,180.0,2018
Amari Cooper,2TM,WR,24,15,15,0,0,0,0,0,2,20,10.0,0,107,75,1005,13.4,7,2.0,2,7,0.0,0.0,141.0,215.5,24.78709341572747,0.0,0.0,0.0,0.0,0.0,2.065591117977289,20.65591117977289,10.327955589886445,0.0,110.50912481178496,77.45966692414834,1037.9595367835877,13.839460490447836,7.229568912920511,2.065591117977289,2.065591117977289,7.229568912920511,0.0,0.0,145.62417381739888,222.5674429620529,2018
Drew Brees,NOR,QB,39,15,15,364,489,3992,32,5,31,22,0.71,4,1,1,1,1.0,0,5.0,1,4,0.0,1.0,304.0,305.0,40.27902680055713,375.93758347186656,505.03702834544714,4122.919871482669,33.04945788763662,5.163977794943222,32.01666232864798,22.721502297750177,0.7332848468819375,4.131182235954578,1.0327955589886444,1.0327955589886444,1.0327955589886444,1.0327955589886444,0.0,5.163977794943222,1.0327955589886444,4.131182235954578,0.0,1.0327955589886444,313.9698499325479,315.00264549153655,2018
Mike Williams,LAC,WR,24,16,5,0,0,0,0,0,7,28,4.0,1,66,43,664,15.44,10,0.0,0,11,1.0,0.0,137.0,180.2,24.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,4.0,1.0,66.0,43.0,664.0,15.44,10.0,0.0,0.0,11.0,1.0,0.0,137.0,180.2,2018
Kenny Golladay,DET,WR,25,15,13,0,0,0,0,0,1,8,8.0,0,119,70,1063,15.19,5,1.0,0,5,0.0,0.0,137.0,207.1,25.81988897471611,0.0,0.0,0.0,0.0,0.0,1.0327955589886444,8.262364471909155,8.262364471909155,0.0,122.90267151964869,72.29568912920512,1097.861679204929,15.688164541037509,5.163977794943222,1.0327955589886444,0.0,5.163977794943222,0.0,0.0,141.4929915814443,213.89196026654827,2018
Jarvis Landry,CLE,WR,26,16,14,1,2,63,0,0,3,60,20.0,1,149,81,976,12.05,4,1.0,1,5,0.0,1.0,136.0,217.1,26.0,1.0,2.0,63.0,0.0,0.0,3.0,60.0,20.0,1.0,149.0,81.0,976.0,12.05,4.0,1.0,1.0,5.0,0.0,1.0,136.0,217.1,2018
Kenyan Drake,MIA,RB,24,16,7,0,0,0,0,0,120,535,4.46,4,73,53,477,9.0,5,2.0,1,9,0.0,0.0,153.0,206.2,24.0,0.0,0.0,0.0,0.0,0.0,120.0,535.0,4.46,4.0,73.0,53.0,477.0,9.0,5.0,2.0,1.0,9.0,0.0,0.0,153.0,206.2,2018
Julian Edelman,NWE,WR,32,12,12,2,2,43,0,0,9,107,11.89,0,108,74,850,11.49,6,1.0,0,6,0.0,0.0,133.0,207.4,36.950417228136054,2.3094010767585034,2.3094010767585034,49.652123150307816,0.0,0.0,10.392304845413264,123.55295760657992,13.729389401329302,0.0,124.70765814495917,85.44783984006462,981.4954576223638,13.267509185977602,6.92820323027551,1.1547005383792517,0.0,6.92820323027551,0.0,0.0,153.57517160444047,239.4848916598568,2018
Russell Wilson,SEA,QB,30,16,16,280,427,3448,35,7,67,376,5.61,0,1,1,-11,-11.0,0,10.0,2,0,0.0,1.0,298.0,299.4,30.0,280.0,427.0,3448.0,35.0,7.0,67.0,376.0,5.61,0.0,1.0,1.0,-11.0,-11.0,0.0,10.0,2.0,0.0,0.0,1.0,298.0,299.4,2018
Lamar Miller,HOU,RB,27,14,14,0,0,0,0,0,210,973,4.63,5,35,25,163,6.52,1,1.0,1,6,0.0,0.0,148.0,172.6,28.864214126541835,0.0,0.0,0.0,0.0,0.0,224.4994432064365,1040.1807535231558,4.9496782002180995,5.3452248382484875,37.416573867739416,26.726124191242437,174.2543297269007,6.970173189076028,1.0690449676496976,1.0690449676496976,1.0690449676496976,6.4142698058981855,0.0,0.0,158.21865521215523,184.51716141633779,2018
Emmanuel Sanders,DEN,WR,31,12,12,1,1,28,1,0,4,53,13.25,1,98,71,868,12.23,4,1.0,0,5,0.0,0.0,127.0,198.2,35.7957166897568,1.1547005383792517,1.1547005383792517,32.331615074619044,1.1547005383792517,0.0,4.618802153517007,61.19912853410033,15.299782133525083,1.1547005383792517,113.16065276116666,81.98373822492687,1002.2800673131903,14.121987584378248,4.618802153517007,1.1547005383792517,0.0,5.773502691896258,0.0,0.0,146.64696837416494,228.86164670676766,2018
Trey Burton,CHI,TE,27,16,16,0,0,0,0,0,1,2,2.0,0,76,54,569,10.54,6,1.0,1,6,1.0,0.0,93.0,147.1,27.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,76.0,54.0,569.0,10.54,6.0,1.0,1.0,6.0,1.0,0.0,93.0,147.1,2018
Aaron Jones,GNB,RB,24,12,8,0,0,0,0,0,133,728,5.47,8,35,26,206,7.92,1,1.0,1,9,0.0,0.0,145.0,171.4,27.71281292110204,0.0,0.0,0.0,0.0,0.0,153.57517160444047,840.6219919400952,6.316211944934506,9.237604307034013,40.414518843273804,30.02221399786054,237.86831090612583,9.145228263963672,1.1547005383792517,1.1547005383792517,1.1547005383792517,10.392304845413264,0.0,0.0,167.43157806499147,197.91567227820374,2018
Chris Godwin,TAM,WR,22,16,5,0,0,0,0,0,0,0,0.0,0,95,59,842,14.27,7,4.0,1,7,1.0,0.0,126.0,185.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,59.0,842.0,14.27,7.0,4.0,1.0,7.0,1.0,0.0,126.0,185.2,2018
Austin Hooper,ATL,TE,24,16,7,0,0,0,0,0,0,0,0.0,0,88,71,660,9.3,4,0.0,0,4,1.0,0.0,92.0,163.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,71.0,660.0,9.3,4.0,0.0,0.0,4.0,1.0,0.0,92.0,163.0,2018
David Njoku,CLE,TE,22,16,14,0,0,0,0,0,0,0,0.0,0,88,56,639,11.41,4,0.0,0,4,0.0,0.0,88.0,143.9,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,56.0,639.0,11.41,4.0,0.0,0.0,4.0,0.0,0.0,88.0,143.9,2018
Kyle Rudolph,MIN,TE,29,16,16,0,0,0,0,0,0,0,0.0,0,82,64,634,9.91,4,0.0,0,4,0.0,0.0,87.0,151.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,64.0,634.0,9.91,4.0,0.0,0.0,4.0,0.0,0.0,87.0,151.4,2018
Alshon Jeffery,PHI,WR,28,13,13,0,0,0,0,0,0,0,0.0,0,92,65,843,12.97,6,1.0,0,6,0.0,0.0,120.0,185.3,31.063210988612834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.06483610544217,72.11102550927978,935.2245308357363,14.388923090082445,6.65640235470275,1.1094003924504583,0.0,6.65640235470275,0.0,0.0,133.128047094055,205.57189272106993,2018
O.J. Howard,TAM,TE,24,10,8,0,0,0,0,0,0,0,0.0,0,48,34,565,16.62,5,0.0,0,5,0.0,0.0,87.0,120.5,30.35786553761644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.71573107523288,43.00697617828995,714.6747511980537,21.022821884799384,6.324555320336758,0.0,0.0,6.324555320336758,0.0,0.0,110.0472625738596,152.42178322011588,2018
Dak Prescott,DAL,QB,25,16,16,356,526,3885,22,8,75,305,4.07,6,1,0,0,0.0,0,12.0,6,6,1.0,1.0,286.0,285.9,25.0,356.0,526.0,3885.0,22.0,8.0,75.0,305.0,4.07,6.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,1.0,1.0,286.0,285.9,2018
