player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj,year
Aaron Rodgers,GNB,QB,29,16,16,371.0,552.0,4295.0,39.0,8.0,54.0,259.0,4.8,2.0,1.0,1.0,-1.0,-1.0,0.0,5.0,4.0,2,0.0,1.0,344.0,344.6,29.0,371.0,552.0,4295.0,39.0,8.0,54.0,259.0,4.8,2.0,1.0,1.0,-1.0,-1.0,0.0,5.0,4.0,2.0,0.0,1.0,344.0,344.6,2012
Tom Brady,NWE,QB,35,16,16,401.0,637.0,4827.0,34.0,8.0,23.0,32.0,1.39,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,0.0,0.0,340.0,340.3,35.0,401.0,637.0,4827.0,34.0,8.0,23.0,32.0,1.39,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,340.0,340.3,2012
Dez Bryant,DAL,WR,24,16,14,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,-2.5,0.0,138.0,92.0,1382.0,15.02,12.0,5.0,2.0,12,1.0,0.0,208.0,299.7,24.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,-2.5,0.0,138.0,92.0,1382.0,15.02,12.0,5.0,2.0,12.0,1.0,0.0,208.0,299.7,2012
Jamaal Charles,KAN,RB,26,16,15,0.0,0.0,0.0,0.0,0.0,285.0,1509.0,5.29,5.0,49.0,35.0,236.0,6.74,1.0,5.0,3.0,6,0.0,0.0,205.0,239.5,26.0,0.0,0.0,0.0,0.0,0.0,285.0,1509.0,5.29,5.0,49.0,35.0,236.0,6.74,1.0,5.0,3.0,6.0,0.0,0.0,205.0,239.5,2012
Trent Richardson,CLE,RB,22,15,15,0.0,0.0,0.0,0.0,0.0,267.0,950.0,3.56,11.0,70.0,51.0,367.0,7.2,1.0,3.0,0.0,12,0.0,0.0,204.0,254.7,22.721502297750177,0.0,0.0,0.0,0.0,0.0,275.7564142499681,981.1557810392122,3.6767521899995743,11.360751148875089,72.29568912920512,52.67257350842087,379.0359701488325,7.43612802471824,1.0327955589886444,3.0983866769659336,0.0,12.393546707863734,0.0,0.0,210.69029403368347,263.05302887440774,2012
Frank Gore,SFO,RB,29,16,16,0.0,0.0,0.0,0.0,0.0,258.0,1214.0,4.71,8.0,36.0,28.0,234.0,8.36,1.0,2.0,1.0,10,0.0,0.0,203.0,230.8,29.0,0.0,0.0,0.0,0.0,0.0,258.0,1214.0,4.71,8.0,36.0,28.0,234.0,8.36,1.0,2.0,1.0,10.0,0.0,0.0,203.0,230.8,2012
A.J. Green,CIN,WR,24,16,16,0.0,0.0,0.0,0.0,0.0,4.0,38.0,9.5,0.0,164.0,97.0,1350.0,13.92,11.0,2.0,1.0,11,0.0,0.0,203.0,299.8,24.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,9.5,0.0,164.0,97.0,1350.0,13.92,11.0,2.0,1.0,11.0,0.0,0.0,203.0,299.8,2012
Stevan Ridley,NWE,RB,23,16,12,0.0,0.0,0.0,0.0,0.0,290.0,1263.0,4.36,12.0,14.0,6.0,51.0,8.5,0.0,4.0,2.0,12,0.0,0.0,199.0,205.4,23.0,0.0,0.0,0.0,0.0,0.0,290.0,1263.0,4.36,12.0,14.0,6.0,51.0,8.5,0.0,4.0,2.0,12.0,0.0,0.0,199.0,205.4,2012
Demaryius Thomas,DEN,WR,25,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,94.0,1434.0,15.26,10.0,3.0,3.0,10,0.0,0.0,197.0,291.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,94.0,1434.0,15.26,10.0,3.0,3.0,10.0,0.0,0.0,197.0,291.4,2012
Cam Newton,CAR,QB,23,16,16,280.0,485.0,3869.0,19.0,12.0,127.0,741.0,5.83,8.0,1.0,0.0,6.0,0.0,0.0,10.0,3.0,8,0.0,0.0,323.0,323.5,23.0,280.0,485.0,3869.0,19.0,12.0,127.0,741.0,5.83,8.0,1.0,0.0,6.0,0.0,0.0,10.0,3.0,8.0,0.0,0.0,323.0,323.5,2012
Vincent Jackson,TAM,WR,29,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,72.0,1384.0,19.22,8.0,0.0,0.0,8,1.0,0.0,188.0,260.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,72.0,1384.0,19.22,8.0,0.0,0.0,8.0,1.0,0.0,188.0,260.4,2012
Robert Griffin III,WAS,QB,22,15,15,258.0,393.0,3200.0,20.0,5.0,120.0,815.0,6.79,7.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,7,0.0,0.0,318.0,317.5,22.721502297750177,266.46125421907027,405.88865468253726,3304.945788763662,20.65591117977289,5.163977794943222,123.93546707863733,841.7283805757453,7.012681845532896,7.229568912920511,1.0327955589886444,0.0,0.0,0.0,0.0,12.393546707863734,2.065591117977289,7.229568912920511,0.0,0.0,328.4289877583889,327.91258997889463,2012
Eric Decker,DEN,WR,25,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,85.0,1064.0,12.52,13.0,0.0,0.0,13,0.0,0.0,184.0,269.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,85.0,1064.0,12.52,13.0,0.0,0.0,13.0,0.0,0.0,184.0,269.4,2012
Andre Johnson,HOU,WR,31,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,112.0,1598.0,14.27,4.0,0.0,0.0,4,0.0,0.0,184.0,295.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,112.0,1598.0,14.27,4.0,0.0,0.0,4.0,0.0,0.0,184.0,295.8,2012
Julio Jones,ATL,WR,23,16,15,0.0,0.0,0.0,0.0,0.0,6.0,30.0,5.0,0.0,128.0,79.0,1198.0,15.16,10.0,0.0,0.0,10,0.0,0.0,183.0,261.8,23.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,5.0,0.0,128.0,79.0,1198.0,15.16,10.0,0.0,0.0,10.0,0.0,0.0,183.0,261.8,2012
Matt Forte,CHI,RB,27,15,15,0.0,0.0,0.0,0.0,0.0,248.0,1094.0,4.41,5.0,59.0,44.0,340.0,7.73,1.0,2.0,1.0,6,0.0,0.0,177.0,221.4,27.8854800926934,0.0,0.0,0.0,0.0,0.0,256.13329862918386,1129.878341533577,4.554628415139923,5.163977794943222,60.93493798033003,45.443004595500355,351.1504900561391,7.983509670982222,1.0327955589886444,2.065591117977289,1.0327955589886444,6.196773353931867,0.0,0.0,182.80481394099007,228.6609367600859,2012
Peyton Manning,DEN,QB,36,16,16,400.0,583.0,4659.0,37.0,11.0,23.0,6.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,1.0,311.0,311.0,36.0,400.0,583.0,4659.0,37.0,11.0,23.0,6.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,311.0,311.0,2012
Chris Johnson,TEN,RB,27,16,15,0.0,0.0,0.0,0.0,0.0,276.0,1243.0,4.5,6.0,49.0,36.0,232.0,6.44,0.0,5.0,4.0,6,0.0,0.0,176.0,211.5,27.0,0.0,0.0,0.0,0.0,0.0,276.0,1243.0,4.5,6.0,49.0,36.0,232.0,6.44,0.0,5.0,4.0,6.0,0.0,0.0,176.0,211.5,2012
Roddy White,ATL,WR,31,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,92.0,1351.0,14.68,7.0,1.0,0.0,7,0.0,0.0,177.0,269.1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,92.0,1351.0,14.68,7.0,1.0,0.0,7.0,0.0,0.0,177.0,269.1,2012
Jimmy Graham,NOR,TE,26,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,85.0,982.0,11.55,9.0,1.0,0.0,9,0.0,0.0,152.0,237.2,26.852684533704757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.427400463467,87.78762251403478,1014.2052389268489,11.928788706318844,9.2951600308978,1.0327955589886444,0.0,9.2951600308978,0.0,0.0,156.98492496627395,244.97910659210646,2012
Reggie Bush,MIA,RB,27,16,16,0.0,0.0,0.0,0.0,0.0,227.0,986.0,4.34,6.0,52.0,35.0,292.0,8.34,2.0,4.0,2.0,8,0.0,0.0,172.0,206.8,27.0,0.0,0.0,0.0,0.0,0.0,227.0,986.0,4.34,6.0,52.0,35.0,292.0,8.34,2.0,4.0,2.0,8.0,0.0,0.0,172.0,206.8,2012
Matt Ryan,ATL,QB,27,16,16,422.0,615.0,4719.0,32.0,14.0,34.0,141.0,4.15,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,0.0,0.0,305.0,304.9,27.0,422.0,615.0,4719.0,32.0,14.0,34.0,141.0,4.15,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,305.0,304.9,2012
Wes Welker,NWE,WR,31,16,12,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10.0,0.0,174.0,118.0,1354.0,11.47,6.0,3.0,1.0,6,0.0,0.0,171.0,289.4,31.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10.0,0.0,174.0,118.0,1354.0,11.47,6.0,3.0,1.0,6.0,0.0,0.0,171.0,289.4,2012
Marques Colston,NOR,WR,29,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,83.0,1154.0,13.9,10.0,4.0,2.0,10,0.0,0.0,171.0,254.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,83.0,1154.0,13.9,10.0,4.0,2.0,10.0,0.0,0.0,171.0,254.4,2012
Shonn Greene,NYJ,RB,27,16,14,0.0,0.0,0.0,0.0,0.0,276.0,1063.0,3.85,8.0,30.0,19.0,151.0,7.95,0.0,4.0,1.0,8,0.0,0.0,167.0,186.4,27.0,0.0,0.0,0.0,0.0,0.0,276.0,1063.0,3.85,8.0,30.0,19.0,151.0,7.95,0.0,4.0,1.0,8.0,0.0,0.0,167.0,186.4,2012
Victor Cruz,NYG,WR,26,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,86.0,1092.0,12.7,10.0,0.0,0.0,10,0.0,0.0,169.0,255.2,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,86.0,1092.0,12.7,10.0,0.0,0.0,10.0,0.0,0.0,169.0,255.2,2012
Rob Gronkowski,NWE,TE,23,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,55.0,790.0,14.36,11.0,1.0,1.0,11,0.0,0.0,143.0,198.0,27.739043701154255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.27758488657331,66.332495807108,952.7758488657331,17.31881163254674,13.2664991614216,1.2060453783110545,1.2060453783110545,13.2664991614216,0.0,0.0,172.46448909848078,238.7969849055888,2012
Michael Crabtree,SFO,WR,25,16,16,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,127.0,85.0,1105.0,13.0,9.0,0.0,0.0,9,0.0,0.0,165.0,250.3,25.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,127.0,85.0,1105.0,13.0,9.0,0.0,0.0,9.0,0.0,0.0,165.0,250.3,2012
Steven Jackson,STL,RB,29,16,16,0.0,0.0,0.0,0.0,0.0,258.0,1045.0,4.05,4.0,53.0,38.0,321.0,8.45,0.0,0.0,0.0,4,1.0,0.0,163.0,200.6,29.0,0.0,0.0,0.0,0.0,0.0,258.0,1045.0,4.05,4.0,53.0,38.0,321.0,8.45,0.0,0.0,0.0,4.0,1.0,0.0,163.0,200.6,2012
Tony Gonzalez,ATL,TE,36,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,93.0,930.0,10.0,8.0,0.0,0.0,8,0.0,0.0,141.0,234.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,93.0,930.0,10.0,8.0,0.0,0.0,8.0,0.0,0.0,141.0,234.0,2012
Reggie Wayne,IND,WR,34,16,15,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,195.0,106.0,1355.0,12.78,5.0,1.0,1.0,5,0.0,0.0,163.0,269.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,195.0,106.0,1355.0,12.78,5.0,1.0,1.0,5.0,0.0,0.0,163.0,269.0,2012
James Jones,GNB,WR,28,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,64.0,784.0,12.25,14.0,0.0,0.0,14,0.0,0.0,162.0,226.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,64.0,784.0,12.25,14.0,0.0,0.0,14.0,0.0,0.0,162.0,226.4,2012
Randall Cobb,GNB,WR,22,15,8,0.0,0.0,0.0,0.0,0.0,10.0,132.0,13.2,0.0,104.0,80.0,954.0,11.93,8.0,4.0,1.0,9,0.0,0.0,161.0,240.6,22.721502297750177,0.0,0.0,0.0,0.0,0.0,10.327955589886445,136.32901378650106,13.632901378650105,0.0,107.41073813481903,82.62364471909156,985.2869632751668,12.321251018734529,8.262364471909155,4.131182235954578,1.0327955589886444,9.2951600308978,0.0,0.0,166.28008499717177,248.49061149266785,2012
Michael Turner,ATL,RB,30,16,16,0.0,0.0,0.0,0.0,0.0,222.0,800.0,3.6,10.0,30.0,19.0,128.0,6.74,1.0,3.0,1.0,11,0.0,0.0,157.0,175.8,30.0,0.0,0.0,0.0,0.0,0.0,222.0,800.0,3.6,10.0,30.0,19.0,128.0,6.74,1.0,3.0,1.0,11.0,0.0,0.0,157.0,175.8,2012
Ahmad Bradshaw,NYG,RB,26,14,12,0.0,0.0,0.0,0.0,0.0,221.0,1015.0,4.59,6.0,31.0,23.0,245.0,10.65,0.0,3.0,3.0,6,0.0,0.0,156.0,179.0,27.795169158892136,0.0,0.0,0.0,0.0,0.0,236.25893785058315,1085.080642164443,4.906916401512111,6.4142698058981855,33.14039399714063,24.588034255943043,261.9160170741759,11.38532890546928,0.0,3.2071349029490928,3.2071349029490928,6.4142698058981855,0.0,0.0,166.77101495335282,191.35904920929588,2012
Mike Williams,TAM,WR,25,16,16,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,63.0,996.0,15.81,9.0,0.0,0.0,9,0.0,0.0,155.0,217.7,25.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,63.0,996.0,15.81,9.0,0.0,0.0,9.0,0.0,0.0,155.0,217.7,2012
Heath Miller,PIT,TE,30,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,71.0,816.0,11.49,8.0,0.0,0.0,8,1.0,0.0,132.0,202.6,30.983866769659333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3123514578531,73.32848468819375,842.7611761347339,11.866820972779525,8.262364471909155,0.0,0.0,8.262364471909155,1.0327955589886444,0.0,136.32901378650106,209.24438025109936,2012
BenJarvus Green-Ellis,CIN,RB,27,15,15,0.0,0.0,0.0,0.0,0.0,278.0,1094.0,3.94,6.0,30.0,22.0,104.0,4.73,0.0,3.0,2.0,6,0.0,0.0,152.0,173.8,27.8854800926934,0.0,0.0,0.0,0.0,0.0,287.11716539884316,1129.878341533577,4.069214502415259,6.196773353931867,30.983866769659333,22.721502297750177,107.41073813481903,4.885122994016289,0.0,3.0983866769659336,2.065591117977289,6.196773353931867,0.0,0.0,156.98492496627395,179.4998681522264,2012
Mikel Leshoure,DET,RB,22,14,14,0.0,0.0,0.0,0.0,0.0,215.0,798.0,3.71,9.0,49.0,34.0,214.0,6.29,0.0,3.0,3.0,9,0.0,0.0,149.0,183.2,23.518989288293348,0.0,0.0,0.0,0.0,0.0,229.84466804468497,853.0978841844586,3.966156829980378,9.621404708847278,52.38320341483518,36.34752890008971,228.77562307703528,6.724292846516597,0.0,3.2071349029490928,3.2071349029490928,9.621404708847278,0.0,0.0,159.28770017980494,195.84903807342457,2012
LeSean McCoy,PHI,RB,24,12,12,0.0,0.0,0.0,0.0,0.0,200.0,840.0,4.2,2.0,67.0,54.0,373.0,6.91,3.0,4.0,3.0,5,0.0,0.0,145.0,199.3,27.71281292110204,0.0,0.0,0.0,0.0,0.0,230.94010767585033,969.9484522385713,4.849742261192857,2.3094010767585034,77.36493607140986,62.353829072479584,430.70330081546086,7.978980720200629,3.464101615137755,4.618802153517007,3.464101615137755,5.773502691896258,0.0,0.0,167.43157806499147,230.13181729898486,2012
Tony Romo,DAL,QB,32,16,16,425.0,648.0,4903.0,28.0,19.0,30.0,49.0,1.63,1.0,1.0,1.0,-1.0,-1.0,0.0,6.0,3.0,1,1.0,1.0,279.0,279.9,32.0,425.0,648.0,4903.0,28.0,19.0,30.0,49.0,1.63,1.0,1.0,1.0,-1.0,-1.0,0.0,6.0,3.0,1.0,1.0,1.0,279.0,279.9,2012
Russell Wilson,SEA,QB,24,16,16,252.0,393.0,3118.0,26.0,10.0,94.0,489.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4,0.0,1.0,278.0,277.6,24.0,252.0,393.0,3118.0,26.0,10.0,94.0,489.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,1.0,278.0,277.6,2012
Jason Witten,DAL,TE,30,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,110.0,1039.0,9.45,3.0,0.0,0.0,3,0.0,0.0,122.0,231.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,110.0,1039.0,9.45,3.0,0.0,0.0,3.0,0.0,0.0,122.0,231.9,2012
Andrew Luck,IND,QB,23,16,16,339.0,627.0,4374.0,23.0,18.0,62.0,255.0,4.11,5.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5,0.0,0.0,276.0,276.5,23.0,339.0,627.0,4374.0,23.0,18.0,62.0,255.0,4.11,5.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,276.0,276.5,2012
Matthew Stafford,DET,QB,24,16,16,435.0,727.0,4967.0,20.0,17.0,35.0,126.0,3.6,4.0,1.0,1.0,3.0,3.0,0.0,6.0,4.0,4,0.0,1.0,276.0,276.6,24.0,435.0,727.0,4967.0,20.0,17.0,35.0,126.0,3.6,4.0,1.0,1.0,3.0,3.0,0.0,6.0,4.0,4.0,0.0,1.0,276.0,276.6,2012
Darren Sproles,NOR,RB,29,13,6,0.0,0.0,0.0,0.0,0.0,48.0,244.0,5.08,1.0,104.0,75.0,667.0,8.89,7.0,0.0,0.0,8,1.0,0.0,141.0,216.1,32.17261138106329,0.0,0.0,0.0,0.0,0.0,53.251218837622,270.6936957579118,5.635753993648328,1.1094003924504583,115.37764081484767,83.20502943378438,739.9700617644556,9.862569488884574,7.7658027471532085,0.0,0.0,8.875203139603666,1.1094003924504583,0.0,156.4254553355146,239.74142480854402,2012
Steve Smith Sr.,CAR,WR,33,16,16,0.0,0.0,0.0,0.0,0.0,3.0,27.0,9.0,0.0,137.0,73.0,1174.0,16.08,4.0,1.0,1.0,4,0.0,0.0,142.0,215.1,33.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,9.0,0.0,137.0,73.0,1174.0,16.08,4.0,1.0,1.0,4.0,0.0,0.0,142.0,215.1,2012
Lance Moore,NOR,WR,29,15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,65.0,1041.0,16.02,6.0,0.0,0.0,6,0.0,0.0,140.0,205.1,29.95107121067069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.41073813481903,67.1317113342619,1075.1401769071788,16.545384854998083,6.196773353931867,0.0,0.0,6.196773353931867,0.0,0.0,144.59137825841023,211.82636914857096,2012
Steve Johnson,BUF,WR,26,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,79.0,1046.0,13.24,6.0,1.0,1.0,6,0.0,0.0,139.0,217.6,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,79.0,1046.0,13.24,6.0,1.0,1.0,6.0,0.0,0.0,139.0,217.6,2012
Cecil Shorts,JAX,WR,25,14,9,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,0.0,105.0,55.0,979.0,17.8,7.0,1.0,1.0,7,0.0,0.0,138.0,192.5,26.726124191242437,0.0,0.0,0.0,0.0,0.0,1.0690449676496976,-4.27617987059879,-4.27617987059879,0.0,112.24972160321825,58.797473220733366,1046.595023329054,19.029000424164618,7.483314773547883,1.0690449676496976,1.0690449676496976,7.483314773547883,0.0,0.0,147.52820553565826,205.79115627256678,2012
Greg Olsen,CAR,TE,27,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,69.0,843.0,12.22,5.0,0.0,0.0,5,0.0,0.0,114.0,183.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,69.0,843.0,12.22,5.0,0.0,0.0,5.0,0.0,0.0,114.0,183.3,2012
T.Y. Hilton,IND,WR,23,15,1,0.0,1.0,0.0,0.0,0.0,5.0,29.0,5.8,0.0,90.0,50.0,861.0,17.22,7.0,1.0,0.0,8,0.0,0.0,137.0,187.0,23.754297856738823,0.0,1.0327955589886444,0.0,0.0,0.0,5.163977794943222,29.95107121067069,5.990214242134138,0.0,92.951600308978,51.63977794943222,889.2369762892229,17.784739525784456,7.229568912920511,1.0327955589886444,0.0,8.262364471909155,0.0,0.0,141.4929915814443,193.13276953087652,2012
Torrey Smith,BAL,WR,23,16,16,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,110.0,49.0,855.0,17.45,8.0,0.0,0.0,8,0.0,0.0,134.0,183.4,23.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,110.0,49.0,855.0,17.45,8.0,0.0,0.0,8.0,0.0,0.0,134.0,183.4,2012
