rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
35,Matt Hasselbeck,SEA,QB,30,16,16,294,449,3459,24,9,36,124,3.44,1,0.0,0,0,0.0,0,4.0,2.0,1,0.0,0.0,231.0,230.8,247.8,239.8,35.0,4,35.0
36,Jason Witten,DAL,TE,23,16,16,0,0,0,0,0,0,0,0.0,0,89.0,66,757,11.47,6,0.0,0.0,6,0.0,0.0,112.0,177.7,180.7,144.7,35.0,6,36.0
37,Willis McGahee,BUF,RB,24,16,15,0,0,0,0,0,325,1247,3.84,5,37.0,28,178,6.36,0,1.0,1.0,5,0.0,0.0,171.0,198.5,205.5,184.5,35.0,14,37.0
38,Reuben Droughns,CLE,RB,27,16,16,0,0,0,0,0,309,1232,3.99,2,56.0,39,369,9.46,0,6.0,1.0,2,0.0,0.0,170.0,209.1,216.1,189.6,34.0,15,38.0
39,Randy Moss,OAK,WR,28,16,15,0,0,0,0,0,0,0,0.0,0,123.0,60,1005,16.75,8,0.0,0.0,8,0.0,0.0,149.0,208.5,211.5,178.5,32.0,14,39.0
40,T.J. Houshmandzadeh,CIN,WR,28,14,12,0,0,0,0,0,8,62,7.75,1,115.0,78,956,12.26,7,1.0,1.0,8,0.0,0.0,148.0,225.8,229.8,186.8,32.0,15,40.0
41,Corey Dillon,NWE,RB,31,12,10,0,0,0,0,0,209,733,3.51,12,26.0,22,181,8.23,1,1.0,1.0,13,0.0,0.0,167.0,189.4,196.4,178.4,32.0,16,41.0
42,Brian Westbrook,PHI,RB,26,12,12,0,0,0,0,0,156,617,3.96,3,96.0,61,616,10.1,4,0.0,0.0,7,1.0,0.0,167.0,228.3,234.3,197.8,31.0,17,42.0
43,Keenan McCardell,SDG,WR,35,16,16,0,0,0,0,0,2,6,3.0,0,108.0,70,917,13.1,9,0.0,0.0,9,0.0,0.0,146.0,216.3,219.3,181.3,30.0,16,43.0
44,Domanick Williams,HOU,RB,25,11,11,0,1,0,0,0,230,976,4.24,2,48.0,39,337,8.64,4,2.0,1.0,6,0.0,0.0,165.0,204.3,211.3,184.8,29.0,18,44.0
45,Eli Manning,NYG,QB,24,16,16,294,557,3762,24,17,29,80,2.76,1,0.0,0,0,0.0,0,9.0,2.0,1,0.0,1.0,224.0,224.5,246.5,241.5,29.0,5,45.0
46,Rod Smith,DEN,WR,35,16,16,0,1,0,0,0,1,7,7.0,0,126.0,85,1105,13.0,6,2.0,2.0,6,0.0,0.0,143.0,228.2,233.2,185.7,27.0,17,46.0
47,Eddie Kennison,KAN,WR,32,16,16,0,0,0,0,0,7,43,6.14,0,108.0,68,1102,16.21,5,1.0,1.0,5,0.0,0.0,143.0,210.5,214.5,176.5,26.0,18,47.0
48,Tony Gonzalez,KAN,TE,29,16,16,0,0,0,0,0,0,0,0.0,0,116.0,78,905,11.6,2,0.0,0.0,2,0.0,0.0,103.0,180.5,183.5,141.5,26.0,7,48.0
49,Jimmy Smith,JAX,WR,36,16,16,0,0,0,0,0,0,0,0.0,0,128.0,70,1023,14.61,6,0.0,0.0,6,0.0,0.0,138.0,208.3,211.3,173.3,22.0,19,49.0
50,Cadillac Williams,TAM,RB,23,14,14,0,0,0,0,0,290,1178,4.06,6,25.0,20,81,4.05,0,3.0,2.0,6,0.0,0.0,158.0,177.9,182.9,167.9,22.0,19,50.0
51,Jake Plummer,DEN,QB,31,16,16,277,456,3366,18,7,46,151,3.28,2,0.0,0,0,0.0,0,4.0,2.0,2,0.0,1.0,218.0,217.7,232.7,224.7,22.0,6,51.0
52,Michael Vick,ATL,QB,25,15,15,214,387,2412,15,13,102,597,5.85,6,1.0,1,-14,-14.0,0,11.0,5.0,6,0.0,1.0,217.0,217.8,241.8,230.3,21.0,7,52.0
53,Reggie Wayne,IND,WR,27,16,16,0,0,0,0,0,0,0,0.0,0,122.0,83,1055,12.71,5,1.0,0.0,5,0.0,0.0,136.0,218.5,221.5,177.0,19.0,20,53.0
54,Donte' Stallworth,NOR,WR,25,16,13,0,0,0,0,0,2,2,1.0,0,129.0,70,945,13.5,7,1.0,1.0,7,0.0,0.0,135.0,204.7,208.7,169.7,19.0,21,54.0
55,Chris Brown,TEN,RB,24,15,14,0,0,0,0,0,224,851,3.8,5,37.0,25,327,13.08,2,4.0,3.0,7,0.0,0.0,154.0,178.8,187.8,166.3,18.0,20,55.0
56,Trent Green,KAN,QB,35,16,16,317,507,4014,17,10,35,82,2.34,0,0.0,0,0,0.0,0,8.0,4.0,0,0.0,1.0,211.0,210.8,227.8,220.8,15.0,8,56.0
57,Drew Brees,SDG,QB,26,16,16,323,500,3576,24,15,21,49,2.33,1,1.0,0,0,0.0,0,8.0,5.0,1,0.0,0.0,210.0,209.9,232.9,224.9,14.0,9,57.0
58,Deion Branch,NWE,WR,26,16,15,0,0,0,0,0,0,0,0.0,0,125.0,78,998,12.79,5,0.0,0.0,5,0.0,0.0,130.0,207.8,210.8,168.8,14.0,22,58.0
59,Joe Jurevicius,SEA,WR,31,16,12,0,0,0,0,0,0,0,0.0,0,84.0,55,694,12.62,10,1.0,0.0,10,0.0,0.0,129.0,184.4,187.4,156.9,13.0,23,59.0
60,Tatum Bell,DEN,RB,24,15,1,0,0,0,0,0,173,921,5.32,8,28.0,18,104,5.78,0,3.0,1.0,8,0.0,0.0,149.0,166.5,173.5,157.5,13.0,21,60.0
61,Kerry Collins,OAK,QB,33,15,15,302,565,3759,20,12,17,39,2.29,1,0.0,0,0,0.0,0,13.0,4.0,1,0.0,0.0,208.0,208.3,227.3,220.3,12.0,10,61.0
62,Julius Jones,DAL,RB,24,13,12,0,0,0,0,0,257,993,3.86,5,45.0,35,218,6.23,0,4.0,2.0,5,0.0,0.0,147.0,182.1,190.1,164.6,11.0,22,62.0
63,Drew Bledsoe,DAL,QB,33,16,16,300,499,3639,23,17,34,50,1.47,2,0.0,0,0,0.0,0,17.0,8.0,2,0.0,1.0,207.0,206.6,234.6,223.6,11.0,11,63.0
64,Randy McMichael,MIA,TE,26,16,16,0,0,0,0,0,0,0,0.0,0,104.0,60,582,9.7,5,1.0,1.0,5,0.0,0.0,86.0,146.2,150.2,116.2,9.0,8,64.0
65,Jerramy Stevens,SEA,TE,26,16,11,0,0,0,0,0,0,0,0.0,0,68.0,45,554,12.31,5,0.0,0.0,5,0.0,0.0,85.0,130.4,133.4,107.9,8.0,9,65.0
66,L.J. Smith,PHI,TE,25,16,16,0,0,0,0,0,0,0,0.0,0,107.0,61,682,11.18,3,1.0,1.0,3,0.0,0.0,84.0,145.2,149.2,114.7,7.0,10,66.0
67,Jerry Porter,OAK,WR,27,16,14,0,0,0,0,0,1,-8,-8.0,0,142.0,76,942,12.39,5,1.0,0.0,5,0.0,0.0,123.0,199.4,202.4,161.4,7.0,24,67.0
68,Derrick Mason,BAL,WR,31,16,16,0,0,0,0,0,0,0,0.0,0,137.0,86,1073,12.48,3,1.0,1.0,3,0.0,0.0,123.0,209.3,213.3,166.3,7.0,25,68.0
69,Antonio Bryant,CLE,WR,24,16,15,0,0,0,0,0,1,3,3.0,0,123.0,69,1009,14.62,4,1.0,1.0,4,0.0,0.0,123.0,192.2,196.2,157.7,7.0,26,69.0
70,DeShaun Foster,CAR,RB,25,15,5,0,1,0,0,0,205,879,4.29,2,48.0,34,372,10.94,1,2.0,1.0,3,0.0,0.0,141.0,175.1,182.1,158.1,5.0,23,70.0
71,Heath Miller,PIT,TE,23,16,15,0,0,0,0,0,0,0,0.0,0,52.0,39,459,11.77,6,0.0,0.0,6,0.0,0.0,82.0,120.9,123.9,101.4,5.0,11,71.0
72,Kevin Curtis,STL,WR,27,16,9,0,0,0,0,0,1,5,5.0,1,97.0,60,801,13.35,6,2.0,1.0,7,0.0,0.0,121.0,180.6,184.6,150.6,4.0,27,72.0
73,Lee Evans,BUF,WR,24,16,15,0,0,0,0,0,4,38,9.5,0,92.0,48,743,15.48,7,0.0,0.0,7,0.0,0.0,120.0,168.1,171.1,144.1,4.0,28,73.0
74,Roy Williams,DET,WR,24,13,12,0,0,0,0,0,0,0,0.0,0,94.0,45,687,15.27,8,0.0,0.0,8,0.0,0.0,117.0,161.7,164.7,139.2,1.0,29,74.0
75,Corey McIntyre,CLE,,26,15,1,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,75.0
76,Sean McHugh,DET,,23,3,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,76.0
77,Jake Delhomme,CAR,QB,30,16,16,262,435,3421,24,16,24,31,1.29,1,0.0,0,0,0.0,0,12.0,7.0,1,0.0,0.0,196.0,195.9,221.9,211.9,0.0,12,77.0
78,Keyshawn Johnson,DAL,WR,33,16,14,0,1,0,0,0,1,3,3.0,0,123.0,71,839,11.82,6,3.0,3.0,6,1.0,0.0,116.0,187.2,193.2,151.7,0.0,30,78.0
79,Mark Brunell,WAS,QB,35,16,15,262,454,3050,23,10,42,111,2.64,0,0.0,0,0,0.0,0,11.0,6.0,0,0.0,1.0,195.0,195.1,217.1,205.1,0.0,13,
80,Steve McNair,TEN,QB,32,14,14,292,476,3161,16,11,32,139,4.34,1,0.0,0,0,0.0,0,7.0,4.0,1,0.0,0.0,180.0,180.3,201.3,191.3,0.0,14,
81,Brett Favre,GNB,QB,36,16,16,372,607,3881,20,29,18,62,3.44,0,0.0,0,0,0.0,0,10.0,7.0,0,0.0,2.0,173.0,173.4,212.4,202.4,0.0,15,
82,Aaron Brooks,NOR,QB,29,13,13,240,431,2882,13,17,45,281,6.24,2,0.0,0,0,0.0,0,4.0,2.0,2,0.0,0.0,169.0,169.4,194.4,186.4,0.0,16,
83,Ben Roethlisberger,PIT,QB,23,12,12,168,268,2385,17,9,31,69,2.23,3,0.0,0,0,0.0,0,2.0,1.0,3,0.0,0.0,168.0,168.3,181.3,177.3,0.0,17,
84,Gus Frerotte,MIA,QB,34,16,15,257,494,2996,18,13,27,61,2.26,0,0.0,0,0,0.0,0,13.0,4.0,0,0.0,0.0,164.0,163.9,183.9,176.9,0.0,18,
85,David Carr,HOU,QB,26,16,16,256,423,2488,14,11,56,308,5.5,1,0.0,0,0,0.0,0,17.0,6.0,1,0.0,1.0,160.0,160.3,183.3,171.3,0.0,19,
86,Donovan McNabb,PHI,QB,29,9,9,211,357,2507,16,9,25,55,2.2,1,0.0,0,0,0.0,0,8.0,3.0,1,0.0,1.0,154.0,153.8,168.8,162.8,0.0,20,
87,Byron Leftwich,JAX,QB,25,11,11,175,302,2123,15,5,31,67,2.16,2,0.0,0,0,0.0,0,8.0,3.0,2,0.0,0.0,148.0,147.6,158.6,152.6,0.0,21,
88,Ronnie Brown,MIA,RB,24,15,14,0,0,0,0,0,207,907,4.38,4,47.0,32,232,7.25,1,4.0,4.0,5,0.0,0.0,136.0,167.9,177.9,151.9,0.0,24,
89,Stephen Davis,CAR,RB,31,13,11,0,0,0,0,0,180,549,3.05,12,12.0,5,45,9.0,0,2.0,0.0,12,0.0,0.0,131.0,136.4,139.4,133.9,0.0,25,
90,Marc Bulger,STL,QB,28,8,8,192,287,2297,14,9,9,29,3.22,0,1.0,1,1,1.0,0,4.0,2.0,0,0.0,0.0,129.0,129.9,143.9,138.4,0.0,23,
91,Kurt Warner,ARI,QB,34,10,10,242,375,2713,11,9,13,28,2.15,0,1.0,1,0,0.0,0,9.0,5.0,0,0.0,1.0,129.0,130.3,147.3,138.8,0.0,22,
92,Jamal Lewis,BAL,RB,26,15,15,0,0,0,0,0,269,906,3.37,3,44.0,32,191,5.97,1,5.0,5.0,4,0.0,0.0,124.0,155.7,166.7,139.7,0.0,26,
93,Mewelde Moore,MIN,RB,23,16,8,0,0,0,0,0,155,662,4.27,1,49.0,37,339,9.16,2,2.0,1.0,4,0.0,0.0,122.0,159.1,166.1,140.6,0.0,27,
94,Ricky Williams,MIA,RB,28,12,3,0,0,0,0,0,168,743,4.42,6,20.0,17,93,5.47,0,1.0,1.0,6,0.0,0.0,118.0,134.6,138.6,126.1,0.0,28,
95,Laveranues Coles,NYJ,WR,28,16,16,0,0,0,0,0,0,0,0.0,0,132.0,73,845,11.58,5,1.0,0.0,5,0.0,0.0,115.0,187.5,190.5,151.0,0.0,31,
96,Brad Johnson,MIN,QB,37,15,9,184,294,1885,12,4,18,53,2.94,0,0.0,0,0,0.0,0,5.0,3.0,0,0.0,0.0,115.0,114.7,124.7,118.7,0.0,24,
97,Curtis Martin,NYJ,RB,32,12,12,0,0,0,0,0,220,735,3.34,5,30.0,24,118,4.92,0,2.0,1.0,5,0.0,0.0,113.0,137.3,144.3,125.3,0.0,29,
98,Terrell Owens,PHI,WR,32,7,7,0,0,0,0,0,1,2,2.0,0,92.0,47,763,16.23,6,0.0,0.0,6,0.0,0.0,113.0,159.5,162.5,136.0,0.0,32,
99,Amani Toomer,NYG,WR,31,16,15,0,0,0,0,0,0,0,0.0,0,109.0,60,684,11.4,7,0.0,0.0,7,0.0,0.0,110.0,170.4,173.4,140.4,0.0,33,
100,Ernest Wilford,JAX,WR,26,16,8,0,0,0,0,0,0,0,0.0,0,74.0,41,681,16.61,7,0.0,0.0,7,0.0,0.0,110.0,151.1,154.1,130.6,0.0,34,
101,Priest Holmes,KAN,RB,32,7,7,0,0,0,0,0,119,451,3.79,6,32.0,21,197,9.38,1,1.0,0.0,7,0.0,0.0,107.0,127.8,133.8,117.3,0.0,31,
102,Kevin Jones,DET,RB,23,13,13,0,0,0,0,0,186,664,3.57,5,28.0,20,109,5.45,0,2.0,0.0,5,0.0,0.0,107.0,127.3,133.3,117.3,0.0,30,
103,Samkon Gado,GNB,RB,23,8,5,0,1,0,0,0,143,582,4.07,6,12.0,10,77,7.7,1,4.0,1.0,7,0.0,0.0,106.0,115.9,119.9,110.9,0.0,32,
104,Eric Moulds,BUF,WR,32,15,15,0,0,0,0,0,0,0,0.0,0,129.0,81,816,10.07,4,0.0,0.0,4,0.0,0.0,106.0,186.6,189.6,146.1,0.0,35,
105,Fred Taylor,JAX,RB,29,11,11,0,0,0,0,0,194,787,4.06,3,18.0,13,83,6.38,0,0.0,0.0,3,0.0,0.0,105.0,118.0,121.0,111.5,0.0,33,
106,Joey Harrington,DET,QB,27,12,11,188,330,2021,12,12,24,80,3.33,0,1.0,1,-4,-4.0,0,7.0,4.0,0,0.0,0.0,104.0,105.4,124.4,116.9,0.0,25,
107,Trent Dilfer,CLE,QB,33,11,11,199,333,2321,11,12,20,46,2.3,0,0.0,0,0,0.0,0,9.0,7.0,0,0.0,0.0,103.0,103.4,125.4,115.4,0.0,26,
108,Chris Simms,TAM,QB,25,11,10,191,313,2035,10,7,19,31,1.63,0,1.0,1,-3,-3.0,0,6.0,4.0,0,0.0,0.0,102.0,103.2,117.2,109.7,0.0,27,
109,Kyle Boller,BAL,QB,24,9,9,171,293,1799,11,12,23,66,2.87,1,1.0,0,0,0.0,0,8.0,2.0,1,0.0,0.0,101.0,100.6,117.6,112.6,0.0,28,
110,Brandon Lloyd,SFO,WR,24,16,15,0,0,0,0,0,0,0,0.0,0,109.0,48,733,15.27,5,1.0,1.0,5,0.0,0.0,101.0,149.3,153.3,125.3,0.0,36,
111,Josh McCown,ARI,QB,26,9,6,163,270,1836,9,11,29,139,4.79,0,0.0,0,0,0.0,0,5.0,1.0,0,0.0,0.0,99.0,99.3,117.3,110.3,0.0,29,
112,Muhsin Muhammad,CHI,WR,32,15,15,0,0,0,0,0,0,0,0.0,0,136.0,64,750,11.72,4,0.0,0.0,4,0.0,0.0,99.0,163.0,166.0,131.0,0.0,37,
113,Kevan Barlow,SFO,RB,26,12,12,0,0,0,0,0,176,581,3.3,3,42.0,31,241,7.77,0,2.0,1.0,3,0.0,0.0,98.0,129.2,136.2,113.7,0.0,34,
114,Drew Bennett,TEN,WR,27,13,10,0,1,0,0,0,1,3,3.0,0,109.0,58,738,12.72,4,0.0,0.0,4,0.0,0.0,98.0,156.1,159.1,127.1,0.0,38,
115,Marion Barber III,DAL,RB,22,13,2,0,0,0,0,0,138,538,3.9,5,25.0,18,115,6.39,0,3.0,0.0,5,0.0,0.0,95.0,113.3,119.3,104.3,0.0,35,
116,Jerome Bettis,PIT,RB,33,12,0,0,0,0,0,0,110,368,3.35,9,4.0,4,40,10.0,0,0.0,0.0,9,0.0,0.0,95.0,98.8,101.8,96.8,0.0,36,
117,David Garrard,JAX,QB,27,7,5,98,168,1117,4,1,31,172,5.55,3,0.0,0,0,0.0,0,4.0,1.0,3,1.0,0.0,94.0,93.9,101.9,94.9,0.0,30,
118,Eric Parker,SDG,WR,26,15,9,0,0,0,0,0,4,55,13.75,0,80.0,57,725,12.72,3,2.0,1.0,3,0.0,0.0,94.0,151.0,155.0,122.5,0.0,39,
119,Bobby Engram,SEA,WR,32,13,13,0,0,0,0,0,0,0,0.0,0,97.0,67,778,11.61,3,2.0,2.0,3,0.0,0.0,92.0,158.8,163.8,125.3,0.0,40,
120,Ashley Lelie,DEN,WR,25,16,13,0,0,0,0,0,5,84,16.8,0,88.0,42,770,18.33,1,0.0,0.0,1,0.0,0.0,91.0,133.4,136.4,112.4,0.0,41,
121,Brooks Bollinger,NYJ,QB,26,11,9,150,266,1558,7,6,35,135,3.86,0,0.0,0,0,0.0,0,3.0,1.0,0,0.0,0.0,90.0,89.8,102.8,95.8,0.0,31,
122,Antonio Chatman,GNB,WR,26,16,3,0,0,0,0,0,8,34,4.25,0,86.0,49,549,11.2,4,0.0,0.0,5,0.0,0.0,88.0,137.3,140.3,112.8,0.0,42,
123,T.J. Duckett,ATL,RB,24,14,0,0,0,0,0,0,121,380,3.14,8,7.0,6,63,10.5,0,2.0,2.0,8,0.0,0.0,88.0,94.3,99.3,91.3,0.0,37,
124,Frank Gore,SFO,RB,22,14,1,0,0,0,0,0,127,608,4.79,3,22.0,15,131,8.73,0,2.0,2.0,3,0.0,0.0,88.0,102.9,110.9,95.4,0.0,39,
125,Greg Jones,JAX,RB,24,14,13,0,0,0,0,0,151,575,3.81,4,15.0,10,65,6.5,0,0.0,0.0,4,0.0,0.0,88.0,98.0,101.0,93.0,0.0,38,
126,Marty Booker,MIA,WR,29,15,12,0,1,0,0,0,0,0,0.0,0,86.0,39,686,17.59,3,0.0,0.0,3,0.0,0.0,87.0,125.6,128.6,106.1,0.0,44,
127,David Givens,NWE,WR,25,13,10,0,0,0,0,0,2,13,6.5,0,96.0,59,738,12.51,2,0.0,0.0,2,0.0,0.0,87.0,146.1,149.1,116.6,0.0,43,
128,Michael Pittman,TAM,RB,30,16,4,0,0,0,0,0,70,436,6.23,1,46.0,36,300,8.33,1,1.0,0.0,2,0.0,0.0,86.0,121.6,127.6,103.6,0.0,40,
129,Antowain Smith,NOR,RB,33,16,7,0,0,0,0,0,166,659,3.97,3,15.0,12,46,3.83,0,2.0,2.0,3,0.0,0.0,85.0,96.5,101.5,90.5,0.0,41,
130,Travis Taylor,MIN,WR,27,16,13,0,0,0,0,0,2,3,1.5,0,90.0,50,604,12.08,4,1.0,0.0,4,0.0,0.0,85.0,134.7,137.7,109.7,0.0,45,
131,Justin McCareins,NYJ,WR,27,16,16,0,0,0,0,0,1,8,8.0,0,102.0,43,713,16.58,2,0.0,0.0,2,0.0,0.0,84.0,127.1,130.1,105.6,0.0,46,
132,Antwaan Randle El,PIT,WR,26,16,15,3,3,67,1,0,12,73,6.08,0,69.0,35,558,15.94,1,4.0,2.0,3,0.0,0.0,84.0,118.8,123.8,101.3,0.0,47,
133,Marcus Robinson,MIN,WR,30,15,9,0,0,0,0,0,0,0,0.0,0,57.0,31,515,16.61,5,0.0,0.0,5,1.0,0.0,84.0,114.5,117.5,99.0,0.0,48,
134,Michael Bennett,MIN,RB,27,16,6,0,0,0,0,0,126,473,3.75,3,31.0,27,124,4.59,2,5.0,4.0,5,0.0,0.0,82.0,108.7,118.7,95.2,0.0,42,
