player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj,year
Deshaun Watson,HOU,QB,25,16,16,382,544,4823,33,7,90,444,4.93,3,0,0,0,0.0,0,8.0,3,3,0.0,1.0,369.0,369.3,25.0,382.0,544.0,4823.0,33.0,7.0,90.0,444.0,4.93,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,1.0,369.0,369.3,2020
Jonathan Taylor,IND,RB,21,15,13,0,0,0,0,0,232,1169,5.04,11,39,36,299,8.31,1,1.0,1,12,0.0,0.0,217.0,252.8,21.688706738761535,0.0,0.0,0.0,0.0,0.0,239.60856968536552,1207.3380084577254,5.2052896173027685,11.360751148875089,40.27902680055713,37.1806401235912,308.8058721376047,8.582531095195636,1.0327955589886444,1.0327955589886444,1.0327955589886444,12.393546707863734,0.0,0.0,224.11663630053584,261.09071731232933,2020
Aaron Jones,GNB,RB,26,14,14,0,0,0,0,0,201,1104,5.49,9,63,47,355,7.55,2,2.0,0,11,0.0,0.0,212.0,258.9,27.795169158892136,0.0,0.0,0.0,0.0,0.0,214.87803849758922,1180.225644285266,5.86905687239684,9.621404708847278,67.34983296193094,50.24511347953578,379.51096351564263,8.071289505755216,2.138089935299395,2.138089935299395,0.0,11.759494644146674,0.0,0.0,226.63753314173587,276.7757421245067,2020
Darren Waller,LVR,TE,28,16,15,0,0,0,0,0,0,0,0.0,0,145,107,1196,11.18,9,2.0,2,9,1.0,0.0,172.0,278.6,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,107.0,1196.0,11.18,9.0,2.0,2.0,9.0,1.0,0.0,172.0,278.6,2020
David Montgomery,CHI,RB,23,15,14,0,0,0,0,0,247,1070,4.33,8,68,54,438,8.11,2,1.0,1,10,1.0,0.0,211.0,264.8,23.754297856738823,0.0,0.0,0.0,0.0,0.0,255.10050307019517,1105.0912481178495,4.47200477042083,8.262364471909155,70.23009801122782,55.7709601853868,452.3644548370263,8.375971983397905,2.065591117977289,1.0327955589886444,1.0327955589886444,10.327955589886445,1.0327955589886444,0.0,217.91986294660398,273.48426402019305,2020
Russell Wilson,SEA,QB,32,16,16,384,558,4212,40,13,83,513,6.18,2,0,0,0,0.0,0,7.0,4,2,0.0,1.0,360.0,359.8,32.0,384.0,558.0,4212.0,40.0,13.0,83.0,513.0,6.18,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,0.0,1.0,360.0,359.8,2020
Stefon Diggs,BUF,WR,27,16,15,0,0,0,0,0,1,1,1.0,0,166,127,1535,12.09,8,0.0,0,8,0.0,0.0,202.0,328.6,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,166.0,127.0,1535.0,12.09,8.0,0.0,0.0,8.0,0.0,0.0,202.0,328.6,2020
James Robinson,JAX,RB,22,14,14,0,0,0,0,0,240,1070,4.46,7,60,49,344,7.02,3,3.0,1,10,1.0,0.0,201.0,250.4,23.518989288293348,0.0,0.0,0.0,0.0,0.0,256.5707922359274,1143.8781153851764,4.767940555717651,7.483314773547883,64.14269805898185,52.38320341483518,367.75146887149594,7.504695672900876,3.2071349029490928,3.2071349029490928,1.0690449676496976,10.690449676496975,1.0690449676496976,0.0,214.87803849758922,267.68885989948427,2020
Josh Jacobs,LVR,RB,22,15,15,0,0,0,0,0,273,1065,3.9,12,45,33,238,7.21,0,2.0,2,12,0.0,0.0,198.0,231.3,22.721502297750177,0.0,0.0,0.0,0.0,0.0,281.95318760389995,1099.9272703229065,4.027902680055713,12.393546707863734,46.475800154489,34.082253446625266,245.80534303929738,7.4464559803081265,0.0,2.065591117977289,2.065591117977289,12.393546707863734,0.0,0.0,204.4935206797516,238.88561279407347,2020
Calvin Ridley,ATL,WR,26,15,15,0,0,0,0,0,5,1,0.2,0,143,90,1374,15.27,9,1.0,1,9,1.0,0.0,192.0,281.5,26.852684533704757,0.0,0.0,0.0,0.0,0.0,5.163977794943222,1.0327955589886444,0.2065591117977289,0.0,147.68976493537616,92.951600308978,1419.0610980503975,15.7707881857566,9.2951600308978,1.0327955589886444,1.0327955589886444,9.2951600308978,1.0327955589886444,0.0,198.29674732581975,290.7319498553034,2020
D.K. Metcalf,SEA,WR,23,16,16,0,0,0,0,0,0,0,0.0,0,129,83,1303,15.7,10,1.0,1,10,0.0,0.0,188.0,271.3,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,83.0,1303.0,15.7,10.0,1.0,1.0,10.0,0.0,0.0,188.0,271.3,2020
Nick Chubb,CLE,RB,25,12,12,0,0,0,0,0,190,1067,5.62,12,18,16,150,9.38,0,1.0,1,12,0.0,0.0,192.0,207.7,28.86751345948129,0.0,0.0,0.0,0.0,0.0,219.3931022920578,1232.0654744506614,6.489417025691394,13.85640646055102,20.784609690826528,18.475208614068027,173.20508075688775,10.831091049997381,0.0,1.1547005383792517,1.1547005383792517,13.85640646055102,0.0,0.0,221.7025033688163,239.83130182137054,2020
Ryan Tannehill,TEN,QB,32,16,16,315,481,3819,33,7,43,266,6.19,7,1,1,0,0.0,0,6.0,1,7,2.0,1.0,343.0,344.4,32.0,315.0,481.0,3819.0,33.0,7.0,43.0,266.0,6.19,7.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,7.0,2.0,1.0,343.0,344.4,2020
Justin Jefferson,MIN,WR,21,16,14,0,0,0,0,0,1,2,2.0,0,125,88,1400,15.91,7,1.0,0,7,2.0,0.0,186.0,274.2,21.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,125.0,88.0,1400.0,15.91,7.0,1.0,0.0,7.0,2.0,0.0,186.0,274.2,2020
Tom Brady,TAM,QB,43,16,16,401,610,4633,40,12,30,6,0.2,3,0,0,0,0.0,0,4.0,1,3,0.0,0.0,338.0,337.9,43.0,401.0,610.0,4633.0,40.0,12.0,30.0,6.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,338.0,337.9,2020
Adam Thielen,MIN,WR,30,15,15,0,0,0,0,0,3,15,5.0,0,108,74,925,12.5,14,0.0,0,14,1.0,0.0,180.0,254.0,30.983866769659333,0.0,0.0,0.0,0.0,0.0,3.0983866769659336,15.491933384829666,5.163977794943222,0.0,111.5419203707736,76.42687136515968,955.3358920644961,12.909944487358056,14.459137825841022,0.0,0.0,14.459137825841022,1.0327955589886444,0.0,185.903200617956,262.3300719831157,2020
Mike Evans,TAM,WR,27,16,16,0,0,0,0,0,0,0,0.0,0,109,70,1006,14.37,13,0.0,0,13,0.0,0.0,179.0,248.6,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,70.0,1006.0,14.37,13.0,0.0,0.0,13.0,0.0,0.0,179.0,248.6,2020
A.J. Brown,TEN,WR,23,14,12,0,0,0,0,0,0,0,0.0,0,106,70,1075,15.36,11,2.0,1,12,0.0,0.0,178.0,247.5,24.588034255943043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.31876657086794,74.83314773547883,1149.2233402234249,16.420530703099352,11.759494644146674,2.138089935299395,1.0690449676496976,12.828539611796371,0.0,0.0,190.29000424164616,264.5886294933001,2020
Justin Herbert,LAC,QB,22,15,15,396,595,4336,31,10,55,234,4.25,5,0,0,0,0.0,0,8.0,1,5,0.0,2.0,333.0,332.8,22.721502297750177,408.9870413595032,614.5133575982435,4478.201543774762,32.01666232864798,10.327955589886445,56.803755744375444,241.6741608033428,4.389381125701739,5.163977794943222,0.0,0.0,0.0,0.0,0.0,8.262364471909155,1.0327955589886444,5.163977794943222,0.0,2.065591117977289,343.9209211432186,343.7143620314209,2020
Lamar Jackson,BAL,QB,23,15,15,242,376,2757,26,9,159,1005,6.32,7,0,0,0,0.0,0,10.0,4,7,0.0,1.0,333.0,332.8,23.754297856738823,249.93652527525197,388.33113017973034,2847.417356131693,26.852684533704757,9.2951600308978,164.21449387919446,1037.9595367835877,6.5272679328082335,7.229568912920511,0.0,0.0,0.0,0.0,0.0,10.327955589886445,4.131182235954578,7.229568912920511,0.0,1.0327955589886444,343.9209211432186,343.7143620314209,2020
Kareem Hunt,CLE,RB,25,16,5,0,0,0,0,0,198,841,4.25,6,51,38,304,8.0,5,2.0,0,11,0.0,0.0,181.0,218.5,25.0,0.0,0.0,0.0,0.0,0.0,198.0,841.0,4.25,6.0,51.0,38.0,304.0,8.0,5.0,2.0,0.0,11.0,0.0,0.0,181.0,218.5,2020
DeAndre Hopkins,ARI,WR,28,16,16,0,0,0,0,0,1,1,1.0,0,160,115,1407,12.23,6,3.0,2,6,0.0,0.0,173.0,287.8,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,160.0,115.0,1407.0,12.23,6.0,3.0,2.0,6.0,0.0,0.0,173.0,287.8,2020
Ezekiel Elliott,DAL,RB,25,15,15,0,0,0,0,0,244,979,4.01,6,71,52,338,6.5,2,6.0,5,8,1.0,0.0,172.0,223.7,25.81988897471611,0.0,0.0,0.0,0.0,0.0,252.00211639322924,1011.1068522498829,4.141510191544464,6.196773353931867,73.32848468819375,53.705369067409514,349.0848989381618,6.713171133426189,2.065591117977289,6.196773353931867,5.163977794943222,8.262364471909155,1.0327955589886444,0.0,177.64083614604684,231.03636654575976,2020
Tyler Lockett,SEA,WR,28,16,16,0,0,0,0,0,0,0,0.0,0,132,100,1054,10.54,10,1.0,0,10,0.0,0.0,165.0,265.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,100.0,1054.0,10.54,10.0,1.0,0.0,10.0,0.0,0.0,165.0,265.4,2020
Kenyan Drake,ARI,RB,26,15,13,0,0,0,0,0,239,955,4.0,10,31,25,137,5.48,0,3.0,1,10,0.0,0.0,167.0,192.2,26.852684533704757,0.0,0.0,0.0,0.0,0.0,246.83813859828604,986.3197588341554,4.131182235954578,10.327955589886445,32.01666232864798,25.81988897471611,141.4929915814443,5.659719663257772,0.0,3.0983866769659336,1.0327955589886444,10.327955589886445,0.0,0.0,172.47685835110363,198.50330643761745,2020
Melvin Gordon,DEN,RB,27,15,10,0,0,0,0,0,215,986,4.59,9,44,32,158,4.94,1,4.0,4,10,0.0,0.0,166.0,198.4,27.8854800926934,0.0,0.0,0.0,0.0,0.0,222.05104518255857,1018.3364211628034,4.740531615757878,9.2951600308978,45.443004595500355,33.04945788763662,163.18169832020584,5.102010061403904,1.0327955589886444,4.131182235954578,4.131182235954578,10.327955589886445,0.0,0.0,171.44406279211498,204.90663890334707,2020
Antonio Gibson,WAS,RB,22,14,10,0,0,0,0,0,170,795,4.68,11,44,36,247,6.86,0,1.0,2,11,0.0,0.0,166.0,202.2,23.518989288293348,0.0,0.0,0.0,0.0,0.0,181.7376445004486,849.8907492815096,5.003130448600584,11.759494644146674,47.037978576586696,38.48561883538911,264.0541070094753,7.333648478076926,0.0,1.0690449676496976,2.138089935299395,11.759494644146674,0.0,0.0,177.4614646298498,216.16089245876884,2020
Allen Robinson,CHI,WR,27,16,16,0,0,0,0,0,1,-1,-1.0,0,151,102,1250,12.25,6,0.0,0,6,0.0,0.0,161.0,262.9,27.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,151.0,102.0,1250.0,12.25,6.0,0.0,0.0,6.0,0.0,0.0,161.0,262.9,2020
Robert Tonyan,GNB,TE,26,16,8,0,0,0,0,0,0,0,0.0,0,59,52,586,11.27,11,0.0,0,11,0.0,0.0,125.0,176.6,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,52.0,586.0,11.27,11.0,0.0,0.0,11.0,0.0,0.0,125.0,176.6,2020
Robert Woods,LAR,WR,28,16,16,0,0,0,0,0,24,155,6.46,2,129,90,936,10.4,6,2.0,1,8,0.0,0.0,155.0,245.1,28.0,0.0,0.0,0.0,0.0,0.0,24.0,155.0,6.46,2.0,129.0,90.0,936.0,10.4,6.0,2.0,1.0,8.0,0.0,0.0,155.0,245.1,2020
Ronald Jones II,TAM,RB,23,14,13,0,0,0,0,0,192,978,5.09,7,42,28,165,5.89,1,2.0,2,8,0.0,0.0,158.0,186.3,24.588034255943043,0.0,0.0,0.0,0.0,0.0,205.25663378874194,1045.5259783614042,5.44143888533696,7.483314773547883,44.8998886412873,29.93325909419153,176.3924196622001,6.296674859456719,1.0690449676496976,2.138089935299395,2.138089935299395,8.55235974119758,0.0,0.0,168.90910488865222,199.16307747313866,2020
Chase Claypool,PIT,WR,22,16,6,0,0,0,0,0,10,16,1.6,2,109,62,873,14.08,9,3.0,1,11,0.0,0.0,153.0,214.9,22.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,1.6,2.0,109.0,62.0,873.0,14.08,9.0,3.0,1.0,11.0,0.0,0.0,153.0,214.9,2020
Marvin Jones,DET,WR,30,16,16,0,0,0,0,0,0,0,0.0,0,115,76,978,12.87,9,0.0,0,9,0.0,0.0,152.0,227.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,76.0,978.0,12.87,9.0,0.0,0.0,9.0,0.0,0.0,152.0,227.8,2020
Brandin Cooks,HOU,WR,27,15,15,0,0,0,0,0,0,0,0.0,0,119,81,1150,14.2,6,0.0,0,6,0.0,0.0,151.0,232.0,27.8854800926934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.90267151964869,83.6564402780802,1187.714892836941,14.665696937638751,6.196773353931867,0.0,0.0,6.196773353931867,0.0,0.0,155.95212940728533,239.60856968536552,2020
Kirk Cousins,MIN,QB,32,16,16,349,516,4265,35,13,32,156,4.88,1,0,0,0,0.0,0,9.0,5,1,0.0,5.0,306.0,306.2,32.0,349.0,516.0,4265.0,35.0,13.0,32.0,156.0,4.88,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,5.0,306.0,306.2,2020
Mark Andrews,BAL,TE,25,14,2,0,0,0,0,0,0,0,0.0,0,88,58,701,12.09,7,2.0,0,7,0.0,0.0,112.0,170.1,26.726124191242437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.07595715317339,62.00460812368246,749.400522322438,12.924753658884843,7.483314773547883,2.138089935299395,0.0,7.483314773547883,0.0,0.0,119.73303637676612,181.84454899721354,2020
Chris Carson,SEA,RB,26,12,12,0,0,0,0,0,141,681,4.83,5,46,37,287,7.76,4,1.0,0,9,0.0,0.0,151.0,187.8,30.02221399786054,0.0,0.0,0.0,0.0,0.0,162.8127759114745,786.3510666362704,5.577203600371785,5.773502691896258,53.11622476544557,42.72391992003231,331.3990545148452,8.960476177822992,4.618802153517007,1.1547005383792517,0.0,10.392304845413264,0.0,0.0,174.359781295267,216.85276110762345,2020
J.K. Dobbins,BAL,RB,22,15,1,0,0,0,0,0,134,805,6.01,9,24,18,120,6.67,0,2.0,0,9,2.0,0.0,151.0,168.5,22.721502297750177,0.0,0.0,0.0,0.0,0.0,138.39460490447837,831.4004249858588,6.207101309521753,9.2951600308978,24.78709341572747,18.5903200617956,123.93546707863733,6.888746378454258,0.0,2.065591117977289,0.0,9.2951600308978,2.065591117977289,0.0,155.95212940728533,174.02605168958658,2020
D.J. Moore,CAR,WR,23,15,14,0,1,0,0,0,2,22,11.0,0,118,66,1193,18.08,4,0.0,0,4,0.0,0.0,146.0,211.5,23.754297856738823,0.0,1.0327955589886444,0.0,0.0,0.0,2.065591117977289,22.721502297750177,11.360751148875089,0.0,121.86987596066005,68.16450689325053,1232.1251018734529,18.67294370651469,4.131182235954578,0.0,0.0,4.131182235954578,0.0,0.0,150.7881516123421,218.4362607260983,2020
Keenan Allen,LAC,WR,28,14,13,0,1,0,0,0,1,-1,-1.0,0,147,100,992,9.92,8,3.0,2,8,1.0,0.0,145.0,245.1,29.93325909419153,0.0,1.0690449676496976,0.0,0.0,0.0,1.0690449676496976,-1.0690449676496976,-1.0690449676496976,0.0,157.14961024450554,106.90449676496975,1060.4926079085,10.604926079084999,8.55235974119758,3.2071349029490928,2.138089935299395,8.55235974119758,1.0690449676496976,0.0,155.01152030920613,262.02292157094087,2020
Amari Cooper,DAL,WR,26,16,15,0,0,0,0,0,6,14,2.33,0,130,92,1114,12.11,5,0.0,0,5,1.0,0.0,145.0,236.8,26.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,2.33,0.0,130.0,92.0,1114.0,12.11,5.0,0.0,0.0,5.0,1.0,0.0,145.0,236.8,2020
T.J. Hockenson,DET,TE,23,16,16,0,0,0,0,0,1,0,0.0,0,101,67,723,10.79,6,1.0,1,6,1.0,0.0,108.0,175.3,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,67.0,723.0,10.79,6.0,1.0,1.0,6.0,1.0,0.0,108.0,175.3,2020
CeeDee Lamb,DAL,WR,21,16,14,0,0,0,0,0,10,82,8.2,1,111,74,935,12.64,5,2.0,1,7,1.0,0.0,144.0,217.7,21.0,0.0,0.0,0.0,0.0,0.0,10.0,82.0,8.2,1.0,111.0,74.0,935.0,12.64,5.0,2.0,1.0,7.0,1.0,0.0,144.0,217.7,2020
Mike Davis,CAR,RB,27,15,12,0,0,0,0,0,165,642,3.89,6,70,59,373,6.32,2,1.0,1,8,0.0,0.0,148.0,206.5,27.8854800926934,0.0,0.0,0.0,0.0,0.0,170.41126723312632,663.0547488707098,4.0175747244658275,6.196773353931867,72.29568912920512,60.93493798033003,385.2327435027644,6.5272679328082335,2.065591117977289,1.0327955589886444,1.0327955589886444,8.262364471909155,0.0,0.0,152.85374273031937,213.27228293115508,2020
David Johnson,HOU,RB,29,12,12,0,0,0,0,0,147,691,4.7,6,46,33,314,9.52,2,2.0,1,8,0.0,0.0,147.0,179.5,33.4863156129983,0.0,0.0,0.0,0.0,0.0,169.74097914175,797.8980720200628,5.427092530382483,6.92820323027551,53.11622476544557,38.1051177665153,362.575969051085,10.992749125370475,2.3094010767585034,2.3094010767585034,1.1547005383792517,9.237604307034013,0.0,0.0,169.74097914175,207.26874663907566,2020
Mike Gesicki,MIA,TE,25,15,9,0,0,0,0,0,0,0,0.0,0,85,53,703,13.26,6,0.0,0,6,0.0,0.0,106.0,159.3,25.81988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.78762251403478,54.73816462639816,726.0552779690171,13.694869112189425,6.196773353931867,0.0,0.0,6.196773353931867,0.0,0.0,109.47632925279632,164.5243325468911,2020
Logan Thomas,WAS,TE,29,16,15,1,1,28,0,0,3,5,1.67,0,110,72,670,9.31,6,0.0,0,6,0.0,0.0,105.0,176.6,29.0,1.0,1.0,28.0,0.0,0.0,3.0,5.0,1.67,0.0,110.0,72.0,670.0,9.31,6.0,0.0,0.0,6.0,0.0,0.0,105.0,176.6,2020
Rob Gronkowski,TAM,TE,31,16,16,0,0,0,0,0,0,0,0.0,0,77,45,623,13.84,7,1.0,0,7,0.0,0.0,104.0,149.3,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,45.0,623.0,13.84,7.0,1.0,0.0,7.0,0.0,0.0,104.0,149.3,2020
D'Andre Swift,DET,RB,21,13,4,0,0,0,0,0,114,521,4.57,8,57,46,357,7.76,2,3.0,2,10,0.0,0.0,144.0,189.8,23.297408241459625,0.0,0.0,0.0,0.0,0.0,126.47164473935224,577.9976044666888,5.069959793498595,8.875203139603666,63.23582236967612,51.032418052721084,396.0559401048136,8.608947045415556,2.2188007849009166,3.328201177351375,2.2188007849009166,11.094003924504584,0.0,0.0,159.753656512866,210.56419448709698,2020
Miles Sanders,PHI,RB,23,12,11,0,0,0,0,0,164,867,5.29,6,52,28,197,7.04,0,4.0,2,6,2.0,0.0,142.0,170.4,26.558112382722786,0.0,0.0,0.0,0.0,0.0,189.37088829419727,1001.1253667748111,6.108365848026241,6.92820323027551,60.04442799572108,32.331615074619044,227.47600606071256,8.129091790189932,0.0,4.618802153517007,2.3094010767585034,6.92820323027551,2.3094010767585034,0.0,163.96747644985373,196.76097173982447,2020
Nelson Agholor,LVR,WR,27,16,13,0,0,0,0,0,0,0,0.0,0,82,48,896,18.67,8,0.0,0,8,0.0,0.0,138.0,185.6,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,48.0,896.0,18.67,8.0,0.0,0.0,8.0,0.0,0.0,138.0,185.6,2020
JuJu Smith-Schuster,PIT,WR,24,16,14,0,0,0,0,0,0,0,0.0,0,128,97,831,8.57,9,3.0,1,9,1.0,0.0,137.0,234.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,97.0,831.0,8.57,9.0,3.0,1.0,9.0,1.0,0.0,137.0,234.1,2020
Terry McLaurin,WAS,WR,25,15,15,0,0,0,0,0,2,30,15.0,0,134,87,1118,12.85,4,1.0,1,4,0.0,0.0,137.0,223.8,25.81988897471611,0.0,0.0,0.0,0.0,0.0,2.065591117977289,30.983866769659333,15.491933384829666,0.0,138.39460490447837,89.85321363201207,1154.6654349493044,13.27142293300408,4.131182235954578,1.0327955589886444,1.0327955589886444,4.131182235954578,0.0,0.0,141.4929915814443,231.13964610165866,2020
Will Fuller,HOU,WR,26,11,11,0,0,0,0,0,1,0,0.0,0,75,53,879,16.58,8,0.0,0,8,0.0,0.0,136.0,188.9,31.35717983608742,0.0,0.0,0.0,0.0,0.0,1.2060453783110545,0.0,0.0,0.0,90.45340337332908,63.92040505048589,1060.113887535417,19.99623237239728,9.648363026488436,0.0,0.0,9.648363026488436,0.0,0.0,164.0221714503034,227.8219719629582,2020
Clyde Edwards-Helaire,KAN,RB,21,13,13,0,0,0,0,0,181,803,4.44,4,54,36,297,8.25,1,0.0,0,5,0.0,0.0,140.0,176.0,23.297408241459625,0.0,0.0,0.0,0.0,0.0,200.80147103353295,890.848515137718,4.9257377424800355,4.437601569801833,59.90762119232475,39.9384141282165,329.4919165577861,9.152553237716281,1.1094003924504583,0.0,0.0,5.547001962252292,0.0,0.0,155.31605494306416,195.25446907128065,2020
