player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj,year
Steve Smith Sr.,CAR,WR,28,15,15,0,0,0,0,0,9,66,7.33,0,148.0,87,1002,11.52,7,1.0,0.0,7,0.0,0.0,149.0,235.8,28.918275651682045,0.0,0.0,0.0,0.0,0.0,9.2951600308978,68.16450689325053,7.570391447386764,0.0,152.85374273031937,89.85321363201207,1034.8611501066218,11.897804839549185,7.229568912920511,1.0327955589886444,0.0,7.229568912920511,0.0,0.0,153.88653828930802,243.53319280952238,2007
Bobby Engram,SEA,WR,34,16,13,0,0,0,0,0,0,0,0.0,0,134.0,94,1147,12.2,6,1.0,1.0,6,0.0,0.0,149.0,242.7,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,94.0,1147.0,12.2,6.0,1.0,1.0,6.0,0.0,0.0,149.0,242.7,2007
Steven Jackson,STL,RB,24,12,12,1,1,2,1,0,237,1002,4.23,5,52.0,38,271,7.13,1,5.0,2.0,6,0.0,0.0,163.0,201.4,27.71281292110204,1.1547005383792517,1.1547005383792517,2.3094010767585034,1.1547005383792517,0.0,273.6640275958826,1157.00993945601,4.884383277344234,5.773502691896258,60.04442799572108,43.87862045841156,312.92384590077717,8.233014838644063,1.1547005383792517,5.773502691896258,2.3094010767585034,6.92820323027551,0.0,0.0,188.216187755818,232.55668842958127,2007
Santonio Holmes,PIT,WR,23,13,13,0,0,0,0,0,5,17,3.4,0,85.0,52,942,18.12,8,2.0,0.0,8,1.0,0.0,146.0,197.9,25.516209026360542,0.0,0.0,0.0,0.0,0.0,5.547001962252292,18.85980667165779,3.771961334331558,0.0,94.29903335828895,57.68882040742383,1045.0551696883317,20.102335111202304,8.875203139603666,2.2188007849009166,0.0,8.875203139603666,1.1094003924504583,0.0,161.9724572977669,219.5503376659457,2007
Carson Palmer,CIN,QB,28,16,16,373,575,4131,26,20,24,10,0.42,0,0.0,0,0,0.0,0,5.0,1.0,0,0.0,0.0,228.0,228.2,28.0,373.0,575.0,4131.0,26.0,20.0,24.0,10.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,228.0,228.2,2007
Ryan Grant,GNB,RB,25,15,7,0,0,0,0,0,188,956,5.09,8,37.0,30,145,4.83,0,1.0,1.0,8,0.0,0.0,156.0,186.1,25.81988897471611,0.0,0.0,0.0,0.0,0.0,194.16556508986517,987.3525543931441,5.2569293952522,8.262364471909155,38.21343568257984,30.983866769659333,149.75535605335344,4.988402549915153,0.0,1.0327955589886444,1.0327955589886444,8.262364471909155,0.0,0.0,161.11610720222853,192.20325352778673,2007
LenDale White,TEN,RB,23,16,16,0,0,0,0,0,303,1110,3.66,7,31.0,20,114,5.7,0,5.0,5.0,7,0.0,0.0,154.0,174.4,23.0,0.0,0.0,0.0,0.0,0.0,303.0,1110.0,3.66,7.0,31.0,20.0,114.0,5.7,0.0,5.0,5.0,7.0,0.0,0.0,154.0,174.4,2007
Anquan Boldin,ARI,WR,27,12,11,0,0,0,0,0,1,14,14.0,0,99.0,71,853,12.01,9,2.0,1.0,9,0.0,0.0,139.0,209.7,31.176914536239792,0.0,0.0,0.0,0.0,0.0,1.1547005383792517,16.165807537309522,16.165807537309522,0.0,114.3153532995459,81.98373822492687,984.9595592375016,13.86795346593481,10.392304845413264,2.3094010767585034,1.1547005383792517,10.392304845413264,0.0,0.0,160.50337483471597,242.14070289812904,2007
Willie Parker,PIT,RB,27,15,15,0,1,0,0,0,321,1316,4.1,2,31.0,23,164,7.13,0,4.0,3.0,2,0.0,0.0,154.0,177.0,27.8854800926934,0.0,1.0327955589886444,0.0,0.0,0.0,331.5273744353549,1359.1589556290562,4.234461791853442,2.065591117977289,32.01666232864798,23.754297856738823,169.3784716741377,7.363832335589035,0.0,4.131182235954578,3.0983866769659336,2.065591117977289,0.0,0.0,159.05051608425126,182.80481394099007,2007
Fred Taylor,JAX,RB,31,15,15,0,0,0,0,0,223,1202,5.39,5,14.0,9,58,6.44,0,2.0,1.0,5,0.0,0.0,154.0,163.0,32.01666232864798,0.0,0.0,0.0,0.0,0.0,230.3134096544677,1241.4202619043506,5.5667680629487934,5.163977794943222,14.459137825841022,9.2951600308978,59.90214242134138,6.651203399886871,0.0,2.065591117977289,1.0327955589886444,5.163977794943222,0.0,0.0,159.05051608425126,168.34567611514905,2007
Heath Miller,PIT,TE,25,16,16,0,0,0,0,0,0,0,0.0,0,61.0,47,566,12.04,7,0.0,0.0,7,0.0,0.0,99.0,145.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,47.0,566.0,12.04,7.0,0.0,0.0,7.0,0.0,0.0,99.0,145.6,2007
Joey Galloway,TAM,WR,36,15,15,0,0,0,0,0,1,1,1.0,0,98.0,57,1014,17.79,6,0.0,0.0,6,0.0,0.0,138.0,194.5,37.1806401235912,0.0,0.0,0.0,0.0,0.0,1.0327955589886444,1.0327955589886444,1.0327955589886444,0.0,101.21396478088715,58.869346862352735,1047.2546968144854,18.373432994407985,6.196773353931867,0.0,0.0,6.196773353931867,0.0,0.0,142.52578714043293,200.87873622329136,2007
Derrick Mason,BAL,WR,33,16,16,0,0,0,0,0,0,0,0.0,0,164.0,103,1087,10.55,5,1.0,1.0,5,0.0,0.0,137.0,239.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,103.0,1087.0,10.55,5.0,1.0,1.0,5.0,0.0,0.0,137.0,239.7,2007
Kenny Watson,CIN,RB,29,16,5,0,0,0,0,0,178,763,4.29,7,67.0,52,374,7.19,0,3.0,2.0,7,0.0,0.0,152.0,203.7,29.0,0.0,0.0,0.0,0.0,0.0,178.0,763.0,4.29,7.0,67.0,52.0,374.0,7.19,0.0,3.0,2.0,7.0,0.0,0.0,152.0,203.7,2007
Nate Burleson,SEA,WR,26,16,12,0,0,0,0,0,2,4,2.0,0,96.0,50,694,13.88,9,3.0,1.0,11,0.0,0.0,134.0,183.8,26.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,96.0,50.0,694.0,13.88,9.0,3.0,1.0,11.0,0.0,0.0,134.0,183.8,2007
Chester Taylor,MIN,RB,28,14,8,0,1,0,0,0,157,844,5.38,7,43.0,29,281,9.69,0,5.0,3.0,7,0.0,0.0,149.0,177.5,29.93325909419153,0.0,1.0690449676496976,0.0,0.0,0.0,167.8400599210025,902.2739526963447,5.751461925955373,7.483314773547883,45.96893360893699,31.00230406184123,300.401635909565,10.35904573652557,0.0,5.3452248382484875,3.2071349029490928,7.483314773547883,0.0,0.0,159.28770017980494,189.75548175782131,2007
Donald Lee,GNB,TE,27,15,12,0,0,0,0,0,0,0,0.0,0,63.0,48,575,11.98,6,1.0,1.0,6,0.0,0.0,92.0,139.5,27.8854800926934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0661202162846,49.57418683145494,593.8574464184705,12.372890796683961,6.196773353931867,1.0327955589886444,1.0327955589886444,6.196773353931867,0.0,0.0,95.01719142695529,144.0749804789159,2007
Andre Johnson,HOU,WR,26,9,9,0,0,0,0,0,0,0,0.0,0,86.0,60,851,14.18,8,1.0,1.0,8,0.0,0.0,131.0,191.1,34.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66666666666667,80.0,1134.6666666666667,18.906666666666666,10.666666666666666,1.3333333333333333,1.3333333333333333,10.666666666666666,0.0,0.0,174.66666666666666,254.79999999999998,2007
Brandon Jacobs,NYG,RB,25,11,9,0,0,0,0,0,202,1009,5.0,4,38.0,23,174,7.57,2,5.0,4.0,6,0.0,0.0,146.0,169.3,30.15113445777636,0.0,0.0,0.0,0.0,0.0,243.621166418833,1216.899786715854,6.030226891555272,4.824181513244218,45.82972437582007,27.739043701154255,209.8518958261235,9.129763513814684,2.412090756622109,6.030226891555272,4.824181513244218,7.236272269866327,0.0,0.0,176.08262523341395,204.18348254806153,2007
Thomas Jones,NYJ,RB,29,16,14,0,0,0,0,0,310,1119,3.61,1,34.0,28,217,7.75,1,2.0,0.0,2,0.0,0.0,146.0,173.6,29.0,0.0,0.0,0.0,0.0,0.0,310.0,1119.0,3.61,1.0,34.0,28.0,217.0,7.75,1.0,2.0,0.0,2.0,0.0,0.0,146.0,173.6,2007
Dwayne Bowe,KAN,WR,23,16,15,0,0,0,0,0,0,0,0.0,0,116.0,70,995,14.21,5,0.0,0.0,5,0.0,0.0,130.0,199.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,70.0,995.0,14.21,5.0,0.0,0.0,5.0,0.0,0.0,130.0,199.5,2007
Owen Daniels,HOU,TE,25,16,16,0,0,0,0,0,0,0,0.0,0,94.0,63,768,12.19,3,4.0,3.0,3,0.0,0.0,89.0,151.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,63.0,768.0,12.19,3.0,4.0,3.0,3.0,0.0,0.0,89.0,151.8,2007
Jerricho Cotchery,NYJ,WR,25,15,15,0,0,0,0,0,5,38,7.6,0,127.0,82,1130,13.78,2,1.0,1.0,2,0.0,0.0,127.0,208.8,25.81988897471611,0.0,0.0,0.0,0.0,0.0,5.163977794943222,39.24623124156849,7.8492462483136975,0.0,131.16503599155786,84.68923583706885,1167.0589816571683,14.23192280286352,2.065591117977289,1.0327955589886444,1.0327955589886444,2.065591117977289,0.0,0.0,131.16503599155786,215.64771271682898,2007
Shaun McDonald,DET,WR,26,16,7,0,0,0,0,0,4,2,0.5,0,127.0,79,943,11.94,6,3.0,2.0,6,0.0,0.0,127.0,205.5,26.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,0.0,127.0,79.0,943.0,11.94,6.0,3.0,2.0,6.0,0.0,0.0,127.0,205.5,2007
