,rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
36,37,Deuce McAllister,NOR,RB,28,15,13,0,0,0,0,0,244,1057,4.33,10,36.0,30,198,6.6,0,3.0,1.0,11,,,190.0,219.5,226.5,204.5,31.0,10,37.0
37,38,Laveranues Coles,NYJ,WR,29,16,16,0,0,0,0,0,2,14,7.0,0,152.0,91,1098,12.07,6,1.0,,6,,,147.0,238.2,241.2,192.7,31.0,16,38.0
38,39,Anquan Boldin,ARI,WR,26,16,16,0,0,0,0,0,5,28,5.6,0,152.0,83,1203,14.49,4,1.0,,4,,,147.0,230.1,233.1,188.6,31.0,17,39.0
39,40,Andre Johnson,HOU,WR,25,16,16,0,0,0,0,0,3,14,4.67,0,163.0,103,1147,11.14,5,1.0,,5,,,146.0,249.1,252.1,197.6,30.0,18,40.0
40,41,Joseph Addai,IND,RB,23,16,0,0,0,0,0,0,226,1081,4.78,7,50.0,40,325,8.13,1,2.0,1.0,8,,,187.0,226.6,233.6,206.6,28.0,11,41.0
41,42,Kellen Winslow,CLE,TE,23,16,16,0,0,0,0,0,0,0,,0,120.0,89,875,9.83,3,1.0,,3,,,106.0,194.5,197.5,150.0,27.0,6,42.0
42,43,Mike Furrey,DET,WR,29,16,14,0,0,0,0,0,0,0,,0,146.0,98,1086,11.08,6,1.0,1.0,6,,,143.0,240.6,244.6,191.6,26.0,19,43.0
43,44,Jeremy Shockey,NYG,TE,26,15,15,0,0,0,0,0,0,0,,0,115.0,66,623,9.44,7,0.0,,7,,,104.0,170.3,173.3,137.3,26.0,7,44.0
44,45,Terry Glenn,DAL,WR,32,15,14,0,0,0,0,0,3,11,3.67,0,111.0,70,1047,14.96,6,0.0,,6,,,142.0,211.8,214.8,176.8,25.0,20,45.0
45,46,Ladell Betts,WAS,RB,27,16,9,0,0,0,0,0,245,1154,4.71,4,64.0,53,445,8.4,1,6.0,3.0,5,,,184.0,236.9,245.9,210.4,25.0,12,46.0
46,47,Philip Rivers,SDG,QB,25,16,16,284,460,3388,22,9,48,49,1.02,0,0.0,0,0,,0,8.0,2.0,0,,1.0,208.0,208.4,222.4,217.4,24.0,8,47.0
47,48,Marion Barber III,DAL,RB,23,16,1,0,0,0,0,0,135,654,4.84,14,32.0,23,196,8.52,2,0.0,,16,,,181.0,204.0,210.0,192.5,22.0,13,48.0
48,49,Chester Taylor,MIN,RB,27,15,15,0,0,0,0,0,303,1216,4.01,6,51.0,42,288,6.86,0,5.0,3.0,6,,,180.0,222.4,231.4,201.4,22.0,14,49.0
49,50,Reggie Brown,PHI,WR,25,16,15,0,0,0,0,0,3,24,8.0,1,88.0,46,816,17.74,8,0.0,,9,,,138.0,184.0,187.0,161.0,21.0,21,50.0
50,51,Desmond Clark,CHI,TE,29,16,16,0,0,0,0,0,0,0,,0,80.0,45,626,13.91,6,0.0,,6,,,99.0,143.6,146.6,121.1,20.0,8,51.0
51,52,Hines Ward,PIT,WR,30,14,14,0,0,0,0,0,2,30,15.0,0,126.0,74,975,13.18,6,2.0,,6,,,137.0,210.5,213.5,173.5,20.0,22,52.0
52,53,Reggie Bush,NOR,RB,21,16,8,0,1,0,0,1,155,565,3.65,6,121.0,88,742,8.43,2,2.0,2.0,9,,,179.0,266.7,275.7,223.7,20.0,15,53.0
53,54,Vince Young,TEN,QB,23,15,13,184,357,2199,12,13,83,552,6.65,7,0.0,0,0,,0,12.0,3.0,7,1.0,,203.0,203.2,225.2,216.2,19.0,9,54.0
54,55,Jerricho Cotchery,NYJ,WR,24,16,16,0,0,0,0,0,5,25,5.0,0,125.0,82,961,11.72,6,0.0,,6,,,135.0,216.6,219.6,175.6,18.0,23,55.0
55,56,Donovan McNabb,PHI,QB,30,10,10,180,316,2647,18,6,32,212,6.63,3,0.0,0,0,,0,3.0,2.0,3,,,201.0,201.1,215.1,207.1,17.0,10,56.0
56,57,Ahman Green,GNB,RB,29,14,14,0,0,0,0,0,266,1059,3.98,5,63.0,46,373,8.11,1,4.0,2.0,6,,,175.0,221.2,229.2,198.2,16.0,16,57.0
57,58,Jamal Lewis,BAL,RB,27,16,16,0,0,0,0,0,314,1132,3.61,9,26.0,18,115,6.39,0,4.0,2.0,9,,,175.0,192.7,200.7,183.7,16.0,17,58.0
58,59,L.J. Smith,PHI,TE,26,16,15,0,0,0,0,0,0,0,,0,75.0,50,611,12.22,5,0.0,,5,1.0,,93.0,143.1,146.1,118.1,15.0,9,59.0
59,60,Larry Fitzgerald,ARI,WR,23,13,13,0,0,0,0,0,0,0,,0,111.0,69,946,13.71,6,0.0,,6,,,131.0,199.6,202.6,165.1,14.0,24,60.0
60,61,Fred Taylor,JAX,RB,30,15,15,0,0,0,0,0,231,1146,4.96,5,28.0,23,242,10.52,1,3.0,1.0,6,,,173.0,195.8,202.8,184.3,14.0,18,61.0
61,62,Isaac Bruce,STL,WR,34,16,13,0,1,0,0,0,0,0,,0,126.0,74,1098,14.84,3,0.0,,3,1.0,,130.0,203.8,206.8,166.8,13.0,25,62.0
62,63,Travis Henry,TEN,RB,28,14,13,0,0,0,0,0,270,1211,4.49,7,25.0,18,78,4.33,0,3.0,1.0,7,1.0,,171.0,188.9,192.9,179.9,12.0,19,63.0
63,64,Thomas Jones,CHI,RB,28,16,16,1,1,-4,0,0,296,1210,4.09,6,47.0,36,154,4.28,0,1.0,1.0,6,,,170.0,206.2,213.2,188.2,11.0,20,64.0
64,65,Corey Dillon,NWE,RB,32,16,13,0,0,0,0,0,199,812,4.08,13,16.0,15,147,9.8,0,2.0,2.0,13,,,170.0,184.9,192.9,177.4,11.0,21,65.0
65,66,Edgerrin James,ARI,RB,28,16,16,0,0,0,0,0,337,1159,3.44,6,61.0,38,217,5.71,0,3.0,3.0,6,,,168.0,205.6,214.6,186.6,9.0,22,66.0
66,67,Santana Moss,WAS,WR,27,14,14,0,0,0,0,0,7,82,11.71,0,101.0,55,790,14.36,6,2.0,,6,1.0,,125.0,180.2,183.2,152.7,9.0,26,67.0
67,68,Braylon Edwards,CLE,WR,23,16,15,0,0,0,0,0,3,7,2.33,0,125.0,61,884,14.49,6,0.0,,6,,,125.0,186.1,189.1,155.6,9.0,27,68.0
68,69,Mark Clayton,BAL,WR,24,16,12,0,1,0,0,0,7,-30,-4.29,0,113.0,67,939,14.01,5,0.0,,5,,,121.0,187.9,190.9,154.4,4.0,28,69.0
69,70,Randy McMichael,MIA,TE,27,16,16,0,0,0,0,0,0,0,,0,96.0,62,640,10.32,3,0.0,,3,,,82.0,144.0,147.0,113.0,4.0,10,70.0
70,71,Eli Manning,NYG,QB,25,16,16,301,522,3244,24,18,25,21,0.84,0,0.0,0,0,,0,9.0,2.0,0,,,188.0,187.9,210.9,205.9,4.0,11,71.0
71,72,Jason Witten,DAL,TE,24,16,15,0,0,0,0,0,0,0,,0,90.0,64,754,11.78,1,0.0,,1,,,81.0,145.4,148.4,113.4,3.0,11,72.0
72,73,Warrick Dunn,ATL,RB,31,16,16,0,0,0,0,0,286,1140,3.99,4,28.0,22,170,7.73,1,1.0,,5,,,161.0,183.0,189.0,172.0,2.0,23,73.0
73,74,Eddie Kennison,KAN,WR,33,16,16,0,0,0,0,0,4,16,4.0,0,101.0,53,860,16.23,5,0.0,,5,,,118.0,170.6,173.6,144.1,1.0,29,74.0
74,75,Jamar Martin,NYJ,,26,2,0,0,0,0,0,0,0,0,,0,0.0,0,0,,0,,,0,,,,,,,,3,75.0
75,76,Ben Roethlisberger,PIT,QB,24,15,15,280,469,3513,18,23,32,98,3.06,2,0.0,0,0,,0,5.0,2.0,2,,,184.0,184.3,212.3,207.3,,12,76.0
76,77,Marty Booker,MIA,WR,30,14,13,0,0,0,0,0,3,19,6.33,0,90.0,55,747,13.58,6,0.0,,6,2.0,,117.0,171.6,174.6,144.1,,30,77.0
77,78,J.P. Foschi,OAK,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,2,78.0
78,79,Brett Favre,GNB,QB,37,16,16,343,613,3885,18,18,23,29,1.26,1,0.0,0,0,,0,8.0,8.0,1,,,184.0,184.3,213.3,202.3,,13,
79,80,Steve McNair,BAL,QB,33,16,16,295,468,3050,16,12,45,119,2.64,1,0.0,0,0,,0,7.0,1.0,1,,,178.0,177.9,196.9,189.9,,14,
80,81,J.P. Losman,BUF,QB,25,16,16,268,429,3051,19,14,38,140,3.68,1,0.0,0,0,,0,13.0,7.0,1,,,176.0,176.0,203.0,190.0,,15,
81,82,Chad Pennington,NYJ,QB,30,16,16,313,485,3352,17,16,35,109,3.11,0,1.0,0,7,,0,7.0,4.0,0,,,174.0,173.7,199.7,189.7,,17,
82,83,Tony Romo,DAL,QB,26,16,10,220,337,2903,19,13,34,102,3.0,0,0.0,0,0,,0,9.0,3.0,0,1.0,1.0,174.0,174.3,196.3,187.3,,16,
83,84,Rex Grossman,CHI,QB,26,16,16,262,480,3193,23,20,24,2,0.08,0,1.0,1,-4,-4.0,0,8.0,5.0,0,,,170.0,170.5,198.5,190.0,,18,
84,85,Alex Smith,SFO,QB,22,16,16,257,442,2890,16,16,44,147,3.34,2,0.0,0,0,,0,10.0,5.0,2,,,164.0,164.3,191.3,180.3,,19,
85,86,Kevin Jones,DET,RB,24,12,12,0,0,0,0,0,181,689,3.81,6,78.0,61,520,8.52,2,5.0,5.0,8,,,159.0,219.9,230.9,189.4,,24,
86,87,Ronnie Brown,MIA,RB,25,13,12,0,1,0,0,0,241,1008,4.18,5,38.0,33,276,8.36,0,4.0,2.0,5,,,154.0,187.4,195.4,170.9,,25,
87,88,David Carr,HOU,QB,27,16,16,302,442,2767,11,12,53,195,3.68,2,0.0,0,0,,0,16.0,6.0,2,,1.0,152.0,152.2,176.2,164.2,,20,
88,89,Jake Delhomme,CAR,QB,31,13,13,263,431,2805,17,11,18,12,0.67,0,0.0,0,0,,0,6.0,4.0,0,,,151.0,151.4,169.4,162.4,,21,
89,90,Matt Hasselbeck,SEA,QB,31,12,12,210,371,2442,18,15,18,110,6.11,0,0.0,0,0,,0,3.0,2.0,0,,1.0,149.0,148.7,171.7,163.7,,22,
90,91,Willis McGahee,BUF,RB,25,14,14,0,0,0,0,0,259,990,3.82,6,28.0,18,156,8.67,0,4.0,2.0,6,,,147.0,164.6,172.6,155.6,,26,
91,92,Julius Jones,DAL,RB,25,16,16,0,0,0,0,0,267,1084,4.06,4,15.0,9,142,15.78,0,1.0,1.0,4,,,145.0,153.6,160.6,149.1,,27,
92,93,Matt Leinart,ARI,QB,23,12,11,214,377,2547,11,12,22,49,2.23,2,0.0,0,0,,0,8.0,2.0,2,,,135.0,134.8,151.8,146.8,,23,
93,94,Laurence Maroney,NWE,RB,21,14,0,0,0,0,0,0,175,745,4.26,6,30.0,22,194,8.82,1,1.0,1.0,7,,,134.0,155.9,162.9,144.9,,28,
94,95,Mike Bell,DEN,RB,23,15,3,0,0,0,0,0,157,677,4.31,8,27.0,20,158,7.9,0,1.0,,8,,,132.0,151.5,157.5,141.5,,29,
95,96,Shaun Alexander,SEA,RB,29,10,10,0,0,0,0,0,252,896,3.56,7,16.0,12,48,4.0,0,6.0,3.0,7,,,130.0,142.4,148.4,136.4,,30,
96,97,Charlie Frye,CLE,QB,25,13,13,252,393,2454,10,17,47,215,4.57,3,0.0,0,0,,0,8.0,7.0,3,,,130.0,129.7,159.7,146.7,,25,
97,98,Brad Johnson,MIN,QB,38,15,14,270,439,2750,9,15,29,82,2.83,1,0.0,0,0,,0,9.0,,1,,,130.0,130.2,148.2,145.2,,24,
98,99,DeShaun Foster,CAR,RB,26,14,14,0,0,0,0,0,227,897,3.95,3,46.0,32,159,4.97,0,4.0,2.0,3,,,120.0,151.6,159.6,135.6,,31,
99,100,Tatum Bell,DEN,RB,25,13,13,0,0,0,0,0,233,1025,4.4,2,31.0,24,115,4.79,0,5.0,5.0,2,,,116.0,140.0,151.0,128.0,,32,
100,101,Chris Henry,CIN,WR,23,13,4,0,0,0,0,0,0,0,,0,75.0,36,605,16.81,9,0.0,,9,,,115.0,150.5,153.5,132.5,,31,
101,102,Muhsin Muhammad,CHI,WR,33,16,16,0,0,0,0,0,0,0,,0,117.0,60,863,14.38,5,1.0,1.0,5,,,114.0,174.3,178.3,144.3,,32,
102,103,Leon Washington,NYJ,RB,24,16,8,0,0,0,0,0,151,650,4.3,4,31.0,25,270,10.8,0,3.0,1.0,4,,,114.0,139.0,146.0,126.5,,33,
103,104,Dominic Rhodes,IND,RB,27,16,16,0,0,0,0,0,187,641,3.43,5,47.0,36,251,6.97,0,3.0,3.0,5,,,113.0,149.2,158.2,131.2,,34,
104,105,Bernard Berrian,CHI,WR,26,15,14,0,0,0,0,0,2,5,2.5,0,102.0,51,775,15.2,6,2.0,1.0,6,,,112.0,163.0,167.0,137.5,,33,
105,106,David Garrard,JAX,QB,28,11,10,145,241,1735,10,9,47,250,5.32,0,0.0,0,0,,0,4.0,2.0,0,,,112.0,112.4,129.4,121.4,,26,
106,107,Joey Harrington,MIA,QB,28,11,11,223,388,2236,12,15,19,24,1.26,0,0.0,0,0,,0,4.0,1.0,0,,2.0,112.0,111.8,130.8,126.8,,27,
107,108,Devery Henderson,NOR,WR,24,13,7,0,0,0,0,0,2,14,7.0,1,54.0,32,745,23.28,5,0.0,,6,,,112.0,143.9,146.9,127.9,,34,
108,109,Jake Plummer,DEN,QB,32,16,11,175,317,1994,11,13,36,112,3.11,1,0.0,0,0,,0,7.0,2.0,1,,,111.0,111.0,132.0,124.0,,28,
109,110,Clinton Portis,WAS,RB,25,8,7,0,0,0,0,0,127,523,4.12,7,26.0,17,170,10.0,0,0.0,,7,,,111.0,128.3,134.3,119.8,,35,
110,111,Reuben Droughns,CLE,RB,28,14,12,0,0,0,0,0,220,758,3.45,4,33.0,27,169,6.26,0,5.0,4.0,4,,,109.0,135.7,145.7,122.2,,37,
111,112,Damon Huard,KAN,QB,33,10,8,148,244,1878,11,1,9,9,1.0,0,2.0,2,-6,-3.0,0,9.0,5.0,0,,1.0,109.0,111.4,120.4,111.4,,29,
112,113,Brandon Jacobs,NYG,RB,24,15,0,0,0,0,0,0,96,423,4.41,9,14.0,11,149,13.55,0,2.0,1.0,9,,,109.0,120.2,127.2,114.7,,36,
113,114,Keyshawn Johnson,CAR,WR,34,16,16,0,1,0,0,1,1,4,4.0,1,128.0,70,815,11.64,4,1.0,1.0,5,,,108.0,177.9,182.9,143.9,,35,
114,115,Cedric Benson,CHI,RB,24,15,0,0,0,0,0,0,157,647,4.12,6,10.0,8,54,6.75,0,0.0,,6,,,106.0,114.1,117.1,110.1,,38,
115,116,Donte' Stallworth,PHI,WR,26,12,11,0,0,0,0,0,0,0,,0,70.0,38,725,19.08,5,0.0,,5,,,103.0,140.5,143.5,121.5,,36,
116,117,Mark Brunell,WAS,QB,36,10,9,162,260,1789,8,4,13,34,2.62,0,0.0,0,0,,0,5.0,1.0,0,,2.0,101.0,101.0,109.0,105.0,,30,
117,118,Reche Caldwell,NWE,WR,27,16,14,0,0,0,0,0,1,5,5.0,0,102.0,61,760,12.46,4,2.0,1.0,4,1.0,,101.0,161.5,165.5,131.0,,38,
118,119,Chris Chambers,MIA,WR,28,16,16,0,0,0,0,0,8,95,11.88,0,154.0,59,677,11.47,4,0.0,,4,,,101.0,160.2,163.2,130.7,,37,
119,120,Ron Dayne,HOU,RB,28,11,6,0,0,0,0,0,151,612,4.05,5,18.0,14,77,5.5,0,1.0,,5,1.0,,101.0,114.9,117.9,107.9,,39,
120,121,Deion Branch,SEA,WR,27,14,13,0,0,0,0,0,4,30,7.5,0,101.0,53,725,13.68,4,0.0,,4,,,100.0,152.5,155.5,126.0,,39,
121,122,Cadillac Williams,TAM,RB,24,14,14,0,0,0,0,0,225,798,3.55,1,44.0,30,196,6.53,0,3.0,3.0,1,,,99.0,129.4,138.4,114.4,,40,
122,123,Santonio Holmes,PIT,WR,22,16,4,0,0,0,0,0,1,13,13.0,0,86.0,49,824,16.82,2,5.0,3.0,3,,,96.0,144.7,150.7,120.2,,40,
123,124,Bryant Johnson,ARI,WR,25,16,8,0,0,0,0,0,1,-3,-3.0,0,74.0,40,740,18.5,4,1.0,1.0,4,,,96.0,135.7,139.7,115.7,,41,
124,125,Jeff Garcia,PHI,QB,36,8,6,116,188,1309,10,2,25,87,3.48,0,0.0,0,0,,0,6.0,2.0,0,,1.0,95.0,95.1,102.1,97.1,,31,
125,126,Joe Horn,NOR,WR,34,10,9,0,1,0,0,0,0,0,,0,61.0,37,679,18.35,4,0.0,,4,1.0,,94.0,130.9,133.9,112.4,,42,
126,127,DeAngelo Williams,CAR,RB,23,13,2,0,0,0,0,0,121,501,4.14,1,36.0,33,313,9.48,1,1.0,,2,,,93.0,126.4,132.4,109.9,,41,
127,128,Drew Bennett,TEN,WR,28,16,15,0,0,0,0,0,0,0,,0,98.0,46,737,16.02,3,2.0,1.0,3,1.0,,92.0,137.7,141.7,114.7,,43,
128,129,Wali Lundy,HOU,RB,23,14,8,0,0,0,0,0,124,476,3.84,4,39.0,33,204,6.18,0,1.0,1.0,4,1.0,,92.0,125.0,132.0,108.5,,42,
129,130,Antonio Bryant,SFO,WR,25,14,13,0,0,0,0,0,0,0,,0,91.0,40,733,18.33,3,0.0,,3,,,91.0,131.3,134.3,111.3,,44,
130,131,Jason Campbell,WAS,QB,25,7,7,110,207,1297,10,6,24,107,4.46,0,0.0,0,0,,0,1.0,,0,,,91.0,90.6,102.6,96.6,,32,
131,132,Bruce Gradkowski,TAM,QB,23,13,11,177,328,1661,9,9,41,161,3.93,0,0.0,0,0,,0,11.0,6.0,0,,,89.0,88.5,109.5,97.5,,33,
132,133,Reggie Williams,JAX,WR,23,16,14,0,0,0,0,0,7,33,4.71,0,91.0,52,616,11.85,4,1.0,,4,,,89.0,140.9,143.9,114.9,,45,
133,134,Arnaz Battle,SFO,WR,26,16,15,0,1,0,0,0,5,25,5.0,0,85.0,59,686,11.63,3,2.0,1.0,3,,,87.0,146.1,150.1,116.6,,47,
134,135,Derrick Mason,BAL,WR,32,16,15,0,0,0,0,0,1,-4,-4.0,0,112.0,68,750,11.03,2,1.0,,2,,,87.0,154.6,157.6,120.6,,48,
135,136,Nate Washington,PIT,WR,23,16,2,0,0,0,0,0,3,8,2.67,0,69.0,35,624,17.83,4,0.0,,4,,,87.0,122.2,125.2,104.7,,46,
136,137,Michael Jenkins,ATL,WR,24,16,16,0,0,0,0,0,1,2,2.0,0,83.0,39,436,11.18,7,0.0,,7,,,86.0,124.8,127.8,105.3,,49,
137,138,Jerious Norwood,ATL,RB,23,14,0,0,1,0,0,0,99,633,6.39,2,15.0,12,102,8.5,0,0.0,,2,,,86.0,97.5,103.5,91.5,,43,
138,139,D.J. Hackett,SEA,WR,25,14,5,0,0,0,0,0,0,0,,0,66.0,45,610,13.56,4,0.0,,4,,,85.0,130.0,133.0,107.5,,50,
139,140,Vincent Jackson,SDG,WR,23,16,7,0,0,0,0,0,3,16,5.33,0,56.0,27,453,16.78,6,0.0,,6,1.0,,85.0,111.9,114.9,98.4,,51,
140,141,Matt Jones,JAX,WR,23,14,4,0,0,0,0,0,2,-15,-7.5,0,76.0,41,643,15.68,4,1.0,1.0,4,,,85.0,125.8,129.8,105.3,,52,
141,142,Justin Fargas,OAK,RB,26,16,6,0,0,0,0,0,178,659,3.7,1,21.0,13,91,7.0,0,1.0,,1,,,81.0,94.0,97.0,87.5,,44,
142,143,Greg Jennings,GNB,WR,23,14,11,0,0,0,0,0,0,0,,0,104.0,45,632,14.04,3,1.0,,3,,,81.0,126.2,129.2,103.7,,53,
143,144,Byron Leftwich,JAX,QB,26,6,6,108,183,1159,7,5,25,41,1.64,2,0.0,0,0,,0,2.0,,2,,,80.0,80.5,88.5,85.5,,34,
144,145,Travis Taylor,MIN,WR,28,16,16,0,0,0,0,0,1,5,5.0,0,87.0,57,651,11.42,3,2.0,2.0,3,,,80.0,136.6,141.6,108.1,,54,
145,146,Ben Watson,NWE,TE,26,13,13,0,0,0,0,0,0,0,,0,91.0,49,643,13.12,3,3.0,2.0,3,,,78.0,127.3,132.3,102.8,,12,
