player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj,year
Mark Ingram,BAL,RB,30,15,15,0,0,0,0,0,202,1018,5.04,10,29,26,247,9.5,5,2.0,2,15,2.0,0.0,217.0,242.5,31.937438845342623,0.0,0.0,0.0,0.0,0.0,215.04542155864033,1083.7437581519596,5.365489726017561,10.64581294844754,30.87285755049787,27.679113665963605,262.95157982665427,10.113522301025164,5.32290647422377,2.1291625896895083,2.1291625896895083,15.968719422671311,2.1291625896895083,0.0,231.01414098131164,258.16096399985287,2019
Dak Prescott,DAL,QB,26,16,16,388,596,4902,30,11,52,277,5.33,3,0,0,0,0.0,0,6.0,2,3,0.0,1.0,338.0,337.8,26.800186566514792,399.9412456849131,614.3427382170314,5052.865944194443,30.923292192132454,11.338540470448567,53.600373133029585,285.525064574023,5.494038246135533,3.0923292192132457,0.0,0.0,0.0,0.0,0.0,6.184658438426491,2.0615528128088303,3.0923292192132457,0.0,1.0307764064044151,348.4024253646923,348.19627008341143,2019
Mark Andrews,BAL,TE,24,15,4,0,0,0,0,0,0,0,0.0,0,98,64,852,13.31,10,2.0,1,10,0.0,0.0,143.0,207.2,25.5499510762741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3289668947859,68.13320287006427,907.0232632077305,14.169577034383678,10.64581294844754,2.1291625896895083,1.0645812948447542,10.64581294844754,0.0,0.0,152.23512516279985,220.58124429183303,2019
Russell Wilson,SEA,QB,31,16,16,341,516,4110,31,5,75,342,4.56,3,0,0,0,0.0,0,8.0,2,3,0.0,1.0,329.0,328.6,31.95406859853687,351.49475458390555,531.8806257046782,4236.491030322146,31.95406859853687,5.153882032022076,77.30823048033113,352.52553099030996,4.700340413204133,3.0923292192132457,0.0,0.0,0.0,0.0,0.0,8.246211251235321,2.0615528128088303,3.0923292192132457,0.0,1.0307764064044151,339.1254377070526,338.71312714449084,2019
Chris Godwin,TAM,WR,23,14,14,0,0,0,0,0,1,8,8.0,0,121,86,1333,15.5,9,0.0,0,9,1.0,0.0,190.0,276.1,25.34476559088963,0.0,0.0,0.0,0.0,0.0,1.1019463300386796,8.815570640309437,8.815570640309437,0.0,133.3355059346802,94.76738438332644,1468.8944579415597,17.080168115599534,9.917516970348116,0.0,0.0,9.917516970348116,1.1019463300386796,0.0,209.36980270734912,304.24738172367944,2019
George Kittle,SFO,TE,26,14,14,0,0,0,0,0,5,22,4.4,0,107,85,1053,12.39,5,1.0,0,5,0.0,0.0,138.0,222.5,28.650604581005666,0.0,0.0,0.0,0.0,0.0,5.509731650193397,24.24281926085095,4.84856385217019,0.0,117.90825731413871,93.66543805328776,1160.3494855307295,13.65311502917924,5.509731650193397,1.1019463300386796,0.0,5.509731650193397,0.0,0.0,152.06859354533776,245.1830584336062,2019
Deshaun Watson,HOU,QB,24,15,15,333,495,3852,26,12,82,413,5.04,7,1,1,6,6.0,1,10.0,3,8,0.0,1.0,320.0,321.0,25.5499510762741,354.5055711833031,526.9677409481533,4100.767147741993,27.679113665963605,12.77497553813705,87.29566617726984,439.67207477088346,5.365489726017561,7.452069063913279,1.0645812948447542,1.0645812948447542,6.387487769068525,6.387487769068525,1.0645812948447542,10.64581294844754,3.1937438845342623,8.516650358758033,0.0,1.0645812948447542,340.6660143503213,341.7305956451661,2019
Chris Carson,SEA,RB,25,15,15,0,0,0,0,0,278,1230,4.42,7,47,37,266,7.19,2,7.0,4,9,0.0,0.0,196.0,232.6,26.61453237111885,0.0,0.0,0.0,0.0,0.0,295.95359996684164,1309.4349926590476,4.705449323213813,7.452069063913279,50.03532085770345,39.389507909255904,283.1786244287046,7.6543395099337825,2.1291625896895083,7.452069063913279,4.258325179379017,9.581231653602787,0.0,0.0,208.6579337895718,247.6216091808898,2019
Darren Waller,OAK,TE,27,16,16,0,0,0,0,0,2,5,2.5,0,117,90,1145,12.72,3,1.0,1,3,0.0,0.0,131.0,221.0,27.83096297291921,0.0,0.0,0.0,0.0,0.0,2.0615528128088303,5.153882032022076,2.576941016011038,0.0,120.60083954931658,92.76987657639737,1180.2389853330553,13.111475889464161,3.0923292192132457,1.0307764064044151,1.0307764064044151,3.0923292192132457,0.0,0.0,135.03170923897838,227.80158581537574,2019
Kenny Golladay,DET,WR,26,16,16,0,0,0,0,0,0,0,0.0,0,116,65,1190,18.31,11,1.0,1,11,0.0,0.0,183.0,248.0,26.800186566514792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.57006314291216,67.00046641628698,1226.623923621254,18.87351600126484,11.338540470448567,1.0307764064044151,1.0307764064044151,11.338540470448567,0.0,0.0,188.63208237200797,255.63254878829497,2019
Saquon Barkley,NYG,RB,22,13,13,0,0,0,0,0,217,1003,4.62,6,73,52,438,8.42,2,1.0,0,8,0.0,0.0,192.0,244.1,25.157962495462087,0.0,0.0,0.0,0.0,0.0,248.1489937052397,1146.9743810431125,5.283172124047039,6.861262498762388,83.47869373494238,59.464274989274024,500.87216240965427,9.628638373263216,2.2870874995874626,1.1435437497937313,0.0,9.14834999834985,0.0,0.0,219.5603999603964,279.1390293246498,2019
Zach Ertz,PHI,TE,29,15,15,0,0,0,0,0,0,0,0.0,0,135,88,916,10.41,6,1.0,1,6,1.0,0.0,128.0,215.6,30.87285755049787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.71847480404182,93.68315394633836,975.1564660777948,11.08229127933389,6.387487769068525,1.0645812948447542,1.0645812948447542,6.387487769068525,1.0645812948447542,0.0,136.26640574012853,229.52372716852898,2019
Joe Mixon,CIN,RB,23,16,15,0,0,0,0,0,278,1137,4.09,5,45,35,287,8.2,3,0.0,0,8,0.0,0.0,190.0,225.4,23.707857347301548,0.0,0.0,0.0,0.0,0.0,286.55584098042743,1171.99277408182,4.2158755021940575,5.153882032022076,46.38493828819868,36.07717422415453,295.83282863806716,8.452366532516203,3.0923292192132457,0.0,0.0,8.246211251235321,0.0,0.0,195.84751721683887,232.33700200355517,2019
Todd Gurley,LAR,RB,25,15,15,0,0,0,0,0,223,857,3.84,12,49,31,207,6.68,2,3.0,2,14,1.0,0.0,188.0,219.4,26.61453237111885,0.0,0.0,0.0,0.0,0.0,237.40162875038015,912.3461696819543,4.0879921722038555,12.77497553813705,52.16448344739295,33.002020140187376,220.3683280328641,7.111403049562957,2.1291625896895083,3.1937438845342623,2.1291625896895083,14.904138127826558,1.0645812948447542,0.0,200.1412834308138,233.56913608893905,2019
Jared Cook,NOR,TE,32,14,7,0,0,0,0,0,0,0,0.0,0,65,43,705,16.4,9,0.0,0,9,0.0,0.0,125.0,167.5,35.26228256123775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.62651145251417,47.38369219166322,776.8721626772691,18.07191981263434,9.917516970348116,0.0,0.0,9.917516970348116,0.0,0.0,137.74329125483493,184.57601028147883,2019
Cooper Kupp,LAR,WR,26,16,14,0,1,0,0,0,2,4,2.0,0,134,94,1161,12.35,10,3.0,0,10,0.0,0.0,177.0,270.5,26.800186566514792,0.0,1.0307764064044151,0.0,0.0,0.0,2.0615528128088303,4.123105625617661,2.0615528128088303,0.0,138.12403845819162,96.89298220201502,1196.731407835526,12.730088619094527,10.307764064044152,3.0923292192132457,0.0,10.307764064044152,0.0,0.0,182.4474239335815,278.8250179323943,2019
Julio Jones,ATL,WR,30,15,15,0,0,0,0,0,2,-3,-1.5,0,157,99,1394,14.08,6,1.0,0,6,0.0,0.0,175.0,274.1,31.937438845342623,0.0,0.0,0.0,0.0,0.0,2.1291625896895083,-3.1937438845342623,-1.5968719422671311,0.0,167.1392632906264,105.39354818963065,1484.0263250135872,14.989304631414138,6.387487769068525,1.0645812948447542,0.0,6.387487769068525,0.0,0.0,186.30172659783196,291.8017329169471,2019
DeVante Parker,MIA,WR,26,16,14,0,0,0,0,0,0,0,0.0,0,128,72,1202,16.69,9,0.0,0,9,0.0,0.0,174.0,246.2,26.800186566514792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.93938001976514,74.21590126111789,1238.993240498107,17.20365822288969,9.276987657639737,0.0,0.0,9.276987657639737,0.0,0.0,179.35509471436825,253.777151256767,2019
Leonard Fournette,JAX,RB,24,15,15,0,0,0,0,0,265,1152,4.35,3,100,76,522,6.87,0,1.0,1,3,0.0,0.0,183.0,259.4,25.5499510762741,0.0,0.0,0.0,0.0,0.0,282.11404313385987,1226.3976516611567,4.63092863257468,3.1937438845342623,106.4581294844754,80.90817840820131,555.7114359089617,7.313673495583461,0.0,1.0645812948447542,1.0645812948447542,3.1937438845342623,0.0,0.0,194.81837695659001,276.1523878827292,2019
Jameis Winston,TAM,QB,25,16,16,380,626,5109,33,30,59,250,4.24,1,0,0,0,0.0,0,12.0,5,1,2.0,2.0,305.0,305.4,25.76941016011038,391.69503443367773,645.2660304091639,5266.236660320157,34.0156214113457,30.923292192132454,60.815807977860494,257.6941016011038,4.370491963154721,1.0307764064044151,0.0,0.0,0.0,0.0,0.0,12.369316876852983,5.153882032022076,1.0307764064044151,2.0615528128088303,2.0615528128088303,314.3868039533466,314.79911451590834,2019
Austin Hooper,ATL,TE,25,13,10,0,0,0,0,0,0,0,0.0,0,97,75,787,10.49,6,0.0,0,6,1.0,0.0,117.0,191.7,28.58859374484328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.92374372999193,85.76578123452984,899.9689310876665,11.99577393533624,6.861262498762388,0.0,0.0,6.861262498762388,1.1435437497937313,0.0,133.79461872586657,219.21733683545827,2019
Amari Cooper,DAL,WR,25,16,16,0,0,0,0,0,1,6,6.0,0,119,79,1189,15.05,8,0.0,0,8,0.0,0.0,168.0,246.5,25.76941016011038,0.0,0.0,0.0,0.0,0.0,1.0307764064044151,6.184658438426491,6.184658438426491,0.0,122.6623923621254,81.4313361059488,1225.5931472148495,15.513184916386448,8.246211251235321,0.0,0.0,8.246211251235321,0.0,0.0,173.17043627594174,254.08638417868835,2019
Mike Evans,TAM,WR,26,13,13,0,0,0,0,0,0,0,0.0,0,118,67,1157,17.27,8,0.0,0,8,1.0,0.0,166.0,232.7,29.732137494637012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.93816247566028,76.61743123618,1323.080118511347,19.749000558937738,9.14834999834985,0.0,0.0,9.14834999834985,1.1435437497937313,0.0,189.8282624657594,266.10263057700126,2019
A.J. Brown,TEN,WR,22,16,11,0,0,0,0,0,3,60,20.0,1,84,52,1051,20.21,8,1.0,0,9,0.0,0.0,165.0,217.1,22.677080940897135,0.0,0.0,0.0,0.0,0.0,3.0923292192132457,61.84658438426491,20.615528128088304,1.0307764064044151,86.58521813797087,53.600373133029585,1083.3460031310403,20.83199117343323,8.246211251235321,1.0307764064044151,0.0,9.276987657639737,0.0,0.0,170.0781070567285,223.78155783039853,2019
DeAndre Hopkins,HOU,WR,27,15,15,1,2,6,1,1,2,18,9.0,0,150,104,1165,11.2,7,0.0,0,7,1.0,0.0,165.0,268.5,28.743694960808362,1.0645812948447542,2.1291625896895083,6.387487769068525,1.0645812948447542,1.0645812948447542,2.1291625896895083,19.162463307205574,9.581231653602787,0.0,159.6871942267131,110.71645466385442,1240.2372084941385,11.923310502261245,7.452069063913279,0.0,0.0,7.452069063913279,1.0645812948447542,0.0,175.65591364938442,285.84007766581647,2019
Josh Jacobs,OAK,RB,21,13,13,0,0,0,0,0,242,1150,4.75,7,27,20,166,8.3,0,1.0,1,7,0.0,0.0,172.0,191.6,24.014418745668355,0.0,0.0,0.0,0.0,0.0,276.73758745008297,1315.075312262791,5.4318328115202235,8.004806248556118,30.875681244430744,22.870874995874626,189.8282624657594,9.49141312328797,0.0,1.1435437497937313,1.1435437497937313,8.004806248556118,0.0,0.0,196.68952496452178,219.1029824604789,2019
Keenan Allen,LAC,WR,27,16,16,0,0,0,0,0,3,16,5.33,0,149,104,1199,11.53,6,0.0,0,6,0.0,0.0,158.0,261.5,27.83096297291921,0.0,0.0,0.0,0.0,0.0,3.0923292192132457,16.492422502470642,5.494038246135533,0.0,153.58568455425785,107.20074626605917,1235.9009112788938,11.884851965842905,6.184658438426491,0.0,0.0,6.184658438426491,0.0,0.0,162.8626722118976,269.5480302747546,2019
Miles Sanders,PHI,RB,22,16,11,0,0,0,0,0,179,818,4.57,3,63,50,509,10.18,3,2.0,1,6,1.0,0.0,169.0,218.7,22.677080940897135,0.0,0.0,0.0,0.0,0.0,184.50897674639032,843.1751004388116,4.710648177268178,3.0923292192132457,64.93891360347816,51.53882032022076,524.6651908598474,10.493303817196946,3.0923292192132457,2.0615528128088303,1.0307764064044151,6.184658438426491,1.0307764064044151,0.0,174.20121268234615,225.43080008064558,2019
Allen Robinson,CHI,WR,26,16,15,0,0,0,0,0,1,2,2.0,0,154,98,1147,11.7,7,0.0,0,7,0.0,0.0,157.0,254.9,26.800186566514792,0.0,0.0,0.0,0.0,0.0,1.0307764064044151,2.0615528128088303,2.0615528128088303,0.0,158.73956658627992,101.01608782763269,1182.3005381458643,12.060083954931656,7.215434844830906,0.0,0.0,7.215434844830906,0.0,0.0,161.8318958054932,262.7449059924854,2019
Julian Edelman,NWE,WR,33,16,13,2,2,47,1,0,8,27,3.38,0,153,100,1117,11.17,6,3.0,1,6,1.0,0.0,156.0,256.3,34.0156214113457,2.0615528128088303,2.0615528128088303,48.44649110100751,1.0307764064044151,0.0,8.246211251235321,27.83096297291921,3.4840242536469233,0.0,157.7087901798755,103.07764064044152,1151.3772459537317,11.513772459537318,6.184658438426491,3.0923292192132457,1.0307764064044151,6.184658438426491,1.0307764064044151,0.0,160.80111939908878,264.18799296145164,2019
Alvin Kamara,NOR,RB,24,14,9,1,1,13,0,0,171,797,4.66,5,97,81,533,6.58,1,4.0,1,6,0.0,0.0,168.0,248.5,26.44671192092831,1.1019463300386796,1.1019463300386796,14.325302290502833,0.0,0.0,188.4328224366142,878.2512250408275,5.135069897980247,5.509731650193397,106.88879401375192,89.25765273313304,587.3373939106162,7.250806851654511,1.1019463300386796,4.407785320154718,1.1019463300386796,6.611677980232077,0.0,0.0,185.12698344649817,273.8336630146119,2019
Marlon Mack,IND,RB,23,14,12,0,0,0,0,0,247,1091,4.42,8,17,14,82,5.86,0,0.0,0,8,1.0,0.0,167.0,181.3,25.34476559088963,0.0,0.0,0.0,0.0,0.0,272.18074351955386,1202.2234460721993,4.870602778770963,8.815570640309437,18.733087610657552,15.427248620541514,90.35959906317173,6.457405494026663,0.0,0.0,0.0,8.815570640309437,1.1019463300386796,0.0,184.0250371164595,199.7828696360126,2019
Jarvis Landry,CLE,WR,27,16,16,0,0,0,0,0,1,10,10.0,0,138,83,1174,14.14,6,0.0,0,6,0.0,0.0,154.0,237.4,27.83096297291921,0.0,0.0,0.0,0.0,0.0,1.0307764064044151,10.307764064044152,10.307764064044152,0.0,142.2471440838093,85.55444173156646,1210.1315011187835,14.57517838655843,6.184658438426491,0.0,0.0,6.184658438426491,0.0,0.0,158.73956658627992,244.70631888040816,2019
Josh Allen,BUF,QB,23,16,16,271,461,3089,20,9,109,510,4.68,9,0,0,0,0.0,0,14.0,4,9,1.0,2.0,289.0,288.6,23.707857347301548,279.3404061355965,475.1879233524354,3184.0683193832383,20.615528128088304,9.276987657639737,112.35462829808125,525.6959672662517,4.824033581972663,9.276987657639737,0.0,0.0,0.0,0.0,0.0,14.430869689661812,4.123105625617661,9.276987657639737,1.0307764064044151,2.0615528128088303,297.894381450876,297.48207088831424,2019
Tyler Lockett,SEA,WR,27,16,16,0,0,0,0,0,4,-5,-1.25,0,110,82,1057,12.89,8,1.0,0,8,0.0,0.0,153.0,235.2,27.83096297291921,0.0,0.0,0.0,0.0,0.0,4.123105625617661,-5.153882032022076,-1.288470508005519,0.0,113.38540470448567,84.52366532516204,1089.530661569467,13.286707878552912,8.246211251235321,1.0307764064044151,0.0,8.246211251235321,0.0,0.0,157.7087901798755,242.43861078631843,2019
DJ Chark,JAX,WR,23,15,14,0,0,0,0,0,2,20,10.0,0,118,73,1008,13.81,8,0.0,0,8,1.0,0.0,153.0,225.8,24.485369781429345,0.0,0.0,0.0,0.0,0.0,2.1291625896895083,21.29162589689508,10.64581294844754,0.0,125.62059279168099,77.71443452366705,1073.0979452035122,14.701867681806055,8.516650358758033,0.0,0.0,8.516650358758033,1.0645812948447542,0.0,162.8809381112474,240.38245637594548,2019
Kenyan Drake,2TM,RB,25,14,10,0,0,0,0,0,170,817,4.81,8,68,50,345,6.9,0,2.0,1,8,1.0,0.0,164.0,214.2,27.548658250966987,0.0,0.0,0.0,0.0,0.0,187.33087610657552,900.2901516416011,5.300361847486048,8.815570640309437,74.93235044263021,55.097316501933975,380.17148386334446,7.603429677266889,0.0,2.203892660077359,1.1019463300386796,8.815570640309437,1.1019463300386796,0.0,180.71919812634346,236.03690389428513,2019
Patrick Mahomes,KAN,QB,24,14,14,319,484,4031,26,5,43,218,5.07,2,0,0,0,0.0,0,3.0,2,2,0.0,1.0,287.0,287.0,26.44671192092831,351.5208792823388,533.3420237387209,4441.945656385918,28.650604581005666,5.509731650193397,47.38369219166322,240.22429994843213,5.586867893296105,2.203892660077359,0.0,0.0,0.0,0.0,0.0,3.3058389901160385,2.203892660077359,2.203892660077359,0.0,1.1019463300386796,316.258596721101,316.258596721101,2019
Phillip Lindsay,DEN,RB,25,16,16,0,0,0,0,0,224,1011,4.51,7,48,35,196,5.6,0,0.0,0,7,0.0,0.0,163.0,197.7,25.76941016011038,0.0,0.0,0.0,0.0,0.0,230.89391503458899,1042.1149468748638,4.648801592883912,7.215434844830906,49.47726750741193,36.07717422415453,202.03217565526538,5.772347875864725,0.0,0.0,0.0,7.215434844830906,0.0,0.0,168.01655424391967,203.78449554615287,2019
Kyler Murray,ARI,QB,22,16,16,349,542,3722,20,12,93,544,5.85,4,0,0,0,0.0,0,5.0,2,4,0.0,3.0,285.0,285.3,22.677080940897135,359.7409658351409,558.680812271193,3836.549784637233,20.615528128088304,12.369316876852983,95.8622057956106,560.7423650840018,6.030041977465828,4.123105625617661,0.0,0.0,0.0,0.0,0.0,5.153882032022076,2.0615528128088303,4.123105625617661,0.0,3.0923292192132457,293.77127582525833,294.08050874717964,2019
Courtland Sutton,DEN,WR,24,16,14,1,1,38,0,0,3,17,5.67,0,124,72,1112,15.44,6,2.0,0,6,0.0,0.0,150.0,222.4,24.738633753705965,1.0307764064044151,1.0307764064044151,39.16950344336777,0.0,0.0,3.0923292192132457,17.523198908875056,5.844502224313034,0.0,127.81627439414748,74.21590126111789,1146.2233639217097,15.91518771488417,6.184658438426491,2.0615528128088303,0.0,6.184658438426491,0.0,0.0,154.61646096066227,229.24467278434193,2019
Stefon Diggs,MIN,WR,26,15,15,0,1,0,0,0,5,61,12.2,0,94,63,1130,17.94,6,4.0,3,6,0.0,0.0,149.0,212.1,27.679113665963605,0.0,1.0645812948447542,0.0,0.0,0.0,5.32290647422377,64.93945898553,12.987891797106,0.0,100.0706417154069,67.06862157521951,1202.9768631745721,19.09858842951489,6.387487769068525,4.258325179379017,3.1937438845342623,6.387487769068525,0.0,0.0,158.62261293186836,225.79769263657235,2019
John Brown,BUF,WR,29,15,15,1,1,28,1,0,2,7,3.5,0,115,72,1060,14.72,6,0.0,0,6,0.0,0.0,148.0,219.8,30.87285755049787,1.0645812948447542,1.0645812948447542,29.808276255653116,1.0645812948447542,0.0,2.1291625896895083,7.452069063913279,3.7260345319566395,0.0,122.42684890714672,76.6498532288223,1128.4561725354395,15.67063666011478,6.387487769068525,0.0,0.0,6.387487769068525,0.0,0.0,157.55803163702362,233.99496860687697,2019
Hunter Henry,LAC,TE,25,12,12,0,0,0,0,0,0,0,0.0,0,76,55,652,11.85,5,1.0,1,5,1.0,0.0,95.0,150.2,29.755951785595208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.45809342820944,65.46309392830946,776.0352225683231,14.10432114637213,5.951190357119041,1.1902380714238083,1.1902380714238083,5.951190357119041,1.1902380714238083,0.0,113.0726167852618,178.773758327856,2019
Michael Gallup,DAL,WR,23,14,12,0,0,0,0,0,0,0,0.0,0,113,66,1107,16.77,6,0.0,0,6,0.0,0.0,147.0,212.7,25.34476559088963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.51993529437078,72.72845778255285,1219.8545873528183,18.479639954748656,6.611677980232077,0.0,0.0,6.611677980232077,0.0,0.0,161.98611051568588,234.38398439922713,2019
Aaron Rodgers,GNB,QB,36,16,16,353,569,4002,26,4,46,183,3.98,1,0,0,0,0.0,0,4.0,4,1,1.0,2.0,278.0,278.4,37.107950630558946,363.86407146075857,586.5117752441122,4125.16717843047,26.800186566514792,4.123105625617661,47.415714694603096,188.63208237200797,4.102490097489572,1.0307764064044151,0.0,0.0,0.0,0.0,0.0,4.123105625617661,4.123105625617661,1.0307764064044151,1.0307764064044151,2.0615528128088303,286.55584098042743,286.9681515429892,2019
Tyler Higbee,LAR,TE,26,15,15,0,0,0,0,0,0,0,0.0,0,89,69,734,10.64,3,0.0,0,3,0.0,0.0,91.0,160.4,27.679113665963605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.74773524118312,73.45610934428804,781.4026704160495,11.327144977148185,3.1937438845342623,0.0,0.0,3.1937438845342623,0.0,0.0,96.87689783087262,170.75883969309857,2019
