player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_tgt,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,age_adj,passing_cmp_adj,passing_att_adj,passing_yds_adj,passing_td_adj,passing_int_adj,rushing_att_adj,rushing_yds_adj,rushing_y/a_adj,rushing_td_adj,receiving_tgt_adj,receiving_rec_adj,receiving_yds_adj,receiving_y/r_adj,receiving_td_adj,fumbles_fmb_adj,fumbles_fl_adj,scoring_td_adj,scoring_2pm_adj,scoring_2pp_adj,fantasy_fantpt_adj,fantasy_ppr_adj
Vernon Davis,SFO,TE,25,16,16,0,0,0,0,0,0,0,0.0,0,128.0,78,965,12.37,13,0.0,0.0,13,0.0,0.0,175.0,252.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,78.0,965.0,12.37,13.0,0.0,0.0,13.0,0.0,0.0,175.0,252.5
Reggie Wayne,IND,WR,31,16,16,0,1,0,0,1,0,0,0.0,0,149.0,100,1264,12.64,10,0.0,0.0,10,0.0,0.0,184.0,284.4,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,100.0,1264.0,12.64,10.0,0.0,0.0,10.0,0.0,0.0,184.0,284.4
Dallas Clark,IND,TE,30,16,16,0,0,0,0,0,2,11,5.5,0,133.0,100,1106,11.06,10,1.0,0.0,10,0.0,0.0,172.0,271.7,30.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,133.0,100.0,1106.0,11.06,10.0,1.0,0.0,10.0,0.0,0.0,172.0,271.7
Roddy White,ATL,WR,28,16,16,0,0,0,0,0,1,2,2.0,0,165.0,85,1153,13.56,11,1.0,0.0,11,0.0,0.0,182.0,266.5,28.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,165.0,85.0,1153.0,13.56,11.0,1.0,0.0,11.0,0.0,0.0,182.0,266.5
Sidney Rice,MIN,WR,23,16,14,0,1,0,0,0,0,0,0.0,0,121.0,83,1312,15.81,8,1.0,1.0,8,0.0,0.0,177.0,260.2,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,83.0,1312.0,15.81,8.0,1.0,1.0,8.0,0.0,0.0,177.0,260.2
Ricky Williams,MIA,RB,32,16,7,0,1,0,0,1,241,1121,4.65,11,53.0,35,264,7.54,2,5.0,2.0,13,1.0,0.0,213.0,247.5,32.0,0.0,1.0,0.0,0.0,1.0,241.0,1121.0,4.65,11.0,53.0,35.0,264.0,7.54,2.0,5.0,2.0,13.0,1.0,0.0,213.0,247.5
Drew Brees,NOR,QB,30,15,15,363,514,4388,34,11,22,33,1.5,2,1.0,1,-4,-4.0,0,10.0,6.0,2,0.0,1.0,294.0,295.4,30.983866769659333,374.90478791287796,530.8569173201632,4531.906912842172,35.11504900561391,11.360751148875089,22.721502297750177,34.082253446625266,1.5491933384829668,2.065591117977289,1.0327955589886444,1.0327955589886444,-4.131182235954578,-4.131182235954578,0.0,10.327955589886445,6.196773353931867,2.065591117977289,0.0,1.0327955589886444,303.6418943426615,305.08780812524554
Brandon Marshall,DEN,WR,25,15,13,0,0,0,0,0,7,39,5.57,0,154.0,101,1120,11.09,10,0.0,0.0,10,0.0,0.0,176.0,276.9,25.81988897471611,0.0,0.0,0.0,0.0,0.0,7.229568912920511,40.27902680055713,5.75267126356675,0.0,159.05051608425126,104.3123514578531,1156.7310260672818,11.453702749184067,10.327955589886445,0.0,0.0,10.327955589886445,0.0,0.0,181.77201838200142,285.9810902839556
Antonio Gates,SDG,TE,29,16,16,0,0,0,0,0,0,0,0.0,0,114.0,79,1157,14.65,8,1.0,0.0,8,0.0,0.0,164.0,242.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,79.0,1157.0,14.65,8.0,1.0,0.0,8.0,0.0,0.0,164.0,242.7
Ryan Grant,GNB,RB,27,16,16,0,0,0,0,0,282,1253,4.44,11,30.0,25,197,7.88,0,1.0,1.0,11,0.0,0.0,209.0,234.0,27.0,0.0,0.0,0.0,0.0,0.0,282.0,1253.0,4.44,11.0,30.0,25.0,197.0,7.88,0.0,1.0,1.0,11.0,0.0,0.0,209.0,234.0
Vincent Jackson,SDG,WR,26,15,15,0,0,0,0,0,3,11,3.67,0,108.0,68,1167,17.16,9,0.0,0.0,9,0.0,0.0,172.0,239.8,26.852684533704757,0.0,0.0,0.0,0.0,0.0,3.0983866769659336,11.360751148875089,3.7903597014883252,0.0,111.5419203707736,70.23009801122782,1205.272417339748,17.72277179224514,9.2951600308978,0.0,0.0,9.2951600308978,0.0,0.0,177.64083614604684,247.66437504547696
Steve Smith,NYG,WR,24,16,15,0,0,0,0,0,0,0,0.0,0,157.0,107,1220,11.4,7,0.0,0.0,7,0.0,0.0,164.0,271.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,107.0,1220.0,11.4,7.0,0.0,0.0,7.0,0.0,0.0,164.0,271.0
Wes Welker,NWE,WR,28,14,13,0,0,0,0,0,5,36,7.2,0,162.0,123,1348,10.96,4,2.0,0.0,4,0.0,0.0,162.0,285.4,29.93325909419153,0.0,0.0,0.0,0.0,0.0,5.3452248382484875,38.48561883538911,7.697123767077823,0.0,173.185284759251,131.4925310209128,1441.0726163917923,11.716732845440687,4.27617987059879,2.138089935299395,0.0,4.27617987059879,0.0,0.0,173.185284759251,305.10543376722364
Brett Favre,MIN,QB,40,16,16,363,531,4202,33,7,9,7,0.78,0,1.0,1,-2,-2.0,0,2.0,3.0,0,0.0,0.0,281.0,281.6,40.0,363.0,531.0,4202.0,33.0,7.0,9.0,7.0,0.78,0.0,1.0,1.0,-2.0,-2.0,0.0,2.0,3.0,0.0,0.0,0.0,281.0,281.6
Matt Schaub,HOU,QB,28,16,16,396,583,4770,29,15,48,57,1.19,0,0.0,0,0,0.0,0,3.0,2.0,0,0.0,1.0,281.0,280.5,28.0,396.0,583.0,4770.0,29.0,15.0,48.0,57.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,281.0,280.5
Joseph Addai,IND,RB,26,15,15,1,1,22,1,0,219,828,3.78,10,63.0,51,336,6.59,3,1.0,1.0,13,0.0,0.0,197.0,248.3,26.852684533704757,1.0327955589886444,1.0327955589886444,22.721502297750177,1.0327955589886444,0.0,226.18222741851315,855.1547228425976,3.9039672129770757,10.327955589886445,65.0661202162846,52.67257350842087,347.01930782018457,6.806122733735167,3.0983866769659336,1.0327955589886444,1.0327955589886444,13.426342266852378,0.0,0.0,203.46072512076296,256.4431372968804
Peyton Manning,IND,QB,33,16,16,393,571,4500,33,16,19,-13,-0.68,0,0.0,0,0,0.0,0,2.0,0.0,0,0.0,0.0,279.0,278.7,33.0,393.0,571.0,4500.0,33.0,16.0,19.0,-13.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,279.0,278.7
Marques Colston,NOR,WR,26,16,14,0,0,0,0,0,1,6,6.0,0,107.0,70,1074,15.34,9,2.0,1.0,9,0.0,0.0,160.0,230.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,107.0,70.0,1074.0,15.34,9.0,2.0,1.0,9.0,0.0,0.0,160.0,230.0
Chad Johnson,CIN,WR,31,16,15,0,0,0,0,0,3,32,10.67,0,128.0,72,1047,14.54,9,2.0,2.0,9,0.0,0.0,158.0,229.9,31.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,10.67,0.0,128.0,72.0,1047.0,14.54,9.0,2.0,2.0,9.0,0.0,0.0,158.0,229.9
Steven Jackson,STL,RB,26,15,15,0,0,0,0,0,324,1416,4.37,4,75.0,51,322,6.31,0,2.0,2.0,4,0.0,0.0,194.0,244.8,26.852684533704757,0.0,0.0,0.0,0.0,0.0,334.6257611123208,1462.4385115279206,4.5133165927803764,4.131182235954578,77.45966692414834,52.67257350842087,332.56016999434354,6.516939977218346,0.0,2.065591117977289,2.065591117977289,4.131182235954578,0.0,0.0,200.36233844379703,252.82835284042017
Brent Celek,PHI,TE,24,16,15,0,0,0,0,0,0,0,0.0,0,112.0,76,971,12.78,8,0.0,0.0,8,0.0,0.0,145.0,221.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,76.0,971.0,12.78,8.0,0.0,0.0,8.0,0.0,0.0,145.0,221.1
Tony Romo,DAL,QB,29,16,16,347,550,4483,26,9,35,105,3.0,1,0.0,0,0,0.0,0,6.0,4.0,1,0.0,0.0,274.0,273.8,29.0,347.0,550.0,4483.0,26.0,9.0,35.0,105.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,274.0,273.8
Santonio Holmes,PIT,WR,25,16,16,0,1,0,0,1,3,6,2.0,0,138.0,79,1248,15.8,5,0.0,0.0,5,0.0,0.0,155.0,232.4,25.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,138.0,79.0,1248.0,15.8,5.0,0.0,0.0,5.0,0.0,0.0,155.0,232.4
Jamaal Charles,KAN,RB,23,15,10,0,0,0,0,0,190,1120,5.89,7,55.0,40,297,7.43,1,4.0,3.0,9,1.0,0.0,192.0,231.7,23.754297856738823,0.0,0.0,0.0,0.0,0.0,196.23115620784245,1156.7310260672818,6.083165842443115,7.229568912920511,56.803755744375444,41.31182235954578,306.7402810196274,7.673671003285628,1.0327955589886444,4.131182235954578,3.0983866769659336,9.2951600308978,1.0327955589886444,0.0,198.29674732581975,239.2987310176689
Jonathan Stewart,CAR,RB,22,16,3,0,0,0,0,0,221,1133,5.13,10,26.0,18,139,7.72,1,3.0,2.0,11,0.0,0.0,189.0,207.2,22.0,0.0,0.0,0.0,0.0,0.0,221.0,1133.0,5.13,10.0,26.0,18.0,139.0,7.72,1.0,3.0,2.0,11.0,0.0,0.0,189.0,207.2
Tom Brady,NWE,QB,32,16,16,371,565,4398,28,13,29,44,1.52,1,0.0,0,0,0.0,0,4.0,2.0,1,0.0,1.0,270.0,270.3,32.0,371.0,565.0,4398.0,28.0,13.0,29.0,44.0,1.52,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,270.0,270.3
Philip Rivers,SDG,QB,28,16,16,317,486,4254,28,9,26,50,1.92,1,0.0,0,0,0.0,0,6.0,3.0,1,0.0,0.0,269.0,269.2,28.0,317.0,486.0,4254.0,28.0,9.0,26.0,50.0,1.92,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,269.0,269.2
Hines Ward,PIT,WR,33,16,16,0,0,0,0,0,0,0,0.0,0,137.0,95,1167,12.28,6,2.0,1.0,6,0.0,0.0,151.0,245.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,95.0,1167.0,12.28,6.0,2.0,1.0,6.0,0.0,0.0,151.0,245.7
Ben Roethlisberger,PIT,QB,27,15,15,337,506,4328,26,12,40,82,2.05,2,0.0,0,0,0.0,0,7.0,3.0,2,0.0,0.0,267.0,267.3,27.8854800926934,348.05210337917316,522.5945528482541,4469.9391793028535,26.852684533704757,12.393546707863734,41.31182235954578,84.68923583706885,2.117230895926721,2.065591117977289,0.0,0.0,0.0,0.0,0.0,7.229568912920511,3.0983866769659336,2.065591117977289,0.0,0.0,275.7564142499681,276.06625291766466
Derrick Mason,BAL,WR,35,16,16,0,0,0,0,0,1,2,2.0,0,134.0,73,1028,14.08,7,0.0,0.0,7,0.0,0.0,145.0,218.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,134.0,73.0,1028.0,14.08,7.0,0.0,0.0,7.0,0.0,0.0,145.0,218.0
Steve Smith Sr.,CAR,WR,30,15,15,0,0,0,0,0,5,22,4.4,0,129.0,65,982,15.11,7,1.0,0.0,7,1.0,0.0,144.0,209.4,30.983866769659333,0.0,0.0,0.0,0.0,0.0,5.163977794943222,22.721502297750177,4.544300459550036,0.0,133.23062710953513,67.1317113342619,1014.2052389268489,15.605540896318418,7.229568912920511,1.0327955589886444,0.0,7.229568912920511,1.0327955589886444,0.0,148.7225604943648,216.26739005222217
Rashard Mendenhall,PIT,RB,22,16,12,0,0,0,0,0,242,1108,4.58,7,32.0,25,261,10.44,1,3.0,3.0,8,0.0,0.0,179.0,203.9,22.0,0.0,0.0,0.0,0.0,0.0,242.0,1108.0,4.58,7.0,32.0,25.0,261.0,10.44,1.0,3.0,3.0,8.0,0.0,0.0,179.0,203.9
Donald Driver,GNB,WR,34,16,16,0,0,0,0,0,1,13,13.0,0,113.0,70,1061,15.16,6,2.0,1.0,6,0.0,0.0,141.0,211.4,34.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,113.0,70.0,1061.0,15.16,6.0,2.0,1.0,6.0,0.0,0.0,141.0,211.4
Percy Harvin,MIN,WR,21,15,8,0,0,0,0,0,15,135,9.0,0,91.0,60,790,13.17,6,1.0,0.0,8,0.0,0.0,141.0,200.5,21.688706738761535,0.0,0.0,0.0,0.0,0.0,15.491933384829666,139.427400463467,9.2951600308978,0.0,93.98439586796664,61.967733539318665,815.9084916010291,13.601917511880448,6.196773353931867,1.0327955589886444,0.0,8.262364471909155,0.0,0.0,145.62417381739888,207.07550957722322
Greg Jennings,GNB,WR,26,16,13,0,0,0,0,0,0,0,0.0,0,119.0,68,1113,16.37,4,0.0,0.0,4,2.0,0.0,139.0,207.3,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,68.0,1113.0,16.37,4.0,0.0,0.0,4.0,2.0,0.0,139.0,207.3
DeAngelo Williams,CAR,RB,26,13,13,0,0,0,0,0,216,1117,5.17,7,41.0,29,252,8.69,0,3.0,3.0,7,1.0,0.0,175.0,203.9,28.844410203711917,0.0,0.0,0.0,0.0,0.0,239.630484769299,1239.200238367162,5.735600028968869,7.7658027471532085,45.48541609046879,32.17261138106329,279.5688988975155,9.640689410394483,0.0,3.328201177351375,3.328201177351375,7.7658027471532085,1.1094003924504583,0.0,194.1450686788302,226.20674002064845
Robert Meachem,NOR,WR,25,16,7,0,0,0,0,0,6,82,13.67,0,64.0,45,722,16.04,9,2.0,1.0,10,0.0,0.0,138.0,183.4,25.0,0.0,0.0,0.0,0.0,0.0,6.0,82.0,13.67,0.0,64.0,45.0,722.0,16.04,9.0,2.0,1.0,10.0,0.0,0.0,138.0,183.4
Cedric Benson,CIN,RB,27,13,13,0,0,0,0,0,301,1251,4.16,6,24.0,17,111,6.53,0,1.0,0.0,6,0.0,0.0,172.0,189.2,29.953810596162374,0.0,0.0,0.0,0.0,0.0,333.9295181275879,1387.8598909555233,4.615105632593907,6.65640235470275,26.625609418811,18.85980667165779,123.14344356200087,7.244384562701493,0.0,1.1094003924504583,0.0,6.65640235470275,0.0,0.0,190.81686750147884,209.8985542516267
Tony Gonzalez,ATL,TE,33,16,16,0,0,0,0,0,0,0,0.0,0,134.0,83,867,10.45,6,0.0,0.0,6,0.0,0.0,123.0,205.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,83.0,867.0,10.45,6.0,0.0,0.0,6.0,0.0,0.0,123.0,205.7
Visanthe Shiancoe,MIN,TE,29,16,13,0,0,0,0,0,0,0,0.0,0,79.0,56,566,10.11,11,0.0,0.0,11,0.0,0.0,123.0,178.6,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,56.0,566.0,10.11,11.0,0.0,0.0,11.0,0.0,0.0,123.0,178.6
Fred Jackson,BUF,RB,28,16,11,1,1,27,1,0,237,1062,4.48,2,61.0,46,371,8.07,2,4.0,2.0,4,0.0,0.0,168.0,214.4,28.0,1.0,1.0,27.0,1.0,0.0,237.0,1062.0,4.48,2.0,61.0,46.0,371.0,8.07,2.0,4.0,2.0,4.0,0.0,0.0,168.0,214.4
Calvin Johnson,DET,WR,24,14,14,0,0,0,0,0,7,73,10.43,0,137.0,67,984,14.69,5,3.0,2.0,5,0.0,0.0,132.0,198.7,25.657079223592742,0.0,0.0,0.0,0.0,0.0,7.483314773547883,78.04028263842793,11.150139012586346,0.0,146.45916056800857,71.62601283252974,1051.9402481673023,15.704270574774057,5.3452248382484875,3.2071349029490928,2.138089935299395,5.3452248382484875,0.0,0.0,141.11393572976007,212.4192350719949
Kellen Winslow,TAM,TE,26,16,14,0,0,0,0,0,1,7,7.0,0,127.0,77,884,11.48,5,0.0,0.0,5,0.0,0.0,119.0,196.1,26.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,127.0,77.0,884.0,11.48,5.0,0.0,0.0,5.0,0.0,0.0,119.0,196.1
Anquan Boldin,ARI,WR,29,15,15,0,0,0,0,0,3,12,4.0,1,127.0,84,1024,12.19,4,3.0,2.0,5,0.0,0.0,130.0,213.6,29.95107121067069,0.0,0.0,0.0,0.0,0.0,3.0983866769659336,12.393546707863734,4.131182235954578,1.0327955589886444,131.16503599155786,86.75482695504614,1057.5826524043719,12.589777864071575,4.131182235954578,3.0983866769659336,2.065591117977289,5.163977794943222,0.0,0.0,134.2634226685238,220.60513139997445
Mike Sims-Walker,JAX,WR,25,15,14,0,0,0,0,0,0,0,0.0,0,111.0,63,869,13.79,7,2.0,1.0,7,0.0,0.0,127.0,189.9,25.81988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.64030704773954,65.0661202162846,897.4993407611321,14.242250758453407,7.229568912920511,2.065591117977289,1.0327955589886444,7.229568912920511,0.0,0.0,131.16503599155786,196.12787665194358
Jason Witten,DAL,TE,27,16,16,0,0,0,0,0,0,0,0.0,0,124.0,94,1030,10.96,2,0.0,0.0,2,0.0,0.0,115.0,209.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,94.0,1030.0,10.96,2.0,0.0,0.0,2.0,0.0,0.0,115.0,209.0
Heath Miller,PIT,TE,27,16,16,0,0,0,0,0,0,0,0.0,0,98.0,76,789,10.38,6,2.0,0.0,6,0.0,0.0,115.0,190.9,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,76.0,789.0,10.38,6.0,2.0,0.0,6.0,0.0,0.0,115.0,190.9
Knowshon Moreno,DEN,RB,22,16,9,0,0,0,0,0,247,947,3.83,7,41.0,28,213,7.61,2,4.0,4.0,9,0.0,0.0,162.0,190.0,22.0,0.0,0.0,0.0,0.0,0.0,247.0,947.0,3.83,7.0,41.0,28.0,213.0,7.61,2.0,4.0,4.0,9.0,0.0,0.0,162.0,190.0
Terrell Owens,BUF,WR,36,16,16,0,0,0,0,0,6,54,9.0,1,109.0,55,829,15.07,5,1.0,0.0,6,0.0,0.0,124.0,179.3,36.0,0.0,0.0,0.0,0.0,0.0,6.0,54.0,9.0,1.0,109.0,55.0,829.0,15.07,5.0,1.0,0.0,6.0,0.0,0.0,124.0,179.3
Matt Forte,CHI,RB,24,16,16,0,0,0,0,0,258,929,3.6,4,72.0,57,471,8.26,0,6.0,3.0,4,1.0,0.0,160.0,217.0,24.0,0.0,0.0,0.0,0.0,0.0,258.0,929.0,3.6,4.0,72.0,57.0,471.0,8.26,0.0,6.0,3.0,4.0,1.0,0.0,160.0,217.0
Greg Olsen,CHI,TE,24,16,15,0,0,0,0,0,0,0,0.0,0,108.0,60,612,10.2,8,0.0,0.0,8,0.0,0.0,109.0,169.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,60.0,612.0,10.2,8.0,0.0,0.0,8.0,0.0,0.0,109.0,169.2
LaDainian Tomlinson,SDG,RB,30,14,14,0,1,0,0,0,223,730,3.27,12,30.0,20,154,7.7,0,2.0,2.0,12,0.0,0.0,156.0,176.4,32.071349029490925,0.0,1.0690449676496976,0.0,0.0,0.0,238.39702778588256,780.4028263842793,3.495777044214511,12.828539611796371,32.071349029490925,21.38089935299395,164.6329250180534,8.23164625090267,0.0,2.138089935299395,2.138089935299395,12.828539611796371,0.0,0.0,166.77101495335282,188.57953229340666
Pierre Thomas,NOR,RB,25,14,6,0,0,0,0,0,147,793,5.39,6,45.0,39,302,7.74,2,2.0,1.0,8,0.0,0.0,156.0,194.5,26.726124191242437,0.0,0.0,0.0,0.0,0.0,157.14961024450554,847.7526593462102,5.762152375631869,6.4142698058981855,48.10702354423639,41.692753738338205,322.85158023020864,8.27440804960866,2.138089935299395,2.138089935299395,1.0690449676496976,8.55235974119758,0.0,0.0,166.77101495335282,207.92924620786619
Donovan McNabb,PHI,QB,33,14,14,267,443,3553,22,10,37,140,3.78,2,1.0,1,1,1.0,0,10.0,2.0,2,0.0,2.0,236.0,237.2,35.27848393244002,285.43500636246927,473.586920668816,3798.3167700593754,23.518989288293348,10.690449676496975,39.55466380303881,149.66629547095766,4.040989977715856,2.138089935299395,1.0690449676496976,1.0690449676496976,1.0690449676496976,1.0690449676496976,0.0,10.690449676496975,2.138089935299395,2.138089935299395,0.0,2.138089935299395,252.29461236532862,253.57746632650824
Marion Barber III,DAL,RB,26,15,15,0,0,0,0,0,214,932,4.36,7,36.0,26,221,8.5,0,2.0,2.0,7,0.0,0.0,153.0,179.3,26.852684533704757,0.0,0.0,0.0,0.0,0.0,221.01824962356991,962.5654609774166,4.50298863719049,7.229568912920511,37.1806401235912,26.852684533704757,228.24781853649043,8.778762251403478,0.0,2.065591117977289,2.065591117977289,7.229568912920511,0.0,0.0,158.0177205252626,185.18024372666397
Hakeem Nicks,NYG,WR,21,14,6,0,0,0,0,0,2,8,4.0,0,74.0,47,790,16.81,6,2.0,0.0,6,0.0,0.0,116.0,162.8,22.44994432064365,0.0,0.0,0.0,0.0,0.0,2.138089935299395,8.55235974119758,4.27617987059879,0.0,79.10932760607761,50.24511347953578,844.5455244432611,17.970645906191415,6.4142698058981855,2.138089935299395,0.0,6.4142698058981855,0.0,0.0,124.00921624736492,174.04052073337078
Mike Wallace,PIT,WR,23,16,4,0,0,0,0,0,5,48,9.6,0,72.0,39,756,19.38,6,1.0,1.0,6,0.0,0.0,114.0,153.4,23.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,9.6,0.0,72.0,39.0,756.0,19.38,6.0,1.0,1.0,6.0,0.0,0.0,114.0,153.4
